,The Democrat,Stormy Sanz,Beast Mode,Lesya,Just Tiger,Sharmey,Kenya Nz,No Nukes Skipper Nz,Kivik,We Salute You,Beam Me Up Chopper
29,"[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 26.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 21.0, 28.0]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 14, 463568), 8.5, 10.0]"
30,"[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 9.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 21.0, 32.0]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 15, 974601), 8.5, 10.0]"
31,"[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 3.2, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 21.0, 32.0]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 17, 619044), 8.5, 10.0]"
32,"[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 18, 897566), 8.5, 10.0]"
33,"[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 20, 147716), 8.5, 10.0]"
34,"[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 26.0, 42.0]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 21, 399810), 8.5, 10.0]"
35,"[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 26.0, 42.0]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 22, 655322), 8.5, 10.0]"
36,"[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 26.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 23, 920641), 8.5, 10.0]"
37,"[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 26.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 25, 207456), 8.5, 10.0]"
38,"[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 21.0, 32.0]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 26, 469831), 8.5, 10.0]"
39,"[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 27, 752298), 8.5, 10.0]"
40,"[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 29, 18572), 8.5, 10.0]"
41,"[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 30, 307598), 8.5, 10.0]"
42,"[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 31, 572339), 8.5, 10.0]"
43,"[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 32, 852559), 8.5, 10.0]"
44,"[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 26.0, 42.0]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 34, 124069), 8.5, 10.0]"
45,"[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 26.0, 42.0]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 35, 392465), 8.5, 10.0]"
46,"[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 26.0, 42.0]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 36, 669149), 8.5, 10.0]"
47,"[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 26.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 37, 949722), 8.5, 10.0]"
48,"[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 26.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 5.0, 7.2]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 11.0, 12.5]","[datetime.datetime(2022, 11, 27, 20, 33, 39, 206108), 8.5, 10.0]"
49,"[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 5.0, 7.6]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 40, 500313), 8.5, 10.0]"
50,"[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 5.0, 7.6]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 41, 765602), 8.5, 10.0]"
51,"[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 3.3, 4.5]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 5.0, 7.6]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 43, 12116), 8.5, 10.0]"
52,"[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 26.0, 40.0]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 3.3, 4.4]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 7.0, 9.6]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 5.0, 7.4]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 21.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 11.0, 13.0]","[datetime.datetime(2022, 11, 27, 20, 33, 44, 270437), 8.5, 10.0]"
53,"[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 3.3, 4.4]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 7.0, 9.4]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 5.0, 7.4]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 21.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 11.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 45, 536178), 8.5, 10.0]"
54,"[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 3.3, 4.4]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 7.0, 9.4]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 5.0, 7.4]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 21.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 11.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 46, 788793), 8.5, 10.0]"
55,"[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 3.3, 4.4]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 7.0, 9.4]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 5.0, 7.4]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 21.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 11.0, 14.0]","[datetime.datetime(2022, 11, 27, 20, 33, 48, 34635), 8.5, 10.0]"
56,"[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 3.3, 4.4]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 7.0, 9.4]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 5.0, 7.6]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 21.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 49, 287915), 8.5, 10.0]"
57,"[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 26.0, 38.0]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 3.3, 4.4]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 7.0, 9.4]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 9.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 5.0, 7.6]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 8.0, 9.8]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 20.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 21.0, 99999]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 21.0, 30.0]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 11.0, 13.5]","[datetime.datetime(2022, 11, 27, 20, 33, 50, 550231), 8.5, 10.0]"
