EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
207023237,GB / Haydock 30th Nov,3m Mdn Hrd,30/11/2022 13:35,49128830,Inis Oirr,0,3.974716459,3.017004823,2.986243325,4,2.52,34,1.11,4389.32,65031.04,61799.32
207023237,GB / Haydock 30th Nov,3m Mdn Hrd,30/11/2022 13:35,50307079,Mr Vango,1,6.092815282,5.166204328,10.6560221,19,5.2,30,1.03,849.98,26801.86,65740.8
207023252,GB / Haydock 30th Nov,3m1f Hcap Chs,30/11/2022 15:07,8419071,Blaklion,0,12,10.61414401,10.00600617,12.5,9,1000,3.05,972.5,12423.1,19135.09
207023252,GB / Haydock 30th Nov,3m1f Hcap Chs,30/11/2022 15:07,11378987,Fortified Bay,0,29,29.04204156,28.89145841,40,24,1000,17.5,273.62,3889.32,1891.63
207023231,GB / Haydock 30th Nov,3m Cond Hcap Hrd,30/11/2022 13:05,23160541,Desaray Girl,0,43.50905509,28.96350417,38.17602686,100,32,1000,20,316.4,5171.54,1574.44
207023304,GB / Ludlow 30th Nov,2m NHF,30/11/2022 15:45,44744613,Commanding View,0,30.69602137,34.45010511,32.24593676,50,27,1000,19,73.7,2202.06,640.76
207023304,GB / Ludlow 30th Nov,2m NHF,30/11/2022 15:45,50670810,Brave Jen,0,10.5,6.912232551,6.664329546,11,5.8,960,12,738.56,24802.26,2735.43
207023304,GB / Ludlow 30th Nov,2m NHF,30/11/2022 15:45,50670811,Calisson,0,294.4666529,128.9252615,86.34451495,320,65,1000,90,14.56,991.26,155.7
207023272,GB / Ludlow 30th Nov,2m4f Nov Hcap Chs,30/11/2022 13:15,419944,Supervisor,0,3.597964482,3.167377639,2.989503167,4.2,2.51,1000,2,5711.44,122639.4,47266.28
207023265,GB / Ludlow 30th Nov,2m Nov Hrd,30/11/2022 12:45,17749179,Evron,0,10,8.96343386,18.38827494,19,9.8,1000,11,392.66,15836.54,1238.51
207023285,GB / Ludlow 30th Nov,3m1f Hcap Chs,30/11/2022 14:15,26863458,Laskalin,1,2.468546133,2.774134073,3.09514503,3.65,2.54,2.54,1.01,6333.6,108349.8,159398.74
207023317,GB / Kempton 30th Nov,6f Nursery,30/11/2022 16:45,43843829,Cheeky Maxi,0,75,31.07475391,23.78636365,75,18,210,55,101.08,4136.32,138.57
207023324,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:15,36028055,Sweet Bertie,0,19.23708255,15.65878161,16.12738859,29,14,1000,60,34.32,10365.26,290.78
207023324,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:15,13546889,Inclement Weather,0,11.19906666,8.209035302,7.145965778,11.5,8,840,2.46,85.36,14656.28,5129.4
207023324,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:15,11271109,Dourado,0,10.5,6.906573361,6.505351359,10,5.4,1000,14,450.84,23338.5,585.57
207023331,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:50,36140372,Sunset In Paris,0,201.3130835,151.236001,73.24130655,350,60,1000,150,14.34,1262.97,80.69
207023338,GB / Kempton 30th Nov,1m Nov Stks,30/11/2022 18:20,50671116,Ray Of Colours,0,20.6026188,15.92637988,19.65999477,29,17,1000,14,116.46,8071.24,491.9
207023352,GB / Kempton 30th Nov,1m Hcap,30/11/2022 19:20,42080599,Aguaplano,0,4.532789525,4.990921179,4.797740515,6,4.3,840,2.08,822.66,51784.92,11554.06
207023352,GB / Kempton 30th Nov,1m Hcap,30/11/2022 19:20,7402864,Pistoletto,0,7,7.381808775,7.42876615,14,5.1,7.6,6.4,1491.18,21026.62,939.82
207023352,GB / Kempton 30th Nov,1m Hcap,30/11/2022 19:20,28225794,Dembe,0,121.6538507,82.33785707,37.98000371,140,23,930,8.8,60.84,1930,1499.25
207023366,GB / Kempton 30th Nov,2m Hcap,30/11/2022 20:20,40830370,Pons Aelius,0,2.362025429,2.313998093,2.659953113,2.8,1.99,1000,2.2,1596.88,129848.26,6966.8
207023366,GB / Kempton 30th Nov,2m Hcap,30/11/2022 20:20,37389224,Duty Of Care,1,8.8,8.928956417,7.39042293,11.5,7,6.2,1.01,393.04,17118.72,13706.56
207023392,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 12:55,842076,Spring Fever,0,4.3,4.764576187,7.031723798,7.4,4.2,1000,5,752.58,36538.86,3966.84
207023392,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 12:55,875736,Winter Moon,0,18.617471,23.33266651,23.34812628,28,19.5,1000,23,89.88,4352.72,500.93
207023373,GB / Lingfield 30th Nov,7f Hcap,30/11/2022 11:25,10096390,Gidwa,1,7.6,6.214826333,6.192108056,7.6,5.4,7,1.01,4677.42,27514.72,19212.82
207023412,GB / Lingfield 30th Nov,1m2f Hcap,30/11/2022 14:25,45255533,Chasing Aphrodite,0,21,18.31473455,17.33994344,23,13,470,14.5,550.98,7356.36,1898.01
207023406,GB / Lingfield 30th Nov,7f Hcap,30/11/2022 13:55,166899,Bowman,0,36.60268218,24.97683573,53.25434587,85,23,1000,28,126.64,7395.12,654.88
207023406,GB / Lingfield 30th Nov,7f Hcap,30/11/2022 13:55,28618311,Mitrosonfire,0,5.7,5.132128772,8.993608964,9.4,5.3,1000,5.2,1284.68,52339.8,3823.6
207023380,GB / Lingfield 30th Nov,7f Nursery,30/11/2022 11:55,21003201,Regal Glory,0,95.542457,61.05905722,45.41632393,90,34,990,25,114.37,1879.69,604.98
207023399,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 13:25,516688,Glencalvie,0,14,10.81312536,9.097172116,17.5,12.5,120,9.4,145.7,9661.7,1526.4
207023426,GB / Lingfield 30th Nov,5f Hcap,30/11/2022 15:25,49783132,Hit Mac,0,4.5,3.605925208,4.371912484,4.8,4,940,2.6,817.42,68907.22,7526.08
207023426,GB / Lingfield 30th Nov,5f Hcap,30/11/2022 15:25,43175,Privilege,0,23.8520903,14.33849372,17.1736281,25,15,1000,20,200.22,7222.9,215.27
207023426,GB / Lingfield 30th Nov,5f Hcap,30/11/2022 15:25,5704647,Duke Of Firenze,0,7.738476581,7.938317389,14.33672114,17,7.4,1000,9,156.72,18906.32,2164.22
207023252,GB / Haydock 30th Nov,3m1f Hcap Chs,30/11/2022 15:07,15713775,Chambard,0,10.43998584,8.324345082,4.940138101,13,3.75,1000,10,2386.84,28661.68,3153.7
207023258,GB / Haydock 30th Nov,2m3f Hcap Hrd,30/11/2022 15:37,50016156,Djelo,0,1.418950343,1.342620678,1.368334245,1.49,1.28,1000,1.28,18631.24,231881.48,61484.28
207023304,GB / Ludlow 30th Nov,2m NHF,30/11/2022 15:45,19474,Industrialist,0,16.08468413,10.05831984,13.3895604,18,10,1000,9,584.84,10900.08,2923.86
207023304,GB / Ludlow 30th Nov,2m NHF,30/11/2022 15:45,50487589,Hey Mister Dj,0,14,10.11565071,21.80181844,23,13,400,13.5,163.64,10861.81,971.34
207023304,GB / Ludlow 30th Nov,2m NHF,30/11/2022 15:45,50670808,Flight Of Freedom,0,35.72342435,18.65319885,20.88317319,36,23,1000,4.1,105.98,3719.28,4467.71
207023272,GB / Ludlow 30th Nov,2m4f Nov Hcap Chs,30/11/2022 13:15,5554339,No Worries,1,15.69372521,12.1600736,13.52411479,19.5,11.5,29,1.01,473.84,13171.3,42427.34
207023297,GB / Ludlow 30th Nov,3m Hcap Hrd,30/11/2022 15:15,40590069,Loup De Maulde,0,2.435892758,2.888509682,5.578812142,6.4,2.42,590,1.06,1096.86,84666.56,82623.1
207023265,GB / Ludlow 30th Nov,2m Nov Hrd,30/11/2022 12:45,50670802,Swearer,0,81.96389881,47.53470948,56.41349548,95,28,1000,11,11.82,3961.74,1101.66
207023265,GB / Ludlow 30th Nov,2m Nov Hrd,30/11/2022 12:45,36337708,Lusaka,0,3.375858546,2.890375421,2.738961771,3.5,2.88,1000,2.78,4661.3,108419.48,20854.76
207023265,GB / Ludlow 30th Nov,2m Nov Hrd,30/11/2022 12:45,39174164,Zuraig,0,14.3794492,8.69366064,6.983306637,15.5,5.5,1000,9.6,2008.68,13974.96,3729.24
207023291,GB / Ludlow 30th Nov,2m Nov Hcap Chs,30/11/2022 14:45,27187588,Grizzly James,0,2.58632828,2.784932491,3.616070176,6.58,2.56,1000,2.52,2464.78,92351.04,43200.38
207023291,GB / Ludlow 30th Nov,2m Nov Hcap Chs,30/11/2022 14:45,11085674,Tap Tap Boom,1,7.2,6.281512395,5.589423588,7.2,4.5,50,1.01,1751.8,24092.1,56366.38
207023317,GB / Kempton 30th Nov,6f Nursery,30/11/2022 16:45,45581759,Kimnkate,0,65,35.04285629,35.37739367,75,34,1000,55,42.54,3187.36,66.55
207023317,GB / Kempton 30th Nov,6f Nursery,30/11/2022 16:45,19543839,Italian Lover,0,64.50943696,25.45805912,33.58710197,65,30,1000,60,49.3,4610.84,111.34
207023324,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:15,39422520,Sunset Salute,0,90,121.9223393,1,220,80,1000,44,0,1059.96,128.31
207023324,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:15,214768,Flagman,0,28.46246284,18.23398333,34.57921368,60,16.5,1000,21,75.14,8021.2,427.88
207023331,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:50,40495979,Hopeman Harbour,0,3.405435725,3.877003322,4.438681922,4.6,3.25,100,3.25,992.9,77661.18,4621.08
207023331,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:50,40525244,Nicolas Andry,0,170,144.8488511,40.48938567,220,75,1000,75,9.34,798.06,165.38
207023338,GB / Kempton 30th Nov,1m Nov Stks,30/11/2022 18:20,49881034,Cantalupo Bella,0,883.466873,681.8261447,162.3471661,1000,160,990,590,14.22,300.64,2.34
207023352,GB / Kempton 30th Nov,1m Hcap,30/11/2022 19:20,286588,Plastic Paddy,0,26.1742714,22.04775517,21.65917489,32,18,28,18,29.78,6123.54,714.06
207023311,GB / Kempton 30th Nov,1m4f Hcap,30/11/2022 16:15,45171289,Sainte Colette,0,20.54692104,11.49107306,6.863689945,27,6.2,1000,17,1143.3,17772.98,631.56
207023345,GB / Kempton 30th Nov,1m Nov Stks,30/11/2022 18:50,48500505,Gasman,0,514.5400848,266.2358427,194.9475821,560,180,750,420,12,692.22,6.16
207023345,GB / Kempton 30th Nov,1m Nov Stks,30/11/2022 18:50,50671119,Strandonthegreen,0,28,16.30062297,8.322834205,28,12,1000,17,254.74,9651.28,407.08
207023359,GB / Kempton 30th Nov,1m4f Listed,30/11/2022 19:50,34992085,Garden Paradise,0,18.07867033,17.10929342,15.95775243,30,16.5,990,26,379.64,11935.02,532.85
207023392,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 12:55,2385696,Sunset Point,1,5.548268386,5.242390428,4.734647114,6,4.1,21,1.01,1169.36,30635.28,33518.38
207023373,GB / Lingfield 30th Nov,7f Hcap,30/11/2022 11:25,40920726,Min Till,0,4.4,5.226472838,5.232676892,6,4.5,1000,3.7,6448.92,39969.34,6331.18
207023386,GB / Lingfield 30th Nov,7f Nursery,30/11/2022 12:25,47800107,Do It For Love,0,30,40.35015868,42.11908377,70,28,600,17,135.97,3370.03,1167.34
207023419,GB / Lingfield 30th Nov,1m4f Hcap,30/11/2022 14:55,28781681,Ruskin Red,0,5.110819135,5.327440718,7.865715617,8.6,4.8,1000,1.17,733.82,40425.08,25059
207023419,GB / Lingfield 30th Nov,1m4f Hcap,30/11/2022 14:55,42113115,Gin And Tea,0,157.1925245,142.9079051,54.69016971,220,100,1000,17,2.02,1209.22,699.2
207023419,GB / Lingfield 30th Nov,1m4f Hcap,30/11/2022 14:55,45128557,Fawn At Play,0,86.29315261,64.53117523,23.92279831,95,25,1000,70,130.3,1800.16,262.82
207023419,GB / Lingfield 30th Nov,1m4f Hcap,30/11/2022 14:55,45527627,First Snowfall,0,12.5,13.49263271,11.38066909,17.5,10.5,1000,8.8,373.14,6193.94,1381.68
207023380,GB / Lingfield 30th Nov,7f Nursery,30/11/2022 11:55,970256,So Chic,0,25.13071902,13.13581211,8.806510065,25,7.8,1000,12.5,1880.28,6909.7,408.67
207023380,GB / Lingfield 30th Nov,7f Nursery,30/11/2022 11:55,47883675,Ready Reckoner,0,9.8,9.489141327,9.86121414,13.5,8.2,1000,10.5,1603.04,12779.14,1279.67
207023380,GB / Lingfield 30th Nov,7f Nursery,30/11/2022 11:55,26845498,Revolucion,0,3.845626945,4.289946993,4.936755234,5.4,3.75,1000,2.02,4978.94,50978.3,9978.06
207023399,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 13:25,50671227,Reflective Star,0,4.912758033,3.701256909,5.346653038,6.6,3.5,1000,6.8,262.12,80156.28,6237.14
207023399,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 13:25,50671226,Fleurir,0,7.51827464,8.681966769,9.549127133,13.5,7.4,1000,4,497.68,14382.12,5478.61
207023399,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 13:25,49562038,Wodhooh,0,18.82605866,15.00658215,22.37097835,25,18.5,1000,16.5,142.72,7103.74,674.62
207023399,GB / Lingfield 30th Nov,1m Nov Stks,30/11/2022 13:25,595963,Resonance,0,99.85149391,53.10253936,47.31104052,160,65,1000,85,31.99,3016.57,145.42
207023426,GB / Lingfield 30th Nov,5f Hcap,30/11/2022 15:25,33676935,Toplight,0,7.359083775,6.33963868,11.45911829,12,6.4,1000,6.8,581.98,24218.42,911.99
207023231,GB / Haydock 30th Nov,3m Cond Hcap Hrd,30/11/2022 13:05,38243135,One Fer Mamma,0,9.680106676,5.922545853,6.747020026,10,7,1000,3.25,1412.54,25636.46,11384.35
207023242,GB / Haydock 30th Nov,2m5f Nov Chs,30/11/2022 14:07,28174752,Beauport,0,1.86,1.855806839,1.798325421,2.02,1.63,1000,1.49,9726.78,148562.38,71785.74
207023242,GB / Haydock 30th Nov,2m5f Nov Chs,30/11/2022 14:07,39703588,Ballygrifincottage,1,2.819261347,2.799231354,2.879817079,3.5,2.5,4.2,1.01,5332.08,69617.5,111514.46
207023245,GB / Haydock 30th Nov,1m7f Hrd,30/11/2022 14:37,42896,Thunderclap,0,222.834038,90.44000831,62.7228767,360,50,1000,210,203.54,2565.92,140.73
207023245,GB / Haydock 30th Nov,1m7f Hrd,30/11/2022 14:37,43338109,Snowy Evening,0,27.73114977,19.64503237,23.51765362,42,19.5,1000,10,688.94,10269.96,2489.3
207023278,GB / Ludlow 30th Nov,2m Hcap Hrd,30/11/2022 13:45,26193048,Rock Of Fame,0,10,8.213390271,6.873528948,12,5.9,1000,5.5,2724.3,15559.52,10457.98
207023297,GB / Ludlow 30th Nov,3m Hcap Hrd,30/11/2022 15:15,22992872,Fou Diligence,0,214.0367077,207.6026671,50.3612921,420,160,1000,120,4.6,777.74,355.35
207023265,GB / Ludlow 30th Nov,2m Nov Hrd,30/11/2022 12:45,40546547,Coastal Sun,1,15.92384725,11.88426564,30.9628061,32,14,17,1.01,156.7,11353.68,39339.72
207023285,GB / Ludlow 30th Nov,3m1f Hcap Chs,30/11/2022 14:15,9974980,Volcano,0,8.722571374,8.617615193,9.29813054,13,7.2,1000,4.1,1651.6,21126.86,14848.02
207023317,GB / Kempton 30th Nov,6f Nursery,30/11/2022 16:45,48651761,Clipsham La Habana,1,2.4,2.309816462,3.277019165,3.43,2.3,2.2,1.01,1290.22,152003.06,34070.5
207023317,GB / Kempton 30th Nov,6f Nursery,30/11/2022 16:45,45150222,Lady Miller,0,10.5,7.913863136,10.88271347,11,8,970,13.5,150.46,13976.76,743.21
207023317,GB / Kempton 30th Nov,6f Nursery,30/11/2022 16:45,45906444,Ben Dikduk,0,6.705859172,5.732075201,10.41075308,10,6.4,1000,6.2,499.34,27811.98,1719.3
207023324,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:15,18889963,Evasive Power,0,27.11792445,18.31832255,13.61629556,29,13,1000,15,96.34,7366.92,345.99
207023324,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:15,11824885,Cendrillon,0,92.40225421,61.13086967,27.59199222,100,26,85,40,58.16,1795.18,117.99
207023331,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:50,28652755,Eagle Eyed Freddie,0,3.883873161,3.720252688,4.302422462,4.4,3.35,1000,2.64,1542.92,76398.36,17273.04
207023331,GB / Kempton 30th Nov,1m Hcap,30/11/2022 17:50,45582074,Island Of Skye,0,22.78018672,29.64357479,33.61892398,44,22,1000,10,24.28,3478.71,484.51
207023338,GB / Kempton 30th Nov,1m Nov Stks,30/11/2022 18:20,50307182,Yasmina,0,18.21135533,12.45094511,10.19394481,18,10.5,1000,7.6,329.68,17332.1,1260.04
207023352,GB / Kempton 30th Nov,1m Hcap,30/11/2022 19:20,41364691,Aussie Banker,1,6.448627895,6.458999153,5.92945225,7.8,5.4,12,1.01,422.42,35644.34,15383.27
207023352,GB / Kempton 30th Nov,1m Hcap,30/11/2022 19:20,12441875,La Maquina,0,17.41754196,14.92647596,16.95066491,18,12,30,30,245,6461.36,406.16
207023366,GB / Kempton 30th Nov,2m Hcap,30/11/2022 20:20,1428334,Sashenka,0,8.68985083,8.477788712,8.280467057,9.2,7.6,5.5,5.5,323.5,19902.56,1146.6
207023311,GB / Kempton 30th Nov,1m4f Hcap,30/11/2022 16:15,28261416,Mille Miglia,1,4.648289816,4.282091019,5.201217234,6,4.5,5.1,1.01,1499.78,63090.86,34884.48
207023311,GB / Kempton 30th Nov,1m4f Hcap,30/11/2022 16:15,28743254,Spring Glow,0,4,3.925095419,5.364651955,6,3.95,1000,3.75,1312.22,74451.16,7144.12
207023311,GB / Kempton 30th Nov,1m4f Hcap,30/11/2022 16:15,36503211,Bluenose Belle,0,104.7030498,55.1501803,31.98913144,120,32,1000,38,122.44,2561.88,650.66
