,Datetime,Horse,Type,Location,Price,Midpoint Price,Amount,Venue,Midpoint Percentage
0,04-01-2023,Opawa Ziva,RaceType.GREYHOUND_RACE,AUS,3.0,2.953333333333333,,Manawatu,0.9844444444444443
1,04-01-2023,Big Time Brynley,RaceType.GREYHOUND_RACE,AUS,1.8,1.7341721854304637,,Manawatu,0.9634289919058131
2,04-01-2023,Gable,RaceType.GREYHOUND_RACE,AUS,7.0,6.830769230769231,,Gawler,0.9758241758241759
3,04-01-2023,Chilli On Ice,RaceType.GREYHOUND_RACE,AUS,8.5,8.597142857142856,,Gawler,1.0114285714285713
4,04-01-2023,Tabasco Lad,RaceType.GREYHOUND_RACE,AUS,2.6,2.5421428571428573,,The Meadows,0.9777472527472527
5,04-01-2023,Little Olivia,RaceType.GREYHOUND_RACE,AUS,4.8,4.415384615384616,,Taree,0.9198717948717949
6,04-01-2023,Go Goose Go,RaceType.GREYHOUND_RACE,AUS,7.0,6.937931034482759,,Gawler,0.9911330049261083
7,04-01-2023,Goddess Of War,RaceType.GREYHOUND_RACE,AUS,6.5,6.788888888888889,,Taree,1.0444444444444445
8,04-01-2023,Johnny Baha,RaceType.GREYHOUND_RACE,AUS,7.5,7.285714285714286,,Capalaba,0.9714285714285714
9,04-01-2023,Candy Kaos,RaceType.GREYHOUND_RACE,AUS,5.0,4.75,,Taree,0.95
10,04-01-2023,Magnetic Prince,RaceType.HORSE_RACE,AUS,8.0,7.70625,,Geelong,0.96328125
11,04-01-2023,Cruzin Ace,RaceType.GREYHOUND_RACE,AUS,2.2,2.17,,Taree,0.9863636363636362
12,04-01-2023,Worry Less,RaceType.GREYHOUND_RACE,AUS,4.2,4.0,,The Meadows,0.9523809523809523
13,04-01-2023,Drink Then Kiss,RaceType.HORSE_RACE,AUS,4.8,4.5346153846153845,,Mount Gambier,0.9447115384615384
14,04-01-2023,Abreed,RaceType.HORSE_RACE,AUS,8.5,8.341065830721003,,Geelong,0.9813018624377651
15,04-01-2023,Tralee Revenge,RaceType.GREYHOUND_RACE,AUS,1.55,1.5225,,Taree,0.982258064516129
16,04-01-2023,Angry Ann,RaceType.GREYHOUND_RACE,AUS,6.5,6.182857142857143,,Richmond,0.9512087912087913
17,04-01-2023,Got No Torque,RaceType.GREYHOUND_RACE,AUS,3.5,3.316666666666667,,Capalaba,0.9476190476190477
18,04-01-2023,Junior Marjen,RaceType.GREYHOUND_RACE,AUS,6.0,5.801851851851851,,Bendigo,0.9669753086419752
19,04-01-2023,Demando,RaceType.HORSE_RACE,AUS,7.5,7.4,,Geelong,0.9866666666666667
20,04-01-2023,Sachem,RaceType.HORSE_RACE,AUS,3.7,3.648341232227488,,Geelong,0.9860381708722941
21,04-01-2023,Cracking Force,RaceType.GREYHOUND_RACE,AUS,2.5,2.428323699421965,,Capalaba,0.971329479768786
22,04-01-2023,Another Cognac,RaceType.HORSE_RACE,AUS,6.5,6.382608695652174,,Warwick Farm,0.9819397993311038
