,Way Too Soft,Frankys Dream,Mississippi Blue,Terrific Molly,Diplomatic Man,Influencer,Agent Eleven,Irene
06-01-2023 12:34:57.702460,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 11.277777777777779)","(31.0, 210.0, 138.35294117647058)","(7.5, 15.5, 15.666666666666668)","(9.0, 23.0, 12.583333333333334)","(4.2, 6.4, 5.733333333333333)","(5.0, 9.6, 8.0)","(2.6, 3.95, 3.8708333333333336)"
06-01-2023 12:34:58.826765,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 11.277777777777779)","(31.0, 210.0, 138.35294117647058)","(7.5, 16.5, 15.5)","(9.0, 23.0, 12.583333333333334)","(4.2, 6.4, 5.733333333333333)","(5.0, 9.6, 7.671428571428571)","(2.6, 3.95, 3.8600000000000003)"
06-01-2023 12:34:59.876117,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 11.277777777777779)","(31.0, 210.0, 138.35294117647058)","(7.5, 16.5, 15.5)","(9.0, 23.0, 12.583333333333334)","(4.2, 6.4, 5.733333333333333)","(5.0, 9.6, 7.671428571428571)","(2.6, 3.95, 3.8600000000000003)"
06-01-2023 12:35:01.022576,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 11.277777777777779)","(31.0, 210.0, 138.35294117647058)","(7.5, 16.5, 15.785714285714285)","(9.0, 23.0, 12.583333333333334)","(4.2, 6.4, 5.733333333333333)","(5.0, 9.6, 7.671428571428571)","(2.6, 3.95, 3.8600000000000003)"
06-01-2023 12:35:02.131578,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 11.666666666666666)","(31.0, 210.0, 138.35294117647058)","(7.5, 16.5, 15.714285714285715)","(9.0, 23.0, 12.583333333333334)","(4.2, 6.4, 5.733333333333333)","(5.0, 9.6, 7.671428571428571)","(2.6, 3.95, 3.868181818181818)"
06-01-2023 12:35:03.359453,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 11.666666666666666)","(31.0, 210.0, 144.75)","(7.5, 16.5, 15.714285714285715)","(9.0, 23.0, 12.583333333333334)","(4.2, 6.4, 5.733333333333333)","(5.0, 9.6, 7.671428571428571)","(2.6, 3.95, 3.868181818181818)"
06-01-2023 12:35:04.808438,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 11.666666666666666)","(31.0, 210.0, 138.35294117647058)","(7.5, 16.5, 15.714285714285715)","(9.0, 23.0, 12.583333333333334)","(4.2, 6.4, 5.733333333333333)","(5.0, 9.6, 7.671428571428571)","(2.6, 3.95, 3.8285714285714287)"
06-01-2023 12:35:06.048135,"(7.0, 13.0, 10.272727272727273)","(10.0, 17.5, 12.983870967741936)","(31.0, 210.0, 67.33333333333333)","(7.5, 16.5, 16.225)","(9.0, 23.0, 11.0)","(4.2, 6.4, 5.502040816326531)","(5.0, 9.6, 7.9)","(2.6, 3.95, 3.87)"
06-01-2023 12:35:07.317251,"(7.0, 13.0, 8.0)","(10.0, 17.5, 12.983870967741936)","(31.0, 170.0, 67.33333333333333)","(7.5, 16.5, 14.958333333333334)","(9.0, 23.0, 11.0)","(4.2, 6.4, 5.502040816326531)","(5.0, 9.6, 7.9)","(2.6, 3.95, 3.87)"
06-01-2023 12:35:08.604984,"(7.0, 13.0, 8.0)","(10.0, 17.0, 14.472222222222221)","(31.0, 170.0, 82.0)","(7.5, 16.0, 14.958333333333334)","(9.0, 23.0, 16.25)","(4.2, 6.4, 5.5)","(5.0, 9.6, 7.810526315789474)","(2.6, 3.95, 3.87)"
06-01-2023 12:35:09.823056,"(7.0, 12.5, 11.714285714285715)","(10.0, 17.0, 13.5)","(31.0, 170.0, 82.0)","(7.5, 16.0, 13.878787878787879)","(9.0, 22.0, 16.25)","(4.2, 6.4, 5.610526315789474)","(5.0, 9.6, 8.269565217391303)","(2.6, 3.95, 3.7625)"
06-01-2023 12:35:10.986781,"(7.0, 12.5, 8.5)","(10.0, 17.0, 13.36)","(31.0, 160.0, 142.85714285714286)","(7.5, 16.0, 14.275862068965518)","(9.0, 22.0, 16.25)","(4.2, 6.2, 5.65)","(5.0, 9.6, 8.269565217391303)","(2.6, 3.95, 3.87)"
06-01-2023 12:35:12.127626,"(7.0, 12.5, 9.357142857142858)","(10.0, 17.0, 13.36)","(31.0, 160.0, 142.85714285714286)","(7.5, 16.0, 14.275862068965518)","(9.0, 22.0, 16.25)","(4.2, 6.0, 5.576470588235295)","(5.0, 9.6, 8.107317073170732)","(2.6, 3.95, 3.79)"
06-01-2023 12:35:13.232863,"(7.0, 12.5, 9.357142857142858)","(10.0, 17.0, 13.36)","(31.0, 160.0, 142.85714285714286)","(7.5, 16.0, 14.275862068965518)","(9.0, 22.0, 16.25)","(4.2, 6.0, 5.576470588235295)","(5.0, 9.6, 7.466666666666667)","(2.6, 3.95, 3.875)"
06-01-2023 12:35:14.445807,"(7.0, 12.0, 10.61111111111111)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.275862068965518)","(9.0, 21.0, 12.25)","(4.2, 6.0, 5.465217391304348)","(5.0, 9.6, 7.466666666666667)","(2.6, 3.95, 3.875)"
06-01-2023 12:35:15.707052,"(7.0, 12.0, 10.61111111111111)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.275862068965518)","(9.0, 21.0, 10.903846153846153)","(4.2, 6.0, 5.465217391304348)","(5.0, 9.6, 8.290909090909091)","(2.6, 3.95, 3.875)"
06-01-2023 12:35:16.857655,"(7.0, 12.0, 8.444444444444445)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.275862068965518)","(9.0, 21.0, 19.504761904761907)","(4.2, 6.0, 5.465217391304348)","(5.0, 9.6, 6.757894736842105)","(2.6, 3.95, 3.7750000000000004)"
06-01-2023 12:35:17.999377,"(7.0, 11.5, 11.178571428571429)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.275862068965518)","(9.0, 20.0, 19.504761904761907)","(4.2, 6.0, 5.465217391304348)","(5.0, 9.6, 6.757894736842105)","(2.6, 3.95, 3.875)"
06-01-2023 12:35:19.219862,"(7.0, 11.5, 11.178571428571429)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.275862068965518)","(9.0, 20.0, 11.416666666666668)","(4.2, 6.0, 5.465217391304348)","(5.0, 9.6, 7.408695652173913)","(2.6, 3.95, 3.8333333333333335)"
06-01-2023 12:35:20.368697,"(7.0, 11.5, 9.65909090909091)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 13.1875)","(9.0, 19.5, 11.416666666666668)","(4.2, 6.0, 5.465217391304348)","(5.0, 9.6, 7.408695652173913)","(2.6, 3.95, 3.8722222222222222)"
06-01-2023 12:35:21.554246,"(7.0, 11.0, 9.88888888888889)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 13.1875)","(9.0, 19.5, 11.416666666666668)","(4.2, 6.0, 5.465217391304348)","(5.0, 9.6, 7.408695652173913)","(2.6, 3.95, 3.8722222222222222)"
06-01-2023 12:35:22.851124,"(7.0, 11.0, 9.88888888888889)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.333333333333332)","(9.0, 19.5, 10.146428571428572)","(4.2, 6.0, 5.531578947368422)","(5.0, 9.6, 7.408695652173913)","(2.6, 3.95, 3.7875)"
06-01-2023 12:35:24.010137,"(7.0, 11.0, 8.083333333333334)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.333333333333332)","(9.0, 19.5, 10.146428571428572)","(4.2, 5.9, 5.35)","(5.0, 9.6, 7.408695652173913)","(2.6, 3.95, 3.7875)"
06-01-2023 12:35:25.018549,"(7.0, 10.5, 9.275)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.333333333333332)","(9.0, 19.5, 10.146428571428572)","(4.2, 5.8, 5.312195121951219)","(5.0, 9.6, 7.408695652173913)","(2.6, 3.95, 3.8722222222222222)"
06-01-2023 12:35:26.379602,"(7.0, 10.5, 7.875)","(10.0, 17.0, 13.36)","(31.0, 160.0, 151.42857142857144)","(7.5, 16.0, 14.333333333333332)","(9.0, 19.5, 10.221739130434782)","(4.2, 5.8, 5.312195121951219)","(5.0, 9.6, 6.757894736842105)","(2.6, 3.95, 3.857142857142857)"
06-01-2023 12:35:27.705996,"(7.0, 10.5, 7.875)","(10.0, 17.0, 13.36)","(31.0, 160.0, 152.5)","(7.5, 16.0, 14.333333333333332)","(9.0, 19.5, 11.333333333333334)","(4.2, 5.8, 5.312195121951219)","(5.0, 9.6, 8.966666666666667)","(2.6, 3.95, 3.85)"
06-01-2023 12:35:28.895322,"(7.0, 10.0, 9.052631578947368)","(10.0, 17.0, 11.206896551724139)","(31.0, 160.0, 142.85714285714286)","(7.5, 16.0, 14.333333333333332)","(9.0, 19.0, 10.28421052631579)","(4.2, 5.8, 4.239024390243903)","(5.0, 9.4, 9.14)","(2.6, 3.95, 3.8833333333333337)"
06-01-2023 12:35:30.207229,"(7.0, 10.0, 7.75)","(10.0, 17.0, 11.206896551724139)","(31.0, 160.0, 143.42857142857144)","(7.5, 16.0, 14.333333333333332)","(9.0, 19.0, 14.15)","(4.2, 5.8, 4.95)","(5.0, 9.4, 9.14)","(2.6, 3.95, 3.8833333333333337)"
06-01-2023 12:35:31.485724,"(7.0, 9.8, 9.613333333333333)","(10.0, 17.0, 11.206896551724139)","(31.0, 160.0, 145.5)","(7.5, 16.0, 14.333333333333332)","(9.0, 18.5, 17.285714285714285)","(4.2, 5.7, 5.583333333333334)","(5.0, 9.4, 9.286956521739132)","(2.6, 3.95, 3.8833333333333337)"
06-01-2023 12:35:32.693852,"(7.0, 9.8, 9.613333333333333)","(10.0, 17.0, 11.206896551724139)","(31.0, 160.0, 151.23076923076923)","(7.5, 16.0, 14.333333333333332)","(9.0, 18.5, 17.285714285714285)","(4.2, 5.7, 5.639130434782609)","(5.0, 9.4, 9.286956521739132)","(2.6, 3.95, 3.8833333333333337)"
06-01-2023 12:35:33.867734,"(7.0, 9.8, 8.781818181818183)","(10.0, 17.0, 11.206896551724139)","(31.0, 160.0, 151.23076923076923)","(7.5, 16.0, 14.333333333333332)","(9.0, 18.5, 14.363636363636363)","(4.2, 5.7, 5.639130434782609)","(5.0, 9.4, 9.0)","(2.6, 3.95, 3.85)"
06-01-2023 12:35:35.102291,"(7.0, 9.6, 7.742857142857143)","(10.0, 17.0, 11.206896551724139)","(31.0, 160.0, 132.0)","(7.5, 16.0, 14.0)","(9.0, 18.0, 15.647058823529411)","(4.2, 5.7, 4.813636363636364)","(5.0, 9.4, 7.75)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:36.183869,"(7.0, 9.2, 7.977777777777778)","(10.0, 16.5, 12.375)","(31.0, 160.0, 132.0)","(7.5, 16.0, 14.08695652173913)","(9.0, 18.0, 15.647058823529411)","(4.2, 5.7, 4.75)","(5.0, 9.4, 7.75)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:37.335566,"(7.0, 9.2, 7.977777777777778)","(10.0, 16.5, 12.1)","(31.0, 160.0, 132.0)","(7.5, 16.0, 14.580645161290322)","(9.0, 18.0, 12.458333333333334)","(4.2, 5.6, 4.586666666666667)","(5.0, 9.4, 7.521739130434783)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:38.573269,"(7.0, 9.2, 7.172549019607843)","(10.0, 16.5, 12.5)","(31.0, 160.0, 105.0)","(7.5, 16.0, 15.04)","(9.0, 18.0, 16.107142857142858)","(4.2, 5.6, 5.17)","(5.0, 9.4, 8.649999999999999)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:39.814619,"(7.0, 9.0, 8.65)","(10.0, 15.5, 12.5)","(31.0, 160.0, 105.0)","(7.5, 16.0, 15.04)","(9.0, 17.5, 14.972222222222221)","(4.2, 5.5, 5.17)","(5.0, 9.2, 8.32)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:41.018791,"(7.0, 8.8, 7.8769230769230765)","(10.0, 15.5, 12.5)","(31.0, 160.0, 132.5)","(7.5, 16.0, 14.25)","(9.0, 17.5, 15.375)","(4.2, 5.5, 5.0)","(5.0, 9.2, 8.2)","(2.6, 3.95, 3.56)"
06-01-2023 12:35:42.184206,"(7.0, 8.6, 7.8307692307692305)","(10.0, 15.5, 12.161290322580646)","(31.0, 160.0, 133.75)","(7.5, 16.0, 14.25)","(9.0, 16.5, 15.1)","(4.2, 5.5, 5.0)","(5.0, 9.2, 7.85)","(2.6, 3.95, 3.56)"
06-01-2023 12:35:43.274085,"(7.0, 8.4, 7.7846153846153845)","(10.0, 15.5, 12.161290322580646)","(31.0, 160.0, 145.0)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.5, 13.673076923076923)","(4.2, 5.5, 5.0)","(5.0, 9.2, 7.85)","(2.6, 3.95, 3.56)"
06-01-2023 12:35:44.481247,"(7.0, 8.4, 7.646153846153846)","(10.0, 15.0, 14.75)","(31.0, 160.0, 135.0)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.5, 13.729166666666666)","(4.2, 5.5, 5.0)","(5.0, 9.2, 7.85)","(2.6, 3.95, 3.56)"
06-01-2023 12:35:45.661724,"(7.0, 8.4, 7.646153846153846)","(10.0, 15.0, 14.733333333333334)","(31.0, 160.0, 135.0)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.5, 14.5)","(4.2, 5.5, 5.0)","(5.0, 9.2, 7.85)","(2.6, 3.95, 3.56)"
06-01-2023 12:35:46.801000,"(7.0, 8.4, 7.0549019607843135)","(10.0, 15.0, 14.733333333333334)","(31.0, 160.0, 136.25)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.0, 13.5)","(4.2, 5.5, 5.0)","(5.0, 9.2, 7.85)","(2.6, 3.95, 3.56)"
06-01-2023 12:35:47.955997,"(7.0, 8.4, 7.0549019607843135)","(10.0, 15.0, 14.733333333333334)","(31.0, 160.0, 146.42857142857144)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.0, 13.5)","(4.2, 5.5, 5.0)","(5.0, 9.2, 8.17142857142857)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:49.114811,"(7.0, 8.2, 7.109090909090909)","(10.0, 15.0, 14.733333333333334)","(31.0, 160.0, 146.42857142857144)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.0, 13.5)","(4.2, 5.5, 5.0)","(5.0, 9.2, 8.17142857142857)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:50.345310,"(7.0, 8.0, 7.223529411764706)","(10.0, 15.0, 14.733333333333334)","(31.0, 160.0, 146.42857142857144)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.0, 13.5)","(4.2, 5.5, 5.0)","(5.0, 9.2, 8.17142857142857)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:51.652943,"(7.0, 8.0, 6.9411764705882355)","(10.0, 15.0, 14.733333333333334)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.0, 13.5)","(4.2, 5.5, 5.0)","(5.0, 9.2, 8.514285714285714)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:52.966101,"(7.0, 8.0, 7.066666666666666)","(10.0, 15.0, 13.8)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 16.0, 13.9375)","(4.2, 5.5, 4.75)","(5.0, 9.2, 8.514285714285714)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:54.351839,"(7.0, 7.6, 7.066666666666666)","(10.0, 15.0, 14.0625)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.5, 13.277777777777779)","(4.2, 5.5, 4.596774193548387)","(5.0, 9.2, 8.514285714285714)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:55.660954,"(7.0, 7.6, 6.8999999999999995)","(10.0, 14.5, 14.0625)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.5, 13.277777777777779)","(4.2, 5.5, 4.596774193548387)","(5.0, 9.2, 8.299999999999999)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:57.023063,"(7.0, 7.2, 6.925)","(10.0, 14.5, 14.0625)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.5, 13.277777777777779)","(4.2, 5.5, 4.745454545454545)","(5.0, 9.2, 8.536842105263158)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:58.369062,"(7.0, 7.2, 6.847619047619047)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.5, 13.277777777777779)","(4.2, 5.4, 4.718181818181819)","(5.0, 9.2, 8.536842105263158)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:35:59.680811,"(7.0, 7.2, 6.847619047619047)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.5, 13.277777777777779)","(4.2, 5.4, 4.718181818181819)","(5.0, 9.2, 8.536842105263158)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:00.987357,"(7.0, 7.2, 6.847619047619047)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.5, 13.75)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.536842105263158)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:02.331931,"(7.0, 7.2, 6.858823529411764)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.75)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.428571428571429)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:03.711433,"(7.0, 7.0, 6.858823529411764)","(10.0, 14.5, 12.75)","(31.0, 160.0, 149.44444444444446)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.24)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.428571428571429)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:04.983624,"(7.0, 7.0, 6.825641025641025)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.24)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.428571428571429)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:06.282194,"(7.0, 7.0, 6.825641025641025)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.24)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.428571428571429)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:07.579463,"(7.0, 7.0, 6.825641025641025)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.31578947368421)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.31111111111111)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:08.748606,"(7.0, 7.0, 6.825641025641025)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.31578947368421)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.31111111111111)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:10.031162,"(7.0, 7.0, 6.6258064516129025)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.31578947368421)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.31111111111111)","(2.6, 3.95, 3.526470588235294)"
06-01-2023 12:36:11.255328,"(7.0, 7.0, 6.658823529411764)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.31578947368421)","(4.2, 5.4, 4.57948717948718)","(5.0, 9.2, 8.559999999999999)","(2.6, 3.95, 3.6)"
06-01-2023 12:36:12.497582,"(7.0, 7.0, 6.658823529411764)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.31578947368421)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.607407407407408)","(2.6, 3.95, 3.6)"
06-01-2023 12:36:13.781628,"(7.0, 7.0, 6.658823529411764)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 13.31578947368421)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.472727272727273)","(2.6, 3.95, 3.6)"
06-01-2023 12:36:14.967488,"(7.0, 7.0, 6.658823529411764)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.422222222222222)","(2.6, 3.95, 3.6)"
06-01-2023 12:36:16.050423,"(7.0, 6.8, 6.653333333333333)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.5)","(2.6, 3.95, 3.6)"
06-01-2023 12:36:17.365384,"(7.0, 6.8, 6.653333333333333)","(10.0, 14.5, 12.75)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.5)","(2.6, 3.95, 3.6)"
06-01-2023 12:36:18.586843,"(7.0, 6.8, 6.623529411764705)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.639999999999999)","(2.6, 3.95, 3.6)"
06-01-2023 12:36:19.822779,"(7.0, 6.8, 6.623529411764705)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.639999999999999)","(2.6, 3.95, 3.4)"
06-01-2023 12:36:21.120869,"(7.0, 6.8, 6.5840000000000005)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 150.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.570731707317074)","(5.0, 9.2, 8.533333333333333)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:22.337126,"(7.0, 6.8, 6.5840000000000005)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 151.36363636363637)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.609302325581396)","(5.0, 9.2, 8.568421052631578)","(2.6, 3.6, 3.3499999999999996)"
06-01-2023 12:36:23.533543,"(7.0, 6.8, 6.5840000000000005)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 149.44444444444446)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.609302325581396)","(5.0, 9.2, 8.6)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:24.841921,"(7.0, 6.8, 6.5840000000000005)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 136.25)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.609302325581396)","(5.0, 9.2, 8.6)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:26.120040,"(7.0, 6.8, 6.5840000000000005)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.609302325581396)","(5.0, 9.2, 8.6)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:27.463527,"(7.0, 6.8, 6.728571428571429)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.609302325581396)","(5.0, 9.2, 8.6)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:28.774526,"(7.0, 6.6, 6.564285714285714)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.6045454545454545)","(5.0, 9.2, 8.6375)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:30.101214,"(7.0, 6.6, 6.486274509803922)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.2, 5.4, 4.785714285714286)","(5.0, 9.2, 8.6375)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:31.380432,"(7.0, 6.6, 6.952)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.4, 5.3, 4.785714285714286)","(5.0, 9.2, 8.557142857142857)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:32.733374,"(6.5, 7.0, 6.892857142857143)","(10.0, 14.5, 12.810344827586206)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.4, 5.3, 4.625)","(5.0, 9.2, 8.557142857142857)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:34.058554,"(6.5, 7.0, 6.892857142857143)","(10.0, 14.5, 12.919354838709678)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.4, 5.3, 4.953846153846154)","(5.0, 9.2, 8.557142857142857)","(2.6, 3.6, 3.4)"
06-01-2023 12:36:35.304298,"(6.5, 7.0, 6.892857142857143)","(10.0, 14.5, 12.919354838709678)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.4, 5.2, 4.953846153846154)","(5.0, 9.2, 8.685714285714285)","(2.6, 3.6, 3.50625)"
06-01-2023 12:36:36.651447,"(6.5, 7.0, 6.785714285714286)","(10.0, 14.5, 12.919354838709678)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.4, 5.2, 4.953846153846154)","(5.0, 9.2, 8.685714285714285)","(2.6, 3.6, 3.525)"
06-01-2023 12:36:38.039039,"(6.5, 7.0, 6.5)","(10.0, 14.5, 12.919354838709678)","(31.0, 160.0, 137.5)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.4, 5.2, 4.953846153846154)","(5.0, 9.2, 8.685714285714285)","(2.6, 3.6, 3.525)"
06-01-2023 12:36:39.340952,"(6.5, 7.0, 6.533333333333333)","(10.0, 14.5, 12.919354838709678)","(31.0, 160.0, 142.0)","(7.5, 16.0, 14.833333333333334)","(9.0, 15.0, 12.894736842105264)","(4.4, 5.2, 4.953846153846154)","(5.0, 9.2, 8.685714285714285)","(2.6, 3.6, 3.525)"
