,Way Too Soft,Frankys Dream,Mississippi Blue,Terrific Molly,Diplomatic Man,Influencer,Agent Eleven,Irene
06-01-2023 12:28:39.564002,"(7.0, 13.0, 8.866666666666667)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 130.0)","(7.5, 16.5, 10.433333333333334)","(9.0, 24.0, 20.25)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:40.855753,"(7.0, 13.0, 8.866666666666667)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 130.0)","(7.5, 16.5, 10.433333333333334)","(9.0, 24.0, 20.25)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:42.184896,"(7.0, 13.0, 8.866666666666667)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 130.0)","(7.5, 16.5, 10.433333333333334)","(9.0, 24.0, 20.25)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:43.426134,"(7.0, 13.0, 8.866666666666667)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:44.580825,"(7.0, 12.5, 10.057142857142857)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:45.616557,"(7.0, 12.5, 10.057142857142857)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:46.756578,"(7.0, 12.5, 10.057142857142857)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:48.231919,"(7.0, 12.5, 10.057142857142857)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:49.661677,"(7.0, 12.5, 10.057142857142857)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:51.150208,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:52.339471,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:53.425882,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:54.523796,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:55.693736,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:57.207992,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:58.605536,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:28:59.884830,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:01.108497,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:02.315972,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:03.518750,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:04.715012,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:05.852046,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:07.172252,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:08.444745,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 4.725)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:09.619101,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:10.792776,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:12.018540,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:13.171138,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:14.383385,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:15.589264,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:16.763212,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:17.881846,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:18.960260,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:20.157523,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:21.322963,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:22.620987,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:24.167513,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:25.665024,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:26.945453,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:28.507743,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:29.877689,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:31.278043,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:32.601682,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:33.876270,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:35.111885,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:36.445048,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:37.675066,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:38.832980,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:40.053187,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:41.316102,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:42.592539,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:43.999589,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:45.359230,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:46.610668,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 14.275)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:47.857637,"(7.0, 12.5, 9.971428571428572)","(10.0, 19.0, 17.16)","(31.0, 230.0, 101.42857142857143)","(7.5, 16.5, 13.02)","(9.0, 24.0, 15.777777777777779)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:49.195876,"(7.0, 12.5, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 10.433333333333334)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:50.771992,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:52.091757,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:53.359290,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:54.617982,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:55.958368,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:57.335403,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:29:58.751272,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:30:00.135950,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:30:01.498962,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:30:03.091892,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:30:04.614065,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.477777777777778)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:30:06.099050,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 12.94)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 5.3500000000000005)","(2.6, 4.3, 2.8615384615384616)"
06-01-2023 12:30:07.642488,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 13.466666666666667)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.8216)"
06-01-2023 12:30:09.169654,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.275)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.8216)"
06-01-2023 12:30:10.627178,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 13.02)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:12.335606,"(7.0, 13.0, 7.311111111111111)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 13.02)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:14.569727,"(7.0, 13.0, 7.366666666666666)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.275)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:15.969072,"(7.0, 13.5, 7.366666666666666)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 15.1)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:17.356047,"(7.0, 13.5, 7.366666666666666)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 15.1)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:18.799920,"(7.0, 13.5, 7.366666666666666)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 15.1)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:20.171018,"(7.0, 13.5, 7.366666666666666)","(10.0, 19.0, 18.32857142857143)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 15.1)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:21.546800,"(7.0, 13.5, 7.366666666666666)","(10.0, 19.0, 13.0)","(31.0, 230.0, 130.0)","(7.5, 16.5, 15.1)","(9.0, 24.0, 20.25)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:22.820513,"(7.0, 13.5, 8.14)","(10.0, 19.0, 13.0)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 14.55)","(9.0, 24.0, 11.833333333333334)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:24.173327,"(7.0, 13.5, 8.14)","(10.0, 19.0, 13.0)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 9.825)","(9.0, 24.0, 11.833333333333334)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
06-01-2023 12:30:25.536581,"(7.0, 13.5, 7.366666666666666)","(10.0, 19.0, 13.0)","(31.0, 230.0, 120.90909090909092)","(7.5, 16.5, 9.825)","(9.0, 24.0, 11.833333333333334)","(4.2, 6.6, 5.752941176470588)","(5.0, 7.6, 6.25)","(2.6, 4.3, 2.654782608695652)"
