,Zipping Noelle,One For Luck,Cruzin Ace,Witch Earner,War Hammer,Sankey,Lend The Moose,Poppy Bluey
11-01-2023 12:50:31.419322,"(5.0, 9.8, 8.466666666666667)","(6.5, 12.5, 8.855555555555556)","(4.4, 4.6, 4.569426751592356)","(3.9, 4.9, 4.666666666666667)","(7.5, 13.5, 10.233333333333333)","(10.0, 30.0, 23.333333333333332)","(51.0, 410.0, 91.53846153846155)","(4.0, 6.4, 5.257142857142857)"
11-01-2023 12:50:32.820949,"(5.0, 9.8, 8.466666666666667)","(6.5, 12.5, 9.6)","(4.4, 4.6, 4.384713375796179)","(3.9, 4.9, 4.666666666666667)","(7.5, 13.5, 10.066666666666666)","(10.0, 30.0, 22.0)","(51.0, 410.0, 86.92307692307692)","(4.0, 6.4, 5.257142857142857)"
11-01-2023 12:50:34.162423,"(5.0, 9.8, 8.466666666666667)","(6.5, 12.0, 9.6)","(4.4, 4.4, 4.384713375796179)","(3.9, 4.9, 4.666666666666667)","(7.5, 13.0, 9.333333333333332)","(10.0, 30.0, 20.416666666666668)","(51.0, 410.0, 66.66666666666667)","(4.0, 6.4, 5.257142857142857)"
11-01-2023 12:50:35.674386,"(5.0, 9.8, 8.466666666666667)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.4, 4.384713375796179)","(3.9, 4.9, 4.666666666666667)","(7.5, 13.0, 9.333333333333332)","(10.0, 30.0, 20.416666666666668)","(51.0, 70.0, 67.14285714285714)","(4.0, 6.4, 5.257142857142857)"
11-01-2023 12:50:36.894993,"(5.0, 9.8, 8.466666666666667)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.4, 4.384713375796179)","(3.9, 4.9, 4.666666666666667)","(7.5, 13.0, 10.7)","(10.0, 30.0, 20.416666666666668)","(51.0, 70.0, 68.18181818181819)","(4.0, 6.4, 5.066666666666666)"
11-01-2023 12:50:38.323576,"(5.0, 9.8, 6.829411764705883)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.4, 4.292948717948718)","(3.9, 4.9, 4.65)","(7.5, 13.0, 10.9625)","(10.0, 30.0, 20.416666666666668)","(51.0, 70.0, 68.18181818181819)","(4.0, 6.4, 5.233333333333333)"
11-01-2023 12:50:39.667234,"(5.0, 10.5, 6.829411764705883)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.286826347305389)","(3.9, 4.9, 4.65)","(7.5, 12.5, 9.864285714285714)","(10.0, 30.0, 20.833333333333332)","(51.0, 70.0, 320.0)","(4.0, 6.4, 5.4)"
11-01-2023 12:50:41.065714,"(5.0, 10.0, 8.633333333333333)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.286826347305389)","(3.9, 4.9, 4.65)","(7.5, 12.5, 9.864285714285714)","(10.0, 30.0, 20.833333333333332)","(51.0, 350.0, 322.72727272727275)","(4.0, 6.4, 5.7)"
11-01-2023 12:50:42.587447,"(5.0, 10.0, 8.975)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293548387096774)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.833333333333332)","(51.0, 350.0, 322.72727272727275)","(4.0, 6.4, 5.564705882352941)"
11-01-2023 12:50:43.874453,"(5.0, 10.0, 9.0)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.833333333333332)","(51.0, 350.0, 180.43478260869566)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:45.175164,"(5.0, 10.0, 8.975)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.833333333333332)","(51.0, 350.0, 257.14285714285717)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:46.403395,"(5.0, 10.0, 8.975)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.833333333333332)","(51.0, 340.0, 205.55555555555554)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:47.698351,"(5.0, 10.0, 8.975)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.833333333333332)","(51.0, 330.0, 177.27272727272725)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:49.074325,"(5.0, 10.0, 8.975)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 330.0, 286.3636363636364)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:50.464253,"(5.0, 10.0, 8.925)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 310.0, 286.3636363636364)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:51.898704,"(5.0, 10.0, 8.975)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 310.0, 286.3636363636364)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:53.259324,"(5.0, 10.0, 8.975)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 310.0, 206.25)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:54.740777,"(5.0, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 300.0, 152.91666666666666)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:56.166266,"(5.0, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.4, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 290.0, 187.85714285714286)","(4.0, 6.6, 5.3)"
11-01-2023 12:50:57.511110,"(5.5, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 280.0, 151.0)","(4.2, 6.6, 5.3)"
11-01-2023 12:50:59.058188,"(5.5, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 280.0, 182.14285714285714)","(4.2, 6.6, 5.293333333333334)"
11-01-2023 12:51:00.407229,"(5.5, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 270.0, 113.23529411764706)","(4.2, 6.6, 5.293333333333334)"
11-01-2023 12:51:01.774064,"(5.5, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 270.0, 135.0)","(4.2, 6.6, 5.293333333333334)"
11-01-2023 12:51:03.114240,"(5.5, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 240.0, 147.5)","(4.2, 6.6, 5.293333333333334)"
11-01-2023 12:51:04.493784,"(5.5, 10.0, 9.14)","(6.5, 12.0, 8.914285714285715)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.108333333333334)","(10.0, 30.0, 20.22222222222222)","(51.0, 230.0, 121.36363636363637)","(4.2, 6.6, 5.293333333333334)"
11-01-2023 12:51:05.848598,"(5.5, 10.0, 9.14)","(6.5, 12.0, 10.2)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.5, 10.971428571428572)","(10.0, 30.0, 21.75)","(51.0, 220.0, 181.0)","(4.2, 6.6, 5.256)"
11-01-2023 12:51:07.336789,"(5.5, 9.8, 8.433333333333334)","(6.5, 12.0, 10.2)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 12.0, 9.809090909090909)","(10.0, 30.0, 24.0)","(51.0, 210.0, 115.43478260869566)","(4.2, 6.6, 5.256)"
11-01-2023 12:51:08.829425,"(5.5, 9.6, 6.324)","(6.5, 12.0, 10.0)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 11.5, 8.71)","(10.0, 34.0, 24.0)","(51.0, 210.0, 185.0)","(4.2, 6.6, 5.256)"
11-01-2023 12:51:10.133991,"(5.5, 9.6, 6.324)","(6.5, 12.0, 11.0)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 11.5, 8.78235294117647)","(10.0, 34.0, 24.0)","(51.0, 200.0, 148.0769230769231)","(4.2, 6.6, 5.256)"
11-01-2023 12:51:11.373949,"(5.5, 9.6, 6.66)","(6.5, 12.0, 11.133333333333333)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 11.5, 9.10909090909091)","(10.0, 34.0, 24.0)","(51.0, 200.0, 176.11111111111111)","(4.2, 6.6, 5.256)"
11-01-2023 12:51:12.903439,"(5.5, 9.6, 6.84375)","(6.5, 13.0, 10.507692307692308)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 11.0, 9.8)","(10.0, 34.0, 24.0)","(51.0, 190.0, 141.9230769230769)","(4.2, 6.6, 5.256)"
11-01-2023 12:51:14.276191,"(5.5, 9.6, 6.288461538461538)","(6.5, 13.0, 11.2)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.5, 9.8)","(10.0, 34.0, 24.0)","(51.0, 190.0, 129.6875)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:15.886337,"(5.5, 9.6, 6.288461538461538)","(6.5, 13.0, 11.0)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.5, 9.6375)","(10.0, 34.0, 24.0)","(51.0, 180.0, 103.33333333333333)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:17.505669,"(5.5, 9.6, 6.207692307692308)","(6.5, 13.0, 11.0)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.5, 8.700000000000001)","(10.0, 34.0, 24.0)","(51.0, 170.0, 137.5)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:18.832056,"(5.5, 9.6, 6.927272727272728)","(6.5, 13.5, 12.1875)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.5, 8.774999999999999)","(10.0, 34.0, 24.0)","(51.0, 160.0, 100.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:20.457078,"(5.5, 9.6, 6.927272727272728)","(6.5, 13.5, 13.15)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.5, 8.34375)","(10.0, 34.0, 26.5)","(51.0, 160.0, 118.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:21.779284,"(5.5, 9.6, 8.052631578947368)","(6.5, 13.5, 13.15)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.5, 8.799999999999999)","(10.0, 34.0, 22.75)","(51.0, 150.0, 96.66666666666667)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:23.012507,"(5.5, 9.6, 6.245454545454545)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 150.0, 112.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:24.335354,"(5.5, 9.4, 8.1)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 140.0, 93.33333333333333)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:25.615537,"(5.5, 9.4, 7.233333333333333)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.293055555555555)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 140.0, 100.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:26.923284,"(5.5, 9.4, 7.183333333333334)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.05)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 140.0, 90.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:28.096684,"(5.5, 9.4, 6.290909090909091)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.064285714285714)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 130.0, 90.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:29.430222,"(5.5, 9.4, 6.588)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.064285714285714)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 130.0, 90.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:30.635083,"(5.5, 9.4, 6.588)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.064285714285714)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 130.0, 90.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:31.953017,"(5.5, 9.4, 6.588)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.064285714285714)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 130.0, 90.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:33.771438,"(5.5, 9.4, 6.343478260869565)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.279629629629629)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 120.0, 105.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:35.393216,"(5.5, 9.4, 6.377272727272728)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.279629629629629)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 110.0, 105.0)","(4.2, 6.6, 5.260869565217392)"
11-01-2023 12:51:36.870852,"(5.5, 9.4, 7.183333333333334)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.279629629629629)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 110.0, 105.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:38.256261,"(5.5, 9.4, 7.183333333333334)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.279629629629629)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 20.875)","(51.0, 110.0, 105.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:39.655070,"(5.5, 9.4, 7.30344827586207)","(6.5, 13.5, 11.7)","(4.2, 4.3, 4.279629629629629)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.799999999999999)","(10.0, 34.0, 21.75)","(51.0, 110.0, 105.0)","(4.2, 6.6, 5.253846153846154)"
11-01-2023 12:51:41.004592,"(5.5, 9.4, 7.30344827586207)","(6.5, 13.5, 12.681818181818182)","(4.2, 4.3, 4.270535714285714)","(3.9, 4.9, 4.65)","(7.5, 10.0, 9.485714285714286)","(10.0, 34.0, 23.88888888888889)","(51.0, 110.0, 105.0)","(4.2, 6.6, 5.44)"
11-01-2023 12:51:42.230809,"(5.5, 9.2, 7.6)","(6.5, 13.5, 12.681818181818182)","(4.2, 4.3, 4.270535714285714)","(3.9, 4.9, 4.65)","(7.5, 10.0, 8.747619047619047)","(10.0, 34.0, 27.0)","(51.0, 110.0, 105.0)","(4.2, 6.4, 5.333333333333334)"
11-01-2023 12:51:43.487878,"(5.5, 9.2, 7.046153846153846)","(6.5, 13.5, 12.681818181818182)","(4.2, 4.3, 4.270535714285714)","(3.9, 4.9, 4.65)","(7.5, 10.5, 8.747619047619047)","(10.0, 34.0, 30.75)","(51.0, 110.0, 100.0)","(4.2, 6.4, 5.275)"
11-01-2023 12:51:44.926312,"(5.5, 9.2, 7.033333333333333)","(6.5, 13.5, 13.242857142857144)","(4.2, 4.3, 4.270535714285714)","(3.9, 4.9, 4.6)","(7.5, 10.5, 8.335294117647058)","(10.0, 34.0, 24.0)","(51.0, 110.0, 100.0)","(4.2, 6.4, 5.275)"
11-01-2023 12:51:46.312864,"(5.5, 9.2, 7.199999999999999)","(6.5, 13.5, 13.242857142857144)","(4.2, 4.3, 4.268141592920354)","(3.9, 4.9, 4.6)","(7.5, 10.5, 8.679166666666665)","(10.0, 34.0, 27.333333333333332)","(51.0, 110.0, 100.0)","(4.2, 6.4, 5.292307692307692)"
11-01-2023 12:51:47.588235,"(5.5, 9.2, 7.742857142857142)","(6.5, 13.5, 13.242857142857144)","(4.2, 4.3, 4.268141592920354)","(3.9, 4.9, 4.6)","(7.5, 10.5, 8.722727272727273)","(10.0, 34.0, 29.714285714285715)","(51.0, 110.0, 100.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:48.980268,"(5.5, 9.2, 6.96)","(6.5, 13.5, 13.242857142857144)","(4.2, 4.3, 4.268141592920354)","(3.9, 4.9, 4.6)","(7.5, 10.5, 8.892307692307693)","(10.0, 34.0, 29.714285714285715)","(51.0, 110.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:50.362983,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 13.242857142857144)","(4.2, 4.3, 4.268141592920354)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.319999999999999)","(10.0, 34.0, 31.142857142857142)","(51.0, 110.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:51.736926,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.25)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.319999999999999)","(10.0, 34.0, 31.142857142857142)","(51.0, 110.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:53.255412,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 13.1875)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.347826086956523)","(51.0, 110.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:54.697035,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 13.1875)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.347826086956523)","(51.0, 110.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:56.097186,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 13.1875)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.347826086956523)","(51.0, 110.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:57.349898,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 13.1875)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.347826086956523)","(51.0, 110.0, 104.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:51:58.737096,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 28.076923076923077)","(51.0, 110.0, 95.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:00.199012,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 28.076923076923077)","(51.0, 110.0, 95.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:01.465488,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 28.615384615384617)","(51.0, 110.0, 97.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:02.650055,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 28.615384615384617)","(51.0, 110.0, 97.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:03.813789,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 110.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:04.986786,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.2, 4.19056603773585)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:06.175406,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.2, 4.252857142857143)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:07.398363,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.0)","(4.2, 4.3, 4.280952380952381)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:08.598446,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:09.796586,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:11.095551,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:12.386052,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 112.5)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:13.596795,"(5.5, 9.2, 7.113043478260869)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:14.958419,"(5.5, 9.2, 6.866666666666667)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 30.315789473684212)","(51.0, 140.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:16.278171,"(5.5, 9.2, 6.866666666666667)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 27.0)","(51.0, 140.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:17.605002,"(5.5, 9.2, 6.96)","(6.5, 13.5, 12.3)","(4.2, 4.2, 4.1873015873015875)","(3.9, 4.9, 4.6)","(7.5, 10.0, 8.274999999999999)","(10.0, 34.0, 29.153846153846153)","(51.0, 140.0, 105.0)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:18.876993,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.3)","(3.8, 4.2, 4.1873015873015875)","(4.0, 4.9, 4.6)","(8.0, 10.0, 8.274999999999999)","(10.0, 34.0, 29.153846153846153)","(51.0, 140.0, 116.66666666666666)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:20.094168,"(5.5, 9.2, 7.119999999999999)","(6.5, 13.5, 12.3)","(3.8, 4.2, 4.1873015873015875)","(4.0, 4.9, 4.6)","(8.0, 10.0, 8.274999999999999)","(10.0, 34.0, 32.875)","(51.0, 140.0, 101.81818181818181)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:21.323363,"(5.5, 9.2, 7.113043478260869)","(6.5, 13.5, 12.3)","(3.8, 4.2, 4.1866666666666665)","(4.0, 4.9, 4.800000000000001)","(8.0, 10.0, 8.264285714285714)","(10.0, 34.0, 32.875)","(51.0, 140.0, 101.81818181818181)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:22.551299,"(5.5, 9.2, 7.113043478260869)","(6.5, 13.5, 12.3)","(3.8, 4.2, 4.1873015873015875)","(4.0, 4.9, 4.800000000000001)","(8.0, 10.0, 8.264285714285714)","(10.0, 34.0, 32.5)","(51.0, 140.0, 101.81818181818181)","(4.2, 6.4, 5.270588235294118)"
11-01-2023 12:52:23.806845,"(5.5, 9.2, 6.866666666666667)","(6.5, 13.5, 12.3)","(3.8, 4.2, 4.1873015873015875)","(4.0, 4.9, 4.800000000000001)","(8.0, 10.0, 8.274999999999999)","(10.0, 34.0, 32.5)","(51.0, 140.0, 101.81818181818181)","(4.2, 6.4, 5.270588235294118)"
