,Liverpool Street,Whisky Nip,Smiling Sapphire,Angry Betty,Bora Burst,Spring Martini,Prince Of Melton,Operatic Blue
16-12-2022 15:50:48.744753,"(61.0, 170.0, 135.0)","(4.4, 4.6, 4.475)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:49.752088,"(61.0, 170.0, 135.0)","(4.4, 4.6, 4.475)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:50.727592,"(61.0, 170.0, 135.0)","(4.4, 4.6, 4.475)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:51.714017,"(61.0, 170.0, 135.0)","(4.4, 4.9, 4.775)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 5.92)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:52.671246,"(61.0, 170.0, 135.0)","(4.4, 4.9, 4.614285714285715)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:53.626215,"(61.0, 170.0, 135.0)","(4.4, 4.6, 4.475)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:54.601627,"(61.0, 170.0, 135.0)","(4.4, 4.6, 4.475)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:55.591140,"(61.0, 170.0, 137.05882352941177)","(4.4, 4.6, 4.475)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:56.543381,"(61.0, 170.0, 137.05882352941177)","(4.4, 4.6, 4.475)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 5.92)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:57.487581,"(61.0, 170.0, 137.05882352941177)","(4.4, 4.8, 4.64)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 5.92)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:58.457692,"(61.0, 170.0, 137.05882352941177)","(4.4, 4.6, 4.5285714285714285)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:50:59.427937,"(61.0, 170.0, 126.25)","(4.4, 4.6, 4.5285714285714285)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:00.377709,"(61.0, 170.0, 126.25)","(4.4, 4.6, 4.5285714285714285)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:01.366184,"(61.0, 170.0, 126.25)","(4.4, 4.6, 4.5285714285714285)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:02.299243,"(61.0, 170.0, 126.25)","(4.4, 4.9, 4.775)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:03.291217,"(61.0, 170.0, 126.25)","(4.4, 4.7, 4.680769230769231)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:04.273506,"(61.0, 170.0, 126.25)","(4.4, 4.8, 4.782608695652174)","(6.0, 11.0, 9.350000000000001)","(19.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:05.297603,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.771428571428571)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:06.280859,"(61.0, 170.0, 126.25)","(4.2, 5.1, 4.975)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 5.92)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:07.266637,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.92)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 5.92)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:08.245337,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.92)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.555555555555557)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:09.221876,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.741176470588235)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:10.241921,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.678571428571429)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:11.198652,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.678571428571429)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:12.174353,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.678571428571429)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:13.157434,"(61.0, 170.0, 126.25)","(4.2, 5.1, 4.889473684210526)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.222222222222222)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:14.131786,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.741176470588235)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:15.140260,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.741176470588235)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 599.5454545454545)"
16-12-2022 15:51:16.093537,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.741176470588235)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:17.111733,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.741176470588235)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:18.060350,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.92)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.222222222222222)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:19.078248,"(61.0, 170.0, 126.25)","(4.2, 4.9, 4.853846153846154)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:20.094340,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.66875)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:21.084349,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.66875)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:22.091509,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.66875)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:23.062246,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.914285714285715)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 22.94736842105263)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.222222222222222)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:24.065473,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.914285714285715)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:25.107000,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.678571428571429)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:26.131953,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.678571428571429)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:27.124390,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.678571428571429)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:28.106128,"(61.0, 170.0, 126.25)","(4.2, 4.7, 4.678571428571429)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 5.92)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:29.066157,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.914285714285715)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:30.058252,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.709090909090909)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:31.029137,"(61.0, 170.0, 126.25)","(4.2, 4.8, 4.709090909090909)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:32.022035,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.957142857142857)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:32.965454,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.957142857142857)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.76, 2.52)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:33.934010,"(61.0, 170.0, 126.25)","(4.2, 4.9, 4.880000000000001)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:34.907490,"(61.0, 170.0, 126.25)","(4.2, 4.9, 4.873333333333334)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:35.876909,"(61.0, 170.0, 126.25)","(4.2, 4.9, 4.873333333333334)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:36.836998,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.94375)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:37.801257,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.94375)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:38.746861,"(61.0, 170.0, 126.25)","(4.2, 5.0, 4.94375)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.222222222222222)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:39.739720,"(61.0, 170.0, 126.25)","(4.2, 4.9, 4.86)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:40.712585,"(61.0, 170.0, 126.25)","(4.2, 4.9, 4.86)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.4426666666666668)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:41.680827,"(61.0, 170.0, 132.30769230769232)","(4.2, 4.9, 4.86)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.5, 2.45)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:42.651324,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.918181818181818)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.5, 2.45)","(4.8, 6.4, 6.0)","(7.0, 16.0, 15.666666666666666)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:43.628235,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.918181818181818)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.5, 2.4492307692307693)","(4.8, 6.4, 5.92)","(7.0, 16.0, 15.666666666666666)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:44.659823,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.918181818181818)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.6222222222222222)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:45.665836,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.8, 4.7615384615384615)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.72, 2.677777777777778)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:46.669886,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.8, 4.7615384615384615)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.7, 2.677777777777778)","(4.8, 6.4, 6.285714285714286)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:47.615849,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.8, 4.7615384615384615)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.7, 2.677777777777778)","(4.8, 6.4, 5.96)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:48.656291,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.1, 5.055555555555555)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.7, 2.677777777777778)","(4.8, 6.4, 5.771428571428571)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:49.620199,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.1, 4.92)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.7, 2.677777777777778)","(4.8, 6.4, 6.072727272727273)","(7.0, 16.0, 15.826086956521738)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:50.585313,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.9, 4.823076923076924)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.7, 2.6884615384615387)","(5.0, 6.4, 5.866666666666666)","(7.0, 16.0, 14.475)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:51.535867,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.9, 4.823076923076924)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.7, 2.6884615384615387)","(5.0, 6.4, 5.866666666666666)","(7.0, 16.5, 15.807692307692307)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:52.474655,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.9, 4.823076923076924)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.652258064516129)","(5.0, 6.4, 5.866666666666666)","(7.0, 16.0, 14.25)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:53.438094,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.6, 5.42)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.652258064516129)","(5.0, 6.4, 5.866666666666666)","(7.0, 16.0, 14.6875)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:54.411003,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.4, 5.209090909090909)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.228571428571429)","(7.0, 16.0, 14.6875)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:55.361443,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.2, 4.914285714285715)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.228571428571429)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:56.315248,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.1, 4.99090909090909)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.228571428571429)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:57.252244,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.1, 4.99090909090909)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.228571428571429)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:58.178092,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.1, 4.99090909090909)","(6.0, 11.0, 9.350000000000001)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.228571428571429)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:51:59.145183,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.918181818181818)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.2)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:00.087937,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.1, 4.885714285714285)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.0)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:01.063949,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.884615384615385)","(6.0, 11.0, 9.9)","(20.0, 28.0, 23.285714285714285)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.0)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:02.012985,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.884615384615385)","(6.0, 11.0, 9.9)","(20.0, 28.0, 22.923076923076923)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.0)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:02.937264,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.884615384615385)","(6.0, 11.0, 9.9)","(20.0, 27.0, 24.5)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.0)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:03.910521,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.3, 5.136363636363637)","(6.0, 11.0, 9.9)","(20.0, 27.0, 24.5)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.133333333333334)","(7.0, 16.0, 15.543478260869566)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:04.915267,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.1, 4.946153846153846)","(6.0, 11.0, 9.166666666666668)","(20.0, 27.0, 22.666666666666668)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.222222222222222)","(7.0, 16.0, 15.833333333333332)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:05.908203,"(61.0, 170.0, 137.33333333333334)","(4.2, 5.0, 4.918181818181818)","(6.0, 10.5, 9.65)","(20.0, 27.0, 22.666666666666668)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.285714285714286)","(7.0, 16.0, 15.833333333333332)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:06.869965,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.9, 4.86)","(6.0, 10.5, 9.65)","(20.0, 27.0, 22.76923076923077)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 6.285714285714286)","(7.0, 16.0, 15.833333333333332)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:07.807751,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.9, 4.86)","(6.0, 10.5, 9.65)","(20.0, 27.0, 22.76923076923077)","(2.05, 2.66, 2.6515384615384616)","(5.0, 6.4, 5.666666666666667)","(7.0, 16.0, 14.5)","(91.0, 650.0, 613.0)"
16-12-2022 15:52:08.768949,"(61.0, 170.0, 137.33333333333334)","(4.2, 4.9, 4.86)","(6.0, 12.0, 11.466666666666667)","(20.0, 27.0, 22.58823529411765)","(2.05, 2.66, 2.6233333333333335)","(5.0, 6.4, 5.666666666666667)","(7.0, 16.0, 14.548780487804878)","(91.0, 650.0, 613.0)"
