,Al Be Purple,Town Beach,El Caballo,Cherokee Cherry,Curracabundi,Deltora,Gracious Gracie,Crashnbash
361,"[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 28, 9, 734505), 6.0, 6.2]"
362,"[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 28, 10, 866327), 6.0, 6.2]"
363,"[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 4.8, 6.6]","[datetime.datetime(2022, 11, 28, 12, 28, 11, 999149), 6.0, 6.2]"
364,"[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 4.8, 7.0]","[datetime.datetime(2022, 11, 28, 12, 28, 13, 127223), 6.0, 6.2]"
365,"[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 14, 251594), 6.0, 6.2]"
366,"[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 15, 393092), 6.0, 6.2]"
367,"[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 16, 522693), 6.0, 6.2]"
368,"[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 17, 656105), 6.0, 6.2]"
369,"[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 18, 786190), 6.0, 6.2]"
370,"[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 19, 909007), 6.0, 6.2]"
371,"[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 21, 34464), 6.0, 6.2]"
372,"[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 22, 158005), 6.0, 6.2]"
373,"[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 23, 289511), 6.0, 6.2]"
374,"[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 24, 413817), 6.0, 6.2]"
375,"[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 25, 548771), 6.0, 6.2]"
376,"[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 26, 669658), 6.0, 6.2]"
377,"[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 27, 793309), 6.0, 6.2]"
378,"[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 28, 922010), 6.0, 6.2]"
379,"[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 30, 47276), 6.0, 6.2]"
380,"[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 31, 182947), 6.0, 6.2]"
381,"[datetime.datetime(2022, 11, 28, 12, 28, 32, 307642), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 32, 307642), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 32, 307642), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 32, 308643), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 32, 308643), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 32, 308643), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 32, 308643), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 32, 308643), 6.0, 6.2]"
382,"[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 33, 454012), 6.0, 6.2]"
383,"[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 34, 591469), 6.0, 6.2]"
384,"[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 35, 743280), 6.0, 6.2]"
385,"[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 36, 890143), 6.0, 6.2]"
386,"[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 38, 20080), 6.0, 6.2]"
387,"[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 39, 145338), 6.0, 6.2]"
388,"[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 40, 279282), 6.0, 6.2]"
389,"[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 41, 406881), 6.0, 6.2]"
390,"[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 42, 521225), 6.0, 6.2]"
391,"[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 43, 661178), 6.0, 6.2]"
392,"[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 44, 779171), 6.0, 6.2]"
393,"[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 45, 913204), 6.0, 6.2]"
394,"[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 47, 26844), 6.0, 6.2]"
395,"[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 48, 163819), 6.0, 6.2]"
396,"[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 49, 286193), 6.0, 6.2]"
397,"[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 50, 404459), 6.0, 6.2]"
398,"[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 51, 531734), 6.0, 6.2]"
399,"[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 52, 658304), 6.0, 6.2]"
400,"[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 53, 789331), 6.0, 6.2]"
401,"[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 26.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 51.0, 340.0]","[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 14.0, 23.0]","[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 2.3, 3.15]","[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 18.0, 48.0]","[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 4.8, 6.8]","[datetime.datetime(2022, 11, 28, 12, 28, 54, 918061), 6.0, 6.2]"
