,Phantom Divine,Mister Hemsworth,Bucks Party,Sir Tom,Competition,Rabairneach,Ranhita,Highland Cathedral,Stella Simone,Luisana,Golden Honour,Dhyani,Diaco
07-01-2023 15:10:14.630897,"(31.0, 150.0, 75.0)","(9.0, 15.5, 13.833333333333332)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 14.2)","(13.0, 17.0, 15.833333333333334)","(7.5, 17.5, 13.55)","(19.0, 65.0, 50.0)","(21.0, 80.0, 70.0)","(26.0, 75.0, 68.75)","(18.0, 46.0, 42.4375)","(17.0, 34.0, 26.5)"
07-01-2023 15:10:16.086660,"(31.0, 150.0, 75.0)","(9.0, 15.5, 13.833333333333332)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 14.2)","(13.0, 17.0, 15.833333333333334)","(7.5, 17.5, 11.34)","(19.0, 65.0, 50.0)","(21.0, 80.0, 70.0)","(26.0, 75.0, 68.75)","(18.0, 46.0, 42.4375)","(17.0, 34.0, 26.5)"
07-01-2023 15:10:17.880780,"(31.0, 150.0, 75.0)","(9.0, 15.5, 13.833333333333332)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 14.2)","(13.0, 17.0, 15.833333333333334)","(7.5, 17.5, 11.34)","(19.0, 65.0, 50.0)","(21.0, 80.0, 70.0)","(26.0, 75.0, 68.75)","(18.0, 46.0, 42.4375)","(17.0, 34.0, 26.5)"
07-01-2023 15:10:19.533935,"(31.0, 150.0, 75.0)","(9.0, 15.5, 13.833333333333332)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 14.2)","(13.0, 17.0, 15.833333333333334)","(7.5, 17.5, 13.55)","(19.0, 65.0, 50.0)","(21.0, 80.0, 70.0)","(26.0, 75.0, 68.75)","(18.0, 46.0, 42.4375)","(17.0, 34.0, 26.5)"
07-01-2023 15:10:21.195768,"(31.0, 150.0, 75.0)","(9.0, 15.5, 13.833333333333332)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 14.2)","(13.0, 17.0, 15.833333333333334)","(7.5, 17.5, 11.34)","(19.0, 65.0, 50.0)","(21.0, 80.0, 70.0)","(26.0, 75.0, 68.75)","(18.0, 46.0, 42.4375)","(17.0, 34.0, 26.5)"
07-01-2023 15:10:22.721347,"(31.0, 150.0, 75.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 17.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 65.0, 50.0)","(21.0, 80.0, 70.0)","(26.0, 75.0, 62.5)","(18.0, 46.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:24.218673,"(31.0, 150.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 20.5)","(7.5, 17.5, 11.34)","(19.0, 65.0, 40.0)","(21.0, 80.0, 55.714285714285715)","(26.0, 75.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:25.766180,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 20.5)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:27.382785,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 14.772727272727273)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:28.972617,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:30.609423,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:32.168175,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:33.754559,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:35.380484,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:36.935046,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:38.436966,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:39.961513,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:41.521729,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:43.123700,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:44.676534,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.7, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:46.220444,"(31.0, 130.0, 80.0)","(9.0, 15.5, 14.071428571428571)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:47.884040,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.071428571428571)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 40.0)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:49.494613,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.071428571428571)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 60.0, 28.333333333333336)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:51.066578,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.071428571428571)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 8.92)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 70.0, 28.333333333333336)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 28.9375)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:52.701183,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.071428571428571)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.6, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.34)","(19.0, 70.0, 28.333333333333336)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 28.9375)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:54.253202,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.071428571428571)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.4, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 13.45)","(19.0, 70.0, 28.333333333333336)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 40.375)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:55.847021,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 13.98)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.4, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 11.18)","(19.0, 70.0, 28.333333333333336)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 40.375)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:57.555941,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.357142857142858)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333332)","(5.5, 9.4, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 17.5, 10.879999999999999)","(19.0, 70.0, 28.333333333333336)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 41.9)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:10:59.087494,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 13.5)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.333333333333334)","(5.5, 9.4, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 16.0, 10.879999999999999)","(19.0, 70.0, 28.333333333333336)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 44.1875)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:00.841347,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.5)","(3.6, 3.9, 3.87)","(6.5, 9.4, 9.456)","(5.5, 9.4, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 16.0, 10.879999999999999)","(19.0, 70.0, 42.5)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 44.1875)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:02.762749,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.5)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.4, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 65.0, 42.5)","(21.0, 70.0, 55.714285714285715)","(26.0, 70.0, 52.0)","(18.0, 48.0, 44.1875)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:04.590033,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.5)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.4, 7.65)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 65.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:06.400722,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.5)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.4, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 24.0, 18.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:08.241618,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 24.0, 17.0)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:09.990332,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 24.0, 16.5)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:11.722145,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 24.0, 17.0)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:13.430564,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 24.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:15.167135,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:16.914561,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:18.720019,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:20.653830,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:22.453527,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:24.312948,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.456)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:26.129925,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.6, 9.162962962962963)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.733333333333333)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:27.902885,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(6.5, 9.4, 9.068965517241379)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 16.0, 11.285714285714285)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(17.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:29.754889,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(7.0, 9.4, 9.068965517241379)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 15.5, 11.4)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(16.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:31.448986,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(7.0, 9.4, 9.068965517241379)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 15.0, 11.4)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(16.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:33.179202,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(7.0, 9.4, 9.068965517241379)","(5.5, 9.8, 7.8500000000000005)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 15.0, 11.4)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 51.25)","(26.0, 70.0, 52.0)","(18.0, 48.0, 35.291666666666664)","(16.0, 34.0, 31.944444444444443)"
07-01-2023 15:11:35.010138,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(7.0, 9.4, 9.068965517241379)","(5.5, 9.8, 6.680000000000001)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 15.0, 11.4)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 45.0)","(26.0, 70.0, 52.0)","(18.0, 48.0, 31.055555555555557)","(16.0, 34.0, 30.916666666666668)"
07-01-2023 15:11:36.799267,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.87)","(7.0, 9.4, 9.068965517241379)","(5.5, 9.8, 7.75)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 15.0, 11.4)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 45.0)","(26.0, 70.0, 52.0)","(18.0, 48.0, 31.055555555555557)","(16.0, 34.0, 30.916666666666668)"
07-01-2023 15:11:38.593012,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 12.0)","(3.6, 3.9, 3.893076923076923)","(7.0, 9.4, 9.068965517241379)","(5.5, 9.6, 7.75)","(10.0, 17.0, 15.0)","(13.0, 22.0, 17.75)","(7.5, 15.0, 11.4)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 45.0)","(26.0, 70.0, 52.0)","(18.0, 48.0, 31.055555555555557)","(16.0, 34.0, 30.916666666666668)"
07-01-2023 15:11:40.349273,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 13.272727272727273)","(3.6, 3.9, 3.893076923076923)","(7.0, 9.4, 9.125714285714286)","(5.5, 9.6, 7.133333333333334)","(10.0, 17.0, 15.588235294117649)","(13.0, 22.0, 19.875)","(7.5, 15.0, 13.2)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 56.36363636363637)","(26.0, 70.0, 52.0)","(18.0, 48.0, 31.055555555555557)","(16.0, 34.0, 29.5)"
07-01-2023 15:11:42.210805,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.333333333333334)","(3.6, 3.9, 3.893076923076923)","(7.0, 9.4, 9.125714285714286)","(5.5, 9.4, 8.899999999999999)","(10.0, 17.0, 15.588235294117649)","(13.0, 22.0, 19.875)","(7.5, 15.0, 13.2)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 56.36363636363637)","(26.0, 70.0, 52.0)","(18.0, 48.0, 31.055555555555557)","(16.0, 34.0, 29.5)"
07-01-2023 15:11:44.184045,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.333333333333334)","(3.6, 3.9, 3.893076923076923)","(7.0, 9.4, 8.6)","(5.5, 9.2, 8.899999999999999)","(10.0, 17.0, 15.588235294117649)","(13.0, 22.0, 19.875)","(7.5, 15.0, 13.2)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 56.36363636363637)","(26.0, 70.0, 52.0)","(18.0, 48.0, 31.055555555555557)","(16.0, 34.0, 29.5)"
07-01-2023 15:11:46.092396,"(31.0, 120.0, 55.714285714285715)","(9.0, 15.5, 14.333333333333334)","(3.6, 3.9, 3.893076923076923)","(7.0, 9.2, 8.6)","(5.5, 9.2, 8.1)","(10.0, 17.0, 15.588235294117649)","(13.0, 22.0, 19.875)","(7.5, 15.0, 13.2)","(19.0, 55.0, 43.33333333333333)","(21.0, 70.0, 56.36363636363637)","(26.0, 70.0, 52.0)","(18.0, 48.0, 31.055555555555557)","(16.0, 34.0, 29.5)"
