,Phantom Divine,Mister Hemsworth,Bucks Party,Sir Tom,Competition,Rabairneach,Ranhita,Highland Cathedral,Stella Simone,Luisana,Golden Honour,Dhyani,Diaco
07-01-2023 15:16:19.246858,"(31.0, 95.0, 78.71428571428571)","(10.0, 14.5, 12.5)","(3.6, 3.9, 3.8828571428571426)","(7.0, 8.2, 8.177777777777777)","(6.0, 7.4, 6.933333333333334)","(11.0, 17.0, 15.333333333333334)","(14.0, 16.0, 15.5)","(9.0, 14.5, 12.75)","(19.0, 34.0, 32.166666666666664)","(21.0, 60.0, 55.14285714285714)","(26.0, 65.0, 56.0)","(19.0, 40.0, 30.5)","(17.0, 26.0, 20.0)"
07-01-2023 15:16:20.724042,"(31.0, 95.0, 78.71428571428571)","(10.0, 14.5, 12.5)","(3.6, 3.9, 3.8828571428571426)","(7.0, 8.2, 8.177777777777777)","(6.0, 7.4, 6.933333333333334)","(11.0, 17.0, 15.333333333333334)","(14.0, 16.0, 15.5)","(9.0, 14.5, 12.75)","(19.0, 34.0, 32.166666666666664)","(21.0, 60.0, 55.14285714285714)","(26.0, 65.0, 56.0)","(19.0, 40.0, 30.5)","(17.0, 26.0, 21.5)"
07-01-2023 15:16:22.289729,"(31.0, 95.0, 78.71428571428571)","(10.0, 14.5, 12.5)","(3.6, 3.9, 3.8828571428571426)","(7.0, 8.2, 8.177777777777777)","(6.0, 7.4, 6.933333333333334)","(11.0, 17.0, 15.333333333333334)","(14.0, 16.0, 15.5)","(9.0, 14.5, 12.75)","(19.0, 34.0, 30.857142857142858)","(21.0, 60.0, 55.14285714285714)","(26.0, 65.0, 56.0)","(19.0, 40.0, 36.54545454545455)","(17.0, 25.0, 20.333333333333332)"
07-01-2023 15:16:23.857679,"(31.0, 95.0, 78.71428571428571)","(10.0, 14.5, 12.5)","(3.6, 3.9, 3.8828571428571426)","(7.0, 8.2, 8.177777777777777)","(6.0, 7.4, 6.933333333333334)","(11.0, 17.0, 15.333333333333334)","(14.0, 16.0, 15.5)","(9.0, 14.5, 12.75)","(19.0, 34.0, 30.857142857142858)","(21.0, 60.0, 55.14285714285714)","(26.0, 65.0, 56.0)","(19.0, 40.0, 36.54545454545455)","(17.0, 24.0, 21.0)"
07-01-2023 15:16:25.426079,"(31.0, 95.0, 78.71428571428571)","(10.0, 14.5, 12.5)","(3.6, 3.9, 3.8828571428571426)","(7.0, 8.2, 8.177777777777777)","(6.0, 7.4, 6.933333333333334)","(11.0, 17.0, 15.333333333333334)","(14.0, 16.0, 15.5)","(9.0, 14.5, 12.75)","(19.0, 34.0, 30.857142857142858)","(21.0, 60.0, 55.14285714285714)","(26.0, 65.0, 56.0)","(19.0, 40.0, 36.54545454545455)","(17.0, 24.0, 20.0)"
07-01-2023 15:16:26.900277,"(31.0, 95.0, 78.71428571428571)","(10.0, 14.5, 11.916666666666666)","(3.6, 3.9, 3.8853658536585365)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 7.0)","(11.0, 17.0, 15.333333333333334)","(14.0, 16.0, 15.5)","(9.0, 14.5, 13.0)","(19.0, 34.0, 30.857142857142858)","(21.0, 60.0, 55.14285714285714)","(26.0, 65.0, 56.0)","(19.0, 40.0, 36.54545454545455)","(17.0, 24.0, 20.0)"
07-01-2023 15:16:28.349350,"(31.0, 95.0, 78.71428571428571)","(10.0, 14.0, 12.5)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.18)","(6.0, 7.4, 7.1000000000000005)","(11.0, 17.0, 15.75)","(14.0, 16.0, 15.0)","(9.0, 14.0, 12.75)","(19.0, 34.0, 31.25)","(21.0, 60.0, 43.5)","(26.0, 65.0, 56.0)","(19.0, 40.0, 28.0)","(17.0, 24.0, 23.0)"
07-01-2023 15:16:29.848453,"(31.0, 95.0, 78.71428571428571)","(10.0, 13.5, 12.5)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.18)","(6.0, 7.4, 7.0)","(11.0, 17.0, 15.75)","(14.0, 16.5, 15.0)","(9.0, 14.0, 12.75)","(19.0, 34.0, 28.076923076923077)","(21.0, 60.0, 43.5)","(26.0, 65.0, 56.0)","(19.0, 40.0, 28.0)","(17.0, 24.0, 23.0)"
07-01-2023 15:16:31.331719,"(31.0, 95.0, 78.71428571428571)","(10.0, 13.5, 12.25)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.18)","(6.0, 7.4, 7.0)","(11.0, 17.0, 15.75)","(14.0, 16.5, 15.0)","(9.0, 14.0, 12.75)","(19.0, 34.0, 28.4)","(21.0, 60.0, 43.5)","(26.0, 65.0, 56.0)","(19.0, 40.0, 28.0)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:32.850053,"(31.0, 95.0, 78.71428571428571)","(10.0, 13.0, 12.25)","(3.5, 3.9, 3.8727272727272726)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 7.0)","(11.0, 17.0, 15.75)","(14.0, 16.5, 15.0)","(9.0, 14.0, 12.75)","(19.0, 32.0, 29.0)","(21.0, 60.0, 43.5)","(26.0, 65.0, 56.0)","(19.0, 40.0, 28.0)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:34.364413,"(31.0, 95.0, 78.71428571428571)","(10.0, 13.0, 11.266666666666667)","(3.5, 3.9, 3.8844827586206896)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 7.0)","(11.0, 17.0, 15.75)","(14.0, 16.5, 15.0)","(9.0, 14.0, 12.75)","(19.0, 30.0, 29.0)","(21.0, 60.0, 43.5)","(26.0, 65.0, 56.0)","(19.0, 40.0, 28.0)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:35.918816,"(31.0, 95.0, 78.71428571428571)","(10.0, 12.0, 10.423076923076923)","(3.5, 3.9, 3.8148148148148144)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 7.0)","(11.0, 17.0, 15.75)","(13.0, 16.5, 15.0)","(9.0, 14.0, 12.75)","(19.0, 30.0, 29.0)","(21.0, 60.0, 43.5)","(26.0, 65.0, 56.0)","(19.0, 40.0, 28.0)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:37.435942,"(31.0, 95.0, 78.71428571428571)","(10.0, 12.5, 11.685714285714285)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 7.0)","(11.0, 17.0, 15.75)","(13.0, 16.5, 15.0)","(9.0, 14.0, 12.75)","(19.0, 30.0, 29.0)","(21.0, 60.0, 43.5)","(26.0, 65.0, 56.0)","(19.0, 40.0, 28.0)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:38.999630,"(31.0, 95.0, 58.33333333333333)","(10.0, 12.0, 11.266666666666667)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 6.6000000000000005)","(11.0, 17.0, 16.285714285714285)","(13.0, 16.5, 15.0)","(9.0, 14.0, 12.5)","(19.0, 30.0, 28.0)","(21.0, 60.0, 51.75)","(26.0, 65.0, 47.5)","(19.0, 40.0, 32.8)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:40.539631,"(31.0, 95.0, 58.33333333333333)","(10.0, 12.0, 10.75)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 6.800000000000001)","(11.0, 17.0, 15.928571428571429)","(13.0, 16.5, 15.25)","(9.0, 14.5, 13.285714285714286)","(19.0, 30.0, 28.0)","(21.0, 60.0, 51.75)","(26.0, 65.0, 47.5)","(19.0, 40.0, 32.8)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:42.222351,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.5, 10.333333333333334)","(3.5, 3.9, 3.87)","(7.0, 8.2, 8.182608695652172)","(6.0, 7.4, 6.800000000000001)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 54.5)","(26.0, 65.0, 53.33333333333333)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:43.820498,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.117647058823529)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 6.800000000000001)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 30.0, 30.857142857142858)","(21.0, 60.0, 54.5)","(26.0, 65.0, 53.33333333333333)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.666666666666664)"
07-01-2023 15:16:45.701957,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.117647058823529)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 6.800000000000001)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 32.0, 29.142857142857142)","(21.0, 60.0, 54.5)","(26.0, 65.0, 53.33333333333333)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:47.531814,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.9, 3.87)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 6.800000000000001)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 54.5)","(26.0, 65.0, 53.33333333333333)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:49.125424,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.9, 3.87)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 6.800000000000001)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 54.5)","(26.0, 65.0, 53.33333333333333)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:50.681043,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 6.800000000000001)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 54.5)","(26.0, 65.0, 53.33333333333333)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:52.229395,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.9, 3.857142857142857)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 6.725)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 53.33333333333333)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:53.787876,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.9, 3.7253424657534246)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.6, 7.1000000000000005)","(11.0, 16.5, 16.055555555555557)","(13.0, 16.0, 15.25)","(9.0, 14.0, 13.444444444444445)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.0)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:55.410361,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7253424657534246)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.228571428571429)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.25)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.0)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:57.038137,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.725510204081633)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.25)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.0)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:16:58.716591,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7295275590551182)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.25)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 29.142857142857142)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.0)","(19.0, 40.0, 37.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:17:00.423850,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7288617886178863)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.166666666666666)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 48.5)","(19.0, 40.0, 36.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:17:02.089971,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7288617886178863)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.5)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 54.0)","(19.0, 40.0, 36.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:17:03.640341,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7288617886178863)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.5)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 54.0)","(19.0, 40.0, 36.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:17:05.138932,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7279527559055117)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.5)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 54.0)","(19.0, 40.0, 36.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:17:06.636769,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7279527559055117)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.5)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 54.0)","(19.0, 40.0, 36.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:17:08.151701,"(31.0, 95.0, 76.66666666666666)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7341346153846153)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.32)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 15.5)","(9.0, 14.0, 12.59375)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 54.0)","(19.0, 40.0, 36.0)","(17.0, 24.0, 22.8)"
07-01-2023 15:17:09.784048,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.375)","(3.5, 3.75, 3.7341346153846153)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.188235294117647)","(11.0, 16.5, 16.166666666666668)","(13.0, 16.0, 13.675)","(9.0, 14.0, 12.2)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 40.0, 26.0)","(17.0, 24.0, 22.857142857142858)"
07-01-2023 15:17:11.309738,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.7341346153846153)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.2)","(11.0, 16.5, 17.833333333333332)","(13.0, 14.0, 13.675)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 29.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:12.829088,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.7341346153846153)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.833333333333332)","(13.0, 14.0, 13.675)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:14.382278,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.7341346153846153)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.675)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:16.009671,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.741764705882353)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.025)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.76923076923077)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:17.634927,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.741764705882353)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.76923076923077)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:19.133670,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.741764705882353)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.76923076923077)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:20.627633,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.741764705882353)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.76923076923077)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:22.146835,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.5555555555555554)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.833333333333332)","(13.0, 14.0, 13.76923076923077)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:23.641347,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.590909090909091)","(7.0, 8.2, 8.182608695652172)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.833333333333332)","(13.0, 14.0, 13.76923076923077)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 55.285714285714285)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:25.173911,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.65)","(7.0, 8.2, 8.16)","(5.5, 7.4, 7.1000000000000005)","(11.0, 18.5, 17.833333333333332)","(13.0, 14.0, 13.666666666666666)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 44.0)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:26.800026,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.6666666666666665)","(7.0, 8.2, 8.174999999999999)","(5.5, 7.4, 6.775)","(11.0, 18.5, 17.833333333333332)","(13.0, 14.0, 13.666666666666666)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 53.6)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:28.338211,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.6666666666666665)","(7.0, 8.2, 8.174999999999999)","(5.5, 7.4, 6.775)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.666666666666666)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.272727272727273)","(21.0, 60.0, 53.6)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:29.861876,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.318181818181818)","(3.5, 3.75, 3.6666666666666665)","(7.0, 8.2, 8.174999999999999)","(5.5, 7.4, 6.844444444444445)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.666666666666666)","(9.0, 14.0, 12.25)","(19.0, 30.0, 25.833333333333332)","(21.0, 60.0, 53.6)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:31.488914,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.7429411764705884)","(7.0, 8.2, 8.533333333333333)","(5.5, 7.4, 6.844444444444445)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.7)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.22222222222222)","(21.0, 60.0, 53.6)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:33.044241,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.7055555555555557)","(7.0, 9.2, 8.533333333333333)","(5.5, 7.4, 6.844444444444445)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.777777777777779)","(9.0, 14.0, 12.25)","(19.0, 30.0, 27.22222222222222)","(21.0, 60.0, 49.66666666666667)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:34.614119,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.7055555555555557)","(7.0, 9.2, 8.533333333333333)","(5.5, 7.4, 6.844444444444445)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.777777777777779)","(9.0, 14.0, 12.5)","(19.0, 30.0, 27.22222222222222)","(21.0, 60.0, 54.833333333333336)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:36.120077,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.6666666666666665)","(7.0, 9.2, 8.457142857142857)","(5.5, 7.4, 6.844444444444445)","(11.0, 18.5, 17.61111111111111)","(13.0, 14.0, 13.777777777777779)","(9.0, 13.5, 12.5)","(19.0, 30.0, 27.22222222222222)","(21.0, 60.0, 49.66666666666667)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 22.0)"
07-01-2023 15:17:37.684649,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.6666666666666665)","(7.0, 9.2, 8.381818181818181)","(5.5, 7.4, 6.844444444444445)","(11.0, 18.5, 17.22222222222222)","(13.0, 14.0, 13.777777777777779)","(9.0, 13.5, 12.5)","(19.0, 30.0, 27.22222222222222)","(21.0, 60.0, 54.833333333333336)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 24.0, 21.5)"
07-01-2023 15:17:39.265050,"(31.0, 95.0, 80.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.6666666666666665)","(7.0, 9.2, 8.381818181818181)","(5.5, 7.4, 6.844444444444445)","(11.0, 18.0, 17.22222222222222)","(13.0, 14.0, 13.777777777777779)","(9.0, 13.5, 12.5)","(19.0, 30.0, 27.22222222222222)","(21.0, 60.0, 54.833333333333336)","(26.0, 65.0, 55.5)","(19.0, 28.0, 27.333333333333332)","(17.0, 23.0, 21.2)"
07-01-2023 15:17:40.886600,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.6666666666666665)","(7.0, 9.2, 8.545454545454545)","(5.5, 7.4, 6.828571428571428)","(11.0, 17.5, 16.833333333333332)","(13.0, 14.0, 13.777777777777779)","(9.0, 13.5, 12.5)","(19.0, 30.0, 28.4375)","(21.0, 60.0, 56.55555555555556)","(26.0, 65.0, 57.6)","(19.0, 28.0, 27.333333333333332)","(17.0, 23.0, 21.2)"
07-01-2023 15:17:42.472263,"(31.0, 95.0, 83.0)","(10.0, 11.0, 10.333333333333334)","(3.5, 3.75, 3.7055555555555557)","(7.0, 9.2, 8.545454545454545)","(5.5, 7.4, 6.766666666666667)","(11.0, 17.5, 16.833333333333332)","(13.0, 14.0, 13.7)","(9.0, 13.5, 12.5)","(19.0, 30.0, 28.4375)","(21.0, 60.0, 56.55555555555556)","(26.0, 75.0, 65.33333333333334)","(19.0, 28.0, 27.333333333333332)","(17.0, 23.0, 21.2)"
