,Free To Move,Beaufort Park,Blesk,Comanche Brave,Saucey Horsey,Kiss Me If You Can,Lovin Laughs,Lafargue,Standoff,Ceasar,Marketing,Worsfold
07-12-2022 18:25:58.643170,"(19.0, 99999, 99990)","(10.0, 12.0, 11.716748768472906)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.23529411764706)","(5.0, 6.2, 6.068819374369324)","(41.0, 70.0, 69.52380952380952)","(31.0, 50.0, 47.142857142857146)","(8.0, 9.2, 9.147272727272727)","(31.0, 40.0, 38.578512396694215)","(3.6, 3.95, 3.929684154175589)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.656896551724138)"
07-12-2022 18:26:00.494745,"(19.0, 99999, 99990)","(10.0, 12.0, 11.716748768472906)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 40.23529411764706)","(5.0, 6.2, 6.080514705882353)","(41.0, 70.0, 69.56521739130434)","(31.0, 50.0, 46.94444444444444)","(8.0, 9.2, 9.147272727272727)","(31.0, 40.0, 38.51724137931034)","(3.6, 3.95, 3.928958210712184)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.656896551724138)"
07-12-2022 18:26:02.297235,"(19.0, 99999, 99990)","(10.0, 12.0, 11.743119266055047)","(26.0, 32.0, 31.36842105263158)","(26.0, 42.0, 38.5)","(5.0, 6.2, 6.082641509433962)","(41.0, 70.0, 69.62962962962963)","(31.0, 50.0, 46.94444444444444)","(8.0, 9.2, 9.147272727272727)","(31.0, 40.0, 38.51724137931034)","(3.6, 3.95, 3.92759758108851)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.656896551724138)"
07-12-2022 18:26:04.285970,"(19.0, 99999, 99990)","(10.0, 12.0, 11.743119266055047)","(26.0, 32.0, 31.4)","(26.0, 40.0, 38.5)","(5.0, 6.2, 6.082641509433962)","(41.0, 70.0, 69.62962962962963)","(31.0, 50.0, 46.94444444444444)","(8.0, 9.2, 9.138947368421052)","(31.0, 40.0, 38.51724137931034)","(3.6, 3.95, 3.9270856507230256)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.653445065176909)"
07-12-2022 18:26:06.178157,"(20.0, 99999, 99990)","(10.0, 12.0, 11.743119266055047)","(26.0, 32.0, 31.4)","(26.0, 40.0, 39.09090909090909)","(5.0, 6.2, 6.082641509433962)","(41.0, 70.0, 69.62962962962963)","(31.0, 50.0, 48.65853658536585)","(8.0, 9.2, 9.137297297297296)","(31.0, 40.0, 38.50420168067227)","(3.6, 3.95, 3.9194888178913736)","(41.0, 55.0, 54.73684210526316)","(4.2, 4.7, 4.643419062027231)"
07-12-2022 18:26:07.987210,"(20.0, 99999, 99990)","(10.0, 12.0, 11.743119266055047)","(26.0, 32.0, 31.4)","(26.0, 42.0, 39.132075471698116)","(5.0, 6.2, 6.077419354838709)","(41.0, 70.0, 69.16666666666667)","(31.0, 50.0, 48.65853658536585)","(8.0, 9.2, 9.157763975155278)","(31.0, 40.0, 38.50420168067227)","(3.6, 3.95, 3.9287585421412303)","(41.0, 55.0, 53.297872340425535)","(4.2, 4.7, 4.644086021505376)"
07-12-2022 18:26:09.789581,"(20.0, 99999, 99990)","(10.0, 12.0, 11.735849056603774)","(26.0, 32.0, 31.4)","(26.0, 42.0, 39.285714285714285)","(5.0, 6.2, 6.077053824362606)","(41.0, 70.0, 69.16666666666667)","(31.0, 50.0, 48.75)","(8.0, 9.2, 9.157763975155278)","(31.0, 40.0, 38.43859649122807)","(3.6, 3.95, 3.9262886597938147)","(41.0, 55.0, 53.52272727272727)","(4.2, 4.7, 4.644086021505376)"
07-12-2022 18:26:11.660105,"(20.0, 99999, 99990)","(10.0, 12.0, 11.715767634854771)","(26.0, 32.0, 31.4)","(26.0, 42.0, 39.285714285714285)","(5.0, 6.2, 6.077053824362606)","(41.0, 70.0, 69.16666666666667)","(31.0, 50.0, 48.75)","(8.0, 9.2, 9.157763975155278)","(31.0, 40.0, 38.43859649122807)","(3.6, 3.95, 3.9205424528301887)","(41.0, 55.0, 54.078947368421055)","(4.2, 4.7, 4.643419062027231)"
07-12-2022 18:26:13.478700,"(20.0, 99999, 99990)","(10.0, 12.0, 11.727091633466136)","(26.0, 32.0, 31.37391304347826)","(26.0, 42.0, 39.46666666666667)","(5.0, 6.2, 6.075849056603774)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.77777777777778)","(8.0, 9.2, 9.147286821705427)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.919625486381323)","(41.0, 55.0, 54.078947368421055)","(4.2, 4.7, 4.640064102564103)"
07-12-2022 18:26:15.252559,"(20.0, 99999, 99990)","(10.0, 12.0, 11.727091633466136)","(26.0, 32.0, 31.37391304347826)","(26.0, 42.0, 39.46666666666667)","(5.0, 6.2, 6.079597438243367)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.77777777777778)","(8.0, 9.2, 9.136690647482014)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9200909961685824)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.638079470198675)"
07-12-2022 18:26:17.168389,"(20.0, 99999, 99990)","(10.0, 12.0, 11.727091633466136)","(26.0, 32.0, 31.37391304347826)","(26.0, 42.0, 40.38297872340426)","(5.0, 6.2, 6.077471059661621)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.77777777777778)","(8.0, 9.2, 9.136690647482014)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.91979427997993)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.637037037037037)"
07-12-2022 18:26:18.967028,"(20.0, 99999, 99990)","(10.0, 12.0, 11.727091633466136)","(26.0, 32.0, 31.37391304347826)","(26.0, 42.0, 40.38297872340426)","(5.0, 6.2, 6.077471059661621)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.804597701149426)","(8.0, 9.2, 9.136690647482014)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.927992868059093)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.640072859744991)"
07-12-2022 18:26:20.730566,"(20.0, 99999, 99990)","(10.0, 12.0, 11.727091633466136)","(26.0, 32.0, 31.44144144144144)","(26.0, 42.0, 40.38297872340426)","(5.0, 6.2, 6.077142857142857)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.804597701149426)","(8.0, 9.2, 9.130708661417323)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9279591836734693)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.639853747714808)"
07-12-2022 18:26:22.498549,"(20.0, 99999, 99990)","(10.0, 12.0, 11.719262295081966)","(26.0, 32.0, 31.367346938775512)","(26.0, 42.0, 39.23943661971831)","(5.0, 6.2, 6.073413063477461)","(41.0, 70.0, 69.16666666666667)","(31.0, 50.0, 48.804597701149426)","(8.0, 9.2, 9.130708661417323)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9282474226804123)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.640823970037453)"
07-12-2022 18:26:24.182319,"(20.0, 99999, 99990)","(10.0, 12.0, 11.719262295081966)","(26.0, 32.0, 31.367346938775512)","(26.0, 42.0, 39.23943661971831)","(5.0, 6.2, 6.073413063477461)","(41.0, 70.0, 69.16666666666667)","(31.0, 50.0, 48.804597701149426)","(8.0, 9.2, 9.130708661417323)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9282474226804123)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.640823970037453)"
07-12-2022 18:26:25.963996,"(20.0, 99999, 99990)","(10.0, 12.0, 11.719262295081966)","(26.0, 32.0, 31.367346938775512)","(26.0, 42.0, 39.23943661971831)","(5.0, 6.2, 6.076812891674127)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.804597701149426)","(8.0, 9.2, 9.114893617021275)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9286161879895563)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.640073529411764)"
07-12-2022 18:26:27.823651,"(20.0, 99999, 99990)","(10.0, 12.0, 11.727091633466136)","(26.0, 32.0, 31.367346938775512)","(26.0, 42.0, 39.23943661971831)","(5.0, 6.2, 6.076812891674127)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.53521126760563)","(7.5, 9.2, 9.114893617021275)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9286161879895563)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.656770833333333)"
07-12-2022 18:26:29.661488,"(20.0, 99999, 99990)","(10.0, 12.0, 11.727091633466136)","(26.0, 32.0, 31.367346938775512)","(26.0, 42.0, 39.23943661971831)","(5.0, 6.2, 6.076812891674127)","(41.0, 70.0, 69.23076923076923)","(31.0, 50.0, 48.51428571428571)","(7.5, 9.2, 9.114893617021275)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9286161879895563)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.668246445497631)"
07-12-2022 18:26:31.517515,"(20.0, 99999, 99990)","(10.0, 12.0, 11.721544715447154)","(26.0, 32.0, 31.367346938775512)","(26.0, 42.0, 39.23943661971831)","(5.0, 6.2, 6.076591928251121)","(41.0, 70.0, 68.125)","(31.0, 50.0, 48.470588235294116)","(7.5, 9.2, 9.114893617021275)","(31.0, 40.0, 38.47863247863248)","(3.6, 3.95, 3.9288870703764323)","(41.0, 55.0, 54.18918918918919)","(4.2, 4.7, 4.6475949367088605)"
07-12-2022 18:26:33.338784,"(20.0, 99999, 99990)","(10.0, 12.0, 11.721544715447154)","(26.0, 32.0, 32.50467289719626)","(26.0, 42.0, 39.333333333333336)","(5.0, 6.2, 6.076591928251121)","(41.0, 70.0, 68.75)","(31.0, 50.0, 48.44776119402985)","(7.5, 9.2, 9.114893617021275)","(31.0, 40.0, 38.62015503875969)","(3.6, 3.95, 3.925178316690442)","(41.0, 55.0, 54.523809523809526)","(4.2, 4.7, 4.61195652173913)"
07-12-2022 18:26:35.363144,"(20.0, 99999, 99990)","(10.0, 12.0, 11.744402985074627)","(26.0, 34.0, 33.107438016528924)","(26.0, 42.0, 40.516129032258064)","(5.0, 6.2, 6.08229255774166)","(41.0, 70.0, 68.38983050847457)","(31.0, 50.0, 49.525)","(7.5, 9.2, 8.974011299435029)","(31.0, 40.0, 38.62015503875969)","(3.6, 3.95, 3.925178316690442)","(41.0, 55.0, 54.785714285714285)","(4.2, 4.7, 4.623936170212766)"
07-12-2022 18:26:37.197251,"(20.0, 99999, 99990)","(10.0, 12.0, 11.738549618320612)","(26.0, 34.0, 32.971428571428575)","(26.0, 42.0, 41.25)","(5.0, 6.2, 6.077155555555556)","(41.0, 70.0, 68.66197183098592)","(31.0, 50.0, 49.67123287671233)","(7.5, 9.0, 8.977450980392156)","(31.0, 40.0, 38.625)","(3.6, 3.95, 3.925359195402299)","(41.0, 55.0, 57.096774193548384)","(4.2, 4.7, 4.599026425591099)"
07-12-2022 18:26:39.156923,"(20.0, 99999, 99990)","(10.0, 12.0, 11.74390243902439)","(26.0, 34.0, 32.979166666666664)","(26.0, 42.0, 41.229166666666664)","(5.0, 6.2, 6.077390527256479)","(41.0, 70.0, 68.75)","(31.0, 50.0, 49.90625)","(7.5, 9.0, 9.03430420711974)","(31.0, 40.0, 38.92)","(3.6, 3.95, 3.925678952473327)","(41.0, 60.0, 57.096774193548384)","(4.2, 4.7, 4.597668038408779)"
07-12-2022 18:26:41.036942,"(20.0, 99999, 99990)","(10.0, 12.0, 11.74390243902439)","(26.0, 34.0, 32.979166666666664)","(26.0, 42.0, 41.24409448818898)","(5.0, 6.2, 6.078300180831826)","(41.0, 70.0, 68.75)","(31.0, 50.0, 52.5531914893617)","(7.5, 9.2, 9.03430420711974)","(31.0, 40.0, 38.9875)","(3.6, 3.95, 3.924862155388471)","(41.0, 60.0, 57.096774193548384)","(4.2, 4.7, 4.602890173410405)"
07-12-2022 18:26:42.827390,"(20.0, 99999, 99990)","(10.0, 12.0, 12.666666666666666)","(26.0, 34.0, 33.3)","(26.0, 42.0, 41.77981651376147)","(5.0, 6.2, 6.402603905858789)","(41.0, 70.0, 74.19354838709677)","(31.0, 55.0, 50.6578947368421)","(7.5, 9.2, 8.556603773584905)","(31.0, 40.0, 36.58461538461538)","(3.6, 3.95, 4.028187456926258)","(41.0, 60.0, 57.926829268292686)","(4.2, 4.7, 4.38734756097561)"
07-12-2022 18:26:44.739853,"(20.0, 99999, 99990)","(10.0, 13.0, 12.672972972972973)","(26.0, 34.0, 33.22222222222222)","(26.0, 42.0, 41.77981651376147)","(5.0, 6.6, 6.402606516290727)","(41.0, 75.0, 74.33333333333333)","(31.0, 55.0, 50.6578947368421)","(7.5, 8.6, 8.563052208835341)","(31.0, 38.0, 34.93457943925234)","(3.6, 4.1, 4.030830564784053)","(41.0, 60.0, 57.857142857142854)","(4.2, 4.4, 4.388057553956835)"
07-12-2022 18:26:46.736748,"(20.0, 99999, 99990)","(10.0, 13.0, 12.66)","(26.0, 34.0, 33.22222222222222)","(26.0, 42.0, 41.81395348837209)","(5.0, 6.6, 6.401309022907901)","(41.0, 75.0, 74.33333333333333)","(31.0, 55.0, 50.67567567567568)","(7.5, 8.6, 8.555263157894737)","(31.0, 36.0, 34.93457943925234)","(3.6, 4.1, 4.044094488188977)","(41.0, 60.0, 58.08510638297872)","(4.2, 4.4, 4.394153846153847)"
07-12-2022 18:26:48.604950,"(20.0, 99999, 99990)","(10.0, 13.0, 12.7117903930131)","(26.0, 34.0, 33.22222222222222)","(26.0, 42.0, 41.83892617449664)","(5.0, 6.6, 6.358173784977909)","(41.0, 75.0, 74.33333333333333)","(31.0, 55.0, 51.16279069767442)","(7.5, 8.6, 8.545679012345678)","(31.0, 36.0, 35.26865671641791)","(3.6, 4.1, 3.987402834933699)","(41.0, 60.0, 58.08510638297872)","(4.2, 4.4, 4.3973412112259975)"
07-12-2022 18:26:50.497879,"(20.0, 99999, 99990)","(10.0, 13.0, 12.734782608695653)","(26.0, 34.0, 33.22222222222222)","(26.0, 42.0, 41.889655172413796)","(5.0, 6.4, 6.35701754385965)","(41.0, 75.0, 73.71428571428571)","(31.0, 55.0, 52.63636363636363)","(7.5, 8.6, 8.648)","(31.0, 36.0, 35.38297872340426)","(3.6, 4.0, 3.9981143934632306)","(41.0, 60.0, 59.01639344262295)","(4.2, 4.5, 4.409684684684685)"
07-12-2022 18:26:52.324069,"(20.0, 99999, 99990)","(10.0, 13.0, 12.723107569721115)","(26.0, 34.0, 33.08)","(26.0, 42.0, 41.889655172413796)","(5.0, 6.4, 6.351153324287653)","(41.0, 75.0, 74.27272727272727)","(31.0, 55.0, 51.37755102040816)","(7.5, 8.8, 8.64421906693712)","(31.0, 36.0, 35.38297872340426)","(3.6, 4.0, 4.036905384213277)","(41.0, 60.0, 59.01639344262295)","(4.2, 4.5, 4.405288461538462)"
07-12-2022 18:26:54.373108,"(20.0, 99999, 99990)","(10.0, 13.0, 12.739316239316238)","(26.0, 34.0, 32.924528301886795)","(26.0, 42.0, 41.889655172413796)","(5.0, 6.4, 6.343071161048689)","(41.0, 75.0, 74.19642857142857)","(31.0, 55.0, 51.28712871287129)","(7.5, 8.8, 8.64421906693712)","(31.0, 36.0, 35.38297872340426)","(3.6, 4.1, 4.026460071513707)","(41.0, 60.0, 59.01639344262295)","(4.2, 4.5, 4.416618635926993)"
07-12-2022 18:26:56.541116,"(20.0, 99999, 99990)","(10.0, 13.0, 12.742616033755274)","(26.0, 34.0, 32.704)","(26.0, 42.0, 41.889655172413796)","(5.0, 6.4, 6.3437892095357595)","(41.0, 75.0, 74.18181818181819)","(31.0, 55.0, 51.28712871287129)","(7.5, 8.8, 8.575449101796407)","(31.0, 36.0, 35.506024096385545)","(3.6, 4.1, 3.9846469329529244)","(41.0, 60.0, 59.01639344262295)","(4.2, 4.5, 4.421019108280254)"
07-12-2022 18:26:58.642593,"(20.0, 99999, 99990)","(10.0, 13.0, 12.742616033755274)","(26.0, 34.0, 32.704)","(26.0, 42.0, 41.90857142857143)","(5.0, 6.4, 6.3437892095357595)","(41.0, 75.0, 74.18181818181819)","(31.0, 55.0, 51.62162162162162)","(7.5, 8.6, 8.572203389830507)","(31.0, 36.0, 35.36612021857923)","(3.6, 4.0, 3.999470338983051)","(41.0, 60.0, 59.01639344262295)","(4.2, 4.5, 4.41764705882353)"
07-12-2022 18:27:01.111054,"(20.0, 99999, 99990)","(10.0, 13.0, 12.677248677248677)","(26.0, 34.0, 32.753846153846155)","(26.0, 42.0, 41.953216374269005)","(5.0, 6.4, 6.345498783454988)","(41.0, 75.0, 74.52054794520548)","(31.0, 55.0, 51.82203389830509)","(7.5, 8.6, 8.628936170212766)","(31.0, 36.0, 35.38297872340426)","(3.6, 4.0, 3.984324426044411)","(41.0, 60.0, 59.375)","(4.2, 4.5, 4.422355289421158)"
07-12-2022 18:27:03.267776,"(20.0, 99999, 99990)","(10.0, 13.0, 12.693832599118943)","(26.0, 34.0, 32.720588235294116)","(26.0, 42.0, 41.953216374269005)","(5.0, 6.4, 6.336039360393604)","(41.0, 75.0, 74.52054794520548)","(31.0, 55.0, 51.54545454545455)","(7.5, 8.8, 8.841322314049588)","(31.0, 36.0, 35.38297872340426)","(3.6, 4.0, 3.983917197452229)","(41.0, 60.0, 62.91208791208791)","(4.2, 4.5, 4.456646216768917)"
07-12-2022 18:27:05.371823,"(20.0, 99999, 99990)","(10.0, 13.0, 12.668367346938776)","(26.0, 34.0, 32.720588235294116)","(26.0, 42.0, 41.86666666666667)","(5.0, 6.4, 6.431282254863041)","(41.0, 75.0, 74.52054794520548)","(31.0, 55.0, 51.271929824561404)","(7.5, 9.0, 8.785217391304348)","(31.0, 36.0, 35.36612021857923)","(3.6, 3.95, 3.93205499276411)","(41.0, 65.0, 62.12871287128713)","(4.2, 4.5, 4.4524893314367)"
07-12-2022 18:27:07.424931,"(20.0, 99999, 99990)","(10.0, 13.0, 12.676616915422885)","(26.0, 34.0, 32.720588235294116)","(26.0, 42.0, 41.98039215686275)","(5.0, 6.6, 6.436412625096228)","(41.0, 75.0, 74.52702702702703)","(31.0, 55.0, 51.88461538461539)","(7.5, 8.8, 8.765605095541401)","(31.0, 36.0, 35.348314606741575)","(3.5, 3.95, 3.930075187969925)","(51.0, 65.0, 62.603305785123965)","(4.2, 4.5, 4.445387453874539)"
07-12-2022 18:27:09.440796,"(20.0, 99999, 99990)","(10.0, 13.0, 12.676616915422885)","(26.0, 34.0, 32.67175572519084)","(31.0, 42.0, 41.98039215686275)","(5.5, 6.6, 6.438832006067501)","(51.0, 75.0, 74.48529411764706)","(31.0, 55.0, 51.8359375)","(7.5, 8.8, 8.849400479616307)","(31.0, 36.0, 35.348314606741575)","(3.5, 3.95, 3.930075187969925)","(51.0, 55.0, 54.861111111111114)","(4.2, 4.5, 4.444413793103449)"
07-12-2022 18:27:11.417483,"(20.0, 99999, 99990)","(10.0, 13.0, 12.606060606060606)","(26.0, 34.0, 32.67175572519084)","(31.0, 42.0, 41.98039215686275)","(5.5, 6.6, 6.439128773404662)","(51.0, 75.0, 74.48529411764706)","(31.0, 55.0, 51.653543307086615)","(7.5, 9.0, 8.876847290640395)","(31.0, 36.0, 35.344632768361585)","(3.5, 3.95, 3.9073830409356725)","(51.0, 55.0, 54.861111111111114)","(4.2, 4.5, 4.444413793103449)"
07-12-2022 18:27:13.396692,"(20.0, 99999, 99990)","(10.0, 13.0, 12.579545454545455)","(26.0, 34.0, 32.58278145695364)","(31.0, 42.0, 41.98039215686275)","(5.5, 6.6, 6.442203898050975)","(51.0, 75.0, 74.06666666666666)","(31.0, 55.0, 51.80451127819549)","(7.5, 9.0, 8.847619047619048)","(31.0, 36.0, 35.20855614973262)","(3.5, 3.95, 3.924908869987849)","(51.0, 55.0, 54.87179487179487)","(4.2, 4.5, 4.445352112676057)"
07-12-2022 18:27:15.698630,"(20.0, 99999, 99990)","(10.0, 13.0, 12.419431279620854)","(26.0, 34.0, 32.58278145695364)","(31.0, 42.0, 41.98086124401914)","(5.5, 6.6, 6.422137727080693)","(51.0, 75.0, 74.28571428571429)","(31.0, 55.0, 52.327044025157235)","(7.5, 9.0, 8.847619047619048)","(31.0, 36.0, 35.24175824175824)","(3.5, 3.95, 3.9650145772594754)","(51.0, 55.0, 54.361702127659576)","(4.2, 4.5, 4.478347578347578)"
07-12-2022 18:27:18.097191,"(20.0, 99999, 99990)","(10.0, 12.5, 13.076642335766424)","(26.0, 34.0, 32.272)","(31.0, 42.0, 43.851851851851855)","(5.5, 6.6, 6.424879356568365)","(51.0, 75.0, 75.8433734939759)","(31.0, 55.0, 52.55747126436782)","(7.5, 9.0, 8.38034188034188)","(31.0, 36.0, 35.53741496598639)","(3.5, 4.0, 3.9679310344827585)","(51.0, 50.0, 49.333333333333336)","(4.2, 4.5, 4.3517162471395885)"
07-12-2022 18:27:20.765635,"(20.0, 99999, 99990)","(10.0, 13.5, 13.400763358778626)","(26.0, 36.0, 35.072)","(31.0, 46.0, 44.215384615384615)","(5.5, 7.0, 6.923512747875354)","(51.0, 85.0, 81.36986301369863)","(31.0, 55.0, 52.486486486486484)","(7.5, 8.4, 8.39010989010989)","(31.0, 36.0, 35.53741496598639)","(3.5, 4.1, 4.02051282051282)","(51.0, 50.0, 48.30434782608695)","(4.2, 4.3, 4.211650485436893)"
07-12-2022 18:27:22.862502,"(20.0, 99999, 99990)","(10.0, 13.5, 13.241071428571429)","(26.0, 36.0, 35.19083969465649)","(31.0, 46.0, 42.843537414965986)","(5.5, 7.0, 6.955135135135135)","(51.0, 85.0, 81.13636363636364)","(31.0, 55.0, 52.47222222222222)","(7.5, 8.4, 8.44664536741214)","(31.0, 36.0, 35.54054054054054)","(3.5, 4.1, 4.0180100755667505)","(51.0, 50.0, 47.310344827586206)","(4.2, 4.1, 4.08358458961474)"
07-12-2022 18:27:24.965684,"(20.0, 99999, 99990)","(10.0, 13.5, 13.404458598726114)","(26.0, 36.0, 35.333333333333336)","(31.0, 46.0, 42.843537414965986)","(5.5, 7.0, 6.968609865470852)","(51.0, 85.0, 81.6)","(31.0, 55.0, 52.579787234042556)","(7.5, 8.6, 8.464220183486239)","(31.0, 36.0, 35.54054054054054)","(3.5, 4.1, 3.999212598425197)","(41.0, 50.0, 48.31578947368421)","(4.0, 4.1, 4.097058823529411)"
07-12-2022 18:27:27.094063,"(20.0, 99999, 99990)","(10.0, 13.5, 13.272532188841202)","(26.0, 36.0, 35.333333333333336)","(31.0, 46.0, 43.92307692307692)","(5.5, 7.0, 6.921917808219178)","(51.0, 85.0, 81.6)","(31.0, 55.0, 52.579787234042556)","(7.5, 8.6, 8.473313782991202)","(31.0, 36.0, 35.54054054054054)","(3.5, 4.0, 3.988621533442088)","(41.0, 50.0, 48.27272727272727)","(4.0, 4.2, 4.134770384254921)"
07-12-2022 18:27:29.108363,"(20.0, 99999, 99990)","(10.0, 13.5, 13.272532188841202)","(26.0, 36.0, 35.311688311688314)","(31.0, 44.0, 43.967213114754095)","(5.5, 7.0, 7.144322344322345)","(51.0, 85.0, 81.9090909090909)","(31.0, 55.0, 52.579787234042556)","(7.5, 8.6, 8.521951219512195)","(31.0, 36.0, 35.54054054054054)","(3.5, 4.0, 3.973876728110599)","(41.0, 50.0, 48.27272727272727)","(4.0, 4.1, 4.089469387755102)"
07-12-2022 18:27:31.174708,"(20.0, 99999, 99990)","(10.0, 13.5, 13.26126126126126)","(26.0, 36.0, 35.311688311688314)","(31.0, 44.0, 43.971830985915496)","(5.5, 7.2, 7.0989010989010985)","(51.0, 85.0, 81.85185185185185)","(31.0, 55.0, 52.54054054054054)","(7.5, 8.6, 8.526060606060605)","(31.0, 36.0, 35.39877300613497)","(3.5, 4.0, 3.981980656013457)","(41.0, 50.0, 48.82539682539682)","(4.0, 4.1, 4.089434889434889)"
07-12-2022 18:27:33.275349,"(20.0, 99999, 99990)","(10.0, 13.5, 13.240425531914894)","(26.0, 36.0, 35.311688311688314)","(31.0, 44.0, 43.971830985915496)","(5.5, 7.2, 7.1023872679045095)","(51.0, 85.0, 83.21052631578948)","(31.0, 55.0, 52.76960784313725)","(7.5, 8.6, 8.53357142857143)","(31.0, 36.0, 35.35947712418301)","(3.5, 4.0, 3.9842578986039676)","(41.0, 50.0, 48.86153846153846)","(4.0, 4.2, 4.139189189189189)"
07-12-2022 18:27:35.836261,"(20.0, 99999, 99990)","(10.0, 13.5, 12.887005649717514)","(26.0, 36.0, 35.311688311688314)","(31.0, 44.0, 43.971830985915496)","(5.5, 7.2, 7.096629213483146)","(51.0, 85.0, 83.50877192982456)","(31.0, 55.0, 52.71356783919598)","(7.5, 8.6, 8.517763157894736)","(31.0, 36.0, 35.35947712418301)","(3.5, 4.0, 3.9822653599698454)","(41.0, 50.0, 48.724137931034484)","(4.0, 4.3, 4.212891113892366)"
07-12-2022 18:27:37.806733,"(20.0, 99999, 99990)","(10.0, 13.0, 12.9)","(26.0, 36.0, 35.311688311688314)","(31.0, 44.0, 43.971830985915496)","(5.5, 7.2, 7.098644986449864)","(51.0, 85.0, 83.6697247706422)","(31.0, 55.0, 52.52717391304348)","(7.5, 8.6, 8.585022026431718)","(31.0, 36.0, 35.35947712418301)","(3.5, 3.85, 3.8036036036036034)","(41.0, 50.0, 48.84)","(4.0, 4.3, 4.25625)"
07-12-2022 18:27:39.731509,"(20.0, 99999, 99990)","(10.0, 13.0, 12.978365384615385)","(26.0, 36.0, 35.354838709677416)","(31.0, 44.0, 43.97222222222222)","(5.5, 7.2, 7.098644986449864)","(51.0, 85.0, 83.58333333333333)","(31.0, 55.0, 52.68041237113402)","(7.5, 8.6, 8.610071942446044)","(31.0, 36.0, 35.37748344370861)","(3.5, 3.85, 3.8386634844868737)","(41.0, 50.0, 49.333333333333336)","(3.9, 4.2, 4.178478260869565)"
07-12-2022 18:27:41.720452,"(20.0, 99999, 99990)","(10.0, 13.0, 13.272727272727273)","(26.0, 36.0, 35.34228187919463)","(31.0, 44.0, 43.97560975609756)","(5.5, 7.2, 7.113235294117647)","(51.0, 85.0, 83.58333333333333)","(31.0, 55.0, 51.875)","(7.5, 8.8, 8.537894736842105)","(31.0, 36.0, 35.10476190476191)","(3.5, 3.85, 3.7950296735905042)","(41.0, 50.0, 49.30612244897959)","(3.9, 4.3, 4.195364238410596)"
07-12-2022 18:27:43.825025,"(20.0, 99999, 99990)","(10.0, 13.5, 13.242753623188406)","(26.0, 36.0, 35.34228187919463)","(31.0, 44.0, 43.97560975609756)","(5.5, 7.2, 7.07764705882353)","(51.0, 85.0, 83.57142857142857)","(31.0, 55.0, 51.97986577181208)","(7.5, 8.6, 8.613084112149533)","(31.0, 36.0, 35.29251700680272)","(3.5, 3.8, 3.909056316590563)","(41.0, 50.0, 49.30612244897959)","(3.9, 4.2, 4.163037634408602)"
07-12-2022 18:27:45.875532,"(20.0, 99999, 99990)","(10.0, 13.5, 13.218253968253968)","(26.0, 36.0, 33.18032786885246)","(31.0, 44.0, 43.982142857142854)","(5.5, 7.2, 7.073939393939394)","(51.0, 85.0, 83.57142857142857)","(31.0, 55.0, 51.4)","(7.5, 8.8, 8.636981132075471)","(31.0, 36.0, 35.29251700680272)","(3.5, 3.95, 3.8924682395644283)","(41.0, 50.0, 49.276595744680854)","(3.9, 4.2, 4.1611961057023645)"
