,Florey Bale,Ivanka Tea,Ten Dollar Slaps,Who Told Mel,Lifes Gal,Our Girls Shout,Dynamo Dash,Zipping Tula
06-01-2023 16:57:02.332205,"(1.95, 1.91, 1.8332000000000002)","(10.0, 46.0, 33.8421052631579)","(5.0, 7.6, 6.0)","(10.0, 17.5, 15.136363636363637)","(10.0, 24.0, 12.083333333333334)","(31.0, 90.0, 82.5)","(7.5, 19.0, 13.338461538461539)","(8.0, 23.0, 19.25)"
06-01-2023 16:57:03.433293,"(1.95, 1.91, 1.8225)","(10.0, 46.0, 41.8)","(5.0, 7.6, 6.983333333333334)","(10.0, 17.5, 16.25)","(10.0, 24.0, 17.0)","(31.0, 90.0, 68.0)","(7.5, 19.0, 17.05)","(8.0, 23.0, 21.1875)"
06-01-2023 16:57:04.721974,"(1.95, 1.91, 1.8231034482758621)","(10.0, 44.0, 40.2)","(5.0, 7.4, 6.983333333333334)","(10.0, 17.0, 18.0)","(10.0, 23.0, 17.0)","(31.0, 85.0, 59.09090909090909)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:05.847401,"(1.95, 1.89, 1.8124242424242425)","(10.0, 44.0, 35.85714285714286)","(5.0, 7.4, 6.983333333333334)","(10.0, 19.0, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 58.76923076923077)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:06.930333,"(1.95, 1.89, 1.8123529411764707)","(10.0, 44.0, 35.85714285714286)","(5.0, 7.4, 7.0)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 58.76923076923077)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:08.002426,"(1.95, 1.89, 1.8123529411764707)","(10.0, 44.0, 37.25)","(5.0, 7.4, 6.25)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 58.76923076923077)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:09.006229,"(1.95, 1.87, 1.8451724137931036)","(10.0, 44.0, 37.25)","(5.0, 7.4, 6.25)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 58.76923076923077)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:10.007186,"(1.95, 1.86, 1.85)","(10.0, 44.0, 37.25)","(5.0, 7.4, 7.071428571428571)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:11.038362,"(1.95, 1.86, 1.82)","(10.0, 44.0, 41.0)","(5.0, 7.4, 6.960000000000001)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:12.046795,"(1.95, 1.86, 1.82)","(10.0, 44.0, 38.85714285714286)","(5.0, 7.4, 7.125)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:13.059797,"(1.95, 1.86, 1.845913043478261)","(10.0, 42.0, 39.33333333333333)","(5.0, 7.4, 6.35)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:14.086208,"(1.95, 1.86, 1.784)","(10.0, 42.0, 39.33333333333333)","(5.0, 7.4, 6.35)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:15.126716,"(1.95, 1.86, 1.8107407407407408)","(10.0, 42.0, 39.33333333333333)","(5.0, 7.4, 6.35)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:16.167145,"(1.95, 1.86, 1.8045833333333334)","(10.0, 46.0, 35.14285714285714)","(5.0, 7.4, 6.9)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:17.244496,"(1.95, 1.86, 1.7966666666666666)","(10.0, 44.0, 41.875)","(5.0, 7.4, 7.066666666666666)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:18.254015,"(1.95, 1.86, 1.8495092024539879)","(10.0, 44.0, 40.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:19.287329,"(1.95, 1.86, 1.8495092024539879)","(10.0, 44.0, 40.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.285714285714285)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:20.266850,"(1.95, 1.86, 1.8068)","(10.0, 44.0, 36.5)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 58.0)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:21.223010,"(1.95, 1.86, 1.7995454545454546)","(10.0, 44.0, 36.5)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 59.0)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:22.234655,"(1.95, 1.86, 1.7995454545454546)","(10.0, 48.0, 35.333333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 59.0)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:23.295377,"(1.95, 1.86, 1.7995454545454546)","(10.0, 48.0, 35.333333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.61538461538461)","(7.5, 18.5, 17.05)","(8.0, 22.0, 21.1875)"
06-01-2023 16:57:24.367594,"(1.95, 1.85, 1.8416666666666668)","(10.0, 48.0, 40.611111111111114)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 60.61538461538461)","(7.5, 17.5, 15.3)","(8.0, 17.5, 18.5625)"
06-01-2023 16:57:25.556723,"(1.95, 1.85, 1.8450000000000002)","(10.0, 48.0, 40.611111111111114)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 61.0)","(7.5, 17.5, 15.3)","(8.0, 19.0, 19.0)"
06-01-2023 16:57:26.633589,"(1.95, 1.85, 1.842857142857143)","(10.0, 48.0, 40.611111111111114)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 61.0)","(7.5, 17.5, 15.3)","(8.0, 19.5, 18.916666666666668)"
06-01-2023 16:57:27.720361,"(1.95, 1.85, 1.842857142857143)","(10.0, 48.0, 45.07692307692308)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 61.0)","(7.5, 17.5, 15.3)","(8.0, 19.5, 18.916666666666668)"
06-01-2023 16:57:28.761830,"(1.95, 1.85, 1.842857142857143)","(10.0, 46.0, 43.38461538461539)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 61.0)","(7.5, 17.5, 15.3)","(8.0, 19.5, 18.333333333333332)"
06-01-2023 16:57:29.812030,"(1.95, 1.85, 1.842857142857143)","(10.0, 46.0, 43.38461538461539)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.3)","(8.0, 19.5, 18.4)"
06-01-2023 16:57:30.866548,"(1.95, 1.85, 1.842857142857143)","(10.0, 46.0, 43.38461538461539)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.3)","(8.0, 19.0, 18.4)"
06-01-2023 16:57:31.909604,"(1.95, 1.85, 1.8433333333333335)","(10.0, 50.0, 45.5)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.3)","(8.0, 19.0, 18.4)"
06-01-2023 16:57:32.915331,"(1.95, 1.85, 1.8433333333333335)","(10.0, 50.0, 41.833333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.3)","(8.0, 19.0, 18.4)"
06-01-2023 16:57:34.010507,"(1.85, 1.85, 1.8433333333333335)","(10.0, 50.0, 41.833333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.3)","(8.0, 19.0, 18.4)"
06-01-2023 16:57:35.031243,"(1.85, 1.85, 1.8433333333333335)","(10.0, 50.0, 41.833333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.833333333333334)","(8.0, 19.0, 18.4)"
06-01-2023 16:57:36.026390,"(1.85, 1.85, 1.8433333333333335)","(10.0, 50.0, 41.833333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.166666666666668)","(8.0, 19.0, 18.8)"
06-01-2023 16:57:37.004396,"(1.85, 1.85, 1.8205263157894738)","(10.0, 50.0, 41.833333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.166666666666668)","(8.0, 19.5, 21.333333333333332)"
06-01-2023 16:57:38.079051,"(1.85, 1.84, 1.835)","(10.0, 50.0, 41.833333333333336)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.166666666666668)","(8.0, 22.0, 21.333333333333332)"
06-01-2023 16:57:39.140961,"(1.85, 1.84, 1.815)","(10.0, 50.0, 34.25)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 15.166666666666668)","(8.0, 22.0, 20.5)"
06-01-2023 16:57:40.247856,"(1.85, 1.84, 1.8333333333333335)","(10.0, 50.0, 34.57142857142857)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 16.416666666666664)","(8.0, 21.0, 19.6)"
06-01-2023 16:57:41.337631,"(1.85, 1.84, 1.82)","(10.0, 50.0, 34.57142857142857)","(5.0, 7.4, 7.188888888888889)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 54.66666666666667)","(7.5, 17.5, 17.363636363636363)","(8.0, 20.0, 19.6)"
06-01-2023 16:57:42.392407,"(1.85, 1.84, 1.82)","(10.0, 50.0, 34.57142857142857)","(5.0, 6.6, 6.416666666666666)","(10.0, 18.5, 16.833333333333336)","(10.0, 23.0, 17.0)","(31.0, 80.0, 61.0)","(7.5, 18.0, 16.0)","(8.0, 20.0, 20.5)"
06-01-2023 16:57:43.427372,"(1.85, 1.84, 1.82)","(10.0, 48.0, 40.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 16.5)","(10.0, 23.0, 17.0)","(31.0, 80.0, 61.0)","(7.5, 17.0, 16.0)","(8.0, 21.0, 19.875)"
06-01-2023 16:57:44.427429,"(1.75, 1.84, 1.82)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 15.0)","(10.0, 23.0, 17.0)","(31.0, 80.0, 70.28571428571428)","(8.0, 17.0, 16.0)","(8.5, 21.0, 19.73076923076923)"
06-01-2023 16:57:45.417326,"(1.75, 1.84, 1.82)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 15.0)","(10.0, 23.0, 17.0)","(31.0, 75.0, 70.28571428571428)","(8.0, 17.0, 16.0)","(8.5, 20.0, 19.73076923076923)"
06-01-2023 16:57:46.442435,"(1.75, 1.84, 1.81)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 13.055555555555555)","(10.0, 23.0, 17.0)","(31.0, 75.0, 70.28571428571428)","(8.0, 17.0, 15.545454545454545)","(8.5, 20.0, 19.73076923076923)"
06-01-2023 16:57:47.528035,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 17.07142857142857)","(10.0, 23.0, 17.0)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 20.0, 19.73076923076923)"
06-01-2023 16:57:48.652031,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.0, 17.863636363636363)","(10.0, 23.0, 17.0)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 20.0, 19.73076923076923)"
06-01-2023 16:57:49.773342,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 18.5, 16.6875)","(10.0, 23.0, 17.0)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 20.0, 19.73076923076923)"
06-01-2023 16:57:50.887490,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.6875)","(10.0, 23.0, 17.0)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 20.0, 19.73076923076923)"
06-01-2023 16:57:51.984942,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.6875)","(10.0, 23.0, 21.357142857142858)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 20.0, 20.653846153846153)"
06-01-2023 16:57:53.057663,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 15.0)","(10.0, 23.0, 21.85)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 21.0, 20.653846153846153)"
06-01-2023 16:57:54.105826,"(1.75, 1.84, 1.81)","(10.0, 46.0, 39.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 15.0)","(10.0, 23.0, 21.85)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 21.0, 20.653846153846153)"
06-01-2023 16:57:55.087626,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 40.0)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 14.142857142857142)","(10.0, 23.0, 21.85)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 21.0, 19.0)"
06-01-2023 16:57:56.055361,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 44.5)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 14.142857142857142)","(10.0, 23.0, 21.85)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 15.583333333333334)","(8.5, 21.0, 19.0)"
06-01-2023 16:57:57.063612,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 44.8)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 21.85)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.0, 12.125)","(8.5, 20.0, 18.142857142857142)"
06-01-2023 16:57:58.098793,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 44.8)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 21.85)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 12.125)","(8.5, 21.0, 19.18181818181818)"
06-01-2023 16:57:59.200823,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 44.8)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 21.625)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 12.125)","(8.5, 21.0, 19.18181818181818)"
06-01-2023 16:58:00.229344,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 44.8)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 21.25)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 12.125)","(8.5, 21.0, 19.823529411764707)"
06-01-2023 16:58:01.275733,"(1.75, 1.84, 1.81)","(10.0, 46.0, 44.8)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 21.25)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 12.125)","(8.5, 21.0, 20.692307692307693)"
06-01-2023 16:58:02.353675,"(1.75, 1.84, 1.8316666666666668)","(10.0, 46.0, 44.8)","(5.0, 7.4, 7.083333333333334)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 19.5)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 14.025)","(8.5, 21.0, 20.692307692307693)"
06-01-2023 16:58:03.452169,"(1.75, 1.84, 1.8078571428571428)","(10.0, 46.0, 44.8)","(5.0, 7.4, 6.0588235294117645)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 19.5)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 14.025)","(8.5, 21.0, 20.692307692307693)"
06-01-2023 16:58:04.489973,"(1.75, 1.84, 1.8078571428571428)","(10.0, 46.0, 44.8)","(5.0, 7.4, 6.0588235294117645)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 21.5)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 14.75)","(8.5, 21.0, 20.692307692307693)"
06-01-2023 16:58:05.588733,"(1.75, 1.84, 1.8078571428571428)","(10.0, 46.0, 44.8)","(5.0, 7.4, 6.0588235294117645)","(10.0, 19.5, 16.09090909090909)","(10.0, 23.0, 21.333333333333336)","(31.0, 75.0, 70.28571428571428)","(8.0, 16.5, 14.75)","(8.5, 21.0, 20.692307692307693)"
06-01-2023 16:58:06.661311,"(1.75, 1.84, 1.8078571428571428)","(10.0, 46.0, 44.8)","(5.0, 7.4, 6.0588235294117645)","(10.0, 19.5, 13.8)","(10.0, 23.0, 21.333333333333336)","(31.0, 75.0, 66.0)","(8.0, 16.5, 14.458333333333334)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:07.713132,"(1.75, 1.84, 1.8078571428571428)","(10.0, 46.0, 44.8)","(5.0, 7.4, 5.88)","(10.0, 19.5, 13.958333333333334)","(10.0, 23.0, 21.333333333333336)","(31.0, 70.0, 66.0)","(8.0, 16.5, 14.4)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:08.719325,"(1.75, 1.84, 1.786)","(10.0, 46.0, 44.8)","(5.0, 7.0, 6.833333333333333)","(10.0, 19.5, 13.958333333333334)","(10.0, 23.0, 22.62962962962963)","(31.0, 70.0, 57.27272727272727)","(8.0, 16.5, 15.857142857142858)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:09.736502,"(1.75, 1.84, 1.805625)","(10.0, 46.0, 44.8)","(5.0, 7.0, 6.9)","(10.0, 18.5, 16.625)","(10.0, 23.0, 22.62962962962963)","(31.0, 70.0, 57.27272727272727)","(8.0, 16.5, 15.75)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:10.727904,"(1.75, 1.84, 1.805625)","(10.0, 46.0, 44.8)","(5.0, 7.0, 6.625)","(10.0, 18.5, 16.625)","(10.0, 23.0, 18.25)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 15.75)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:11.781388,"(1.75, 1.84, 1.805625)","(10.0, 46.0, 44.8)","(5.0, 7.0, 6.625)","(10.0, 18.5, 16.625)","(10.0, 23.0, 18.25)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 15.75)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:12.804759,"(1.75, 1.84, 1.805625)","(10.0, 46.0, 44.8)","(5.0, 7.0, 6.625)","(10.0, 18.5, 16.625)","(10.0, 23.0, 18.25)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 15.75)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:13.806991,"(1.75, 1.84, 1.805625)","(10.0, 46.0, 44.8)","(5.0, 7.0, 6.625)","(10.0, 18.5, 16.625)","(10.0, 23.0, 18.25)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 15.75)","(8.5, 21.0, 20.714285714285715)"
06-01-2023 16:58:14.852048,"(1.75, 1.84, 1.805625)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.625)","(10.0, 18.5, 16.625)","(10.0, 23.0, 18.25)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 15.25)","(8.5, 21.0, 20.25)"
06-01-2023 16:58:15.907465,"(1.75, 1.84, 1.79875)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 14.75)","(10.0, 23.0, 21.875)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 16.375)","(8.5, 23.0, 18.75)"
06-01-2023 16:58:16.980570,"(1.75, 1.84, 1.79875)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 22.608695652173914)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.026315789473685)","(8.5, 19.5, 18.75)"
06-01-2023 16:58:18.134178,"(1.75, 1.84, 1.79875)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 16.818181818181817)","(8.5, 19.5, 18.75)"
06-01-2023 16:58:19.231924,"(1.75, 1.84, 1.79875)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 16.323529411764707)","(8.5, 19.5, 18.75)"
06-01-2023 16:58:20.393563,"(1.75, 1.84, 1.79875)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 19.5, 19.0)"
06-01-2023 16:58:21.546740,"(1.75, 1.84, 1.79875)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:22.601719,"(1.75, 1.83, 1.767777777777778)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:23.598254,"(1.75, 1.82, 1.8116666666666668)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:24.589409,"(1.75, 1.82, 1.8116666666666668)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.161764705882353)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:25.622560,"(1.75, 1.82, 1.8116666666666668)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.185714285714286)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 18.75)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:26.742714,"(1.75, 1.82, 1.8116666666666668)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.185714285714286)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 19.357142857142858)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:27.848633,"(1.75, 1.82, 1.8116666666666668)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.185714285714286)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 21.166666666666668)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:28.959774,"(1.75, 1.82, 1.8116666666666668)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.185714285714286)","(10.0, 18.5, 15.553571428571429)","(10.0, 22.0, 18.07894736842105)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
06-01-2023 16:58:30.055891,"(1.75, 1.82, 1.8116666666666668)","(11.0, 46.0, 44.8)","(5.0, 7.0, 6.185714285714286)","(10.0, 18.5, 15.553571428571429)","(10.0, 23.0, 20.539473684210527)","(31.0, 70.0, 57.27272727272727)","(8.0, 17.5, 17.01923076923077)","(8.5, 20.0, 19.0)"
