,Under Study,Jackey Moon,Ambrose Bale,Yasmin Belle,Mepunga Web,Georges Fancy,Catch Me Nero,Ravers Army
09-01-2023 17:25:30.578758,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 132.91666666666666)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:31.571199,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 132.91666666666666)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:32.553937,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:33.538977,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:34.514833,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:35.503417,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:36.497269,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:37.493872,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:38.513932,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.066666666666667)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:39.503507,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.4, 6.741176470588235)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:40.501338,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.0, 6.8)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:41.516801,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.0, 6.75)","(4.8, 5.6, 5.35)","(2.3, 2.56, 2.524)"
09-01-2023 17:25:42.500813,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.173333333333334)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.6, 5.2)","(2.3, 2.56, 2.5)"
09-01-2023 17:25:43.491708,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.506666666666667)"
09-01-2023 17:25:44.522495,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.54, 2.4633333333333334)"
09-01-2023 17:25:45.520663,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.58, 2.474285714285714)"
09-01-2023 17:25:46.583198,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:47.634388,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:48.657767,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:49.743228,"(16.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:50.796249,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.948717948717949)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:51.876123,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.84)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:53.029578,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.961904761904762)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:54.173798,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.957894736842105)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:55.247717,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.957894736842105)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:56.329128,"(17.0, 36.0, 29.6)","(51.0, 270.0, 210.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:57.359790,"(17.0, 36.0, 29.6)","(51.0, 270.0, 210.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.980487804878049)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:58.398134,"(17.0, 36.0, 29.6)","(51.0, 270.0, 210.0)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.980487804878049)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:25:59.428481,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.980487804878049)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:26:00.509912,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.980487804878049)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:26:01.556524,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.980487804878049)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:26:02.546723,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.980487804878049)","(4.8, 5.5, 5.125)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:26:03.522177,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 133.46153846153845)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.5, 5.0625)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:26:04.530137,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 132.0)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.5, 5.08)","(2.3, 2.56, 2.474285714285714)"
09-01-2023 17:26:05.538478,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 127.5)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:06.505656,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 129.28571428571428)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:07.513557,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 129.28571428571428)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:08.506826,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 129.28571428571428)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.344444444444445)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:09.539432,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.257142857142856)","(5.0, 7.0, 6.978378378378379)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:10.626371,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.2, 8.6)","(5.0, 7.0, 7.037209302325581)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:11.689210,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.037209302325581)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:12.735963,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.037209302325581)","(4.8, 5.4, 5.130769230769231)","(2.3, 2.56, 2.46)"
09-01-2023 17:26:13.786485,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 6.8500000000000005)","(4.8, 5.4, 5.122222222222223)","(2.3, 2.56, 2.4723076923076923)"
09-01-2023 17:26:14.841634,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 6.8500000000000005)","(4.8, 5.4, 5.122222222222223)","(2.3, 2.58, 2.4723076923076923)"
09-01-2023 17:26:15.887280,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.44)","(5.0, 7.2, 6.8500000000000005)","(4.8, 5.4, 4.90489396411093)","(2.3, 2.58, 2.48)"
09-01-2023 17:26:16.993052,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.90489396411093)","(2.3, 2.58, 2.48)"
09-01-2023 17:26:18.069976,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.90489396411093)","(2.3, 2.58, 2.48)"
09-01-2023 17:26:19.135104,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.033333333333333)","(2.3, 2.58, 2.4909090909090907)"
09-01-2023 17:26:20.186311,"(17.0, 36.0, 29.6)","(51.0, 270.0, 196.66666666666666)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.3, 4.988888888888889)","(2.3, 2.58, 2.4909090909090907)"
09-01-2023 17:26:21.190893,"(17.0, 36.0, 29.6)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.3, 4.988888888888889)","(2.3, 2.58, 2.4909090909090907)"
09-01-2023 17:26:22.224328,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.3, 4.902487562189055)","(2.3, 2.58, 2.4909090909090907)"
09-01-2023 17:26:23.232141,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 131.25)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.902487562189055)","(2.3, 2.58, 2.4909090909090907)"
09-01-2023 17:26:24.229688,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 123.75)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.902487562189055)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:25.294655,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.902487562189055)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:26.336055,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.902487562189055)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:27.422557,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.672727272727272)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.902487562189055)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:28.450814,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.364705882352942)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.902487562189055)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:29.653614,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.364705882352942)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.904942339373971)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:30.788303,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.364705882352942)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.904942339373971)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:31.890609,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.364705882352942)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.904942339373971)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:32.893535,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.364705882352942)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.904942339373971)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:33.868495,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.364705882352942)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.904942339373971)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:34.863465,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 9.0, 8.600000000000001)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 4.904942339373971)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:35.870857,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.415384615384616)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:36.960978,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 190.0)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.58, 2.4694736842105263)"
09-01-2023 17:26:38.003257,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 203.33333333333334)","(41.0, 140.0, 130.71428571428572)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.58, 2.52)"
09-01-2023 17:26:39.136079,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 203.33333333333334)","(41.0, 140.0, 123.75)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.6, 2.5314285714285716)"
09-01-2023 17:26:40.265865,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.6, 2.4776470588235293)"
09-01-2023 17:26:41.320838,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.6, 2.4892307692307694)"
09-01-2023 17:26:42.445883,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.6, 2.4892307692307694)"
09-01-2023 17:26:43.529400,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.6, 2.4776470588235293)"
09-01-2023 17:26:44.637163,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181686310063464)","(2.3, 2.6, 2.4776470588235293)"
09-01-2023 17:26:45.779450,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181521739130435)","(2.3, 2.6, 2.4892307692307694)"
09-01-2023 17:26:46.895659,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.25)","(4.2, 8.8, 8.085714285714285)","(5.0, 7.2, 7.056410256410256)","(4.8, 5.4, 5.181521739130435)","(2.3, 2.6, 2.4892307692307694)"
09-01-2023 17:26:47.976945,"(17.0, 36.0, 29.142857142857142)","(51.0, 270.0, 210.0)","(41.0, 140.0, 130.0)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 7.9818181818181815)","(5.0, 7.2, 7.072727272727273)","(4.8, 5.4, 4.801988071570577)","(2.3, 2.6, 2.6)"
09-01-2023 17:26:49.027989,"(17.0, 36.0, 29.066666666666666)","(51.0, 270.0, 210.0)","(41.0, 140.0, 121.66666666666666)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.421052631578949)","(5.0, 7.2, 7.072727272727273)","(4.8, 5.0, 4.801988071570577)","(2.3, 2.62, 2.601176470588235)"
09-01-2023 17:26:50.046374,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 121.66666666666666)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.472727272727273)","(5.0, 7.2, 7.072727272727273)","(4.8, 5.0, 4.801988071570577)","(2.3, 2.62, 2.508)"
09-01-2023 17:26:51.043073,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 121.66666666666666)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.421052631578949)","(5.0, 7.2, 7.0634146341463415)","(4.8, 5.0, 4.834825870646766)","(2.3, 2.62, 2.5956521739130434)"
09-01-2023 17:26:52.041421,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 123.33333333333334)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.421052631578949)","(5.0, 7.2, 7.0634146341463415)","(4.8, 5.0, 4.8347107438016526)","(2.3, 2.62, 2.592)"
09-01-2023 17:26:53.047205,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 123.33333333333334)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.421052631578949)","(5.0, 7.2, 7.0634146341463415)","(4.8, 5.0, 4.8347107438016526)","(2.3, 2.62, 2.592)"
09-01-2023 17:26:54.116300,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 123.33333333333334)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.472727272727273)","(5.0, 7.2, 7.0634146341463415)","(4.8, 5.0, 4.8368678629690045)","(2.3, 2.62, 2.592)"
09-01-2023 17:26:55.128159,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 123.33333333333334)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.472727272727273)","(5.0, 7.2, 7.0634146341463415)","(4.8, 5.0, 4.8368678629690045)","(2.3, 2.62, 2.592)"
09-01-2023 17:26:56.153056,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 123.33333333333334)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.472727272727273)","(5.0, 7.2, 7.0634146341463415)","(4.8, 5.0, 4.8368678629690045)","(2.3, 2.62, 2.5945454545454547)"
09-01-2023 17:26:57.130414,"(17.0, 36.0, 29.0)","(51.0, 270.0, 210.0)","(41.0, 140.0, 123.33333333333334)","(8.0, 13.5, 13.34375)","(4.2, 8.8, 8.472727272727273)","(5.0, 7.2, 7.0634146341463415)","(4.8, 5.0, 4.8368678629690045)","(2.3, 2.62, 2.5828571428571427)"
