,Jessore,Under Study,Velocity Zaylia,On The Tequila,Cyclone Jane,Jax Bale
04-01-2023 14:13:31.500588,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:32.521301,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:33.488092,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:34.470703,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:35.469445,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:36.404744,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:37.336263,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:38.276871,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:39.193713,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.457692307692308)"
04-01-2023 14:13:40.172239,"(2.45, 3.95, 3.52)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.9, 4.633333333333334)"
04-01-2023 14:13:41.166106,"(2.45, 3.95, 3.526666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:42.215254,"(2.45, 4.0, 3.434285714285714)","(16.0, 46.0, 19.866666666666667)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:43.554548,"(2.45, 3.9, 3.493333333333333)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:44.758860,"(2.45, 3.9, 3.493333333333333)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 9.92)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:45.648807,"(2.45, 3.9, 3.5949999999999998)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.71304347826087)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:46.604226,"(2.45, 3.9, 3.5949999999999998)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.71304347826087)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:47.726711,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 11.043478260869565)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:49.108309,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 11.043478260869565)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:50.380195,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 11.043478260869565)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:51.838651,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 19.866666666666667)","(5.0, 5.5, 5.32)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:52.869676,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 19.866666666666667)","(5.0, 5.5, 4.823076923076923)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.457692307692308)"
04-01-2023 14:13:54.052089,"(2.45, 3.9, 3.086666666666667)","(16.0, 46.0, 21.5)","(5.0, 5.5, 4.823076923076923)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.9, 4.633333333333334)"
04-01-2023 14:13:55.203535,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 21.5)","(5.0, 5.5, 4.823076923076923)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:56.393954,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.011111111111111)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:57.499837,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 21.5)","(5.0, 5.5, 5.011111111111111)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:58.475797,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 21.5)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:13:59.464691,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:00.697165,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:01.913770,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:03.060183,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:04.232079,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:05.583343,"(2.45, 3.9, 3.557142857142857)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:06.718202,"(2.45, 3.9, 2.8578947368421055)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:08.204943,"(2.45, 3.9, 3.1423076923076927)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:09.486386,"(2.45, 3.85, 3.1423076923076927)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:10.635668,"(2.45, 3.8, 3.4857142857142858)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:11.769135,"(2.45, 3.8, 3.4857142857142858)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:12.961133,"(2.45, 3.85, 3.41875)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:14.362348,"(2.45, 3.85, 3.41875)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.457692307692308)"
04-01-2023 14:14:15.852901,"(2.45, 3.85, 2.9725)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.9, 4.633333333333334)"
04-01-2023 14:14:16.988725,"(2.45, 3.85, 3.41875)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:18.134102,"(2.45, 3.85, 3.0382352941176474)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:19.319472,"(2.45, 3.85, 3.0382352941176474)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:20.472585,"(2.45, 3.85, 2.822340425531915)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:21.622105,"(2.45, 3.85, 2.822340425531915)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:22.729019,"(2.45, 3.85, 3.0026315789473683)","(16.0, 46.0, 25.36842105263158)","(5.0, 5.5, 4.95)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:23.798200,"(2.45, 3.85, 3.0026315789473683)","(16.0, 42.0, 30.857142857142854)","(5.0, 5.5, 5.203846153846154)","(3.8, 5.3, 4.7)","(8.5, 16.0, 10.110000000000001)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:24.931147,"(2.45, 3.85, 2.746279069767442)","(16.0, 42.0, 30.857142857142854)","(5.0, 5.5, 5.15)","(3.8, 5.3, 4.633333333333334)","(8.5, 16.0, 10.006666666666668)","(4.2, 5.8, 4.633333333333334)"
04-01-2023 14:14:26.070202,"(2.45, 3.85, 2.836521739130435)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.15)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 4.9875)"
04-01-2023 14:14:27.151281,"(2.45, 3.85, 2.836521739130435)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.339583333333334)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 4.9875)"
04-01-2023 14:14:28.289002,"(2.45, 3.85, 2.836521739130435)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 4.992307692307692)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 4.858333333333333)"
04-01-2023 14:14:29.264274,"(2.45, 3.85, 2.7853488372093023)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 4.992307692307692)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.9, 5.3625)"
04-01-2023 14:14:30.344595,"(2.45, 3.85, 2.854782608695652)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 4.992307692307692)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 5.3625)"
04-01-2023 14:14:31.442689,"(2.45, 3.85, 2.854782608695652)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 4.992307692307692)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 5.3625)"
04-01-2023 14:14:32.685632,"(2.45, 3.85, 2.854782608695652)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.185714285714286)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 5.15)"
04-01-2023 14:14:34.020849,"(2.45, 3.85, 2.854782608695652)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.185714285714286)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 5.3)"
04-01-2023 14:14:35.164186,"(2.45, 3.85, 2.854782608695652)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.185714285714286)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 4.83939393939394)"
04-01-2023 14:14:36.084138,"(2.45, 3.85, 2.854782608695652)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.185714285714286)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.9, 5.3)"
04-01-2023 14:14:37.140992,"(2.45, 3.85, 2.9512)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.3533333333333335)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 5.3)"
04-01-2023 14:14:38.229889,"(2.45, 3.85, 2.9512)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.076923076923077)","(3.8, 5.1, 4.633333333333334)","(8.5, 16.0, 10.0)","(4.2, 5.8, 5.3)"
04-01-2023 14:14:39.231625,"(2.45, 3.85, 2.9512)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.076923076923077)","(3.8, 5.1, 4.8999999999999995)","(8.5, 16.0, 12.65)","(4.2, 5.8, 4.8)"
04-01-2023 14:14:40.169198,"(2.45, 3.85, 2.9512)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.076923076923077)","(3.8, 5.1, 4.4222222222222225)","(8.5, 15.5, 12.65)","(4.2, 5.8, 4.8)"
04-01-2023 14:14:41.233091,"(2.5, 3.85, 2.9512)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.4222222222222225)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.8)"
04-01-2023 14:14:42.273256,"(2.5, 3.85, 2.9512)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.4222222222222225)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.6499999999999995)"
04-01-2023 14:14:43.327305,"(2.5, 3.85, 2.8244186046511626)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.4222222222222225)","(9.0, 15.5, 12.65)","(4.4, 5.9, 4.8)"
04-01-2023 14:14:44.302650,"(2.5, 3.85, 2.9344444444444444)","(16.0, 42.0, 30.413793103448278)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.4222222222222225)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.8)"
04-01-2023 14:14:45.534560,"(2.5, 3.85, 2.9344444444444444)","(16.0, 42.0, 28.58823529411765)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.991044776119403)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.8)"
04-01-2023 14:14:46.865557,"(2.5, 3.85, 2.9344444444444444)","(16.0, 42.0, 28.58823529411765)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.3)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.8)"
04-01-2023 14:14:47.839933,"(2.5, 3.85, 2.9344444444444444)","(16.0, 42.0, 28.58823529411765)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.45)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.8)"
04-01-2023 14:14:48.931710,"(2.5, 3.85, 2.9344444444444444)","(16.0, 34.0, 33.0)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.45)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.6499999999999995)"
04-01-2023 14:14:50.003827,"(2.5, 3.85, 2.9344444444444444)","(16.0, 34.0, 33.0)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.0181818181818185)","(9.0, 15.5, 12.65)","(4.4, 5.9, 4.8)"
04-01-2023 14:14:50.979358,"(2.5, 3.8, 3.5199999999999996)","(16.0, 34.0, 33.0)","(5.0, 5.5, 5.076923076923077)","(3.9, 5.2, 4.0181818181818185)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.72)"
04-01-2023 14:14:51.883143,"(2.5, 3.8, 3.265454545454545)","(16.0, 34.0, 33.0)","(5.0, 5.5, 5.2105263157894735)","(3.9, 5.2, 4.2384615384615385)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.72)"
04-01-2023 14:14:52.976559,"(2.5, 3.8, 3.265454545454545)","(16.0, 32.0, 30.352941176470587)","(5.0, 5.5, 5.2105263157894735)","(3.9, 5.2, 4.2384615384615385)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.72)"
04-01-2023 14:14:54.101519,"(2.5, 3.8, 3.265454545454545)","(16.0, 32.0, 30.352941176470587)","(5.0, 5.5, 5.2105263157894735)","(3.9, 5.2, 4.533333333333333)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.72)"
04-01-2023 14:14:55.147271,"(2.5, 3.8, 3.265454545454545)","(16.0, 32.0, 30.352941176470587)","(5.0, 5.5, 5.2105263157894735)","(3.9, 5.2, 4.199999999999999)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.635294117647058)"
04-01-2023 14:14:56.135748,"(2.5, 3.8, 3.38)","(16.0, 32.0, 26.75)","(5.0, 5.5, 5.369047619047619)","(3.9, 5.2, 4.199999999999999)","(9.0, 15.5, 12.65)","(4.4, 5.8, 4.7375)"
04-01-2023 14:14:57.119681,"(2.5, 3.8, 3.38)","(16.0, 32.0, 26.75)","(5.0, 5.5, 5.369047619047619)","(3.9, 5.2, 4.199999999999999)","(9.0, 15.5, 12.65)","(4.4, 5.7, 4.766666666666667)"
04-01-2023 14:14:58.123152,"(2.5, 3.8, 3.4968421052631578)","(16.0, 32.0, 26.75)","(5.0, 5.5, 5.369047619047619)","(3.9, 5.2, 4.199999999999999)","(9.0, 15.5, 12.65)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:14:59.214017,"(2.5, 3.8, 3.4968421052631578)","(16.0, 32.0, 26.75)","(5.0, 5.5, 5.369047619047619)","(3.9, 5.2, 4.199999999999999)","(9.0, 15.5, 12.65)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:00.247967,"(2.5, 3.8, 3.4968421052631578)","(16.0, 32.0, 26.75)","(5.0, 5.5, 5.316666666666666)","(3.9, 5.2, 4.533333333333333)","(9.0, 15.5, 12.65)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:01.314284,"(2.5, 3.8, 3.4968421052631578)","(16.0, 32.0, 26.52173913043478)","(5.0, 5.5, 5.316666666666666)","(3.9, 5.2, 4.533333333333333)","(9.0, 15.5, 12.65)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:02.504242,"(2.5, 3.8, 3.4968421052631578)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.15625)","(3.9, 5.2, 4.533333333333333)","(9.0, 15.5, 10.940000000000001)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:03.587348,"(2.5, 3.85, 3.7905882352941176)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.5, 11.533333333333333)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:04.552251,"(2.5, 4.0, 3.715)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 11.533333333333333)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:05.701838,"(2.5, 4.0, 3.715)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 11.533333333333333)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:06.890514,"(2.5, 4.0, 3.715)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 11.533333333333333)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:08.134544,"(2.5, 4.0, 3.715)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 10.047619047619047)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:09.127107,"(2.5, 4.0, 3.7988235294117647)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 10.047619047619047)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:10.036636,"(2.5, 4.0, 3.7988235294117647)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 10.047619047619047)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:11.058320,"(2.5, 4.0, 3.7988235294117647)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 10.047619047619047)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:12.091440,"(2.5, 4.0, 3.7988235294117647)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 10.047619047619047)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:13.105047,"(2.5, 4.0, 3.7988235294117647)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 10.047619047619047)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:14.192649,"(2.5, 4.0, 3.7988235294117647)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.225)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 10.047619047619047)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:15.272916,"(2.5, 4.0, 3.7988235294117647)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 15.0, 11.200000000000001)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:16.302111,"(2.5, 4.0, 3.725)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 11.200000000000001)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:17.249298,"(2.5, 4.0, 3.725)","(16.0, 32.0, 20.954545454545453)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:18.236487,"(2.5, 4.0, 3.725)","(16.0, 32.0, 19.85)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:19.312527,"(2.5, 4.0, 3.725)","(16.0, 32.0, 20.954545454545453)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:20.375868,"(2.5, 4.0, 3.725)","(16.0, 32.0, 20.954545454545453)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:21.373012,"(2.5, 4.0, 3.725)","(16.0, 32.0, 20.954545454545453)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:22.404315,"(2.5, 4.0, 3.725)","(16.0, 32.0, 20.954545454545453)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:23.379521,"(2.5, 4.0, 3.725)","(16.0, 32.0, 19.785714285714285)","(5.0, 5.5, 5.241176470588235)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:24.329465,"(2.5, 4.0, 3.725)","(16.0, 32.0, 22.5)","(5.0, 5.5, 5.337037037037037)","(3.9, 5.2, 4.381818181818182)","(9.0, 14.0, 9.990909090909092)","(4.4, 5.6, 4.766666666666667)"
04-01-2023 14:15:25.268703,"(2.5, 4.0, 3.725)","(16.0, 32.0, 22.5)","(5.0, 5.5, 5.337037037037037)","(3.9, 5.2, 4.4125)","(9.0, 14.0, 10.021052631578948)","(4.4, 5.6, 5.319999999999999)"
04-01-2023 14:15:26.278666,"(2.5, 3.95, 3.263333333333333)","(16.0, 32.0, 20.46153846153846)","(5.0, 5.5, 5.466666666666667)","(3.9, 5.1, 4.3999999999999995)","(9.0, 14.0, 10.021052631578948)","(4.4, 5.6, 5.319999999999999)"
04-01-2023 14:15:27.335837,"(2.5, 3.95, 3.474615384615385)","(16.0, 32.0, 22.0)","(5.0, 5.5, 5.466666666666667)","(3.9, 5.1, 4.3999999999999995)","(9.0, 14.0, 10.021052631578948)","(4.4, 5.6, 5.319999999999999)"
04-01-2023 14:15:28.346332,"(2.5, 3.9, 3.5165217391304346)","(16.0, 32.0, 22.0)","(5.0, 5.5, 5.466666666666667)","(3.9, 5.1, 4.3999999999999995)","(9.0, 14.0, 10.021052631578948)","(4.4, 5.6, 5.319999999999999)"
