,Whiskey Chaser,Call Me Jim,Deadly Ambition,Jills A Star,Kelseys Girl,Blue Scotch Boy,Brooklyn Star,Smug Doug
04-01-2023 13:44:08.774942,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 104.28571428571428)","(18.0, 25.0, 21.666666666666668)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:44:09.834928,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 104.28571428571428)","(18.0, 25.0, 21.666666666666668)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:44:10.917070,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 98.5)","(18.0, 25.0, 21.666666666666668)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:12.020601,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 98.5)","(18.0, 25.0, 21.666666666666668)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:13.133093,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 98.5)","(18.0, 25.0, 22.176470588235293)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:14.242534,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 98.5)","(18.0, 25.0, 22.176470588235293)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.53846153846154)"
04-01-2023 13:44:15.306097,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 98.5)","(18.0, 25.0, 22.176470588235293)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:16.353488,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.571428571428573)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:17.357264,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.571428571428573)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:18.436212,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.571428571428573)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:19.547927,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.571428571428573)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:20.643044,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.666666666666668)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 20.428571428571427)"
04-01-2023 13:44:21.680158,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.666666666666668)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 23.0, 19.46153846153846)"
04-01-2023 13:44:22.692392,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 19.46153846153846)"
04-01-2023 13:44:23.727551,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 19.46153846153846)"
04-01-2023 13:44:24.816676,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:25.842395,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:26.846606,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.533333333333333)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:27.913190,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.533333333333333)","(10.0, 21.0, 18.846153846153847)"
04-01-2023 13:44:28.963764,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.533333333333333)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:44:30.064767,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.533333333333333)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:31.153188,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:32.153184,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:33.142015,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.470588235294116)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:34.198463,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:35.243952,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.53846153846154)"
04-01-2023 13:44:36.273244,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:37.318374,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:38.376408,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:39.458417,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:40.563342,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.629230769230769)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:44:41.657742,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 20.428571428571427)"
04-01-2023 13:44:42.666274,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 23.0, 19.46153846153846)"
04-01-2023 13:44:43.687083,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:44.748331,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:45.899668,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:47.048538,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:48.201603,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:44:49.249234,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.846153846153847)"
04-01-2023 13:44:50.279863,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:44:51.432495,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.0)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.571111111111111)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:44:52.593221,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.76, 2.6275)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:53.736221,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.74, 2.601538461538462)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:54.816650,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.74, 2.601538461538462)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.5)"
04-01-2023 13:44:55.913337,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.74, 2.601538461538462)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 19.18181818181818)"
04-01-2023 13:44:57.014563,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.74, 2.601538461538462)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 19.18181818181818)"
04-01-2023 13:44:58.146292,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.74, 2.601538461538462)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 19.18181818181818)"
04-01-2023 13:44:59.375497,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.74, 2.601538461538462)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 19.18181818181818)"
04-01-2023 13:45:00.578127,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.74, 2.58)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 19.18181818181818)"
04-01-2023 13:45:01.709187,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 20.0, 18.53846153846154)"
04-01-2023 13:45:02.797230,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:03.903510,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:05.078152,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:06.254727,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:07.370734,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:08.525305,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.25)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 19.5, 19.46153846153846)"
04-01-2023 13:45:09.528671,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.25)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 19.46153846153846)"
04-01-2023 13:45:10.631431,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.11111111111111)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 19.46153846153846)"
04-01-2023 13:45:11.699639,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.88235294117647)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 19.46153846153846)"
04-01-2023 13:45:12.777025,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.9375)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.5252173913043476)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:45:13.794708,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.9375)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.48)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:45:14.797802,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 20.9375)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.48)","(5.0, 6.4, 5.822222222222222)","(10.0, 21.0, 18.846153846153847)"
04-01-2023 13:45:15.908600,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 25.0, 21.714285714285715)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.48)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:45:17.032416,"(3.2, 4.8, 4.0)","(21.0, 50.0, 40.4)","(26.0, 220.0, 96.25)","(18.0, 24.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.48)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:45:18.386953,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.5)"
04-01-2023 13:45:19.464265,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.5)"
04-01-2023 13:45:20.564405,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.5)"
04-01-2023 13:45:21.629517,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 20.0, 19.18181818181818)"
04-01-2023 13:45:22.744581,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.53846153846154)"
04-01-2023 13:45:23.848568,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 100.0)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:24.856309,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:25.909305,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:26.946835,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:28.005215,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.52)","(5.0, 6.4, 5.88)","(10.0, 19.5, 18.53846153846154)"
04-01-2023 13:45:29.040903,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.622608695652174)","(5.0, 6.4, 5.88)","(10.0, 19.5, 19.46153846153846)"
04-01-2023 13:45:30.085296,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.626666666666667)","(5.0, 6.4, 5.88)","(10.0, 21.0, 19.46153846153846)"
04-01-2023 13:45:31.178396,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.626666666666667)","(5.0, 6.4, 5.88)","(10.0, 21.0, 19.46153846153846)"
04-01-2023 13:45:32.306366,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.626666666666667)","(5.0, 6.4, 5.88)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:45:33.383291,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.626666666666667)","(5.0, 6.4, 5.88)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:45:34.530161,"(3.2, 4.8, 4.0)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.72, 2.58625)","(5.0, 6.4, 5.88)","(10.0, 21.0, 18.77777777777778)"
04-01-2023 13:45:35.659297,"(3.2, 4.8, 4.32)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.7, 2.5375)","(5.0, 6.4, 5.88)","(10.0, 21.0, 18.846153846153847)"
04-01-2023 13:45:36.893225,"(3.2, 4.8, 4.033333333333333)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.7, 2.5375)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.846153846153847)"
04-01-2023 13:45:37.960052,"(3.2, 4.8, 4.033333333333333)","(21.0, 50.0, 39.714285714285715)","(26.0, 220.0, 96.25)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.7, 2.5375)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.5)"
04-01-2023 13:45:39.102522,"(3.2, 4.8, 4.033333333333333)","(21.0, 50.0, 40.4)","(26.0, 220.0, 100.0)","(18.0, 23.0, 21.5)","(5.5, 24.0, 20.88888888888889)","(2.6, 2.7, 2.5375)","(5.0, 6.4, 5.88)","(10.0, 20.0, 18.5)"
