,Thrill,Lollipop Ed,Custodial,Zambora Blaster,Cantata,Handsome Harry,Nokosi,Whisky In Rio
285,"[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 8, 506224), 3.8, 5.7]"
286,"[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 9, 663324), 3.8, 5.7]"
287,"[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 10, 807930), 3.8, 5.7]"
288,"[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 11, 961604), 3.8, 5.7]"
289,"[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 13, 113633), 3.8, 5.7]"
290,"[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 14, 310267), 3.8, 5.7]"
291,"[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 15, 493381), 3.8, 5.7]"
292,"[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 16, 676208), 3.8, 5.7]"
293,"[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 17, 862327), 3.8, 5.7]"
294,"[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 19, 80276), 3.8, 5.7]"
295,"[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 20, 268371), 3.8, 5.7]"
296,"[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 21, 454298), 3.8, 5.7]"
297,"[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 22, 634192), 3.8, 5.7]"
298,"[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 23, 778333), 3.8, 5.7]"
299,"[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 25, 6517), 3.8, 5.7]"
300,"[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 26, 183328), 3.8, 5.7]"
301,"[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 27, 383310), 3.8, 5.7]"
302,"[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 28, 791504), 3.8, 5.7]"
303,"[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 30, 24203), 3.8, 5.7]"
304,"[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 31, 272120), 3.8, 5.7]"
305,"[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 32, 548207), 3.8, 5.7]"
306,"[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 33, 763239), 3.8, 5.7]"
307,"[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 35, 12193), 3.8, 5.7]"
308,"[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 36, 234405), 3.8, 5.7]"
309,"[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 37, 433346), 3.8, 5.7]"
310,"[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 38, 667194), 3.8, 5.7]"
311,"[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 39, 817733), 3.8, 5.7]"
312,"[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 40, 976837), 3.8, 5.7]"
313,"[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 42, 121179), 3.8, 5.7]"
314,"[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 43, 274404), 3.8, 5.7]"
315,"[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 44, 427806), 3.8, 5.7]"
316,"[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 45, 582160), 3.8, 5.7]"
317,"[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 46, 761353), 3.8, 5.7]"
318,"[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 47, 933683), 3.8, 5.7]"
319,"[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 49, 134407), 3.8, 5.7]"
320,"[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 50, 315093), 3.8, 5.7]"
321,"[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 51, 493558), 3.8, 5.7]"
322,"[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 643100), 3.8, 5.7]"
323,"[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 807141), 3.8, 5.7]"
324,"[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 967636), 3.8, 5.7]"
325,"[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 2.8, 3.7]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 3.6, 5.3]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 4.8, 11.5]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 18.0, 140.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 26.0, 230.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 18.0, 60.0]","[datetime.datetime(2022, 11, 28, 19, 14, 56, 116940), 3.8, 5.7]"
