,Aston Charlie,Chilli On Ice,Fizzy Crest,Gable,Woodside Gracie,Stella Star
04-01-2023 10:35:44.553055,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:45.741698,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:46.813168,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:47.893971,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:48.930987,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:49.942933,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:50.938300,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:51.948698,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:52.996829,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:54.069301,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:55.159662,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:56.253697,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:57.290007,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:58.341160,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:35:59.406388,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:00.456560,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:01.465621,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:02.674254,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:03.748551,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:04.783265,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:05.619455,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:06.552004,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:07.442608,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:08.388118,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:09.349738,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:10.271540,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:11.194075,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:12.056333,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:12.964348,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:13.836592,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:14.759367,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:15.707470,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:16.664343,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:17.668409,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:18.699063,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:19.680721,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:20.726060,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:21.767154,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:22.801531,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:23.775009,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:24.677621,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:25.571801,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:26.441355,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:27.338651,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:28.229979,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:29.092849,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:29.970935,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:30.818874,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:31.697204,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:32.571602,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:33.441553,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:34.382961,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:35.298468,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:36.219689,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:37.146426,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:38.047231,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:38.912136,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:39.774446,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:40.600019,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:41.439660,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:42.354793,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:43.206470,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:44.157519,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:45.031804,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:45.949921,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:46.843856,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:47.705846,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:48.594262,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:49.448149,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:50.321778,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:51.179402,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:52.054949,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:52.942818,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:53.810990,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:54.737975,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:55.641136,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:56.586935,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:57.534532,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:58.463785,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:36:59.415431,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:00.322949,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:01.235290,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:02.117719,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:03.000346,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:03.863442,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:04.718589,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:05.575956,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:06.471609,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:07.371069,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:08.294323,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:09.160254,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:10.110046,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:10.993466,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:11.914464,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:12.819456,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:13.701731,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:14.565158,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:15.397969,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:16.241621,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:17.123874,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:17.999249,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:18.921898,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:19.825466,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:20.740247,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:21.623804,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
04-01-2023 10:37:22.519068,"(3.1, 4.5, 3.75)","(6.0, 13.0, 12.391304347826088)","(3.1, 4.8, 3.585)","(8.0, 16.0, 12.655555555555555)","(3.4, 5.4, 3.8444444444444446)","(9.0, 18.5, 10.871428571428572)"
