,Bello Beau,Russian Roni,Royal And Tough,Happy Clan,Sharmas Last,Cornelian Bay,Froland,Geegees Gemstone,Jaguar Stone
06-01-2023 16:12:41.057359,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.704615384615385)","(12.0, 27.0, 26.1)","(81.0, 110.0, 105.0)","(20.0, 34.0, 30.5)","(91.0, 140.0, 120.0)","(101.0, 530.0, 395.0)","(101.0, 170.0, 128.33333333333334)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:42.182219,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.704615384615385)","(12.0, 27.0, 26.1)","(81.0, 110.0, 105.0)","(20.0, 34.0, 30.5)","(91.0, 140.0, 120.0)","(101.0, 610.0, 395.0)","(101.0, 170.0, 128.33333333333334)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:43.232620,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.704615384615385)","(12.0, 27.0, 26.1)","(81.0, 110.0, 105.0)","(20.0, 34.0, 30.5)","(91.0, 140.0, 120.0)","(101.0, 610.0, 395.0)","(101.0, 170.0, 128.33333333333334)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:44.371370,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(81.0, 110.0, 105.0)","(20.0, 34.0, 31.0)","(91.0, 140.0, 120.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 128.33333333333334)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:45.582655,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 120.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:46.789001,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 120.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:48.007116,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 120.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:49.189750,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 124.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:50.334560,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 124.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:51.559752,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 124.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:52.965200,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 124.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:54.129945,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 124.0)","(101.0, 600.0, 326.66666666666663)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:55.347334,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.1)","(71.0, 110.0, 105.0)","(20.0, 34.0, 30.57142857142857)","(91.0, 140.0, 124.0)","(101.0, 560.0, 306.6666666666667)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:56.557188,"(1.85, 2.16, 2.1564705882352944)","(2.4, 2.74, 2.6515384615384616)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(20.0, 34.0, 28.0)","(91.0, 140.0, 124.0)","(101.0, 540.0, 355.0)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:57.735711,"(1.85, 2.16, 2.1420000000000003)","(2.4, 2.74, 2.6839024390243904)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(20.0, 29.0, 28.0)","(91.0, 140.0, 124.0)","(101.0, 520.0, 272.5)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:12:58.920669,"(1.85, 2.16, 2.1420000000000003)","(2.4, 2.74, 2.6839024390243904)","(12.0, 27.0, 26.25)","(71.0, 110.0, 100.0)","(20.0, 29.0, 24.4)","(91.0, 140.0, 124.0)","(101.0, 520.0, 270.0)","(101.0, 170.0, 127.14285714285714)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:00.154715,"(1.85, 2.16, 2.148)","(2.4, 2.74, 2.7202857142857146)","(12.0, 27.0, 26.25)","(71.0, 110.0, 100.0)","(20.0, 26.0, 25.2)","(91.0, 140.0, 125.0)","(101.0, 510.0, 335.0)","(101.0, 170.0, 136.66666666666666)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:01.346457,"(1.85, 2.18, 2.1148837209302327)","(2.4, 2.74, 2.713714285714286)","(12.0, 27.0, 26.25)","(71.0, 110.0, 100.0)","(20.0, 26.0, 24.0)","(91.0, 140.0, 128.57142857142858)","(101.0, 500.0, 330.0)","(101.0, 170.0, 145.0)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:02.545514,"(1.85, 2.18, 2.1431578947368424)","(2.4, 2.74, 2.6839024390243904)","(12.0, 27.0, 26.25)","(71.0, 110.0, 100.0)","(20.0, 26.0, 24.0)","(91.0, 140.0, 117.14285714285714)","(101.0, 490.0, 245.0)","(101.0, 170.0, 136.66666666666666)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:03.827453,"(1.85, 2.18, 2.1434951456310682)","(2.4, 2.74, 2.6794736842105267)","(12.0, 27.0, 26.25)","(71.0, 110.0, 100.0)","(20.0, 26.0, 24.0)","(91.0, 140.0, 124.0)","(101.0, 470.0, 266.6666666666667)","(101.0, 170.0, 130.0)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:05.041905,"(1.85, 2.18, 2.1434951456310682)","(2.4, 2.74, 2.6794736842105267)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(20.0, 26.0, 25.727272727272727)","(91.0, 140.0, 128.57142857142858)","(101.0, 460.0, 288.0)","(101.0, 170.0, 130.0)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:06.247411,"(1.85, 2.18, 2.1434951456310682)","(2.4, 2.74, 2.6794736842105267)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(20.0, 26.0, 25.727272727272727)","(91.0, 140.0, 128.57142857142858)","(101.0, 450.0, 250.0)","(101.0, 170.0, 130.0)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:07.385767,"(1.85, 2.18, 2.1434951456310682)","(2.4, 2.74, 2.6794736842105267)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 128.57142857142858)","(101.0, 430.0, 236.0)","(101.0, 170.0, 130.0)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:08.602454,"(1.85, 2.18, 2.1434951456310682)","(2.4, 2.74, 2.6794736842105267)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 128.57142857142858)","(101.0, 420.0, 236.0)","(101.0, 170.0, 130.0)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:09.779097,"(1.85, 2.18, 2.155741935483871)","(2.4, 2.74, 2.6794736842105267)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 420.0, 245.0)","(101.0, 170.0, 130.0)","(12.0, 16.5, 15.527027027027026)"
06-01-2023 16:13:10.950703,"(1.85, 2.18, 2.155741935483871)","(2.4, 2.74, 2.6794736842105267)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 410.0, 232.0)","(101.0, 170.0, 130.0)","(12.0, 16.5, 15.052631578947368)"
06-01-2023 16:13:12.158621,"(1.85, 2.16, 2.1567123287671235)","(2.4, 2.74, 2.686923076923077)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 400.0, 260.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 15.052631578947368)"
06-01-2023 16:13:13.372881,"(1.85, 2.16, 2.131764705882353)","(2.4, 2.74, 2.686923076923077)","(12.0, 27.0, 26.11111111111111)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 125.0)","(101.0, 400.0, 255.0)","(101.0, 170.0, 145.0)","(12.0, 16.0, 15.052631578947368)"
06-01-2023 16:13:14.593698,"(1.85, 2.16, 2.131764705882353)","(2.4, 2.74, 2.686923076923077)","(12.0, 27.0, 26.11111111111111)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 121.42857142857143)","(101.0, 450.0, 273.3333333333333)","(101.0, 170.0, 145.0)","(12.0, 16.0, 15.052631578947368)"
06-01-2023 16:13:15.788604,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6974074074074075)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 440.0, 255.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 15.052631578947368)"
06-01-2023 16:13:17.004044,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6974074074074075)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 450.0, 255.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 15.052631578947368)"
06-01-2023 16:13:18.204038,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6974074074074075)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 450.0, 460.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 15.052631578947368)"
06-01-2023 16:13:19.470483,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6742857142857144)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 730.0, 410.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:20.667364,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6742857142857144)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 630.0, 410.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:21.833238,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6742857142857144)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 630.0, 410.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:23.034087,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6742857142857144)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 630.0, 410.0)","(101.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:24.206203,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6742857142857144)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 630.0, 410.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:25.313471,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6742857142857144)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 630.0, 410.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:26.423320,"(1.85, 2.18, 2.123030303030303)","(2.4, 2.74, 2.6742857142857144)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 630.0, 240.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:27.537698,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.7449999999999997)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 390.0, 250.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:28.695232,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.7449999999999997)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 150.0, 127.27272727272728)","(101.0, 370.0, 220.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:30.202379,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 360.0, 225.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:31.496775,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 330.0, 220.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:32.716246,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 310.0, 245.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:34.024218,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 300.0, 208.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:35.240223,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:36.508096,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:37.668357,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:38.751084,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:39.852191,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:40.881127,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:42.063474,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:43.216159,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:44.301463,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:45.474836,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:46.574494,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:47.731994,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 25.727272727272727)","(91.0, 140.0, 130.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 130.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:48.937424,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.25)","(71.0, 110.0, 105.0)","(19.0, 26.0, 24.75)","(91.0, 140.0, 126.66666666666667)","(101.0, 280.0, 192.0)","(91.0, 170.0, 122.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:50.151879,"(1.85, 2.18, 2.1206315789473686)","(2.4, 2.76, 2.717142857142857)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 26.0, 28.285714285714285)","(91.0, 140.0, 120.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 138.0)","(12.0, 16.0, 15.258064516129032)"
06-01-2023 16:13:51.578162,"(1.85, 2.18, 2.1433766233766236)","(2.4, 2.76, 2.749565217391304)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 30.0, 28.285714285714285)","(91.0, 140.0, 120.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 138.0)","(12.0, 16.0, 15.258064516129032)"
06-01-2023 16:13:52.777922,"(1.85, 2.18, 2.1433766233766236)","(2.4, 2.76, 2.749565217391304)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 30.0, 27.0)","(91.0, 140.0, 120.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 138.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:53.939905,"(1.85, 2.18, 2.1433766233766236)","(2.4, 2.76, 2.7381818181818183)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 30.0, 27.0)","(91.0, 140.0, 120.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 138.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:55.272027,"(1.85, 2.18, 2.1433766233766236)","(2.4, 2.76, 2.7257142857142855)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 30.0, 27.692307692307693)","(91.0, 140.0, 120.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 138.0)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:56.479493,"(1.85, 2.18, 2.1433766233766236)","(2.4, 2.76, 2.7257142857142855)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 30.0, 27.692307692307693)","(91.0, 140.0, 120.0)","(101.0, 280.0, 200.0)","(91.0, 170.0, 143.33333333333334)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:57.617049,"(1.85, 2.18, 2.1433766233766236)","(2.4, 2.76, 2.7257142857142855)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 30.0, 27.692307692307693)","(91.0, 140.0, 120.0)","(101.0, 280.0, 213.33333333333334)","(91.0, 170.0, 136.66666666666666)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:58.705800,"(1.85, 2.18, 2.1433766233766236)","(2.4, 2.76, 2.7257142857142855)","(12.0, 27.0, 26.833333333333332)","(71.0, 110.0, 105.0)","(19.0, 30.0, 27.692307692307693)","(91.0, 140.0, 120.0)","(101.0, 280.0, 213.33333333333334)","(91.0, 170.0, 136.66666666666666)","(12.0, 16.0, 14.85)"
06-01-2023 16:13:59.770713,"(1.85, 2.16, 2.1331034482758624)","(2.4, 2.86, 2.8066666666666666)","(12.0, 29.0, 27.875)","(71.0, 110.0, 105.0)","(19.0, 30.0, 28.363636363636363)","(91.0, 140.0, 125.0)","(101.0, 280.0, 213.33333333333334)","(91.0, 170.0, 140.0)","(12.0, 15.5, 15.205882352941176)"
06-01-2023 16:14:00.875848,"(1.85, 2.16, 2.1331034482758624)","(2.4, 2.86, 2.8066666666666666)","(12.0, 29.0, 27.875)","(71.0, 110.0, 105.0)","(19.0, 30.0, 28.363636363636363)","(91.0, 140.0, 125.0)","(101.0, 280.0, 240.0)","(91.0, 170.0, 150.0)","(12.0, 15.5, 15.131578947368421)"
06-01-2023 16:14:01.975309,"(1.85, 2.16, 2.143225806451613)","(2.4, 2.68, 2.650526315789474)","(12.0, 29.0, 27.8)","(71.0, 110.0, 105.0)","(19.0, 30.0, 27.0)","(91.0, 140.0, 125.0)","(101.0, 330.0, 255.0)","(91.0, 170.0, 150.0)","(12.0, 15.5, 15.131578947368421)"
06-01-2023 16:14:03.085078,"(1.85, 2.16, 2.132142857142857)","(2.4, 2.8, 2.725)","(12.0, 29.0, 27.8)","(71.0, 110.0, 105.0)","(19.0, 30.0, 28.363636363636363)","(91.0, 140.0, 116.66666666666667)","(101.0, 320.0, 233.33333333333334)","(91.0, 170.0, 140.0)","(12.0, 15.5, 14.142857142857142)"
06-01-2023 16:14:04.346369,"(1.85, 2.16, 2.132142857142857)","(2.4, 2.8, 2.769230769230769)","(12.0, 29.0, 27.8)","(71.0, 110.0, 110.0)","(19.0, 30.0, 28.363636363636363)","(91.0, 150.0, 116.66666666666667)","(101.0, 320.0, 240.0)","(91.0, 170.0, 140.0)","(12.0, 15.0, 14.142857142857142)"
06-01-2023 16:14:05.503988,"(1.85, 2.16, 2.132142857142857)","(2.4, 2.8, 2.769230769230769)","(12.0, 29.0, 27.8)","(71.0, 120.0, 110.0)","(19.0, 30.0, 28.363636363636363)","(91.0, 150.0, 121.42857142857143)","(101.0, 320.0, 240.0)","(91.0, 170.0, 140.0)","(12.0, 15.0, 13.571428571428571)"
06-01-2023 16:14:06.689503,"(1.85, 2.16, 2.132142857142857)","(2.4, 2.78, 2.7736363636363635)","(12.0, 29.0, 27.8)","(71.0, 120.0, 110.0)","(19.0, 30.0, 28.363636363636363)","(91.0, 150.0, 121.42857142857143)","(101.0, 320.0, 240.0)","(91.0, 170.0, 140.0)","(12.0, 15.0, 13.571428571428571)"
06-01-2023 16:14:07.932869,"(1.85, 2.16, 2.132142857142857)","(2.4, 2.78, 2.769230769230769)","(12.0, 29.0, 27.8)","(71.0, 120.0, 106.66666666666667)","(19.0, 30.0, 28.363636363636363)","(91.0, 150.0, 126.0)","(101.0, 320.0, 260.0)","(91.0, 170.0, 143.33333333333334)","(12.0, 15.0, 13.333333333333334)"
06-01-2023 16:14:09.178236,"(1.85, 2.16, 2.132142857142857)","(2.4, 2.78, 2.7624999999999997)","(12.0, 29.0, 27.5)","(71.0, 130.0, 123.33333333333333)","(19.0, 30.0, 28.615384615384617)","(91.0, 150.0, 132.85714285714286)","(101.0, 320.0, 240.0)","(91.0, 170.0, 154.0)","(12.0, 15.0, 14.347826086956522)"
06-01-2023 16:14:10.388243,"(1.85, 2.16, 2.132142857142857)","(2.4, 2.8, 2.775)","(12.0, 30.0, 27.714285714285715)","(71.0, 130.0, 123.33333333333333)","(19.0, 30.0, 28.615384615384617)","(91.0, 150.0, 126.0)","(101.0, 320.0, 240.0)","(91.0, 170.0, 143.33333333333334)","(12.0, 15.0, 13.125)"
06-01-2023 16:14:11.567788,"(1.85, 2.16, 2.15890756302521)","(2.4, 2.8, 2.775)","(12.0, 30.0, 27.714285714285715)","(71.0, 160.0, 130.0)","(19.0, 30.0, 27.0)","(91.0, 150.0, 126.0)","(101.0, 320.0, 240.0)","(91.0, 170.0, 143.33333333333334)","(12.0, 15.0, 13.125)"
