,Dr Kye,Midnight Breeze,Say You Will,Fuse To Burn,Enraged,Wagner Bale
12-01-2023 17:45:29.473156,"(5.5, 11.0, 9.5)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.166666666666666)","(4.0, 5.5, 5.26)","(3.9, 5.4, 4.9)"
12-01-2023 17:45:30.779284,"(5.5, 11.0, 9.5)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.166666666666666)","(4.0, 5.5, 5.26)","(3.9, 5.4, 4.9)"
12-01-2023 17:45:32.480467,"(5.5, 11.0, 9.5)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.166666666666666)","(4.0, 5.5, 5.26)","(3.9, 5.4, 4.9)"
12-01-2023 17:45:33.636952,"(5.5, 11.0, 9.5)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.166666666666666)","(4.0, 5.5, 5.26)","(3.9, 5.4, 4.9)"
12-01-2023 17:45:35.035365,"(5.5, 11.0, 9.5)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 4.75)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:36.341340,"(5.5, 11.0, 9.5)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:37.626849,"(5.5, 11.0, 9.5)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:38.906988,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:40.108693,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:41.276277,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:42.470529,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:43.685964,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:44.977686,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:46.167960,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:47.333837,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:48.634669,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:50.216528,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:51.446613,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:52.670483,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:53.899309,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 5.075)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.4526315789473685)"
12-01-2023 17:45:55.096723,"(5.5, 10.5, 9.55)","(15.0, 65.0, 53.5)","(3.5, 5.0, 4.8)","(4.2, 5.3, 4.908333333333333)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:45:56.277470,"(5.5, 10.5, 9.55)","(15.0, 65.0, 60.4)","(3.5, 5.0, 4.8)","(4.2, 5.1, 4.908333333333333)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:45:57.367423,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 5.1, 4.908333333333333)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:45:58.544501,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 5.1, 4.908333333333333)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:45:59.794843,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 5.1, 4.908333333333333)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:00.943944,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 5.1, 4.325)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:02.083141,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 5.0, 4.741666666666667)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:03.255588,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.764285714285714)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:04.458520,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.620588235294118)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:05.575697,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.620588235294118)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:06.750764,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.620588235294118)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:07.919942,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:09.091275,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:10.236105,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:11.371577,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:12.779030,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:13.892244,"(5.5, 10.5, 9.55)","(15.0, 60.0, 56.4)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.45)"
12-01-2023 17:46:14.906527,"(5.5, 10.5, 9.55)","(15.0, 70.0, 50.0)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:16.001956,"(5.5, 10.5, 9.55)","(15.0, 70.0, 50.0)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:17.180353,"(5.5, 10.5, 9.55)","(15.0, 70.0, 50.0)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:18.244325,"(5.5, 10.5, 9.55)","(15.0, 70.0, 50.0)","(3.5, 5.0, 4.8)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:19.395602,"(5.5, 10.5, 9.55)","(15.0, 65.0, 60.4)","(3.5, 5.0, 4.890909090909091)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:20.646752,"(5.5, 10.5, 9.55)","(15.0, 65.0, 60.4)","(3.5, 5.0, 4.890909090909091)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:21.787660,"(5.5, 10.5, 9.55)","(15.0, 65.0, 60.4)","(3.5, 5.0, 4.972093023255814)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:22.757729,"(5.5, 10.5, 9.55)","(15.0, 65.0, 60.4)","(3.5, 5.0, 4.972093023255814)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:23.887260,"(5.5, 10.5, 9.55)","(15.0, 65.0, 60.4)","(3.5, 5.0, 4.972093023255814)","(4.2, 4.9, 4.15)","(4.0, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:25.045090,"(6.0, 10.5, 9.55)","(16.0, 65.0, 60.4)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.15)","(3.9, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:26.093684,"(6.0, 10.5, 9.55)","(16.0, 65.0, 60.4)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.15)","(3.9, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:27.197331,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.45)","(3.9, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:28.198480,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.45)","(3.9, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:29.165025,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.233333333333333)","(3.9, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:30.313340,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.233333333333333)","(3.9, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:31.420772,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.233333333333333)","(3.9, 5.5, 4.9)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:32.573822,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.233333333333333)","(3.9, 5.5, 4.8)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:33.819111,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.233333333333333)","(3.9, 5.3, 4.8)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:34.886748,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.233333333333333)","(3.9, 5.3, 4.8)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:35.873064,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.233333333333333)","(3.9, 5.3, 4.355555555555555)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:37.014031,"(6.0, 10.5, 8.871428571428572)","(16.0, 70.0, 50.0)","(3.4, 5.0, 4.972093023255814)","(4.2, 4.9, 4.166666666666666)","(3.9, 5.3, 4.355555555555555)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:38.182846,"(6.0, 10.5, 8.871428571428572)","(17.0, 70.0, 60.66666666666667)","(3.5, 5.0, 4.923333333333334)","(4.2, 4.9, 4.166666666666666)","(4.0, 5.3, 4.355555555555555)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:39.317343,"(6.0, 10.5, 8.871428571428572)","(17.0, 70.0, 60.66666666666667)","(3.5, 5.0, 4.928125)","(4.2, 4.9, 4.129629629629629)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:40.459864,"(6.0, 10.5, 8.871428571428572)","(17.0, 70.0, 60.66666666666667)","(3.5, 5.0, 4.928125)","(4.2, 4.9, 4.449999999999999)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:41.627152,"(6.0, 10.5, 8.871428571428572)","(17.0, 70.0, 60.66666666666667)","(3.5, 5.0, 4.45)","(4.2, 4.8, 4.449999999999999)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:42.723851,"(6.0, 10.5, 8.871428571428572)","(17.0, 70.0, 60.66666666666667)","(3.5, 5.0, 4.45)","(4.2, 4.8, 4.199999999999999)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:43.964059,"(6.0, 10.5, 8.871428571428572)","(17.0, 70.0, 64.4)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:45.210793,"(6.0, 10.5, 8.871428571428572)","(17.0, 70.0, 57.2)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:46.325453,"(6.0, 10.5, 8.871428571428572)","(17.0, 80.0, 57.2)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:47.471606,"(6.0, 10.5, 8.871428571428572)","(17.0, 80.0, 57.2)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:48.614123,"(6.0, 10.5, 8.871428571428572)","(17.0, 80.0, 49.142857142857146)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:49.741196,"(6.0, 10.5, 8.871428571428572)","(17.0, 80.0, 49.142857142857146)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:50.876098,"(6.0, 10.0, 9.125)","(17.0, 80.0, 49.142857142857146)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:52.088098,"(6.0, 10.0, 9.125)","(17.0, 80.0, 49.142857142857146)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:53.286260,"(6.0, 10.0, 9.125)","(17.0, 80.0, 49.142857142857146)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:54.405503,"(6.0, 9.8, 9.32)","(17.0, 80.0, 65.42857142857143)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:55.567357,"(6.0, 9.8, 9.32)","(17.0, 80.0, 52.57142857142857)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:56.676857,"(6.0, 9.8, 9.32)","(18.0, 80.0, 52.57142857142857)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:57.863093,"(6.0, 9.8, 9.32)","(18.0, 80.0, 52.57142857142857)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:46:59.234384,"(6.0, 9.8, 9.32)","(18.0, 80.0, 52.57142857142857)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:00.544103,"(6.0, 9.8, 9.32)","(18.0, 80.0, 52.57142857142857)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:01.767419,"(6.0, 9.8, 9.32)","(18.0, 80.0, 52.57142857142857)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:02.936243,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:04.139532,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:05.333319,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:06.528756,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:07.826459,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.317241379310345)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:09.063454,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.3, 4.75)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:10.236275,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.2, 4.75)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:11.398713,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.2, 4.75)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:12.490798,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.633333333333333)","(4.2, 4.7, 4.3)","(4.0, 5.2, 4.75)","(3.9, 5.4, 4.3549999999999995)"
12-01-2023 17:47:13.620432,"(6.0, 9.8, 9.32)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.2, 4.699999999999999)","(3.9, 5.4, 4.75)"
12-01-2023 17:47:14.811688,"(6.0, 9.8, 9.0)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:15.982361,"(6.0, 9.8, 9.0)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:17.132593,"(6.0, 9.8, 9.0)","(18.0, 80.0, 53.333333333333336)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:18.291602,"(6.0, 9.8, 9.0)","(18.0, 80.0, 57.5)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:19.394651,"(6.0, 9.8, 9.0)","(18.0, 80.0, 71.81818181818181)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:20.501179,"(6.0, 9.8, 8.811764705882354)","(18.0, 80.0, 61.25)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:21.631279,"(6.0, 9.8, 8.811764705882354)","(18.0, 80.0, 65.0)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:22.861187,"(6.0, 9.8, 8.811764705882354)","(18.0, 80.0, 65.0)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:24.073400,"(6.0, 9.8, 8.811764705882354)","(18.0, 80.0, 65.0)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:25.254340,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:26.356148,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:27.564906,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:28.744493,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:29.956314,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:31.144397,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:32.398064,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:33.716515,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:35.012550,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:36.288728,"(6.0, 9.8, 8.811764705882354)","(18.0, 90.0, 62.0)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.3)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:37.492226,"(6.0, 9.8, 8.876923076923077)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.175)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:38.715505,"(6.0, 9.8, 8.876923076923077)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.175)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
12-01-2023 17:47:39.883146,"(6.0, 9.8, 8.876923076923077)","(18.0, 90.0, 66.66666666666667)","(3.5, 5.0, 4.877777777777778)","(4.2, 4.7, 4.175)","(4.0, 5.1, 4.699999999999999)","(3.9, 5.2, 4.75)"
