,Willy Can Do,Rose Danae,Why Not Jules,Still In Love,Why Not Lilah,Forever A Dream
10-01-2023 15:58:38.516783,"(2.05, 2.72, 2.67)","(10.0, 11.5, 10.09375)","(5.5, 6.8, 6.114285714285714)","(5.0, 6.4, 6.11)","(8.0, 11.0, 10.923076923076923)","(6.0, 9.2, 8.719999999999999)"
10-01-2023 15:58:39.601514,"(2.05, 2.72, 2.6533333333333333)","(10.0, 11.5, 10.09375)","(5.5, 6.8, 6.114285714285714)","(5.0, 6.4, 6.11)","(8.0, 11.0, 11.875)","(6.0, 9.2, 8.777777777777777)"
10-01-2023 15:58:40.753868,"(2.1, 2.72, 2.6950000000000003)","(10.0, 11.5, 10.09375)","(5.5, 6.8, 6.114285714285714)","(5.0, 6.4, 6.11)","(8.0, 12.0, 11.53125)","(6.5, 9.0, 8.633333333333333)"
10-01-2023 15:58:41.859033,"(2.1, 2.72, 2.6366666666666667)","(10.0, 11.5, 10.09375)","(5.5, 6.8, 6.114285714285714)","(5.0, 6.4, 6.11)","(8.0, 12.0, 11.53125)","(6.5, 9.0, 8.558620689655172)"
10-01-2023 15:58:43.126916,"(2.1, 2.72, 2.7)","(10.0, 11.5, 10.09375)","(5.5, 6.8, 6.114285714285714)","(5.0, 6.4, 6.11)","(8.0, 12.0, 11.53125)","(6.5, 9.0, 8.558620689655172)"
10-01-2023 15:58:45.091322,"(2.1, 2.72, 2.68)","(10.0, 11.5, 10.09375)","(5.5, 6.8, 6.2)","(5.0, 6.4, 6.11)","(8.0, 12.0, 11.318181818181818)","(6.5, 9.0, 8.558620689655172)"
10-01-2023 15:58:46.284349,"(2.1, 2.72, 2.68)","(10.0, 11.5, 10.09375)","(5.5, 6.6, 6.2)","(5.0, 6.4, 6.11)","(8.0, 12.0, 11.53125)","(6.5, 9.0, 8.507692307692308)"
10-01-2023 15:58:47.487714,"(2.1, 2.72, 2.68)","(10.0, 11.5, 10.09375)","(5.5, 6.6, 6.2)","(5.0, 6.4, 6.11)","(8.0, 12.0, 11.53125)","(6.5, 9.0, 8.563636363636363)"
10-01-2023 15:58:48.692385,"(2.1, 2.72, 2.68)","(10.0, 11.5, 10.09375)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.53125)","(6.5, 8.6, 8.555555555555555)"
10-01-2023 15:58:49.826552,"(2.1, 2.72, 2.7)","(10.0, 11.5, 10.09375)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.53125)","(6.5, 8.6, 8.566666666666666)"
10-01-2023 15:58:50.990327,"(2.1, 2.72, 2.68)","(10.0, 11.5, 10.09375)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.53125)","(6.5, 8.6, 8.566666666666666)"
10-01-2023 15:58:52.176890,"(2.1, 2.72, 2.6485714285714286)","(10.0, 11.5, 10.634615384615385)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.53125)","(6.5, 8.6, 8.566666666666666)"
10-01-2023 15:58:53.267520,"(2.1, 2.72, 2.697777777777778)","(10.0, 11.5, 10.634615384615385)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.53125)","(6.5, 8.8, 8.942857142857143)"
10-01-2023 15:58:54.415838,"(2.1, 2.72, 2.6533333333333333)","(10.0, 11.5, 10.636363636363637)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.53125)","(6.5, 9.4, 8.757142857142858)"
10-01-2023 15:58:55.573969,"(2.1, 2.72, 2.6533333333333333)","(10.0, 11.5, 10.636363636363637)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.53125)","(6.5, 8.8, 8.68)"
10-01-2023 15:58:56.691296,"(2.1, 2.72, 2.6533333333333333)","(10.0, 11.5, 10.708333333333334)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.625)","(6.5, 8.8, 8.707692307692309)"
10-01-2023 15:58:57.848022,"(2.1, 2.72, 2.6366666666666667)","(10.0, 11.5, 10.708333333333334)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.707692307692309)"
10-01-2023 15:58:59.118432,"(2.1, 2.72, 2.6366666666666667)","(10.0, 11.5, 10.55)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.707692307692309)"
10-01-2023 15:59:00.217160,"(2.1, 2.7, 2.66)","(10.0, 11.5, 10.55)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.678260869565216)"
10-01-2023 15:59:01.414681,"(2.1, 2.7, 2.66)","(10.0, 11.5, 10.26086956521739)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.583333333333334)","(6.5, 9.2, 8.985714285714286)"
10-01-2023 15:59:02.602307,"(2.1, 2.7, 2.66)","(10.0, 11.5, 10.26086956521739)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.583333333333334)","(6.5, 9.2, 8.985714285714286)"
10-01-2023 15:59:03.753729,"(2.1, 2.7, 2.66)","(10.0, 11.5, 10.26086956521739)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.583333333333334)","(6.5, 9.2, 8.985714285714286)"
10-01-2023 15:59:04.850013,"(2.1, 2.7, 2.6941176470588237)","(10.0, 11.5, 10.6)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.647058823529411)","(6.5, 8.8, 8.555555555555555)"
10-01-2023 15:59:05.959953,"(2.1, 2.7, 2.6941176470588237)","(10.0, 10.5, 10.19047619047619)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.647058823529411)","(6.5, 8.6, 8.569230769230769)"
10-01-2023 15:59:07.143436,"(2.1, 2.72, 2.656)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.113513513513514)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.647058823529411)","(6.5, 8.6, 8.569230769230769)"
10-01-2023 15:59:08.317465,"(2.1, 2.72, 2.700952380952381)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.171428571428572)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.647058823529411)","(6.5, 8.6, 8.569230769230769)"
10-01-2023 15:59:09.864758,"(2.1, 2.64, 2.6225)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.160975609756098)","(5.0, 6.4, 6.070454545454546)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.5375)"
10-01-2023 15:59:11.262507,"(2.1, 2.66, 2.628888888888889)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.160975609756098)","(5.0, 6.4, 6.077777777777778)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.578947368421053)"
10-01-2023 15:59:12.987086,"(2.1, 2.66, 2.646666666666667)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.160975609756098)","(5.0, 6.4, 6.094736842105263)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.578947368421053)"
10-01-2023 15:59:14.347969,"(2.1, 2.66, 2.646666666666667)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.094736842105263)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.6)"
10-01-2023 15:59:15.692539,"(2.1, 2.66, 2.646666666666667)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.140000000000001)","(8.0, 12.0, 11.583333333333334)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:16.979294,"(2.1, 2.7, 2.694545454545455)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.168888888888889)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.714285714285715)"
10-01-2023 15:59:18.193908,"(2.1, 2.7, 2.694545454545455)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.714285714285715)"
10-01-2023 15:59:19.301981,"(2.1, 2.7, 2.6950000000000003)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.5375)"
10-01-2023 15:59:20.628965,"(2.1, 2.72, 2.684347826086957)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:21.787301,"(2.1, 2.74, 2.684347826086957)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:22.970106,"(2.1, 2.7, 2.6812500000000004)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.5375)"
10-01-2023 15:59:24.240105,"(2.1, 2.7, 2.6647058823529415)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:25.620268,"(2.1, 2.7, 2.6750000000000003)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:27.089422,"(2.1, 2.7, 2.6750000000000003)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.526315789473685)","(6.5, 8.8, 8.56)"
10-01-2023 15:59:28.281112,"(2.1, 2.7, 2.668421052631579)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.56)"
10-01-2023 15:59:29.670647,"(2.1, 2.7, 2.666666666666667)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:30.881946,"(2.1, 2.7, 2.668421052631579)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:32.044869,"(2.1, 2.7, 2.6750000000000003)","(10.0, 10.5, 10.16)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.56)"
10-01-2023 15:59:33.306298,"(2.1, 2.7, 2.673913043478261)","(10.0, 10.5, 10.145833333333334)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:34.618275,"(2.1, 2.7, 2.666666666666667)","(10.0, 10.5, 10.145833333333334)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.690909090909091)"
10-01-2023 15:59:35.850262,"(2.1, 2.7, 2.668421052631579)","(10.0, 10.5, 10.159090909090908)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.56)"
10-01-2023 15:59:36.985954,"(2.1, 2.68, 2.6693333333333333)","(10.0, 10.5, 10.159090909090908)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.6)"
10-01-2023 15:59:38.247976,"(2.1, 2.68, 2.6571428571428575)","(10.0, 10.5, 10.159090909090908)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.707692307692309)"
10-01-2023 15:59:39.303189,"(2.1, 2.68, 2.648)","(10.0, 10.5, 10.159090909090908)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.707692307692309)"
10-01-2023 15:59:40.462196,"(2.1, 2.68, 2.648)","(9.0, 10.5, 10.159090909090908)","(5.5, 6.6, 6.085714285714285)","(5.0, 6.4, 6.165217391304348)","(8.0, 12.0, 11.678571428571429)","(6.5, 8.8, 8.588235294117647)"
10-01-2023 15:59:41.617995,"(2.1, 2.68, 2.658666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.075)","(5.0, 6.4, 6.188235294117647)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.8, 8.72)"
10-01-2023 15:59:42.809447,"(2.1, 2.68, 2.648)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.075)","(5.0, 6.4, 6.296153846153846)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.8, 8.525)"
10-01-2023 15:59:44.054556,"(2.1, 2.68, 2.664)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.075)","(5.0, 6.4, 6.296153846153846)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.8, 8.525)"
10-01-2023 15:59:45.222800,"(2.1, 2.68, 2.664)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.075)","(5.0, 6.4, 6.296153846153846)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.8, 8.525)"
10-01-2023 15:59:46.475945,"(2.1, 2.68, 2.664)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.075)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.8, 8.577777777777778)"
10-01-2023 15:59:47.695149,"(2.1, 2.68, 2.664)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.075)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.6, 8.600000000000001)"
10-01-2023 15:59:48.755771,"(2.1, 2.68, 2.664)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.075)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.8, 8.600000000000001)"
10-01-2023 15:59:49.962221,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.25)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.0, 11.594594594594595)","(6.5, 8.8, 8.600000000000001)"
10-01-2023 15:59:51.205320,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.3)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.0, 11.482758620689655)","(6.5, 8.8, 8.466666666666667)"
10-01-2023 15:59:52.554223,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.4799999999999995)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.0, 11.45)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:59:54.114791,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 6.6, 6.628571428571429)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.45)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:59:55.238257,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 7.2, 6.573913043478261)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.45)","(6.5, 9.0, 8.566666666666666)"
10-01-2023 15:59:56.433509,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 7.2, 6.573913043478261)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.45)","(6.5, 8.6, 8.566666666666666)"
10-01-2023 15:59:57.612572,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 7.2, 6.4)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.45)","(6.5, 8.6, 8.566666666666666)"
10-01-2023 15:59:58.730810,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 7.2, 6.4)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.45)","(6.5, 8.6, 8.566666666666666)"
10-01-2023 15:59:59.875109,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 7.0, 6.323529411764706)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.45)","(6.5, 8.6, 8.588235294117647)"
10-01-2023 16:00:01.026066,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.12962962962963)","(5.5, 7.0, 6.2682926829268295)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.45)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:02.192346,"(2.1, 2.68, 2.626666666666667)","(9.0, 10.5, 10.116666666666667)","(5.5, 7.0, 6.25)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.5)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:03.369456,"(2.1, 2.72, 2.6771428571428575)","(9.0, 10.5, 10.116666666666667)","(5.5, 7.0, 6.133333333333333)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.0, 11.25)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:04.546608,"(2.1, 2.72, 2.646666666666667)","(9.0, 10.5, 10.116666666666667)","(5.5, 6.8, 6.172972972972973)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.25)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:05.701134,"(2.1, 2.72, 2.646666666666667)","(9.0, 10.5, 10.116666666666667)","(5.5, 6.8, 6.266666666666667)","(5.0, 6.4, 6.271428571428571)","(8.0, 11.5, 11.25)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:06.868569,"(2.1, 2.72, 2.674166666666667)","(9.0, 10.5, 10.116666666666667)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.265000000000001)","(8.0, 11.5, 11.3)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:08.159727,"(2.1, 2.72, 2.6472727272727274)","(9.0, 10.5, 10.116666666666667)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.5, 11.166666666666666)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:09.456309,"(2.1, 2.72, 2.6654545454545455)","(9.0, 10.5, 10.116666666666667)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.5, 11.25)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:10.720261,"(2.1, 2.72, 2.6654545454545455)","(9.0, 10.5, 10.116666666666667)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.265000000000001)","(8.0, 12.5, 11.25)","(6.5, 8.8, 8.6125)"
10-01-2023 16:00:11.798981,"(2.1, 2.72, 2.6472727272727274)","(9.0, 10.5, 10.116666666666667)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.213793103448276)","(8.0, 12.5, 12.25)","(6.5, 8.8, 8.581818181818182)"
10-01-2023 16:00:13.005315,"(2.1, 2.7, 2.67)","(9.0, 10.5, 10.456521739130435)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.213793103448276)","(8.0, 12.5, 12.363636363636363)","(6.5, 8.8, 8.581818181818182)"
10-01-2023 16:00:14.149363,"(2.1, 2.7, 2.67)","(9.0, 11.5, 10.403846153846153)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.237837837837838)","(8.0, 12.5, 12.25)","(6.5, 8.8, 8.581818181818182)"
10-01-2023 16:00:15.296669,"(2.1, 2.7, 2.67)","(9.0, 11.5, 10.403846153846153)","(5.5, 6.6, 6.12)","(5.0, 6.4, 6.213793103448276)","(8.0, 12.5, 12.392857142857142)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:16.466123,"(2.1, 2.7, 2.67)","(9.0, 11.5, 10.236842105263158)","(5.5, 6.6, 5.83)","(5.0, 6.4, 6.213793103448276)","(8.0, 12.5, 12.333333333333334)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:17.524232,"(2.1, 2.7, 2.67)","(9.0, 11.5, 10.236842105263158)","(5.5, 6.4, 5.83)","(5.0, 6.4, 6.213793103448276)","(8.0, 12.5, 12.392857142857142)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:18.610381,"(2.1, 2.7, 2.67)","(9.0, 11.5, 10.236842105263158)","(5.5, 6.4, 5.83)","(5.0, 6.4, 6.241176470588235)","(8.0, 12.5, 12.392857142857142)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:19.698171,"(2.1, 2.7, 2.67)","(9.0, 11.5, 10.236842105263158)","(5.5, 6.4, 5.83)","(5.0, 6.4, 6.213793103448276)","(8.0, 12.5, 12.392857142857142)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:20.734053,"(2.1, 2.7, 2.67)","(9.0, 11.5, 10.236842105263158)","(5.5, 6.4, 5.83)","(5.0, 6.4, 6.213793103448276)","(8.0, 12.5, 12.392857142857142)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:21.825542,"(2.1, 2.7, 2.67)","(9.0, 11.0, 10.142857142857142)","(5.5, 6.4, 5.925)","(5.0, 6.4, 6.241176470588235)","(8.0, 12.5, 12.392857142857142)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:22.952938,"(2.1, 2.7, 2.67)","(9.0, 11.0, 10.142857142857142)","(5.5, 6.4, 5.925)","(5.0, 6.4, 6.241176470588235)","(8.0, 12.5, 12.884615384615385)","(6.5, 8.8, 8.72)"
10-01-2023 16:00:23.939418,"(2.1, 2.58, 2.483837471783296)","(9.0, 11.0, 10.241379310344827)","(5.5, 6.4, 6.0052631578947375)","(5.0, 6.4, 6.213793103448276)","(8.0, 13.0, 12.461538461538462)","(6.5, 8.8, 8.55)"
10-01-2023 16:00:24.975133,"(2.1, 2.58, 2.5031408775981525)","(9.0, 11.0, 10.318181818181818)","(5.5, 6.6, 6.114285714285714)","(5.0, 6.4, 6.236842105263158)","(8.0, 13.5, 13.0)","(6.5, 8.8, 8.600000000000001)"
10-01-2023 16:00:26.038494,"(2.1, 2.58, 2.5031408775981525)","(9.0, 11.0, 10.318181818181818)","(5.5, 6.6, 6.222222222222222)","(5.0, 6.4, 6.212121212121212)","(8.0, 13.5, 12.705882352941176)","(6.5, 8.8, 8.55)"
10-01-2023 16:00:27.091022,"(2.1, 2.58, 2.5035849056603774)","(9.0, 11.0, 10.318181818181818)","(5.5, 6.6, 6.206896551724138)","(5.0, 6.4, 6.2125)","(8.0, 13.5, 13.0)","(6.5, 8.8, 8.600000000000001)"
10-01-2023 16:00:28.049707,"(2.1, 2.58, 2.5035849056603774)","(9.0, 11.0, 10.4)","(5.5, 6.6, 6.206896551724138)","(5.0, 6.4, 6.2125)","(8.0, 13.5, 13.0)","(6.5, 8.8, 8.64)"
10-01-2023 16:00:28.953653,"(2.1, 2.56, 2.5283333333333333)","(9.0, 11.0, 10.4)","(5.5, 6.6, 6.161538461538462)","(5.0, 6.4, 6.236842105263158)","(8.0, 13.5, 12.705882352941176)","(6.5, 8.8, 8.55)"
10-01-2023 16:00:29.957600,"(2.15, 2.56, 2.526153846153846)","(9.0, 11.0, 10.4)","(5.5, 6.6, 6.206896551724138)","(5.0, 6.4, 6.237837837837838)","(8.5, 13.5, 13.0)","(6.5, 8.8, 8.448)"
10-01-2023 16:00:30.924769,"(2.15, 2.56, 2.526153846153846)","(9.0, 11.0, 10.4)","(5.5, 6.6, 6.206896551724138)","(5.0, 6.4, 6.213793103448276)","(8.5, 13.5, 12.6)","(6.5, 8.8, 8.451612903225806)"
10-01-2023 16:00:31.830865,"(2.15, 2.56, 2.526153846153846)","(9.0, 11.0, 10.523809523809524)","(5.5, 6.6, 6.230769230769231)","(5.0, 6.4, 6.213793103448276)","(8.5, 13.5, 12.6)","(6.5, 8.8, 8.416666666666666)"
10-01-2023 16:00:32.831323,"(2.15, 2.56, 2.5341176470588236)","(9.0, 11.0, 10.523809523809524)","(5.5, 6.6, 6.206896551724138)","(5.0, 6.4, 6.213793103448276)","(8.5, 13.5, 12.6)","(6.5, 8.8, 8.427027027027027)"
10-01-2023 16:00:33.853764,"(2.15, 2.56, 2.5380000000000003)","(9.0, 11.5, 10.722222222222221)","(5.5, 6.6, 6.254545454545454)","(5.0, 6.4, 6.241176470588235)","(8.5, 13.5, 12.6)","(6.5, 8.8, 8.427027027027027)"
10-01-2023 16:00:34.800908,"(2.15, 2.56, 2.5325)","(9.0, 11.5, 10.8)","(5.5, 6.6, 6.269565217391304)","(5.0, 6.4, 6.241176470588235)","(8.5, 13.5, 12.78)","(6.5, 8.8, 8.427027027027027)"
10-01-2023 16:00:35.784224,"(2.15, 2.56, 2.515483870967742)","(9.0, 11.5, 10.8)","(5.5, 6.6, 6.266666666666667)","(5.0, 6.4, 6.213793103448276)","(8.5, 13.5, 12.928571428571429)","(6.5, 8.8, 8.571428571428571)"
10-01-2023 16:00:36.766582,"(2.15, 2.54, 2.52)","(9.0, 11.5, 10.8)","(5.5, 6.6, 6.276190476190476)","(5.0, 6.4, 6.241176470588235)","(8.5, 13.0, 12.928571428571429)","(6.5, 8.6, 8.571428571428571)"
10-01-2023 16:00:37.740456,"(2.15, 2.54, 2.5276923076923077)","(9.0, 11.5, 10.961538461538462)","(5.5, 6.6, 6.2727272727272725)","(5.0, 6.4, 6.241176470588235)","(8.5, 13.0, 12.928571428571429)","(6.5, 8.6, 8.571428571428571)"
10-01-2023 16:00:38.757316,"(2.15, 2.54, 2.5342857142857143)","(9.0, 11.5, 10.961538461538462)","(5.5, 6.6, 6.2727272727272725)","(5.0, 6.4, 6.213793103448276)","(8.5, 13.0, 12.928571428571429)","(6.5, 8.6, 8.571428571428571)"
10-01-2023 16:00:39.721546,"(2.15, 2.54, 2.529333333333333)","(9.0, 11.5, 10.961538461538462)","(5.5, 6.6, 6.2727272727272725)","(5.0, 6.4, 6.213793103448276)","(8.5, 13.0, 12.928571428571429)","(6.5, 8.6, 8.571428571428571)"
10-01-2023 16:00:40.661457,"(2.15, 2.54, 2.5285714285714285)","(9.0, 11.5, 10.961538461538462)","(5.5, 6.6, 6.2727272727272725)","(5.0, 6.4, 6.241176470588235)","(8.5, 13.0, 12.928571428571429)","(6.5, 8.6, 8.436842105263159)"
