,Frankntank,Yoursnmine,Mytime,Spring Delight,Hes A Modern Boy,Amphijet,Micton Mouse,Filcarlo
10-01-2023 17:44:12.687162,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.242857142857143)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:13.997642,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.242857142857143)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:15.267373,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.242857142857143)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:16.531528,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.242857142857143)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:17.912635,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.242857142857143)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:19.306573,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.242857142857143)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:20.663243,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:22.008761,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:23.432458,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:24.777787,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:26.076618,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:27.382678,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:28.661647,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:29.971961,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:31.242936,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:32.481400,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:33.733363,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:34.979376,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:36.246867,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 157.14285714285714)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:37.504927,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:38.743200,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:39.997461,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:41.308124,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:42.636998,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:43.952321,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:45.237834,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:46.512317,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:47.774709,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:49.081245,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:50.530068,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:52.459225,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:53.735009,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:54.894747,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:56.109122,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:57.277474,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:58.489644,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:44:59.713063,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:00.888220,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:02.104682,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:03.340337,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:04.644230,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:05.921972,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:07.226541,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:08.530387,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:10.340839,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:12.682222,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:14.385988,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:15.677888,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:17.024408,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:18.381684,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:19.736108,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:21.097602,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:22.470912,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:23.795434,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:25.148107,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:26.499145,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:27.920462,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:29.276622,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:30.601854,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:32.124946,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:33.582360,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:35.013278,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:36.640062,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:38.117395,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:39.722577,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:41.129663,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:42.526707,"(21.0, 44.0, 31.25)","(4.8, 7.4, 6.1)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.3)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:43.927585,"(21.0, 44.0, 31.25)","(4.8, 7.4, 5.828571428571428)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.6, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:45.336651,"(21.0, 44.0, 31.25)","(4.8, 7.2, 5.828571428571428)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:46.706880,"(21.0, 44.0, 31.25)","(4.8, 7.2, 5.828571428571428)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:48.081986,"(21.0, 44.0, 31.25)","(4.8, 7.2, 5.828571428571428)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:49.487030,"(21.0, 44.0, 31.25)","(4.8, 7.2, 5.828571428571428)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:50.853375,"(21.0, 44.0, 31.25)","(4.8, 7.2, 5.828571428571428)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:52.264768,"(21.0, 44.0, 31.25)","(4.8, 7.2, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:53.592426,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:54.947531,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:56.322396,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:57.662250,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:45:59.010850,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:46:00.317183,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 4.0777777777777775)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:46:01.713680,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.12)","(6.0, 9.6, 7.8428571428571425)","(2.4, 3.3, 2.6866666666666665)","(61.0, 200.0, 162.5)","(3.1, 4.5, 3.3000000000000003)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:46:03.053549,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.4)","(6.0, 9.6, 8.266666666666666)","(2.4, 3.3, 3.1849999999999996)","(61.0, 200.0, 162.5)","(3.1, 4.4, 3.475)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:46:04.394040,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.4)","(6.0, 9.6, 8.266666666666666)","(2.4, 3.3, 3.1849999999999996)","(61.0, 200.0, 162.5)","(3.1, 4.3, 3.475)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:46:05.673991,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.4)","(6.0, 9.6, 8.266666666666666)","(2.4, 3.3, 3.1849999999999996)","(61.0, 200.0, 162.5)","(3.1, 4.3, 3.475)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
10-01-2023 17:46:06.988076,"(21.0, 44.0, 31.25)","(4.8, 7.0, 6.4)","(6.0, 9.6, 8.266666666666666)","(2.4, 3.3, 3.1849999999999996)","(61.0, 200.0, 162.5)","(3.1, 4.3, 3.475)","(8.5, 15.0, 12.0)","(101.0, 170.0, 147.14285714285714)"
