,Frankntank,Yoursnmine,Mytime,Spring Delight,Hes A Modern Boy,Amphijet,Micton Mouse,Filcarlo
10-01-2023 17:59:44.488507,"(21.0, 36.0, 32.44444444444444)","(5.5, 7.0, 6.771428571428571)","(5.5, 7.2, 6.6000000000000005)","(2.15, 2.48, 2.474)","(61.0, 120.0, 113.125)","(3.8, 5.5, 5.488235294117647)","(10.0, 18.0, 17.0)","(101.0, 380.0, 348.33333333333337)"
10-01-2023 17:59:45.576696,"(21.0, 36.0, 32.44444444444444)","(5.5, 7.0, 6.771428571428571)","(5.5, 7.2, 6.6000000000000005)","(2.15, 2.48, 2.478181818181818)","(61.0, 120.0, 113.125)","(3.8, 5.5, 5.3090909090909095)","(10.0, 18.0, 17.833333333333332)","(101.0, 380.0, 348.33333333333337)"
10-01-2023 17:59:46.622406,"(21.0, 36.0, 32.44444444444444)","(5.5, 7.0, 6.84)","(5.5, 7.2, 6.4222222222222225)","(2.15, 2.48, 2.4285714285714284)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.5, 5.3090909090909095)","(10.0, 18.5, 17.333333333333332)","(101.0, 380.0, 308.75)"
10-01-2023 17:59:47.668682,"(21.0, 36.0, 32.44444444444444)","(5.5, 7.0, 6.771428571428571)","(5.5, 7.2, 6.661538461538462)","(2.15, 2.48, 2.375483870967742)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.5, 5.371428571428572)","(10.0, 18.5, 17.333333333333332)","(101.0, 380.0, 308.75)"
10-01-2023 17:59:48.801248,"(21.0, 36.0, 32.44444444444444)","(5.5, 7.0, 6.771428571428571)","(5.5, 7.2, 6.661538461538462)","(2.15, 2.42, 2.312413793103448)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.5, 5.616666666666667)","(10.0, 18.5, 16.4)","(101.0, 380.0, 308.75)"
10-01-2023 17:59:49.828874,"(21.0, 36.0, 32.44444444444444)","(5.5, 7.0, 6.771428571428571)","(5.5, 7.2, 6.661538461538462)","(2.15, 2.42, 2.312413793103448)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.46)","(10.0, 18.5, 17.1)","(101.0, 380.0, 308.75)"
10-01-2023 17:59:50.868013,"(21.0, 36.0, 33.666666666666664)","(5.5, 7.0, 6.866666666666666)","(5.5, 7.2, 6.577777777777778)","(2.15, 2.42, 2.3454545454545452)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.636842105263158)","(10.0, 19.5, 17.833333333333332)","(101.0, 380.0, 328.1818181818182)"
10-01-2023 17:59:51.970246,"(21.0, 36.0, 35.0)","(5.5, 7.0, 6.92)","(5.5, 7.2, 6.720000000000001)","(2.15, 2.4, 2.3454545454545452)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.6454545454545455)","(10.0, 19.0, 18.7)","(101.0, 380.0, 308.75)"
10-01-2023 17:59:53.007123,"(21.0, 36.0, 35.0)","(5.5, 7.0, 6.92)","(5.5, 7.2, 6.857142857142858)","(2.15, 2.32, 2.265454545454545)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.6454545454545455)","(10.0, 19.5, 18.7)","(101.0, 380.0, 308.75)"
10-01-2023 17:59:54.032209,"(21.0, 36.0, 35.0)","(5.5, 7.0, 6.92)","(5.5, 7.2, 6.96)","(2.15, 2.32, 2.265454545454545)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.65)","(10.0, 19.5, 18.7)","(101.0, 380.0, 308.75)"
10-01-2023 17:59:55.042612,"(21.0, 36.0, 35.0)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.2, 6.96)","(2.15, 2.32, 2.265454545454545)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.65)","(10.0, 19.5, 18.7)","(101.0, 380.0, 318.57142857142856)"
10-01-2023 17:59:56.277235,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8769230769230765)","(5.5, 7.2, 7.05)","(2.15, 2.32, 2.2454545454545456)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.55)","(10.0, 19.5, 18.0)","(101.0, 370.0, 334.0)"
10-01-2023 17:59:57.538067,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.2, 8.093333333333332)","(2.15, 2.26, 2.3274999999999997)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.65)","(10.0, 19.5, 18.7)","(101.0, 370.0, 311.42857142857144)"
10-01-2023 17:59:58.741483,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.2, 7.422222222222222)","(2.15, 2.34, 2.3380487804878047)","(61.0, 120.0, 103.33333333333334)","(3.8, 5.7, 5.65)","(10.0, 19.5, 18.7)","(101.0, 360.0, 311.42857142857144)"
10-01-2023 17:59:59.814591,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.2, 7.422222222222222)","(2.15, 2.34, 2.370204081632653)","(61.0, 120.0, 84.28571428571429)","(3.8, 5.7, 5.653846153846154)","(10.0, 19.5, 18.7)","(101.0, 360.0, 311.42857142857144)"
10-01-2023 18:00:01.007437,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.2, 7.266666666666667)","(2.1, 2.38, 2.32)","(61.0, 120.0, 90.0)","(3.8, 5.7, 5.653846153846154)","(10.0, 19.5, 18.7)","(101.0, 360.0, 311.42857142857144)"
10-01-2023 18:00:02.040481,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.2, 7.266666666666667)","(2.1, 2.38, 2.32)","(61.0, 110.0, 90.0)","(3.8, 5.7, 5.653846153846154)","(10.0, 19.5, 17.3)","(101.0, 360.0, 311.42857142857144)"
10-01-2023 18:00:03.094970,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.2, 7.266666666666667)","(2.1, 2.38, 2.32)","(61.0, 100.0, 78.57142857142857)","(3.8, 5.7, 5.6000000000000005)","(10.0, 20.0, 17.3)","(101.0, 360.0, 311.42857142857144)"
10-01-2023 18:00:04.205650,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.2, 7.266666666666667)","(2.1, 2.38, 2.3327272727272725)","(61.0, 100.0, 82.14285714285714)","(3.8, 5.7, 5.640000000000001)","(10.0, 20.0, 17.3)","(101.0, 360.0, 311.42857142857144)"
10-01-2023 18:00:05.278750,"(21.0, 36.0, 34.666666666666664)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.0, 7.236363636363636)","(2.1, 2.36, 2.342)","(61.0, 100.0, 82.14285714285714)","(3.8, 5.7, 5.640000000000001)","(10.0, 20.0, 17.3)","(101.0, 360.0, 311.42857142857144)"
10-01-2023 18:00:06.369353,"(21.0, 38.0, 35.42857142857143)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.0, 7.236363636363636)","(2.1, 2.36, 2.3449999999999998)","(61.0, 100.0, 82.14285714285714)","(3.8, 5.7, 5.78)","(10.0, 20.0, 17.3)","(101.0, 360.0, 304.2857142857143)"
10-01-2023 18:00:07.397286,"(21.0, 38.0, 35.42857142857143)","(5.5, 7.0, 6.8545454545454545)","(5.5, 8.0, 7.236363636363636)","(2.1, 2.36, 2.336923076923077)","(61.0, 100.0, 75.0)","(3.8, 5.9, 5.78)","(10.0, 20.0, 17.3)","(101.0, 350.0, 304.2857142857143)"
10-01-2023 18:00:08.488087,"(21.0, 38.0, 35.42857142857143)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.8, 7.163636363636363)","(2.1, 2.36, 2.336923076923077)","(61.0, 100.0, 84.0909090909091)","(3.8, 5.9, 5.78)","(10.0, 20.0, 17.3)","(101.0, 350.0, 304.2857142857143)"
10-01-2023 18:00:09.496563,"(21.0, 38.0, 35.42857142857143)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.8, 7.163636363636363)","(2.1, 2.36, 2.336923076923077)","(61.0, 100.0, 85.0)","(3.8, 5.9, 5.78)","(10.0, 20.0, 17.3)","(101.0, 350.0, 304.2857142857143)"
10-01-2023 18:00:10.552033,"(21.0, 38.0, 35.42857142857143)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.8, 7.163636363636363)","(2.1, 2.36, 2.336923076923077)","(61.0, 95.0, 85.83333333333334)","(3.8, 5.9, 5.78)","(10.0, 20.0, 17.3)","(101.0, 350.0, 297.1428571428571)"
10-01-2023 18:00:11.623863,"(21.0, 38.0, 35.42857142857143)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.8, 7.266666666666667)","(2.1, 2.36, 2.34125)","(61.0, 90.0, 85.83333333333334)","(3.8, 5.9, 5.78)","(10.0, 20.0, 17.3)","(101.0, 340.0, 310.0)"
10-01-2023 18:00:12.688267,"(21.0, 38.0, 34.18181818181818)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.6, 7.085714285714285)","(2.1, 2.36, 2.336923076923077)","(61.0, 90.0, 82.85714285714286)","(3.8, 5.9, 5.78)","(10.0, 20.0, 17.9)","(101.0, 340.0, 297.1428571428571)"
10-01-2023 18:00:13.800932,"(21.0, 38.0, 34.18181818181818)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.6, 7.085714285714285)","(2.1, 2.36, 2.246268656716418)","(61.0, 90.0, 80.0)","(3.8, 5.9, 5.75)","(10.0, 19.5, 17.6)","(101.0, 340.0, 297.1428571428571)"
10-01-2023 18:00:14.871000,"(21.0, 38.0, 34.18181818181818)","(5.5, 7.0, 6.8545454545454545)","(5.5, 7.6, 7.266666666666667)","(2.1, 2.26, 2.37)","(61.0, 90.0, 85.0)","(3.8, 6.0, 5.891666666666667)","(10.0, 19.0, 16.666666666666668)","(101.0, 340.0, 290.0)"
10-01-2023 18:00:16.525987,"(21.0, 38.0, 34.18181818181818)","(5.5, 7.0, 6.825)","(5.5, 7.2, 7.08)","(2.05, 2.4, 2.371111111111111)","(61.0, 90.0, 83.33333333333333)","(4.0, 6.0, 5.891666666666667)","(10.0, 19.0, 16.666666666666668)","(101.0, 340.0, 290.0)"
10-01-2023 18:00:17.605671,"(21.0, 38.0, 34.18181818181818)","(5.5, 7.0, 6.825)","(5.5, 7.2, 7.08)","(2.05, 2.4, 2.371111111111111)","(61.0, 90.0, 83.33333333333333)","(4.0, 6.0, 5.891666666666667)","(10.0, 19.0, 16.666666666666668)","(101.0, 340.0, 290.0)"
10-01-2023 18:00:18.758657,"(21.0, 38.0, 34.18181818181818)","(5.5, 7.0, 6.832258064516129)","(5.5, 7.2, 7.08)","(2.05, 2.38, 2.375)","(61.0, 90.0, 83.33333333333333)","(4.0, 6.0, 5.904761904761905)","(10.0, 19.0, 16.8125)","(101.0, 340.0, 290.0)"
10-01-2023 18:00:19.891798,"(21.0, 38.0, 34.666666666666664)","(5.5, 7.0, 6.792)","(5.5, 7.2, 7.0285714285714285)","(2.05, 2.38, 2.375)","(61.0, 90.0, 83.33333333333333)","(4.0, 6.0, 5.904761904761905)","(10.0, 19.0, 16.8125)","(101.0, 340.0, 240.0)"
10-01-2023 18:00:21.146052,"(21.0, 36.0, 35.5)","(5.5, 7.0, 6.792)","(5.5, 7.2, 7.0285714285714285)","(2.05, 2.38, 2.3767785234899326)","(61.0, 90.0, 110.0)","(4.0, 6.0, 5.904761904761905)","(10.0, 19.0, 16.8125)","(101.0, 340.0, 295.0)"
10-01-2023 18:00:22.442127,"(21.0, 36.0, 35.5)","(5.5, 7.0, 6.792)","(5.5, 7.2, 7.0285714285714285)","(2.05, 2.38, 2.373239436619718)","(61.0, 120.0, 90.0)","(4.0, 6.0, 5.904761904761905)","(10.0, 19.0, 16.8125)","(101.0, 400.0, 253.33333333333334)"
10-01-2023 18:00:23.763978,"(21.0, 36.0, 37.6)","(5.5, 7.0, 6.792)","(5.5, 7.2, 7.0285714285714285)","(2.05, 2.38, 2.373239436619718)","(61.0, 120.0, 94.0)","(4.0, 6.0, 5.904761904761905)","(10.0, 19.0, 16.8125)","(101.0, 380.0, 222.0)"
10-01-2023 18:00:25.028700,"(21.0, 40.0, 37.25)","(5.5, 7.0, 6.792)","(5.5, 7.2, 7.0285714285714285)","(2.05, 2.38, 2.3678787878787877)","(61.0, 100.0, 95.0)","(4.0, 6.0, 5.904761904761905)","(10.0, 19.0, 16.8125)","(101.0, 350.0, 227.5)"
10-01-2023 18:00:26.185662,"(21.0, 38.0, 37.25)","(5.5, 7.0, 6.792)","(5.5, 7.2, 7.0285714285714285)","(2.05, 2.38, 2.3555102040816327)","(61.0, 100.0, 95.0)","(4.0, 6.0, 5.904761904761905)","(10.0, 19.0, 17.970588235294116)","(101.0, 340.0, 275.7142857142857)"
10-01-2023 18:00:27.295969,"(21.0, 38.0, 37.25)","(5.5, 7.0, 6.808695652173913)","(5.5, 7.2, 6.976470588235294)","(2.05, 2.38, 2.354)","(61.0, 100.0, 120.0)","(4.0, 6.0, 6.271428571428571)","(10.0, 19.0, 18.485294117647058)","(101.0, 340.0, 275.7142857142857)"
10-01-2023 18:00:28.417971,"(21.0, 30.0, 24.545454545454547)","(5.5, 7.0, 6.84)","(5.5, 7.4, 7.0)","(2.05, 2.36, 2.348888888888889)","(61.0, 130.0, 120.0)","(4.0, 6.4, 6.266666666666667)","(10.0, 19.0, 16.857142857142858)","(101.0, 340.0, 283.3333333333333)"
10-01-2023 18:00:29.550486,"(21.0, 28.0, 24.8)","(5.5, 7.0, 6.84)","(5.5, 7.2, 7.0)","(2.05, 2.36, 2.3499999999999996)","(61.0, 130.0, 120.0)","(4.0, 6.4, 6.266666666666667)","(10.0, 19.0, 16.857142857142858)","(101.0, 330.0, 283.3333333333333)"
10-01-2023 18:00:30.864378,"(21.0, 27.0, 24.75)","(5.5, 7.0, 6.84)","(5.5, 7.2, 6.907692307692308)","(2.05, 2.36, 2.261981981981982)","(61.0, 130.0, 120.0)","(4.0, 6.4, 6.266666666666667)","(10.0, 19.0, 18.166666666666668)","(101.0, 330.0, 310.0)"
10-01-2023 18:00:32.382463,"(21.0, 27.0, 26.5)","(5.5, 7.0, 6.84)","(5.5, 7.4, 6.92)","(2.05, 2.28, 2.262089552238806)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.290909090909091)","(11.0, 19.0, 16.857142857142858)","(101.0, 340.0, 290.0)"
10-01-2023 18:00:33.684449,"(21.0, 29.0, 26.5)","(5.5, 7.0, 6.84)","(5.5, 7.4, 6.907692307692308)","(2.05, 2.28, 2.262095808383233)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.08)","(11.0, 19.0, 18.453125)","(101.0, 340.0, 290.0)"
10-01-2023 18:00:34.948818,"(21.0, 28.0, 25.333333333333332)","(5.5, 7.0, 6.84)","(5.5, 7.4, 7.08)","(2.05, 2.28, 2.2630837004405286)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.08)","(11.0, 19.0, 18.166666666666668)","(101.0, 340.0, 310.0)"
10-01-2023 18:00:36.284366,"(21.0, 28.0, 24.8)","(5.5, 7.0, 6.84)","(5.5, 7.4, 7.08)","(2.05, 2.28, 2.2628)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.08)","(11.0, 19.0, 16.857142857142858)","(101.0, 340.0, 342.0)"
10-01-2023 18:00:37.522339,"(21.0, 28.0, 24.8)","(5.5, 7.0, 6.84)","(5.5, 7.4, 7.08)","(2.05, 2.28, 2.2643428571428568)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.15)","(11.0, 19.0, 17.8)","(101.0, 380.0, 342.0)"
10-01-2023 18:00:38.641913,"(20.0, 28.0, 24.8)","(5.5, 7.0, 6.84)","(5.5, 7.4, 7.08)","(2.05, 2.28, 2.2643428571428568)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.085714285714285)","(11.0, 19.0, 17.8)","(101.0, 380.0, 342.0)"
10-01-2023 18:00:39.803458,"(20.0, 28.0, 24.8)","(5.5, 7.0, 6.84)","(5.5, 7.4, 7.08)","(2.05, 2.28, 2.27027027027027)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.476470588235294)","(11.0, 19.0, 17.8)","(101.0, 380.0, 290.0)"
10-01-2023 18:00:40.912670,"(20.0, 28.0, 24.8)","(5.5, 6.6, 6.416842105263158)","(5.5, 7.4, 7.068965517241379)","(2.05, 2.36, 2.348333333333333)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.2956521739130435)","(11.0, 19.0, 18.5)","(101.0, 380.0, 290.0)"
10-01-2023 18:00:42.036620,"(20.0, 28.0, 24.8)","(5.5, 6.6, 6.0702127659574465)","(5.5, 7.4, 7.0)","(2.05, 2.36, 2.352533333333333)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.2956521739130435)","(11.0, 20.0, 19.333333333333332)","(101.0, 380.0, 300.0)"
10-01-2023 18:00:43.218162,"(20.0, 28.0, 24.8)","(5.5, 6.6, 6.07578947368421)","(5.5, 7.4, 7.0)","(2.05, 2.36, 2.349818181818182)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.254545454545455)","(11.0, 20.0, 18.9)","(101.0, 400.0, 300.0)"
10-01-2023 18:00:44.357373,"(20.0, 28.0, 24.8)","(5.5, 6.6, 6.046666666666667)","(5.5, 7.4, 7.0)","(2.05, 2.36, 2.349818181818182)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.254545454545455)","(11.0, 19.5, 18.5)","(101.0, 400.0, 300.0)"
10-01-2023 18:00:45.507566,"(20.0, 28.0, 24.8)","(5.5, 6.6, 6.0)","(5.5, 7.4, 6.95)","(2.05, 2.36, 2.3325)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.254545454545455)","(11.0, 21.0, 19.805555555555557)","(101.0, 400.0, 300.0)"
10-01-2023 18:00:46.747361,"(20.0, 28.0, 24.8)","(5.5, 6.0, 5.927397260273973)","(5.5, 7.4, 6.95)","(2.05, 2.36, 2.3325)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.254545454545455)","(11.0, 20.0, 18.055555555555557)","(101.0, 400.0, 300.0)"
10-01-2023 18:00:47.981240,"(20.0, 28.0, 24.8)","(5.5, 6.0, 5.930303030303031)","(5.5, 7.4, 7.0)","(2.05, 2.36, 2.3451162790697673)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.254545454545455)","(11.0, 20.0, 18.055555555555557)","(101.0, 400.0, 300.0)"
10-01-2023 18:00:49.209351,"(20.0, 28.0, 24.8)","(5.5, 6.0, 5.921739130434783)","(5.5, 7.4, 7.0)","(2.05, 2.36, 2.3451162790697673)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.285714285714286)","(11.0, 20.0, 18.055555555555557)","(101.0, 400.0, 300.0)"
10-01-2023 18:00:50.454251,"(20.0, 32.0, 25.142857142857142)","(5.5, 6.2, 6.133333333333334)","(5.5, 7.4, 7.0)","(2.05, 2.36, 2.3344)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.109090909090909)","(11.0, 20.0, 18.055555555555557)","(101.0, 400.0, 294.44444444444446)"
10-01-2023 18:00:51.762368,"(20.0, 30.0, 24.857142857142858)","(5.5, 6.2, 6.068085106382979)","(5.5, 7.4, 6.88)","(2.05, 2.36, 2.3591666666666664)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.08)","(11.0, 20.0, 17.428571428571427)","(101.0, 400.0, 354.0)"
10-01-2023 18:00:52.988770,"(20.0, 30.0, 24.857142857142858)","(5.5, 6.2, 6.068085106382979)","(5.5, 7.2, 6.8533333333333335)","(2.05, 2.38, 2.3607142857142858)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.245454545454545)","(11.0, 20.0, 17.428571428571427)","(101.0, 390.0, 354.0)"
10-01-2023 18:00:54.164950,"(20.0, 30.0, 24.857142857142858)","(5.5, 6.2, 6.068085106382979)","(5.5, 7.2, 6.8533333333333335)","(2.05, 2.38, 2.3607142857142858)","(51.0, 130.0, 120.0)","(4.2, 6.6, 6.157575757575758)","(11.0, 20.0, 17.5)","(101.0, 390.0, 354.0)"
10-01-2023 18:00:55.369210,"(20.0, 30.0, 24.857142857142858)","(5.5, 6.2, 6.064)","(5.5, 7.2, 6.872727272727273)","(2.05, 2.38, 2.3517647058823528)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.124137931034483)","(11.0, 21.0, 18.666666666666668)","(101.0, 390.0, 330.4166666666667)"
10-01-2023 18:00:56.647050,"(20.0, 30.0, 24.857142857142858)","(5.5, 6.2, 6.071111111111112)","(5.5, 7.2, 6.93)","(2.05, 2.38, 2.341176470588235)","(51.0, 130.0, 120.0)","(4.2, 6.4, 6.124137931034483)","(11.0, 21.0, 19.25)","(101.0, 370.0, 326.0)"
10-01-2023 18:00:57.762986,"(20.0, 30.0, 25.8)","(5.5, 6.2, 6.071111111111112)","(5.5, 7.2, 6.93)","(2.05, 2.36, 2.341176470588235)","(61.0, 130.0, 120.0)","(4.4, 6.4, 6.124137931034483)","(11.0, 22.0, 19.3)","(101.0, 360.0, 326.0)"
10-01-2023 18:00:59.169386,"(20.0, 30.0, 27.846153846153847)","(5.5, 6.2, 5.822222222222222)","(5.5, 7.2, 6.93)","(2.05, 2.36, 2.34)","(61.0, 130.0, 120.0)","(4.4, 6.4, 6.124137931034483)","(11.0, 20.0, 18.653846153846153)","(101.0, 360.0, 326.0)"
10-01-2023 18:01:00.529695,"(20.0, 30.0, 27.0)","(5.5, 6.0, 5.822222222222222)","(5.5, 7.2, 6.93)","(2.05, 2.36, 2.34)","(61.0, 130.0, 122.0)","(4.4, 6.4, 6.171428571428572)","(11.0, 20.0, 18.653846153846153)","(101.0, 360.0, 342.0)"
10-01-2023 18:01:01.955078,"(20.0, 30.0, 27.5)","(5.5, 6.0, 5.827586206896552)","(5.5, 7.2, 6.908571428571428)","(2.05, 2.36, 2.3316129032258064)","(61.0, 130.0, 114.0)","(4.4, 6.4, 6.213953488372093)","(11.0, 20.0, 18.53846153846154)","(101.0, 380.0, 253.33333333333331)"
10-01-2023 18:01:03.254774,"(20.0, 30.0, 27.142857142857142)","(5.5, 6.0, 5.82)","(5.5, 7.2, 6.88421052631579)","(2.05, 2.36, 2.337142857142857)","(61.0, 120.0, 114.0)","(4.4, 6.4, 6.213953488372093)","(11.0, 21.0, 18.666666666666668)","(101.0, 380.0, 347.5)"
10-01-2023 18:01:04.538986,"(20.0, 30.0, 27.714285714285715)","(5.5, 5.9, 5.814285714285715)","(5.5, 7.2, 6.88421052631579)","(2.05, 2.36, 2.337142857142857)","(61.0, 120.0, 114.0)","(4.4, 6.4, 6.213953488372093)","(11.0, 20.0, 19.470588235294116)","(101.0, 370.0, 325.0)"
10-01-2023 18:01:05.699154,"(20.0, 30.0, 27.714285714285715)","(5.5, 5.9, 5.814285714285715)","(5.5, 7.2, 6.88421052631579)","(2.05, 2.36, 2.337142857142857)","(61.0, 120.0, 114.0)","(4.4, 6.4, 6.213953488372093)","(11.0, 20.0, 19.470588235294116)","(101.0, 370.0, 325.0)"
10-01-2023 18:01:06.904115,"(20.0, 29.0, 27.8)","(5.5, 5.9, 5.7125)","(5.5, 7.2, 6.88421052631579)","(2.05, 2.36, 2.3224489795918366)","(61.0, 120.0, 114.0)","(4.4, 6.4, 6.278787878787879)","(11.0, 20.0, 19.470588235294116)","(101.0, 370.0, 317.5)"
10-01-2023 18:01:08.071298,"(20.0, 29.0, 27.0)","(5.5, 5.9, 5.775)","(5.5, 7.2, 6.88421052631579)","(2.05, 2.36, 2.315483870967742)","(61.0, 120.0, 114.0)","(4.4, 6.4, 6.278787878787879)","(11.0, 20.0, 19.470588235294116)","(101.0, 360.0, 292.0)"
10-01-2023 18:01:09.375543,"(21.0, 29.0, 27.333333333333332)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.2, 6.957575757575757)","(2.05, 2.36, 2.301276595744681)","(61.0, 120.0, 114.0)","(4.6, 6.4, 6.719354838709677)","(12.0, 20.0, 17.9)","(101.0, 360.0, 322.22222222222223)"
10-01-2023 18:01:10.653416,"(21.0, 29.0, 27.333333333333332)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.2, 6.8769230769230765)","(2.05, 2.36, 2.3304761904761904)","(61.0, 120.0, 114.0)","(4.6, 6.8, 6.883870967741935)","(12.0, 19.5, 18.166666666666668)","(101.0, 360.0, 310.0)"
10-01-2023 18:01:12.073717,"(21.0, 29.0, 27.333333333333332)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.2, 6.8769230769230765)","(2.05, 2.34, 2.3)","(61.0, 120.0, 114.0)","(4.6, 7.0, 6.903448275862069)","(12.0, 19.5, 17.72222222222222)","(101.0, 350.0, 250.0)"
10-01-2023 18:01:13.363694,"(21.0, 29.0, 27.333333333333332)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.2, 6.8769230769230765)","(2.05, 2.32, 2.305833333333333)","(61.0, 120.0, 114.0)","(4.6, 7.0, 6.905084745762712)","(12.0, 19.5, 18.5)","(101.0, 350.0, 280.0)"
10-01-2023 18:01:14.585681,"(21.0, 29.0, 27.333333333333332)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.2, 6.8769230769230765)","(2.05, 2.32, 2.2918518518518516)","(61.0, 120.0, 114.0)","(4.6, 7.0, 6.878260869565217)","(12.0, 19.5, 18.5)","(101.0, 340.0, 240.0)"
10-01-2023 18:01:15.814642,"(21.0, 32.0, 30.8)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.2, 6.7749999999999995)","(2.05, 2.32, 2.2945454545454544)","(61.0, 120.0, 114.0)","(4.6, 7.0, 6.965)","(12.0, 19.5, 18.5)","(101.0, 340.0, 311.25)"
10-01-2023 18:01:17.043067,"(21.0, 30.0, 29.2)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.0, 6.8125)","(2.05, 2.32, 2.2945454545454544)","(61.0, 120.0, 114.0)","(4.6, 7.0, 7.0600000000000005)","(12.0, 19.0, 18.5)","(101.0, 320.0, 275.45454545454544)"
10-01-2023 18:01:18.227786,"(21.0, 32.0, 29.692307692307693)","(5.0, 5.9, 5.803225806451613)","(5.5, 7.0, 6.797590361445783)","(2.05, 2.32, 2.2945454545454544)","(61.0, 120.0, 114.0)","(4.6, 7.2, 7.0600000000000005)","(12.0, 19.0, 18.5)","(101.0, 320.0, 275.45454545454544)"
10-01-2023 18:01:19.420430,"(21.0, 32.0, 29.692307692307693)","(4.8, 5.9, 5.848275862068966)","(5.5, 7.0, 6.625)","(2.05, 2.32, 2.3034146341463413)","(61.0, 120.0, 114.0)","(4.8, 7.2, 7.118367346938776)","(12.0, 19.0, 18.5)","(101.0, 320.0, 301.875)"
10-01-2023 18:01:20.563125,"(21.0, 32.0, 28.823529411764707)","(4.8, 5.8, 5.741176470588235)","(5.5, 7.0, 6.625)","(2.05, 2.32, 2.3034146341463413)","(61.0, 120.0, 107.5)","(4.8, 7.2, 7.118367346938776)","(12.0, 19.0, 18.5)","(101.0, 310.0, 301.875)"
10-01-2023 18:01:21.774669,"(21.0, 32.0, 28.823529411764707)","(4.8, 5.8, 5.741176470588235)","(5.5, 7.0, 6.625)","(2.05, 2.32, 2.3466666666666667)","(61.0, 120.0, 107.5)","(4.8, 7.2, 7.095384615384615)","(12.0, 19.0, 18.647058823529413)","(101.0, 310.0, 301.875)"
10-01-2023 18:01:22.925523,"(21.0, 32.0, 28.823529411764707)","(4.8, 5.8, 5.763265306122449)","(5.5, 7.0, 6.56923076923077)","(2.0, 2.36, 2.328780487804878)","(61.0, 120.0, 107.5)","(4.8, 7.2, 7.1)","(12.0, 19.0, 20.977272727272727)","(101.0, 310.0, 301.875)"
