,Blue Vein,Belles Echo,Heidi Belle,Elcheikhali,Clickety Click,Tobias,Horlistic
12-01-2023 11:00:07.488550,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.6, 6.4363636363636365)","(11.0, 18.5, 16.5)","(19.0, 50.0, 32.666666666666664)","(7.5, 16.5, 14.75)"
12-01-2023 11:00:08.547546,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.6, 6.4363636363636365)","(11.0, 18.5, 16.5)","(19.0, 50.0, 32.666666666666664)","(7.5, 16.5, 14.75)"
12-01-2023 11:00:09.546892,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.6, 6.4363636363636365)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 16.5, 15.0)"
12-01-2023 11:00:10.564501,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.6, 6.4363636363636365)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 19.0, 14.666666666666666)"
12-01-2023 11:00:11.563303,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.966666666666667)","(5.0, 7.0, 6.117857142857143)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 16.6)"
12-01-2023 11:00:12.587567,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.966666666666667)","(5.0, 7.0, 6.6)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 14.285714285714285)"
12-01-2023 11:00:13.563290,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.966666666666667)","(5.0, 7.0, 6.6)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 14.285714285714285)"
12-01-2023 11:00:14.560063,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.966666666666667)","(5.0, 7.0, 6.6)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 14.0)"
12-01-2023 11:00:15.558692,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.8, 6.525)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 14.0)"
12-01-2023 11:00:16.499522,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.8, 6.525)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 14.0)"
12-01-2023 11:00:17.435829,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.8, 6.525)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 14.0)"
12-01-2023 11:00:18.403898,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.811111111111111)","(5.0, 6.8, 6.525)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 14.0)"
12-01-2023 11:00:19.404936,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.2, 4.966666666666667)","(5.0, 6.8, 6.375)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 16.88888888888889)"
12-01-2023 11:00:20.456582,"(4.0, 5.5, 5.190476190476191)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.1, 4.9)","(5.0, 6.6, 6.375)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 18.0, 15.25)"
12-01-2023 11:00:21.540741,"(4.0, 5.5, 5.204545454545454)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.1, 4.9)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:22.615812,"(4.0, 5.5, 5.204545454545454)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.1, 4.9)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:23.636474,"(4.0, 5.5, 5.204545454545454)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.1, 4.9)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:24.587656,"(4.0, 5.5, 5.204545454545454)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.1, 5.0675675675675675)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:25.533388,"(4.0, 5.5, 5.204545454545454)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.1, 5.0675675675675675)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:26.530836,"(4.0, 5.5, 5.204545454545454)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.0, 4.972972972972973)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:27.518207,"(4.0, 5.5, 5.204545454545454)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.0, 4.9411764705882355)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 29.2)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:28.533847,"(4.0, 5.5, 5.45)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.0, 4.9411764705882355)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 26.0)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:29.573387,"(4.0, 5.5, 5.45)","(3.5, 4.1, 3.858064516129032)","(4.2, 5.0, 4.9411764705882355)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 26.0)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:30.558634,"(4.0, 5.6, 5.317647058823529)","(3.5, 4.1, 3.858064516129032)","(4.2, 4.9, 4.852941176470589)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 30.666666666666664)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:31.591157,"(4.0, 5.6, 5.317647058823529)","(3.5, 4.1, 3.858064516129032)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 27.6)","(7.5, 17.0, 15.833333333333334)"
12-01-2023 11:00:32.638795,"(4.0, 5.6, 5.317647058823529)","(3.5, 4.1, 3.858064516129032)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.5)","(19.0, 50.0, 27.6)","(7.5, 17.0, 16.833333333333332)"
12-01-2023 11:00:33.727370,"(4.0, 5.6, 5.317647058823529)","(3.5, 4.1, 3.858064516129032)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(7.5, 18.5, 16.0)"
12-01-2023 11:00:34.885734,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.1, 3.858064516129032)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 18.5, 15.75)"
12-01-2023 11:00:35.969900,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.1, 3.858064516129032)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 18.0, 16.166666666666668)"
12-01-2023 11:00:37.012266,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.1, 3.84390243902439)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:38.074047,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.1, 3.8)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:39.093270,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.1, 3.8)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:40.054399,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:40.964906,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:41.985908,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 16.166666666666668)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:43.005648,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:44.025099,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:45.055503,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:46.035713,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:47.018874,"(4.0, 5.6, 5.317647058823529)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:47.955190,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.2250000000000005)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:49.008449,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.166666666666667)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:50.062982,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.888888888888889)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:51.145419,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8194444444444446)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:52.188868,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8194444444444446)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:53.170755,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8194444444444446)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 50.0, 27.6)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:54.134485,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8194444444444446)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 50.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:55.078864,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8194444444444446)","(4.2, 4.9, 4.846666666666667)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:56.047799,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8157894736842106)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:57.141075,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8157894736842106)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:58.200362,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8157894736842106)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:00:59.287573,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.8157894736842106)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.7)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:00.366321,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.9166666666666665)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.5, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:01.403592,"(4.0, 5.5, 5.264705882352941)","(3.4, 4.0, 3.9166666666666665)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:02.436977,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.9166666666666665)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.276923076923077)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:03.394053,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.9125)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.32)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:04.323191,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.86)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.323809523809524)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:05.330235,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.840909090909091)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:06.291470,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.8055555555555554)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:07.354582,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:08.392846,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:09.375077,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.8000000000000003)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.6)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.166666666666668)"
12-01-2023 11:01:10.387629,"(4.0, 5.5, 5.34)","(3.4, 4.0, 3.809090909090909)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.5)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.928571428571427)"
12-01-2023 11:01:11.378702,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.809090909090909)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.5)","(19.0, 48.0, 30.666666666666664)","(8.0, 17.5, 16.928571428571427)"
12-01-2023 11:01:12.426056,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.809090909090909)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 6.050000000000001)","(11.0, 18.0, 15.5)","(19.0, 48.0, 30.0)","(8.0, 17.5, 16.928571428571427)"
12-01-2023 11:01:13.426987,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.809090909090909)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.2, 5.95)","(11.0, 18.0, 15.0)","(19.0, 46.0, 30.0)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:14.482561,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.2, 5.95)","(11.0, 18.0, 15.0)","(19.0, 46.0, 30.0)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:15.648275,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.865217391304348)","(5.0, 6.2, 5.95)","(11.0, 18.0, 15.0)","(19.0, 46.0, 30.0)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:16.771985,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.865217391304348)","(5.0, 6.2, 5.98)","(11.0, 18.0, 15.0)","(19.0, 46.0, 29.333333333333332)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:17.871384,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.865217391304348)","(5.0, 6.4, 5.98)","(11.0, 18.0, 15.0)","(19.0, 44.0, 29.333333333333332)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:19.065444,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 5.98)","(11.0, 18.0, 15.0)","(19.0, 44.0, 29.333333333333332)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:20.179138,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.863636363636364)","(5.0, 6.4, 5.98)","(11.0, 18.0, 15.0)","(19.0, 44.0, 41.230769230769226)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:21.292766,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.86)","(5.0, 6.4, 5.95)","(11.0, 18.0, 15.0)","(19.0, 44.0, 32.666666666666664)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:22.387851,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.86)","(5.0, 6.2, 5.95)","(11.0, 18.0, 15.0)","(19.0, 44.0, 38.333333333333336)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:23.431346,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.86)","(5.0, 6.2, 5.95)","(11.0, 18.0, 15.0)","(19.0, 44.0, 38.333333333333336)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:24.453268,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.845454545454546)","(5.0, 6.2, 5.95)","(11.0, 18.0, 15.0)","(19.0, 44.0, 38.333333333333336)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:25.502539,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7666666666666666)","(4.2, 4.9, 4.7)","(5.0, 6.2, 5.95)","(11.0, 18.0, 15.0)","(19.0, 44.0, 38.333333333333336)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:26.520393,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.8185185185185184)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.327272727272728)","(11.0, 18.0, 15.0)","(19.0, 44.0, 39.14285714285714)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:27.585912,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.8185185185185184)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.327272727272728)","(11.0, 18.0, 15.0)","(19.0, 44.0, 39.14285714285714)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:28.675143,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.8185185185185184)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.327272727272728)","(11.0, 18.0, 15.0)","(19.0, 44.0, 40.22222222222222)","(8.0, 17.5, 16.7)"
12-01-2023 11:01:29.734777,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7421052631578946)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.327272727272728)","(11.0, 18.0, 15.0)","(19.0, 44.0, 36.0)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:30.792083,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.7421052631578946)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.323809523809524)","(11.0, 18.0, 15.5)","(19.0, 44.0, 34.0)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:31.735831,"(4.0, 5.4, 5.2956521739130435)","(3.4, 4.0, 3.711764705882353)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.323809523809524)","(11.0, 17.5, 15.5)","(19.0, 44.0, 34.0)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:32.708849,"(4.0, 5.3, 5.2318181818181815)","(3.4, 4.0, 3.711764705882353)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.323809523809524)","(11.0, 17.5, 15.5)","(19.0, 44.0, 34.0)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:33.719466,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.711764705882353)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.323809523809524)","(11.0, 17.5, 15.5)","(19.0, 44.0, 33.2)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:34.831501,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.711764705882353)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.323809523809524)","(11.0, 17.5, 15.5)","(19.0, 50.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:35.967146,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.711764705882353)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.323809523809524)","(11.0, 17.5, 15.5)","(19.0, 48.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:37.070289,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.711764705882353)","(4.2, 4.9, 4.838461538461539)","(5.0, 6.4, 6.323809523809524)","(11.0, 17.5, 15.5)","(19.0, 48.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:38.203655,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.711764705882353)","(4.2, 4.9, 4.72)","(5.0, 6.4, 6.315789473684211)","(11.0, 17.5, 15.5)","(19.0, 48.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:39.324778,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.711764705882353)","(4.2, 5.2, 4.72)","(5.0, 6.4, 6.32)","(11.0, 17.5, 15.5)","(19.0, 48.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:40.338660,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.711764705882353)","(4.2, 5.2, 4.72)","(5.0, 6.4, 6.32)","(11.0, 17.5, 15.5)","(19.0, 48.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:41.354231,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.69375)","(4.2, 5.2, 4.72)","(5.0, 6.4, 6.32)","(11.0, 17.5, 15.5)","(19.0, 48.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
12-01-2023 11:01:42.368712,"(4.0, 5.3, 5.221739130434782)","(3.4, 4.0, 3.69375)","(4.2, 5.2, 4.72)","(5.0, 6.4, 6.32)","(11.0, 17.5, 15.5)","(19.0, 48.0, 35.333333333333336)","(8.0, 17.5, 16.333333333333332)"
