,Graces Pace,Eura Northern Sky,Mo Silver,Fly Condor,Forever Lights,Gotothewindow,Indian Aces
16-12-2022 12:23:22.910588,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.044444444444444)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 150.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:23.875411,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.044444444444444)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 150.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:24.851805,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.044444444444444)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 150.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:25.858813,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.044444444444444)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:26.856239,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.044444444444444)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:27.844336,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.0)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:28.777370,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.0)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:29.715712,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.0)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:30.644152,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.0)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:31.634793,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:32.614899,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:33.617094,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:34.586516,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:35.571425,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.590909090909091)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:36.545097,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 150.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:37.470579,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 150.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:38.413867,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 150.0)","(31.0, 95.0, 64.5)"
16-12-2022 12:23:39.370251,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.666666666666668)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.259047619047619)","(31.0, 390.0, 211.0)","(31.0, 95.0, 74.66666666666666)"
16-12-2022 12:23:40.345789,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.8)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.2326315789473687)","(31.0, 390.0, 211.0)","(31.0, 95.0, 68.85714285714286)"
16-12-2022 12:23:41.375166,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.0)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.2326315789473687)","(31.0, 390.0, 211.0)","(31.0, 95.0, 78.8)"
16-12-2022 12:23:42.463877,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.0)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.2326315789473687)","(31.0, 390.0, 211.0)","(31.0, 90.0, 78.8)"
16-12-2022 12:23:43.564892,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 23.0)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.30126582278481)","(31.0, 390.0, 211.0)","(31.0, 90.0, 78.8)"
16-12-2022 12:23:44.558007,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 24.5)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.188888888888889)","(31.0, 390.0, 247.60000000000002)","(31.0, 90.0, 79.2)"
16-12-2022 12:23:45.528450,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.75)","(5.5, 5.7, 5.45)","(1.85, 2.34, 2.188888888888889)","(31.0, 390.0, 288.2857142857143)","(31.0, 90.0, 79.2)"
16-12-2022 12:23:46.493662,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 24.75)","(5.5, 5.7, 5.45)","(1.85, 2.32, 2.32625)","(31.0, 390.0, 207.0)","(31.0, 90.0, 64.0)"
16-12-2022 12:23:47.429571,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.75)","(5.5, 5.7, 5.5285714285714285)","(1.85, 2.36, 2.32625)","(31.0, 380.0, 250.25)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:48.392651,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 21.4)","(5.5, 5.7, 5.5285714285714285)","(1.85, 2.38, 2.21125)","(31.0, 380.0, 250.25)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:49.367729,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.061538461538461)","(15.0, 27.0, 24.333333333333332)","(5.5, 5.7, 5.66)","(1.85, 2.38, 2.21125)","(31.0, 380.0, 250.25)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:50.346724,"(8.0, 10.0, 9.6)","(4.4, 5.1, 5.044444444444444)","(15.0, 27.0, 24.75)","(5.5, 5.7, 5.66)","(1.85, 2.36, 2.2076190476190476)","(31.0, 380.0, 250.25)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:51.339377,"(8.0, 10.0, 9.6)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 21.75)","(5.0, 5.7, 5.5285714285714285)","(1.9, 2.36, 2.2076190476190476)","(31.0, 380.0, 250.25)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:52.342504,"(8.0, 10.0, 9.6)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 21.75)","(5.0, 5.7, 5.5285714285714285)","(1.9, 2.36, 2.2076190476190476)","(31.0, 380.0, 264.66666666666663)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:53.296065,"(8.0, 10.0, 9.6)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 24.75)","(5.0, 5.7, 5.66)","(1.9, 2.36, 2.2076190476190476)","(31.0, 380.0, 164.72727272727272)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:54.274697,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 25.125)","(5.0, 5.7, 5.5285714285714285)","(1.9, 2.36, 2.2076190476190476)","(31.0, 390.0, 164.72727272727272)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:55.293039,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 25.0)","(5.0, 5.7, 5.5285714285714285)","(1.9, 2.36, 2.2076190476190476)","(31.0, 390.0, 177.6)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:56.331008,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 25.285714285714285)","(5.0, 5.7, 5.661290322580645)","(1.9, 2.36, 2.2076190476190476)","(31.0, 390.0, 258.66666666666663)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:57.335526,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 25.285714285714285)","(5.0, 5.7, 5.661290322580645)","(1.9, 2.36, 2.2076190476190476)","(31.0, 370.0, 258.66666666666663)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:58.396731,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 22.333333333333332)","(5.0, 5.7, 5.661290322580645)","(1.9, 2.36, 2.2076190476190476)","(31.0, 370.0, 258.66666666666663)","(31.0, 90.0, 70.0)"
16-12-2022 12:23:59.464874,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 22.333333333333332)","(5.0, 5.7, 5.62)","(1.9, 2.36, 2.2076190476190476)","(31.0, 370.0, 258.66666666666663)","(31.0, 90.0, 70.0)"
16-12-2022 12:24:00.581086,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 22.333333333333332)","(5.0, 5.7, 5.25)","(1.9, 2.36, 2.228)","(31.0, 370.0, 258.66666666666663)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:01.704185,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 23.5)","(5.0, 5.7, 5.6000000000000005)","(1.9, 2.34, 2.228)","(31.0, 370.0, 256.66666666666663)","(31.0, 90.0, 64.0)"
16-12-2022 12:24:02.794729,"(8.0, 10.0, 9.657142857142857)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 23.5)","(5.0, 5.7, 5.589473684210526)","(1.9, 2.34, 2.2818181818181817)","(31.0, 370.0, 201.0)","(31.0, 90.0, 64.0)"
16-12-2022 12:24:03.852638,"(8.0, 10.0, 9.657142857142857)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 26.0)","(5.0, 5.7, 5.525)","(1.9, 2.34, 2.2818181818181817)","(31.0, 370.0, 235.60000000000002)","(31.0, 90.0, 64.0)"
16-12-2022 12:24:04.931213,"(8.0, 10.0, 9.657142857142857)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 24.333333333333332)","(5.0, 5.7, 5.575)","(1.9, 2.34, 2.2623529411764705)","(31.0, 370.0, 235.60000000000002)","(31.0, 90.0, 64.0)"
16-12-2022 12:24:05.969525,"(8.0, 10.0, 9.657142857142857)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 24.166666666666668)","(5.0, 5.7, 5.575)","(1.9, 2.38, 2.2282758620689656)","(31.0, 370.0, 235.60000000000002)","(31.0, 90.0, 64.0)"
16-12-2022 12:24:07.020383,"(8.0, 10.0, 9.657142857142857)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 25.857142857142858)","(5.0, 5.7, 5.6)","(1.9, 2.38, 2.2266666666666666)","(31.0, 370.0, 235.60000000000002)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:08.014183,"(8.0, 10.0, 9.657142857142857)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 24.166666666666668)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.2266666666666666)","(31.0, 370.0, 235.60000000000002)","(31.0, 90.0, 64.0)"
16-12-2022 12:24:08.972025,"(8.0, 10.0, 9.657142857142857)","(4.2, 5.1, 5.044444444444444)","(15.0, 27.0, 24.166666666666668)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.265263157894737)","(31.0, 370.0, 235.60000000000002)","(31.0, 90.0, 64.0)"
16-12-2022 12:24:09.961825,"(8.0, 10.0, 8.933333333333334)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 25.857142857142858)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.265263157894737)","(31.0, 370.0, 235.60000000000002)","(31.0, 90.0, 79.6)"
16-12-2022 12:24:10.946670,"(8.0, 10.0, 9.6)","(4.2, 5.1, 4.907692307692307)","(15.0, 27.0, 24.166666666666668)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.265263157894737)","(31.0, 370.0, 64.6)","(31.0, 90.0, 86.66666666666667)"
16-12-2022 12:24:11.994159,"(8.0, 10.0, 9.475)","(4.2, 5.1, 5.073684210526316)","(15.0, 27.0, 25.5)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.265263157894737)","(31.0, 85.0, 64.6)","(31.0, 90.0, 86.66666666666667)"
16-12-2022 12:24:12.983667,"(8.0, 10.0, 9.475)","(4.2, 5.1, 5.073684210526316)","(15.0, 27.0, 26.0)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.265263157894737)","(31.0, 85.0, 64.6)","(31.0, 90.0, 86.66666666666667)"
16-12-2022 12:24:13.972891,"(8.0, 10.0, 9.475)","(4.2, 5.1, 5.073684210526316)","(15.0, 25.0, 24.285714285714285)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.265263157894737)","(31.0, 85.0, 64.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:14.968202,"(8.0, 10.0, 9.475)","(4.2, 5.1, 5.073684210526316)","(15.0, 25.0, 22.833333333333332)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.265263157894737)","(31.0, 85.0, 64.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:15.973541,"(8.0, 10.0, 9.475)","(4.2, 5.1, 5.073684210526316)","(15.0, 25.0, 24.07142857142857)","(5.0, 5.7, 5.6)","(1.9, 2.36, 2.284)","(31.0, 85.0, 60.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:17.045951,"(8.0, 10.0, 9.475)","(4.2, 5.1, 5.094339622641509)","(15.0, 25.0, 25.4)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.34, 2.3133333333333335)","(31.0, 85.0, 66.2)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:18.104790,"(8.0, 10.0, 9.475)","(4.2, 5.1, 5.094339622641509)","(15.0, 27.0, 25.4)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.34, 2.3133333333333335)","(31.0, 85.0, 66.2)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:19.194319,"(8.0, 10.0, 9.475)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.4)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.34, 2.2866666666666666)","(31.0, 85.0, 66.2)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:20.277995,"(8.0, 10.0, 9.475)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.4)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.34, 2.2562962962962962)","(31.0, 85.0, 66.2)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:21.376154,"(8.0, 10.0, 9.475)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.25)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2843243243243245)","(31.0, 85.0, 60.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:22.374161,"(8.0, 10.0, 9.475)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.25)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2843243243243245)","(31.0, 85.0, 60.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:23.375840,"(8.0, 10.0, 9.475)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.25)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2843243243243245)","(31.0, 85.0, 60.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:24.379515,"(8.0, 10.0, 9.475)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 23.0)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 55.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:25.442611,"(8.0, 10.0, 9.475)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 24.6)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 55.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:26.555628,"(8.0, 10.0, 9.3)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 24.6)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 55.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:27.684241,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 24.6)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 55.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:28.784494,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 24.6)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 55.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:29.890922,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 24.6)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 55.6)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:30.970317,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 24.6)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.36, 2.262)","(31.0, 85.0, 51.4)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:32.113697,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.5)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.34, 2.262)","(31.0, 85.0, 53.2)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:33.195575,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 26.166666666666668)","(5.0, 5.7, 5.627272727272727)","(1.9, 2.34, 2.2425)","(31.0, 85.0, 59.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:34.236034,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 26.166666666666668)","(5.0, 5.7, 5.586666666666667)","(1.9, 2.34, 2.262)","(31.0, 85.0, 59.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:35.278361,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.5)","(5.0, 5.8, 5.586666666666667)","(1.9, 2.34, 2.2858823529411767)","(31.0, 85.0, 59.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:36.429687,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.38, 2.2562962962962962)","(31.0, 85.0, 59.5)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:37.519354,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 53.2)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:38.685624,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 25.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.36, 2.2562962962962962)","(31.0, 85.0, 51.4)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:39.776144,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.094339622641509)","(15.0, 27.0, 26.166666666666668)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.36, 2.2963636363636364)","(31.0, 85.0, 61.42857142857143)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:40.846838,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.095)","(15.0, 27.0, 26.166666666666668)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2963636363636364)","(31.0, 85.0, 61.42857142857143)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:42.033882,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.095)","(15.0, 27.0, 25.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2963636363636364)","(31.0, 85.0, 61.42857142857143)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:43.158229,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.095)","(15.0, 27.0, 26.0)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2963636363636364)","(31.0, 85.0, 61.42857142857143)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:44.304425,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.095)","(15.0, 27.0, 26.166666666666668)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2963636363636364)","(31.0, 85.0, 53.2)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:45.624257,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.095)","(15.0, 27.0, 25.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.3016666666666667)","(31.0, 85.0, 61.599999999999994)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:46.728236,"(8.0, 9.8, 9.5)","(4.0, 5.1, 5.095)","(15.0, 27.0, 25.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.36, 2.2963636363636364)","(31.0, 80.0, 59.0)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:47.940599,"(8.0, 9.8, 9.466666666666667)","(4.0, 5.1, 5.095)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2963636363636364)","(31.0, 80.0, 59.0)","(31.0, 90.0, 77.5)"
16-12-2022 12:24:49.036816,"(8.0, 9.8, 9.466666666666667)","(4.0, 5.1, 5.095)","(15.0, 27.0, 26.0)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2714285714285714)","(31.0, 80.0, 59.0)","(31.0, 90.0, 72.5)"
16-12-2022 12:24:50.138657,"(8.0, 9.8, 9.466666666666667)","(4.0, 5.1, 5.0625)","(15.0, 27.0, 26.0)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2714285714285714)","(31.0, 80.0, 59.0)","(31.0, 90.0, 66.66666666666667)"
16-12-2022 12:24:51.268001,"(8.0, 9.8, 9.466666666666667)","(4.0, 5.1, 5.073333333333333)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.2382608695652175)","(31.0, 80.0, 59.0)","(31.0, 90.0, 66.66666666666667)"
16-12-2022 12:24:52.350231,"(8.0, 9.8, 9.100000000000001)","(4.0, 5.1, 5.073333333333333)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.36, 2.3249999999999997)","(31.0, 80.0, 59.0)","(31.0, 90.0, 66.66666666666667)"
16-12-2022 12:24:53.345923,"(8.0, 9.8, 9.100000000000001)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 59.0)","(31.0, 90.0, 66.66666666666667)"
16-12-2022 12:24:54.334671,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 59.0)","(31.0, 90.0, 66.66666666666667)"
16-12-2022 12:24:55.407103,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.654545454545454)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 59.0)","(31.0, 90.0, 66.66666666666667)"
16-12-2022 12:24:56.450527,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.733333333333333)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 59.0)","(31.0, 90.0, 55.33333333333333)"
16-12-2022 12:24:57.562132,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 26.0)","(5.0, 5.8, 5.733333333333333)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 53.6)","(31.0, 90.0, 70.0)"
16-12-2022 12:24:58.818202,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.733333333333333)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 59.0)","(31.0, 90.0, 55.33333333333333)"
16-12-2022 12:25:00.072794,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 23.5)","(5.0, 5.8, 5.733333333333333)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 59.0)","(31.0, 90.0, 70.0)"
16-12-2022 12:25:01.254559,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 25.583333333333336)","(5.0, 5.8, 5.806666666666667)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 54.5)","(31.0, 90.0, 55.33333333333333)"
16-12-2022 12:25:02.374714,"(8.0, 9.8, 9.4)","(4.0, 5.1, 5.0636363636363635)","(15.0, 27.0, 25.583333333333336)","(5.0, 5.9, 6.0)","(1.9, 2.34, 2.3249999999999997)","(31.0, 80.0, 63.333333333333336)","(31.0, 90.0, 70.0)"
