,Catch The King,Inga Izzy,Crooked Shadows,Inga Sid,Little Linton,Fletcher Flash,Chasing Barbie,Tamborine Girl
09-01-2023 14:30:30.873229,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 40.833333333333336)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:32.103947,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 40.833333333333336)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:33.293800,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 40.833333333333336)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:34.553272,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 40.833333333333336)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:35.831487,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 58.75)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:37.012429,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 64.44444444444444)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 470.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:38.301877,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 64.44444444444444)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:39.649916,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 64.44444444444444)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:40.898323,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 64.44444444444444)","(71.0, 480.0, 340.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:42.109368,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 570.0, 340.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:43.321857,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 570.0, 340.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:44.437381,"(2.4, 3.8, 2.733846153846154)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 570.0, 340.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:45.505434,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 570.0, 340.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:46.569183,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 25.333333333333332)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 570.0, 340.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:47.622651,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 570.0, 340.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 560.0, 330.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:48.754689,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 580.0, 295.0)","(2.9, 4.3, 3.4153846153846152)","(71.0, 570.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:49.962283,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.407142857142857)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:51.191900,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:52.371975,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:53.503484,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:54.627688,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:55.733957,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:56.928547,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:58.154760,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:30:59.328232,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:00.516766,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:01.649739,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:02.765667,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 295.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 285.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:03.848863,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 41.666666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 402.5)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:04.968384,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 480.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:06.120632,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 580.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:07.246972,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 580.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:08.347006,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 580.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:09.435880,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 580.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:10.504289,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 580.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:11.537225,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 580.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:12.578400,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 32.14285714285714)","(5.0, 9.8, 6.4399999999999995)","(26.0, 110.0, 42.5)","(71.0, 580.0, 350.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 340.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:13.662230,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 27.5)","(5.0, 9.8, 7.066666666666667)","(26.0, 110.0, 42.5)","(71.0, 580.0, 300.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 402.5)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:14.768711,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.366666666666667)","(26.0, 110.0, 43.333333333333336)","(71.0, 480.0, 305.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:15.876068,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 7.4)","(26.0, 110.0, 43.333333333333336)","(71.0, 480.0, 305.0)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:16.953485,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 43.333333333333336)","(71.0, 480.0, 403.33333333333337)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:17.999334,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 56.25)","(71.0, 470.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:19.078365,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:20.180184,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:21.295706,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:22.449534,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:23.621585,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:24.734517,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:25.850891,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:26.936291,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:28.028768,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:29.169248,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:30.303914,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 295.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:31.538187,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 470.0, 345.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:32.753633,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 345.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:33.972556,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 345.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:35.090955,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 345.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:36.198618,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 345.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:37.352177,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:38.508450,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:39.649587,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:40.828878,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:41.995335,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:43.125222,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:44.266945,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:45.370395,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:46.504469,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:47.662134,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:48.793779,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:49.880988,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:50.941788,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:51.999759,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:53.047994,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.345454545454546)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.6421052631578945)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:54.165782,"(2.4, 3.75, 3.057272727272727)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 411.66666666666663)","(2.9, 4.3, 3.8535714285714286)","(71.0, 570.0, 350.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:55.315675,"(2.4, 3.75, 3.0444444444444443)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 480.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 570.0, 300.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:56.505950,"(2.4, 3.75, 3.0444444444444443)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 160.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 470.0, 300.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:57.712208,"(2.4, 3.75, 2.6136363636363638)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 160.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 470.0, 300.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:58.866093,"(2.4, 3.75, 2.6136363636363638)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 160.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 470.0, 300.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:31:59.888920,"(2.4, 3.75, 2.6136363636363638)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 160.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 470.0, 300.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:32:00.897663,"(2.4, 3.75, 2.6136363636363638)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 160.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 470.0, 370.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:32:01.925126,"(2.4, 3.75, 2.6136363636363638)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 160.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 470.0, 370.0)","(3.7, 6.4, 3.7875)"
09-01-2023 14:32:03.008124,"(2.4, 3.75, 2.6136363636363638)","(21.0, 60.0, 28.333333333333332)","(5.0, 9.8, 8.858823529411765)","(26.0, 110.0, 39.166666666666664)","(71.0, 160.0, 145.0)","(2.9, 4.3, 3.8535714285714286)","(71.0, 470.0, 370.0)","(3.7, 6.4, 3.7875)"
