,Crimosa,Man In Motion,Eastern Breeze,Mr Brown Fox,Prophets Daughter,Nans Obsession,Bint Alqamar,Zoulon,Rich Velvet,Beejays Hero
10-01-2023 16:21:23.762219,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 22.333333333333332)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.7918181818181815)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 58.86363636363636)","(7.0, 8.4, 7.58918918918919)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 183.33333333333334)"
10-01-2023 16:21:25.237101,"(3.6, 4.7, 4.552631578947368)","(17.0, 23.0, 21.75)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.7918181818181815)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 58.86363636363636)","(7.0, 8.4, 7.566666666666667)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 183.33333333333334)"
10-01-2023 16:21:26.732901,"(3.6, 4.7, 4.552631578947368)","(17.0, 24.0, 21.75)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.813846153846154)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 64.77272727272728)","(7.0, 8.4, 7.566666666666667)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 183.33333333333334)"
10-01-2023 16:21:28.176440,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 21.75)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.813846153846154)","(13.0, 18.5, 17.571428571428573)","(31.0, 75.0, 67.33333333333333)","(7.0, 8.4, 7.682051282051282)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 183.33333333333334)"
10-01-2023 16:21:29.650531,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 21.75)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.813846153846154)","(13.0, 18.5, 17.571428571428573)","(31.0, 70.0, 67.33333333333333)","(7.0, 8.4, 7.682051282051282)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:31.107373,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 20.833333333333332)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.813846153846154)","(13.0, 18.5, 17.571428571428573)","(31.0, 70.0, 67.33333333333333)","(7.0, 8.4, 7.525)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:32.610699,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 20.689655172413794)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.841818181818182)","(13.0, 18.5, 17.571428571428573)","(31.0, 70.0, 67.33333333333333)","(7.0, 8.4, 7.5)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:34.166482,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 20.689655172413794)","(6.0, 11.5, 9.978947368421053)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.841818181818182)","(13.0, 18.5, 17.571428571428573)","(31.0, 70.0, 67.33333333333333)","(7.0, 8.2, 7.466666666666667)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:35.634568,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 20.689655172413794)","(6.0, 11.5, 10.4)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.86, 2.8393103448275863)","(13.0, 18.5, 17.571428571428573)","(31.0, 70.0, 67.33333333333333)","(7.0, 8.2, 7.59047619047619)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:37.004600,"(3.6, 4.7, 4.566666666666666)","(17.0, 24.0, 20.689655172413794)","(6.0, 11.0, 10.066666666666666)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.8393103448275863)","(13.0, 18.5, 17.571428571428573)","(31.0, 70.0, 61.470588235294116)","(7.0, 8.2, 7.723636363636364)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:38.338696,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.054545454545455)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.8393103448275863)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.723636363636364)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:39.770583,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.123076923076923)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.8393103448275863)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.705263157894737)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:41.217130,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.123076923076923)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.8393103448275863)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.609302325581395)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:42.691239,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.123076923076923)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.8393103448275863)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:44.099519,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.123076923076923)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.8393103448275863)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:45.538493,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.123076923076923)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.843783783783784)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:46.912662,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.123076923076923)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.843783783783784)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:48.277031,"(3.6, 4.7, 4.566666666666666)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.22)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.843783783783784)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:49.695380,"(3.6, 4.7, 4.5636363636363635)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.425925925925926)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.86, 2.8765217391304345)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:51.088920,"(3.6, 4.7, 4.5636363636363635)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.425925925925926)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.9, 2.8688)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:52.454004,"(3.6, 4.7, 4.5636363636363635)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.425925925925926)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.9, 2.8688)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:53.786171,"(3.6, 4.7, 4.5636363636363635)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.425925925925926)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.9, 2.8688)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:55.414549,"(3.6, 4.7, 4.5636363636363635)","(17.0, 23.0, 21.25)","(6.0, 10.5, 10.425925925925926)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.9, 2.8688)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:57.022283,"(3.6, 4.7, 4.5636363636363635)","(17.0, 23.0, 21.071428571428573)","(6.0, 10.5, 10.425925925925926)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.9, 2.926)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:21:58.787065,"(3.6, 4.7, 4.15)","(17.0, 23.0, 21.071428571428573)","(6.0, 10.5, 11.189655172413794)","(13.0, 20.0, 19.142857142857142)","(2.6, 2.94, 2.904)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.496)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:00.347923,"(3.6, 4.2, 4.05)","(17.0, 23.0, 21.071428571428573)","(6.0, 11.5, 11.189655172413794)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.94, 2.933333333333333)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.514285714285714)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:01.962964,"(3.6, 4.5, 4.064516129032258)","(17.0, 23.0, 21.2)","(6.0, 11.5, 10.944444444444445)","(13.0, 20.0, 19.333333333333332)","(2.6, 2.96, 2.8634146341463413)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.58)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:03.426053,"(3.6, 4.5, 4.064516129032258)","(17.0, 23.0, 21.2)","(6.0, 11.5, 11.033333333333333)","(13.0, 20.0, 19.333333333333332)","(2.6, 3.0, 2.8666666666666667)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 61.470588235294116)","(7.0, 8.0, 7.58)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:04.917012,"(3.6, 4.4, 4.1066666666666665)","(17.0, 23.0, 21.333333333333332)","(6.0, 11.5, 11.033333333333333)","(13.0, 20.0, 19.333333333333332)","(2.6, 3.0, 2.8666666666666667)","(13.0, 18.5, 17.571428571428573)","(31.0, 65.0, 64.77272727272728)","(7.0, 8.0, 7.607692307692308)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:06.462765,"(3.7, 4.4, 4.1066666666666665)","(17.0, 23.0, 21.333333333333332)","(6.0, 11.5, 11.033333333333333)","(13.0, 20.0, 19.333333333333332)","(2.6, 3.0, 2.8755555555555556)","(13.0, 18.5, 17.571428571428573)","(31.0, 75.0, 58.55263157894737)","(7.0, 8.0, 7.733333333333333)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:07.992957,"(3.7, 4.4, 4.18)","(17.0, 23.0, 21.142857142857142)","(6.0, 11.5, 11.181818181818182)","(13.0, 20.0, 19.333333333333332)","(2.6, 3.0, 2.968235294117647)","(13.0, 18.5, 16.61111111111111)","(31.0, 75.0, 58.55263157894737)","(7.0, 8.0, 7.733333333333333)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:09.417177,"(3.7, 4.4, 4.18)","(17.0, 22.0, 21.142857142857142)","(6.0, 11.5, 11.181818181818182)","(13.0, 20.0, 19.333333333333332)","(2.6, 3.0, 2.905952380952381)","(13.0, 18.5, 16.666666666666668)","(31.0, 75.0, 58.55263157894737)","(7.0, 8.0, 7.733333333333333)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:10.885644,"(3.7, 4.4, 4.325)","(17.0, 22.0, 21.142857142857142)","(6.0, 11.5, 11.181818181818182)","(13.0, 20.0, 19.5)","(2.6, 3.15, 2.9067567567567565)","(13.0, 18.0, 16.75)","(31.0, 75.0, 67.33333333333333)","(7.0, 8.0, 7.5600000000000005)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:12.312566,"(3.7, 4.4, 4.325)","(17.0, 22.0, 21.142857142857142)","(6.0, 11.5, 11.181818181818182)","(13.0, 20.0, 19.357142857142858)","(2.6, 3.15, 2.977777777777778)","(13.0, 17.0, 16.583333333333332)","(31.0, 70.0, 60.833333333333336)","(7.0, 8.0, 7.57037037037037)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 203.33333333333334)"
10-01-2023 16:22:13.778228,"(3.7, 4.5, 4.328571428571428)","(17.0, 22.0, 21.142857142857142)","(6.0, 11.5, 11.083333333333334)","(13.0, 20.0, 19.357142857142858)","(2.6, 3.1, 3.0228571428571427)","(13.0, 17.0, 16.583333333333332)","(31.0, 70.0, 60.833333333333336)","(7.0, 8.0, 7.57037037037037)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:15.230645,"(3.7, 4.5, 4.166666666666667)","(17.0, 22.0, 21.142857142857142)","(6.0, 11.5, 11.083333333333334)","(13.0, 20.0, 19.357142857142858)","(2.6, 3.1, 3.0478260869565217)","(13.0, 17.0, 16.583333333333332)","(31.0, 70.0, 60.833333333333336)","(7.0, 8.0, 7.456250000000001)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:16.674155,"(3.7, 4.5, 4.166666666666667)","(17.0, 22.0, 21.142857142857142)","(6.0, 11.5, 10.26)","(13.0, 20.0, 19.142857142857142)","(2.6, 3.1, 3.044)","(13.0, 17.0, 16.583333333333332)","(31.0, 70.0, 63.0)","(7.0, 8.0, 7.456250000000001)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:18.096495,"(3.7, 4.5, 4.166666666666667)","(17.0, 22.0, 21.142857142857142)","(6.0, 10.5, 10.26)","(13.0, 20.0, 19.142857142857142)","(2.6, 3.1, 3.044)","(13.0, 17.0, 16.583333333333332)","(31.0, 65.0, 63.0)","(7.0, 8.0, 7.456250000000001)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:19.445619,"(3.6, 4.5, 4.125)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.273584905660377)","(14.0, 20.0, 19.142857142857142)","(2.6, 3.1, 3.06)","(14.0, 17.0, 16.583333333333332)","(41.0, 65.0, 63.0)","(6.5, 8.0, 7.456250000000001)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:20.900026,"(3.6, 4.4, 4.385185185185185)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.273584905660377)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.1, 3.130357142857143)","(14.0, 17.0, 16.583333333333332)","(41.0, 65.0, 60.4)","(6.5, 8.0, 7.531034482758621)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:22.361313,"(3.6, 4.5, 4.194117647058823)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.273584905660377)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.2, 3.14)","(14.0, 17.0, 16.583333333333332)","(41.0, 70.0, 63.0)","(6.5, 7.6, 7.457142857142856)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:23.824759,"(3.6, 4.5, 4.194117647058823)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.273584905660377)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.2, 3.110810810810811)","(14.0, 17.0, 16.583333333333332)","(41.0, 65.0, 63.0)","(6.5, 7.6, 7.457142857142856)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:25.310751,"(3.6, 4.5, 4.199999999999999)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.192307692307692)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.2, 3.110810810810811)","(14.0, 17.0, 16.635135135135137)","(41.0, 65.0, 60.4)","(6.5, 7.6, 7.2620689655172415)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:26.675503,"(3.6, 4.5, 4.199999999999999)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.192307692307692)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.2, 3.1602941176470587)","(14.0, 17.0, 16.46153846153846)","(41.0, 70.0, 63.0)","(6.5, 7.4, 6.782608695652174)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:28.330830,"(3.6, 4.5, 4.199999999999999)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.192307692307692)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.2, 3.2765625)","(14.0, 17.0, 16.5)","(41.0, 65.0, 63.0)","(6.5, 7.2, 7.02)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:29.874092,"(3.6, 4.5, 4.194117647058823)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.3, 3.2548387096774194)","(14.0, 17.0, 16.410714285714285)","(41.0, 65.0, 63.0)","(6.5, 7.2, 6.744827586206896)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:31.404071,"(3.6, 4.5, 4.217391304347826)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.3, 3.25)","(14.0, 17.0, 16.379310344827587)","(41.0, 65.0, 63.0)","(6.5, 7.2, 6.744827586206896)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:32.877121,"(3.6, 4.5, 4.194117647058823)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.3, 3.259302325581395)","(14.0, 17.0, 16.53448275862069)","(41.0, 65.0, 63.0)","(6.5, 7.2, 6.861538461538461)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:34.420072,"(3.6, 4.5, 4.194117647058823)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.3, 3.259302325581395)","(14.0, 17.0, 16.53448275862069)","(41.0, 65.0, 63.0)","(6.5, 7.2, 6.651162790697674)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:35.911689,"(3.6, 4.5, 4.194117647058823)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.2)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.3, 3.151408450704225)","(14.0, 17.0, 16.804347826086957)","(41.0, 65.0, 63.0)","(6.5, 7.2, 6.619047619047619)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:37.344820,"(3.6, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.2)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.661290322580644)","(41.0, 65.0, 63.0)","(6.5, 7.2, 6.76)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:38.882772,"(3.6, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.661290322580644)","(41.0, 65.0, 63.0)","(6.5, 7.0, 6.625)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:40.479562,"(3.6, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.661290322580644)","(41.0, 65.0, 63.0)","(6.5, 7.0, 6.7)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:41.958951,"(3.7, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.661290322580644)","(41.0, 65.0, 63.0)","(6.0, 7.0, 6.7)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:43.476944,"(3.7, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.157142857142857)","(14.0, 20.0, 18.666666666666668)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 7.0, 6.7)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 210.0)"
10-01-2023 16:22:44.933208,"(3.7, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 10.5, 10.323529411764707)","(14.0, 20.0, 20.705882352941178)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 7.0, 6.250909090909091)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 216.66666666666666)"
10-01-2023 16:22:46.432158,"(3.7, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 11.5, 10.9375)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 7.0, 6.361538461538462)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 216.66666666666666)"
10-01-2023 16:22:47.972149,"(3.7, 4.5, 4.252380952380952)","(17.0, 22.0, 21.142857142857142)","(6.5, 11.5, 10.75)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.34)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 195.0)"
10-01-2023 16:22:49.441082,"(3.7, 4.5, 4.252380952380952)","(17.0, 24.0, 21.214285714285715)","(6.5, 11.5, 10.75)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.35)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 195.0)"
10-01-2023 16:22:50.881924,"(3.7, 4.5, 4.252380952380952)","(17.0, 24.0, 21.2)","(6.5, 11.5, 10.75)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1243243243243244)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.35)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 220.0)"
10-01-2023 16:22:52.241553,"(3.7, 4.5, 4.25)","(17.0, 24.0, 21.2)","(6.5, 11.5, 10.75)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1208333333333336)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.35)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 220.0)"
10-01-2023 16:22:53.701304,"(3.7, 4.4, 4.194117647058823)","(17.0, 24.0, 21.2)","(6.5, 11.5, 10.75)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1208333333333336)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.2328125000000005)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 220.0)"
10-01-2023 16:22:55.048012,"(3.7, 4.3, 4.194117647058823)","(17.0, 24.0, 21.2)","(6.5, 11.5, 10.944444444444445)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1208333333333336)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.25)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 220.0)"
10-01-2023 16:22:56.633661,"(3.7, 4.3, 4.18)","(17.0, 24.0, 21.2)","(6.5, 11.5, 10.944444444444445)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.25, 3.1500000000000004)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.233870967741936)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 220.0)"
10-01-2023 16:22:57.926538,"(3.7, 4.3, 4.18)","(17.0, 24.0, 21.2)","(6.5, 11.5, 10.944444444444445)","(14.0, 23.0, 20.705882352941178)","(2.6, 3.2, 3.1500000000000004)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.233870967741936)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 220.0)"
10-01-2023 16:22:59.326295,"(3.7, 4.3, 4.1499999999999995)","(17.0, 24.0, 21.2)","(6.5, 11.5, 10.944444444444445)","(14.0, 23.0, 19.904761904761905)","(2.6, 3.2, 3.1192307692307693)","(14.0, 17.0, 16.533333333333335)","(41.0, 65.0, 63.0)","(6.0, 6.8, 6.233870967741936)","(31.0, 60.0, 55.714285714285715)","(101.0, 230.0, 220.0)"
