,Crimosa,Man In Motion,Eastern Breeze,Mr Brown Fox,Prophets Daughter,Nans Obsession,Bint Alqamar,Zoulon,Rich Velvet,Beejays Hero
10-01-2023 16:16:46.723364,"(3.5, 4.5, 4.392307692307692)","(17.0, 24.0, 22.615384615384617)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 65.0, 57.09090909090909)","(6.5, 8.2, 7.571428571428571)","(31.0, 50.0, 48.93333333333333)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:48.208906,"(3.5, 4.5, 4.392307692307692)","(17.0, 24.0, 22.615384615384617)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 57.09090909090909)","(6.5, 8.2, 7.571428571428571)","(31.0, 50.0, 48.93333333333333)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:49.717392,"(3.5, 4.5, 4.392307692307692)","(17.0, 24.0, 22.615384615384617)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.571428571428571)","(31.0, 50.0, 48.93333333333333)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:51.179617,"(3.5, 4.5, 4.392307692307692)","(17.0, 24.0, 22.615384615384617)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.571428571428571)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:52.615596,"(3.5, 4.5, 4.403448275862069)","(17.0, 24.0, 22.615384615384617)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.848)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:54.102451,"(3.5, 4.5, 4.403448275862069)","(17.0, 24.0, 22.90909090909091)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.896551724137931)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:55.548702,"(3.5, 4.5, 4.403448275862069)","(17.0, 24.0, 22.56)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.896551724137931)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:56.976625,"(3.5, 4.5, 4.403448275862069)","(17.0, 23.0, 21.77777777777778)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:58.315227,"(3.5, 4.5, 4.403448275862069)","(17.0, 22.0, 21.77777777777778)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.2375000000000003)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:16:59.702282,"(3.5, 4.5, 4.415384615384616)","(17.0, 22.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.125)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:01.120385,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.0)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.25)","(2.7, 3.2, 3.125)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:02.500149,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.25)","(2.7, 3.2, 3.125)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:03.865268,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.25)","(2.7, 3.2, 3.125)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:05.281172,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.25)","(2.7, 3.2, 3.125)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:06.729284,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.25)","(2.7, 3.2, 3.125)","(13.0, 18.0, 16.5)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:08.237616,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.2, 3.242857142857143)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:09.918886,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.238888888888889)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:11.465249,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.238888888888889)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:12.901412,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.238888888888889)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:14.381944,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.27)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:15.898931,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.27)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:17.393267,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 7.992)","(12.0, 21.0, 18.25)","(2.7, 3.35, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:18.862744,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 8.1)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:20.290673,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 22.4)","(4.8, 9.0, 8.1)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:21.754627,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 20.333333333333332)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:23.218321,"(3.5, 4.5, 4.415384615384616)","(17.0, 23.0, 19.857142857142858)","(4.8, 9.0, 8.16)","(12.0, 21.0, 19.0)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:24.653949,"(3.5, 4.5, 4.415384615384616)","(17.0, 22.0, 20.03125)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.5)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:26.038147,"(3.5, 4.5, 4.415384615384616)","(17.0, 22.0, 20.03125)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.5)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 56.0)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:27.398142,"(3.5, 4.5, 4.415384615384616)","(17.0, 22.0, 20.03125)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.27777777777778)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 57.45454545454545)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:28.725105,"(3.5, 4.5, 4.415384615384616)","(17.0, 22.0, 20.03125)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.27777777777778)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 57.45454545454545)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:30.026424,"(3.5, 4.5, 4.415384615384616)","(17.0, 22.0, 19.541666666666668)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.666666666666668)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.16666666666667)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:31.317330,"(3.5, 4.5, 4.415384615384616)","(17.0, 21.0, 19.541666666666668)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.666666666666668)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.16666666666667)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:32.694979,"(3.5, 4.5, 4.415384615384616)","(17.0, 21.0, 19.541666666666668)","(4.8, 9.0, 8.16)","(12.0, 21.0, 18.666666666666668)","(2.7, 3.25, 3.209090909090909)","(13.0, 18.0, 16.26923076923077)","(31.0, 60.0, 54.16666666666667)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:34.102942,"(3.5, 4.5, 4.415384615384616)","(17.0, 21.0, 18.5)","(4.8, 9.0, 8.142857142857142)","(12.0, 21.0, 18.666666666666668)","(2.7, 3.25, 3.19)","(13.0, 18.0, 15.909090909090908)","(31.0, 60.0, 45.5)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:35.465007,"(3.5, 5.1, 4.91578947368421)","(17.0, 19.5, 18.5)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.909090909090908)","(31.0, 55.0, 46.5)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:36.825772,"(3.5, 5.1, 4.91578947368421)","(17.0, 19.5, 18.423076923076923)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 46.5)","(6.5, 8.2, 7.852631578947368)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:38.192036,"(3.5, 5.1, 4.9)","(17.0, 19.5, 18.423076923076923)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.8)","(31.0, 50.0, 46.285714285714285)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:39.514274,"(3.5, 5.1, 4.9)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.8)","(31.0, 48.0, 46.285714285714285)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:40.840934,"(3.5, 5.1, 4.9)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.285714285714285)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:42.154006,"(3.5, 5.1, 4.788888888888889)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.4)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:43.558138,"(3.5, 5.1, 4.788888888888889)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.4)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:44.935743,"(3.5, 5.1, 4.788888888888889)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.1799999999999997)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.4)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:46.392920,"(3.5, 5.1, 4.814285714285714)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.19)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.4)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:47.750319,"(3.5, 5.1, 4.814285714285714)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.130952380952381)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.4)","(6.5, 8.2, 7.711111111111111)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:49.139299,"(3.5, 5.1, 4.742857142857143)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.15, 3.158695652173913)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.4)","(6.5, 8.2, 7.76)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:50.443659,"(3.5, 5.1, 4.742857142857143)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.25)","(2.7, 3.25, 3.158695652173913)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.4)","(6.5, 8.2, 7.76)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:51.804103,"(3.5, 5.1, 4.8)","(17.0, 19.5, 18.033333333333335)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.772727272727273)","(2.7, 3.25, 3.158695652173913)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 46.0)","(6.5, 8.2, 7.76)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:53.492920,"(3.5, 5.1, 4.9559999999999995)","(17.0, 19.5, 18.033333333333335)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 19.055555555555557)","(2.7, 3.25, 3.158695652173913)","(13.0, 17.0, 15.909090909090908)","(31.0, 48.0, 45.578947368421055)","(6.5, 8.2, 7.942857142857142)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:55.047309,"(3.5, 5.1, 4.725)","(17.0, 19.5, 18.033333333333335)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 19.055555555555557)","(2.7, 3.25, 3.158695652173913)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 45.578947368421055)","(6.5, 8.2, 7.942857142857142)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:56.629078,"(3.5, 5.1, 4.885714285714285)","(17.0, 19.5, 18.033333333333335)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 19.055555555555557)","(2.7, 3.25, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 45.578947368421055)","(6.5, 8.2, 8.0)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:58.206296,"(3.5, 5.1, 4.766666666666667)","(17.0, 19.5, 18.033333333333335)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.066666666666666)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 45.578947368421055)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:17:59.619623,"(3.5, 5.1, 4.766666666666667)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.142857142857142)","(12.0, 21.0, 18.066666666666666)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:00.957680,"(3.5, 5.1, 4.961538461538462)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.08235294117647)","(12.0, 21.0, 18.066666666666666)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:02.490042,"(3.5, 5.1, 4.8)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.08235294117647)","(12.0, 21.0, 18.066666666666666)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:03.829701,"(3.5, 5.1, 4.8)","(17.0, 19.5, 17.78125)","(4.8, 8.4, 8.08235294117647)","(12.0, 21.0, 18.5)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:05.149703,"(3.5, 5.1, 4.8)","(17.0, 19.5, 17.657894736842106)","(4.8, 8.4, 8.08235294117647)","(12.0, 20.0, 17.857142857142858)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:06.591968,"(3.5, 5.1, 4.781818181818181)","(17.0, 19.5, 17.657894736842106)","(4.8, 8.4, 8.08235294117647)","(12.0, 20.0, 17.857142857142858)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:07.989054,"(3.5, 5.1, 4.781818181818181)","(17.0, 19.5, 17.833333333333332)","(4.8, 8.4, 8.08235294117647)","(12.0, 20.0, 17.857142857142858)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:09.333804,"(3.5, 5.1, 4.781818181818181)","(17.0, 19.0, 17.833333333333332)","(4.8, 8.4, 8.08235294117647)","(12.0, 20.0, 17.857142857142858)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:10.634957,"(3.5, 5.1, 4.925)","(17.0, 19.0, 17.833333333333332)","(4.8, 8.4, 8.08235294117647)","(12.0, 20.0, 18.666666666666668)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:12.076800,"(3.5, 5.1, 4.781818181818181)","(17.0, 19.0, 17.833333333333332)","(4.8, 8.4, 8.08235294117647)","(12.0, 19.5, 18.0)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:13.445338,"(3.5, 5.1, 4.781818181818181)","(17.0, 19.0, 18.11111111111111)","(4.8, 8.4, 8.08235294117647)","(12.0, 19.0, 17.727272727272727)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:14.816819,"(3.5, 5.1, 4.781818181818181)","(17.0, 19.0, 18.11111111111111)","(4.8, 8.4, 8.08235294117647)","(12.0, 19.0, 17.727272727272727)","(2.7, 3.15, 3.1166666666666667)","(13.0, 17.0, 15.909090909090908)","(31.0, 50.0, 44.4)","(6.5, 8.4, 7.9)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:16.104078,"(3.5, 5.1, 4.781818181818181)","(17.0, 19.0, 17.76923076923077)","(4.8, 8.4, 8.04)","(12.0, 19.0, 18.142857142857142)","(2.7, 3.15, 3.050943396226415)","(13.0, 17.0, 16.25)","(31.0, 50.0, 48.46153846153846)","(6.5, 8.4, 8.025)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:17.377985,"(3.5, 5.1, 4.894117647058823)","(17.0, 19.5, 18.5625)","(4.8, 8.4, 8.04)","(12.0, 19.0, 18.142857142857142)","(2.7, 3.1, 3.0508875739644967)","(13.0, 17.0, 17.2)","(31.0, 55.0, 45.38461538461539)","(6.5, 8.4, 8.025)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:18.833021,"(3.5, 5.1, 4.91578947368421)","(17.0, 19.5, 18.5625)","(4.8, 8.4, 8.057142857142857)","(12.0, 19.0, 18.142857142857142)","(2.7, 3.1, 3.0508875739644967)","(13.0, 19.0, 17.2)","(31.0, 50.0, 46.72727272727273)","(6.5, 8.4, 8.025)","(31.0, 50.0, 48.54545454545455)","(101.0, 220.0, 197.27272727272725)"
10-01-2023 16:18:20.439117,"(3.5, 5.1, 4.88125)","(17.0, 19.5, 22.928571428571427)","(4.8, 8.4, 8.057142857142857)","(12.0, 19.0, 18.0)","(2.7, 3.1, 3.0508875739644967)","(13.0, 19.0, 16.923076923076923)","(31.0, 50.0, 46.72727272727273)","(6.5, 8.4, 8.025)","(31.0, 50.0, 47.714285714285715)","(101.0, 220.0, 197.27272727272725)"
