,Tick And Flick,Free From Desire,Tokin Beach,Cash Strap,Step Up,Burnt Me,Baby Thor,Shonas Fury
14-12-2022 19:31:42.900798,"(5.5, 7.6, 7.257142857142857)","(41.0, 140.0, 118.14285714285714)","(8.0, 19.0, 17.064516129032256)","(4.6, 5.6, 5.457142857142856)","(21.0, 42.0, 34.77777777777778)","(2.7, 3.25, 3.2261363636363636)","(5.5, 6.8, 6.623529411764705)","(7.0, 8.6, 7.975)"
14-12-2022 19:31:43.961928,"(5.5, 7.6, 7.257142857142857)","(41.0, 140.0, 97.64705882352942)","(8.0, 19.0, 17.064516129032256)","(4.6, 5.6, 5.4461538461538455)","(21.0, 42.0, 34.77777777777778)","(2.7, 3.2, 3.1925000000000003)","(5.5, 6.8, 6.819354838709677)","(7.0, 8.6, 7.975)"
14-12-2022 19:31:45.026965,"(5.5, 7.6, 7.257142857142857)","(41.0, 140.0, 97.64705882352942)","(8.0, 19.0, 17.064516129032256)","(4.6, 5.6, 5.35)","(21.0, 42.0, 34.77777777777778)","(2.7, 3.2, 3.1925000000000003)","(5.5, 7.0, 6.748571428571429)","(7.0, 8.6, 7.942857142857143)"
14-12-2022 19:31:46.030867,"(5.5, 7.6, 7.257142857142857)","(41.0, 140.0, 97.64705882352942)","(8.0, 18.5, 17.833333333333332)","(4.6, 5.6, 5.4461538461538455)","(21.0, 42.0, 34.77777777777778)","(2.7, 3.2, 3.1904761904761907)","(5.5, 7.0, 6.748571428571429)","(7.0, 8.4, 7.942857142857143)"
14-12-2022 19:31:47.072718,"(5.5, 7.6, 7.257142857142857)","(41.0, 140.0, 97.64705882352942)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.46)","(21.0, 42.0, 35.333333333333336)","(2.7, 3.25, 3.227272727272727)","(5.5, 7.0, 6.633333333333334)","(7.0, 8.4, 7.942857142857143)"
14-12-2022 19:31:48.138100,"(5.5, 7.6, 7.257142857142857)","(41.0, 140.0, 97.64705882352942)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.46)","(21.0, 42.0, 35.333333333333336)","(2.7, 3.25, 3.2314814814814814)","(5.5, 7.0, 6.492307692307692)","(7.0, 8.4, 7.942857142857143)"
14-12-2022 19:31:49.237124,"(5.5, 7.6, 7.054545454545455)","(41.0, 140.0, 97.64705882352942)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.46)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.177049180327869)","(5.5, 7.0, 6.633333333333334)","(7.0, 8.4, 7.894736842105263)"
14-12-2022 19:31:50.316008,"(5.5, 7.6, 7.138461538461538)","(41.0, 140.0, 97.64705882352942)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.46)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.1760330578512397)","(5.5, 7.0, 6.633333333333334)","(7.0, 8.4, 7.894736842105263)"
14-12-2022 19:31:51.378358,"(5.5, 7.6, 7.138461538461538)","(41.0, 140.0, 97.64705882352942)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.271428571428571)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.2563025210084033)","(5.5, 7.0, 6.5875)","(7.0, 8.4, 7.8545454545454545)"
14-12-2022 19:31:52.475590,"(5.5, 7.6, 7.138461538461538)","(41.0, 140.0, 97.64705882352942)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.26875)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.2576923076923077)","(5.5, 7.0, 6.64)","(7.0, 8.4, 7.929411764705883)"
14-12-2022 19:31:53.702498,"(5.5, 7.6, 7.0375)","(41.0, 140.0, 90.47619047619048)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.345454545454546)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.2576923076923077)","(5.5, 6.8, 6.64)","(7.0, 8.4, 7.8545454545454545)"
14-12-2022 19:31:55.043148,"(5.5, 7.6, 7.0375)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.345454545454546)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.2595238095238095)","(5.5, 6.8, 6.64)","(7.0, 8.4, 7.8545454545454545)"
14-12-2022 19:31:56.073500,"(5.5, 7.6, 7.0375)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.345454545454546)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.2595238095238095)","(5.5, 6.8, 6.64)","(7.0, 8.4, 7.8999999999999995)"
14-12-2022 19:31:57.145280,"(5.5, 7.6, 7.3)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.345454545454546)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.260869565217391)","(5.5, 6.8, 6.64)","(7.0, 8.2, 7.8181818181818175)"
14-12-2022 19:31:58.211637,"(5.5, 7.6, 7.3)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.26875)","(21.0, 42.0, 34.5)","(2.7, 3.3, 3.260869565217391)","(5.5, 6.8, 6.64)","(7.0, 8.2, 7.692307692307692)"
14-12-2022 19:31:59.271808,"(5.5, 7.6, 7.3)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.345454545454546)","(21.0, 42.0, 34.17391304347826)","(2.7, 3.3, 3.260869565217391)","(5.5, 6.8, 6.64)","(7.0, 8.2, 7.692307692307692)"
14-12-2022 19:32:00.372821,"(5.5, 7.6, 7.359999999999999)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.345454545454546)","(21.0, 42.0, 34.17391304347826)","(2.7, 3.3, 3.260869565217391)","(5.5, 6.8, 6.88235294117647)","(7.0, 8.2, 7.692307692307692)"
14-12-2022 19:32:01.583706,"(5.5, 7.6, 7.359999999999999)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.345454545454546)","(21.0, 42.0, 34.17391304347826)","(2.7, 3.3, 3.260869565217391)","(5.5, 7.2, 6.72)","(7.0, 8.2, 7.434782608695652)"
14-12-2022 19:32:02.803118,"(5.5, 7.6, 7.359999999999999)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.4, 5.4)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.260869565217391)","(5.5, 7.2, 6.72)","(7.0, 8.2, 7.434782608695652)"
14-12-2022 19:32:03.938612,"(5.5, 7.6, 7.359999999999999)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.4)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.260869565217391)","(5.5, 7.2, 6.72)","(7.0, 8.2, 7.45)"
14-12-2022 19:32:05.121094,"(5.5, 7.6, 7.461538461538462)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.347619047619047)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.254237288135593)","(5.5, 7.2, 6.857142857142857)","(7.0, 8.2, 7.45)"
14-12-2022 19:32:06.272859,"(5.5, 7.8, 7.457142857142857)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.425)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.254237288135593)","(5.5, 7.0, 6.857142857142857)","(7.0, 8.2, 7.45)"
14-12-2022 19:32:07.324090,"(5.5, 7.8, 7.285714285714286)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.425)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.254237288135593)","(5.5, 7.0, 6.857142857142857)","(7.0, 8.2, 7.45)"
14-12-2022 19:32:08.418751,"(5.5, 7.8, 7.285714285714286)","(41.0, 140.0, 78.82352941176471)","(8.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.347619047619047)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.2541666666666664)","(5.5, 7.0, 6.714285714285714)","(7.0, 8.2, 7.45)"
14-12-2022 19:32:09.497795,"(5.5, 7.8, 7.285714285714286)","(41.0, 140.0, 78.82352941176471)","(10.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.425)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.2541666666666664)","(5.5, 7.0, 6.714285714285714)","(6.5, 8.2, 7.45)"
14-12-2022 19:32:10.574150,"(5.5, 7.8, 7.325925925925926)","(41.0, 140.0, 75.23809523809524)","(10.0, 18.5, 17.52777777777778)","(4.6, 5.5, 5.347619047619047)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.254237288135593)","(5.5, 7.0, 6.714285714285714)","(6.5, 8.2, 7.45)"
14-12-2022 19:32:11.658050,"(5.5, 7.8, 7.237037037037037)","(41.0, 120.0, 75.0)","(10.0, 18.5, 17.52777777777778)","(4.6, 5.8, 5.24)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.231645569620253)","(5.5, 7.0, 6.728571428571429)","(6.5, 8.2, 7.678260869565217)"
14-12-2022 19:32:12.804096,"(5.5, 7.8, 7.275862068965517)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 5.7, 5.45)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.231645569620253)","(5.5, 7.0, 6.728571428571429)","(6.5, 8.2, 7.7555555555555555)"
14-12-2022 19:32:13.927017,"(5.5, 7.8, 7.275862068965517)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 5.8, 5.517647058823529)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.23125)","(5.5, 7.0, 6.728571428571429)","(6.5, 8.0, 7.76)"
14-12-2022 19:32:15.100740,"(5.5, 7.8, 7.275862068965517)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 5.8, 5.425)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.23125)","(5.5, 7.0, 6.728571428571429)","(6.5, 8.0, 7.433333333333334)"
14-12-2022 19:32:16.153396,"(5.5, 7.8, 7.042105263157895)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 5.8, 5.383333333333333)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.3, 3.2017857142857142)","(5.5, 7.0, 6.728571428571429)","(6.5, 8.0, 7.433333333333334)"
14-12-2022 19:32:17.347093,"(5.5, 7.8, 7.042105263157895)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.30952380952381)","(4.6, 6.2, 6.0095238095238095)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.25, 3.15625)","(5.5, 7.0, 6.723076923076923)","(6.5, 8.0, 7.28)"
14-12-2022 19:32:18.563887,"(5.5, 7.8, 7.042105263157895)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.30952380952381)","(4.6, 6.2, 6.0095238095238095)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.25, 3.15625)","(5.5, 6.8, 6.72)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:19.676312,"(5.5, 7.8, 7.042105263157895)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.30952380952381)","(4.6, 6.0, 5.8875)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.25, 3.1576923076923076)","(5.5, 6.8, 6.72)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:20.776243,"(5.5, 7.0, 6.9)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.30952380952381)","(4.6, 6.4, 6.1)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.25, 3.218421052631579)","(5.5, 6.8, 6.723076923076923)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:21.801691,"(5.5, 7.0, 6.85)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.30952380952381)","(4.6, 6.4, 5.990909090909091)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.25, 3.218421052631579)","(5.5, 6.8, 6.723076923076923)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:22.894667,"(5.5, 7.4, 6.885714285714285)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 6.4, 5.955555555555556)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.2, 3.192)","(5.5, 7.0, 6.716363636363636)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:23.891018,"(5.5, 7.4, 6.8545454545454545)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 6.4, 5.9714285714285715)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.2, 3.192)","(5.5, 7.0, 6.716363636363636)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:24.984232,"(5.5, 7.4, 6.8545454545454545)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 6.4, 5.896774193548387)","(21.0, 42.0, 33.851851851851855)","(2.7, 3.15, 3.1267441860465115)","(5.5, 7.0, 6.716363636363636)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:26.209075,"(5.5, 7.4, 6.875)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 6.4, 6.014814814814815)","(21.0, 42.0, 33.53846153846154)","(2.7, 3.15, 3.122972972972973)","(5.5, 7.0, 6.772972972972973)","(6.5, 8.0, 7.314285714285714)"
14-12-2022 19:32:27.338651,"(5.5, 7.4, 6.875)","(41.0, 120.0, 72.63157894736842)","(10.0, 18.5, 17.52777777777778)","(4.6, 6.0, 5.8428571428571425)","(21.0, 42.0, 33.53846153846154)","(2.7, 3.15, 3.1210526315789475)","(5.5, 7.0, 7.15)","(6.5, 8.0, 7.751724137931034)"
14-12-2022 19:32:28.480674,"(5.5, 7.4, 6.85)","(41.0, 120.0, 68.23529411764706)","(10.0, 18.5, 17.75)","(4.6, 6.0, 5.93125)","(21.0, 42.0, 33.53846153846154)","(2.7, 3.15, 3.1210526315789475)","(5.5, 7.2, 7.0)","(6.5, 8.0, 7.769230769230769)"
14-12-2022 19:32:29.640929,"(5.5, 7.4, 6.8545454545454545)","(41.0, 120.0, 68.23529411764706)","(10.0, 18.5, 17.94736842105263)","(4.6, 5.9, 5.858823529411765)","(21.0, 42.0, 33.53846153846154)","(2.7, 3.15, 3.124418604651163)","(5.5, 7.2, 7.171428571428572)","(6.5, 8.0, 7.741935483870968)"
14-12-2022 19:32:30.805839,"(5.5, 7.4, 7.04)","(41.0, 120.0, 78.0952380952381)","(10.0, 18.5, 18.0625)","(4.6, 5.9, 5.833333333333334)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.15, 3.124418604651163)","(5.5, 7.4, 7.1)","(6.5, 8.0, 7.741935483870968)"
14-12-2022 19:32:31.969372,"(5.5, 7.4, 6.885714285714285)","(41.0, 120.0, 84.8)","(10.0, 18.5, 18.0625)","(4.6, 5.9, 5.833333333333334)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.15, 3.1210526315789475)","(5.5, 7.4, 7.1)","(6.5, 8.0, 7.741935483870968)"
14-12-2022 19:32:33.067832,"(5.5, 7.4, 6.885714285714285)","(41.0, 120.0, 84.8)","(10.0, 18.5, 18.022727272727273)","(4.6, 5.9, 5.828571428571429)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.1, 3.075)","(5.5, 7.4, 7.08)","(6.5, 7.8, 7.26)"
14-12-2022 19:32:34.102639,"(5.5, 7.4, 6.885714285714285)","(41.0, 120.0, 84.8)","(10.0, 18.5, 18.022727272727273)","(4.6, 5.9, 5.828571428571429)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.1, 3.075)","(5.5, 7.4, 7.08)","(6.5, 7.8, 7.26)"
14-12-2022 19:32:35.133525,"(5.5, 7.4, 7.2)","(41.0, 120.0, 78.0952380952381)","(10.0, 18.5, 18.25)","(4.6, 5.9, 5.828571428571429)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.15, 3.1280487804878048)","(5.5, 7.4, 7.08)","(6.5, 7.8, 7.2)"
14-12-2022 19:32:36.290255,"(5.5, 7.4, 7.266666666666667)","(41.0, 120.0, 84.8)","(10.0, 18.5, 18.3125)","(4.6, 5.9, 5.831578947368421)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.15, 3.123529411764706)","(5.5, 7.6, 7.085714285714285)","(6.5, 7.8, 7.478571428571429)"
14-12-2022 19:32:37.377142,"(5.5, 7.4, 7.188235294117647)","(41.0, 120.0, 78.0952380952381)","(10.0, 18.5, 18.3125)","(4.6, 5.9, 5.831578947368421)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.15, 3.109090909090909)","(5.5, 7.6, 7.3999999999999995)","(6.5, 7.8, 7.478571428571429)"
14-12-2022 19:32:38.413370,"(5.5, 7.4, 7.086956521739131)","(41.0, 120.0, 84.8)","(10.0, 18.5, 18.3125)","(4.6, 5.9, 5.831578947368421)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.15, 3.109090909090909)","(5.5, 7.6, 7.5)","(6.5, 7.8, 7.4363636363636365)"
14-12-2022 19:32:39.561799,"(5.5, 7.4, 7.086956521739131)","(41.0, 120.0, 78.0952380952381)","(10.0, 18.5, 18.3125)","(4.6, 5.9, 5.831578947368421)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.15, 3.0875)","(5.5, 7.8, 7.430769230769231)","(6.5, 7.8, 7.4363636363636365)"
14-12-2022 19:32:40.666606,"(5.5, 7.4, 7.086956521739131)","(41.0, 120.0, 84.8)","(10.0, 18.5, 18.3125)","(4.6, 5.8, 5.796428571428571)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.1, 3.09375)","(5.5, 7.8, 7.433333333333334)","(6.5, 7.8, 7.254545454545455)"
14-12-2022 19:32:41.767353,"(5.5, 7.4, 6.92)","(41.0, 120.0, 78.0952380952381)","(10.0, 18.5, 18.333333333333332)","(4.6, 5.8, 5.794444444444444)","(21.0, 42.0, 33.29032258064516)","(2.7, 3.1, 3.0966666666666667)","(5.5, 7.8, 7.433333333333334)","(6.5, 7.8, 7.2444444444444445)"
14-12-2022 19:32:42.862902,"(5.5, 7.4, 7.021052631578947)","(41.0, 120.0, 74.16666666666667)","(10.0, 18.5, 18.333333333333332)","(4.6, 5.8, 5.794444444444444)","(21.0, 42.0, 37.714285714285715)","(2.7, 3.1, 3.1144736842105263)","(5.5, 7.8, 7.433333333333334)","(6.5, 7.6, 7.217391304347826)"
14-12-2022 19:32:43.881094,"(5.5, 7.4, 6.92)","(41.0, 120.0, 84.13043478260869)","(10.0, 18.5, 18.323529411764707)","(4.6, 5.8, 5.794444444444444)","(21.0, 40.0, 36.57142857142857)","(2.6, 3.15, 3.1144736842105263)","(5.5, 7.8, 7.433333333333334)","(6.5, 7.6, 7.341176470588235)"
14-12-2022 19:32:44.970328,"(5.5, 7.4, 6.92)","(41.0, 120.0, 74.16666666666667)","(10.0, 19.0, 18.26923076923077)","(4.6, 5.9, 5.85)","(21.0, 40.0, 33.23076923076923)","(2.6, 3.15, 3.1136363636363638)","(5.5, 7.8, 7.433333333333334)","(6.5, 7.6, 7.36)"
14-12-2022 19:32:46.066871,"(5.5, 7.4, 7.025)","(41.0, 120.0, 74.16666666666667)","(10.0, 19.0, 18.433333333333334)","(4.6, 6.0, 5.9)","(21.0, 40.0, 33.23076923076923)","(2.6, 3.15, 3.095833333333333)","(5.5, 7.8, 7.637037037037037)","(6.5, 7.6, 7.611111111111112)"
14-12-2022 19:32:47.209405,"(5.5, 7.4, 6.963636363636364)","(41.0, 120.0, 83.33333333333333)","(10.0, 19.0, 18.59090909090909)","(4.6, 6.0, 5.9)","(21.0, 40.0, 34.15384615384615)","(2.6, 3.1, 3.095833333333333)","(5.5, 7.8, 7.63157894736842)","(6.5, 7.8, 7.6571428571428575)"
14-12-2022 19:32:48.356671,"(5.5, 7.2, 6.9)","(41.0, 120.0, 78.0952380952381)","(10.0, 19.0, 18.678571428571427)","(4.6, 6.0, 5.9)","(21.0, 40.0, 34.15384615384615)","(2.6, 3.1, 3.095833333333333)","(5.5, 8.2, 7.63157894736842)","(6.5, 7.8, 7.6571428571428575)"
14-12-2022 19:32:49.453812,"(5.5, 7.2, 6.984615384615385)","(41.0, 120.0, 78.0952380952381)","(10.0, 19.0, 18.8125)","(4.6, 6.0, 5.9)","(21.0, 40.0, 34.074074074074076)","(2.6, 3.1, 3.095833333333333)","(5.5, 8.0, 7.808695652173913)","(6.5, 7.8, 7.6571428571428575)"
14-12-2022 19:32:50.663459,"(5.5, 7.2, 6.984615384615385)","(41.0, 120.0, 84.8)","(10.0, 21.0, 20.375)","(4.6, 6.0, 5.878947368421053)","(21.0, 40.0, 34.074074074074076)","(2.6, 3.15, 3.0975)","(5.5, 8.0, 7.6000000000000005)","(6.5, 8.2, 8.085714285714285)"
14-12-2022 19:32:51.813504,"(5.5, 7.2, 6.984615384615385)","(41.0, 120.0, 78.0952380952381)","(10.0, 21.0, 19.475609756097562)","(4.6, 5.9, 5.878947368421053)","(21.0, 40.0, 34.074074074074076)","(2.6, 3.1, 3.0975)","(5.5, 8.0, 7.6000000000000005)","(6.5, 8.2, 8.085714285714285)"
14-12-2022 19:32:52.976477,"(5.5, 7.2, 6.984615384615385)","(41.0, 120.0, 78.0952380952381)","(10.0, 21.0, 19.475609756097562)","(4.6, 5.9, 5.878947368421053)","(21.0, 40.0, 34.074074074074076)","(2.6, 3.1, 3.0975)","(5.5, 8.0, 7.6000000000000005)","(6.5, 8.2, 8.085714285714285)"
14-12-2022 19:32:54.040853,"(5.5, 6.8, 6.78)","(41.0, 100.0, 79.54545454545455)","(10.0, 21.0, 19.522727272727273)","(4.6, 5.9, 5.878947368421053)","(21.0, 40.0, 34.52173913043478)","(2.6, 3.2, 3.1961538461538463)","(5.5, 7.2, 7.184)","(6.5, 8.2, 8.139130434782608)"
14-12-2022 19:32:55.087707,"(5.5, 6.8, 6.78)","(41.0, 100.0, 79.54545454545455)","(10.0, 21.0, 19.522727272727273)","(4.6, 5.9, 5.878947368421053)","(21.0, 40.0, 34.52173913043478)","(2.6, 3.25, 3.2442307692307693)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.137777777777778)"
14-12-2022 19:32:56.244614,"(5.5, 6.8, 6.78)","(41.0, 100.0, 73.52941176470588)","(10.0, 21.0, 19.522727272727273)","(4.6, 5.9, 5.878947368421053)","(21.0, 40.0, 34.52173913043478)","(2.6, 3.2, 3.225)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.137777777777778)"
14-12-2022 19:32:57.226275,"(5.5, 6.8, 6.78)","(41.0, 95.0, 77.95454545454545)","(10.0, 21.0, 20.0)","(4.6, 5.9, 5.878947368421053)","(21.0, 40.0, 34.52173913043478)","(2.6, 3.25, 3.225)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.137777777777778)"
14-12-2022 19:32:58.338710,"(5.5, 6.8, 6.78)","(41.0, 95.0, 83.33333333333333)","(10.0, 21.0, 20.015151515151516)","(4.6, 5.8, 5.783333333333333)","(21.0, 40.0, 34.52173913043478)","(2.6, 3.25, 3.2442307692307693)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.128205128205128)"
14-12-2022 19:32:59.483925,"(5.5, 6.8, 6.78)","(41.0, 90.0, 83.33333333333333)","(10.0, 21.0, 20.015151515151516)","(4.6, 5.8, 5.783333333333333)","(21.0, 40.0, 34.52173913043478)","(2.6, 3.25, 3.2442307692307693)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.1)"
14-12-2022 19:33:00.618675,"(5.5, 7.0, 6.815384615384615)","(41.0, 95.0, 72.94117647058823)","(10.0, 21.0, 19.322580645161292)","(4.6, 5.7, 5.5)","(21.0, 40.0, 34.52173913043478)","(2.6, 3.25, 3.2442307692307693)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.1)"
14-12-2022 19:33:01.732429,"(5.5, 7.0, 6.815384615384615)","(41.0, 90.0, 83.33333333333333)","(10.0, 21.0, 19.977777777777778)","(4.6, 5.7, 5.576923076923077)","(21.0, 40.0, 34.54545454545455)","(2.6, 3.2, 3.1791666666666667)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.128205128205128)"
14-12-2022 19:33:02.897717,"(5.5, 7.0, 6.815384615384615)","(41.0, 90.0, 77.5)","(10.0, 21.0, 19.94736842105263)","(4.6, 5.7, 5.609090909090909)","(21.0, 40.0, 35.0)","(2.6, 3.2, 3.1791666666666667)","(5.5, 7.2, 7.15)","(6.5, 8.2, 8.128205128205128)"
14-12-2022 19:33:04.047332,"(5.5, 7.0, 6.815384615384615)","(41.0, 90.0, 81.25)","(10.0, 21.0, 19.94736842105263)","(4.6, 5.7, 5.761904761904762)","(21.0, 40.0, 36.30769230769231)","(2.6, 3.2, 2.9808839779005525)","(5.5, 7.2, 7.2)","(6.5, 8.2, 8.314285714285715)"
14-12-2022 19:33:05.147930,"(5.5, 7.4, 6.909090909090909)","(41.0, 95.0, 74.13043478260869)","(10.0, 15.0, 14.544198895027625)","(4.6, 6.0, 5.809523809523809)","(21.0, 40.0, 36.30769230769231)","(2.6, 3.0, 2.9807202216066484)","(5.5, 7.6, 7.5)","(6.5, 8.4, 8.464)"
14-12-2022 19:33:06.263356,"(5.5, 7.2, 7.163636363636364)","(41.0, 90.0, 70.0)","(10.0, 15.0, 14.536516853932584)","(4.6, 6.2, 5.816666666666666)","(21.0, 40.0, 36.44444444444444)","(2.6, 3.0, 2.9802272727272725)","(5.5, 7.6, 7.5)","(6.5, 8.8, 8.486956521739131)"
14-12-2022 19:33:07.383167,"(5.5, 7.2, 7.163636363636364)","(41.0, 90.0, 72.6923076923077)","(10.0, 15.0, 14.547244094488189)","(4.6, 6.2, 5.828571428571428)","(21.0, 40.0, 36.5)","(2.6, 3.0, 2.8775)","(5.5, 7.6, 7.766666666666667)","(6.5, 8.8, 8.676923076923078)"
14-12-2022 19:33:08.471496,"(5.5, 7.6, 7.284210526315789)","(41.0, 90.0, 72.6923076923077)","(10.0, 15.0, 14.548387096774194)","(4.6, 6.2, 5.8533333333333335)","(21.0, 40.0, 36.5)","(2.6, 2.88, 2.9)","(5.5, 8.0, 7.771428571428571)","(6.5, 8.8, 8.676923076923078)"
14-12-2022 19:33:09.581956,"(5.5, 7.6, 7.3428571428571425)","(41.0, 90.0, 72.6923076923077)","(10.0, 15.0, 14.55607476635514)","(4.6, 6.2, 5.926315789473684)","(21.0, 40.0, 38.0)","(2.6, 2.98, 2.972)","(5.5, 8.0, 7.751724137931035)","(6.5, 8.8, 8.691666666666666)"
14-12-2022 19:33:10.660807,"(5.5, 7.6, 7.184615384615385)","(41.0, 90.0, 69.54545454545455)","(10.0, 15.0, 14.567567567567568)","(4.6, 6.2, 6.005)","(21.0, 40.0, 36.0)","(2.6, 2.98, 2.972)","(5.5, 8.0, 7.751724137931035)","(6.5, 8.8, 8.691666666666666)"
14-12-2022 19:33:11.782947,"(5.5, 7.6, 7.3)","(41.0, 90.0, 73.33333333333333)","(10.0, 15.0, 14.567567567567568)","(4.6, 6.2, 5.994736842105263)","(21.0, 36.0, 35.69230769230769)","(2.6, 2.98, 2.9571428571428573)","(5.5, 8.0, 7.716129032258064)","(6.5, 8.8, 8.691666666666666)"
