,Asva,Okay Cupid,Preferral,Kaisa,Pioneer Lass,Gleefilly,Lutine Belle
07-01-2023 12:03:18.728553,"(1.55, 1.87, 1.8415789473684212)","(10.0, 20.0, 17.25)","(15.0, 17.5, 16.7)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:19.916396,"(1.55, 1.89, 1.7881481481481483)","(10.0, 20.0, 17.25)","(15.0, 17.5, 16.7)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:21.030770,"(1.55, 1.89, 1.7881481481481483)","(10.0, 20.0, 17.25)","(15.0, 17.5, 16.7)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:22.283289,"(1.55, 1.89, 1.7881481481481483)","(10.0, 20.0, 17.25)","(15.0, 17.5, 16.7)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:23.440433,"(1.55, 1.89, 1.7881481481481483)","(10.0, 20.0, 17.25)","(15.0, 17.5, 16.7)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:24.867435,"(1.55, 1.89, 1.7881481481481483)","(10.0, 20.0, 17.25)","(15.0, 17.5, 16.7)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:26.347672,"(1.55, 1.89, 1.7881481481481483)","(10.0, 20.0, 17.25)","(15.0, 17.5, 16.1)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:27.749289,"(1.55, 1.89, 1.7881481481481483)","(10.0, 20.0, 17.25)","(15.0, 16.5, 16.1)","(16.0, 36.0, 31.625)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.75)","(18.0, 95.0, 61.0)"
07-01-2023 12:03:29.427748,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 16.5, 16.4)","(16.0, 36.0, 34.65384615384615)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.107692307692308)","(18.0, 95.0, 81.4)"
07-01-2023 12:03:30.928976,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 17.0, 16.4)","(16.0, 36.0, 34.65384615384615)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.107692307692308)","(18.0, 95.0, 81.4)"
07-01-2023 12:03:32.151087,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 17.0, 16.4)","(16.0, 36.0, 34.541666666666664)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.102702702702703)","(18.0, 95.0, 79.88888888888889)"
07-01-2023 12:03:33.324233,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 17.0, 16.4)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.35)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:34.563931,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 17.0, 19.0)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.35)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:35.739570,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 25.0, 19.0)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:36.841593,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 25.0, 22.42857142857143)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:37.980778,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 25.0, 22.42857142857143)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.1030303030303035)","(18.0, 95.0, 67.4)"
07-01-2023 12:03:39.159559,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 25.0, 24.0)","(16.0, 36.0, 34.541666666666664)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:40.416519,"(1.55, 1.76, 1.7503883495145631)","(10.0, 20.0, 17.25)","(15.0, 25.0, 23.714285714285715)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:41.588307,"(1.55, 1.75, 1.7304166666666667)","(10.0, 20.0, 17.25)","(15.0, 25.0, 20.5)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:42.838270,"(1.55, 1.75, 1.7304166666666667)","(10.0, 20.0, 17.25)","(15.0, 25.0, 23.11111111111111)","(16.0, 36.0, 51.10714285714286)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.1030303030303035)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:43.986495,"(1.55, 1.75, 1.7304166666666667)","(10.0, 20.0, 17.25)","(15.0, 24.0, 22.857142857142858)","(16.0, 60.0, 45.421052631578945)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.1030303030303035)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:45.172691,"(1.55, 1.75, 1.7310101010101009)","(10.0, 20.0, 17.25)","(15.0, 24.0, 17.77777777777778)","(16.0, 65.0, 45.421052631578945)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.1030303030303035)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:46.330874,"(1.55, 1.75, 1.7310101010101009)","(10.0, 20.0, 17.25)","(15.0, 24.0, 17.77777777777778)","(16.0, 65.0, 42.0)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.10625)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:47.457748,"(1.55, 1.75, 1.7310101010101009)","(10.0, 20.0, 17.25)","(15.0, 24.0, 17.77777777777778)","(16.0, 65.0, 34.111111111111114)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 67.4)"
07-01-2023 12:03:48.510939,"(1.55, 1.75, 1.7304166666666667)","(10.0, 20.0, 17.25)","(15.0, 24.0, 17.77777777777778)","(16.0, 36.0, 34.111111111111114)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.1030303030303035)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:49.456870,"(1.55, 1.75, 1.7304166666666667)","(10.0, 20.0, 17.25)","(15.0, 24.0, 17.77777777777778)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.1030303030303035)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:50.595663,"(1.55, 1.75, 1.79)","(10.0, 20.0, 17.25)","(15.0, 23.0, 19.0)","(16.0, 36.0, 34.541666666666664)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:51.826598,"(1.55, 1.82, 1.79)","(10.0, 20.0, 17.25)","(15.0, 22.0, 19.0)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:52.971903,"(1.55, 1.82, 1.79)","(10.0, 20.0, 17.25)","(15.0, 22.0, 17.333333333333332)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.2, 7.1030303030303035)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:54.134645,"(1.55, 1.82, 1.79)","(10.0, 20.0, 17.25)","(15.0, 22.0, 17.333333333333332)","(16.0, 36.0, 27.25)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.133333333333333)","(18.0, 95.0, 67.4)"
07-01-2023 12:03:55.243366,"(1.55, 1.82, 1.79)","(10.0, 20.0, 17.25)","(15.0, 22.0, 18.5)","(16.0, 36.0, 27.25)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.2, 6.066666666666666)","(18.0, 95.0, 67.4)"
07-01-2023 12:03:56.373776,"(1.55, 1.82, 1.79)","(10.0, 20.0, 17.25)","(15.0, 21.0, 18.5)","(16.0, 36.0, 27.25)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.0, 6.066666666666666)","(18.0, 95.0, 67.4)"
07-01-2023 12:03:57.517604,"(1.55, 1.82, 1.79)","(10.0, 20.0, 17.25)","(15.0, 21.0, 18.5)","(16.0, 36.0, 27.25)","(7.5, 11.5, 9.966666666666667)","(5.0, 7.0, 6.066666666666666)","(18.0, 95.0, 67.4)"
07-01-2023 12:03:58.658519,"(1.55, 1.82, 1.79)","(10.0, 20.0, 17.25)","(15.0, 21.0, 18.5)","(16.0, 36.0, 34.541666666666664)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.0, 6.915151515151515)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:03:59.818610,"(1.55, 1.82, 1.8190625)","(10.0, 20.0, 19.3125)","(15.0, 21.0, 18.5)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.0, 6.066666666666666)","(18.0, 95.0, 82.45454545454545)"
07-01-2023 12:04:00.774872,"(1.55, 1.82, 1.8190625)","(10.0, 20.0, 19.27777777777778)","(15.0, 21.0, 18.5)","(16.0, 36.0, 27.25)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.0, 6.133333333333334)","(18.0, 95.0, 61.0)"
07-01-2023 12:04:01.770058,"(1.55, 1.82, 1.7650000000000001)","(10.0, 20.0, 17.25)","(15.0, 21.0, 19.333333333333332)","(16.0, 36.0, 34.65384615384615)","(7.5, 11.5, 11.280952380952382)","(5.0, 7.0, 6.921212121212122)","(18.0, 95.0, 81.4)"
07-01-2023 12:04:02.784782,"(1.55, 1.82, 1.8162962962962963)","(10.0, 20.0, 17.25)","(15.0, 21.0, 20.11764705882353)","(16.0, 36.0, 34.65384615384615)","(7.5, 11.5, 10.26875)","(5.0, 7.0, 5.775)","(18.0, 95.0, 81.4)"
07-01-2023 12:04:03.872439,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.25)","(15.0, 21.0, 20.11764705882353)","(16.0, 36.0, 34.65384615384615)","(7.5, 11.0, 9.633333333333333)","(5.0, 6.6, 6.364285714285714)","(18.0, 95.0, 81.4)"
07-01-2023 12:04:04.953298,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 21.0, 19.96153846153846)","(16.0, 36.0, 34.65384615384615)","(7.5, 10.5, 9.633333333333333)","(5.0, 6.6, 5.9230769230769225)","(18.0, 95.0, 81.4)"
07-01-2023 12:04:06.019101,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 21.0, 20.0)","(16.0, 36.0, 34.65384615384615)","(7.5, 10.5, 9.633333333333333)","(5.0, 6.6, 5.9230769230769225)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:07.079793,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 21.0, 20.0)","(16.0, 36.0, 34.65384615384615)","(7.5, 10.5, 10.227272727272727)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:08.068277,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 21.0, 20.0)","(16.0, 36.0, 34.65384615384615)","(7.5, 10.5, 9.777777777777779)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:09.041538,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 36.0, 34.65384615384615)","(7.5, 10.0, 9.777777777777779)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:10.002578,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 36.0, 34.65384615384615)","(7.5, 10.0, 9.777777777777779)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:10.983275,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 31.785714285714285)","(7.5, 10.0, 9.777777777777779)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:11.989250,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.777777777777779)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:12.973633,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.777777777777779)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:14.090958,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:15.133797,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:16.262974,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:17.280276,"(1.55, 1.82, 1.802)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:18.253860,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:19.262562,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:20.226409,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:21.293221,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:22.307746,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:23.305573,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:24.367051,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.007692307692308)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:25.351051,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 20.0, 18.0)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:26.405853,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 19.5, 17.75)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:27.378320,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 19.5, 17.75)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:28.351382,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 19.5, 17.75)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:29.359119,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 19.5, 17.75)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:30.420012,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 17.8)","(15.0, 19.5, 17.75)","(16.0, 34.0, 28.833333333333336)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:31.487162,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 16.333333333333332)","(15.0, 19.5, 18.61111111111111)","(16.0, 34.0, 20.714285714285715)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:32.500032,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 16.333333333333332)","(15.0, 19.5, 18.61111111111111)","(16.0, 34.0, 20.714285714285715)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 80.11111111111111)"
07-01-2023 12:04:33.467000,"(1.55, 1.82, 1.80875)","(10.0, 20.0, 19.266666666666666)","(15.0, 19.5, 18.61111111111111)","(16.0, 34.0, 20.714285714285715)","(7.5, 10.0, 9.5)","(5.0, 6.6, 5.9714285714285715)","(18.0, 95.0, 50.33333333333333)"
07-01-2023 12:04:34.525747,"(1.55, 1.82, 1.7975)","(10.0, 20.0, 16.333333333333332)","(15.0, 19.5, 18.61111111111111)","(16.0, 34.0, 20.714285714285715)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:35.572689,"(1.55, 1.82, 1.7975)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:36.661889,"(1.55, 1.82, 1.7975)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:37.647894,"(1.55, 1.82, 1.7975)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:38.616343,"(1.55, 1.82, 1.7975)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:39.577351,"(1.55, 1.82, 1.76)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:40.611031,"(1.55, 1.82, 1.76)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:41.731340,"(1.55, 1.82, 1.76)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:42.743041,"(1.55, 1.82, 1.76)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:43.690098,"(1.55, 1.82, 1.76)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:44.703005,"(1.55, 1.82, 1.8)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 82.81818181818181)"
07-01-2023 12:04:45.780076,"(1.55, 1.82, 1.8147058823529412)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 29.35)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.233333333333333)","(18.0, 95.0, 82.81818181818181)"
07-01-2023 12:04:46.863758,"(1.55, 1.82, 1.8137142857142858)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 6.6, 6.84)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:47.784807,"(1.55, 1.82, 1.80125)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.0, 6.84)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:48.829717,"(1.55, 1.82, 1.80125)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.0, 6.84)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:49.838201,"(1.55, 1.82, 1.8162962962962963)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.0, 6.84)","(18.0, 95.0, 61.5)"
07-01-2023 12:04:50.879115,"(1.55, 1.81, 1.798)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 29.35)","(7.5, 10.0, 9.5)","(5.0, 7.0, 6.866666666666667)","(18.0, 95.0, 82.81818181818181)"
07-01-2023 12:04:52.024406,"(1.55, 1.81, 1.806641221374046)","(10.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(16.0, 34.0, 29.35)","(7.5, 10.0, 9.5)","(5.0, 7.0, 6.866666666666667)","(18.0, 95.0, 82.81818181818181)"
07-01-2023 12:04:53.033553,"(1.55, 1.81, 1.806116504854369)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(17.0, 34.0, 29.35)","(7.5, 10.0, 9.5)","(5.0, 7.0, 6.866666666666667)","(19.0, 95.0, 82.81818181818181)"
07-01-2023 12:04:54.054392,"(1.55, 1.81, 1.798)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.5, 18.3)","(17.0, 34.0, 29.35)","(7.5, 10.0, 9.5)","(5.0, 7.0, 6.955555555555556)","(19.0, 95.0, 82.81818181818181)"
07-01-2023 12:04:55.052696,"(1.55, 1.81, 1.806641221374046)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 18.0)","(17.0, 34.0, 29.35)","(7.5, 10.0, 9.5)","(5.0, 7.4, 6.955555555555556)","(19.0, 95.0, 61.5)"
07-01-2023 12:04:56.028598,"(1.55, 1.81, 1.806641221374046)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 18.0)","(17.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.4, 6.955555555555556)","(19.0, 95.0, 61.5)"
07-01-2023 12:04:57.064477,"(1.55, 1.81, 1.7642857142857142)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 18.0)","(17.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.4, 6.955555555555556)","(19.0, 95.0, 61.5)"
07-01-2023 12:04:58.021515,"(1.55, 1.81, 1.7642857142857142)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 18.0)","(17.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.4, 6.955555555555556)","(19.0, 95.0, 61.5)"
07-01-2023 12:04:58.975314,"(1.55, 1.81, 1.7642857142857142)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 18.0)","(17.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.4, 7.013333333333334)","(19.0, 95.0, 61.5)"
07-01-2023 12:05:00.044357,"(1.55, 1.81, 1.7642857142857142)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 18.0)","(17.0, 34.0, 24.7)","(7.5, 10.0, 9.5)","(5.0, 7.2, 7.013333333333334)","(19.0, 95.0, 61.5)"
07-01-2023 12:05:01.114317,"(1.55, 1.81, 1.7642857142857142)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 18.0)","(17.0, 34.0, 29.3)","(7.5, 10.0, 9.5)","(5.0, 7.2, 6.45)","(19.0, 95.0, 54.8)"
07-01-2023 12:05:02.209383,"(1.55, 1.81, 1.7642857142857142)","(11.0, 20.0, 16.666666666666668)","(15.0, 19.0, 17.25)","(17.0, 32.0, 30.5)","(7.5, 10.0, 9.5)","(5.0, 6.8, 6.193939393939393)","(19.0, 95.0, 66.0)"
