,Bella Rouge,Coco Rox,Vaccine,Very Intoxicating,Amathuba,Carartie,Olentia,Hellavadancer,Xtra Gear,Parisian Lady,Latakia
07-01-2023 15:35:43.343769,"(3.8, 4.4, 4.334154929577465)","(13.0, 16.5, 16.072916666666668)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.201722846441948)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:44.756153,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 16.072916666666668)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.205121951219512)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:46.220398,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 16.072916666666668)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.205121951219512)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 620.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:47.598982,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 16.072916666666668)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.205121951219512)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:49.072578,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 16.072916666666668)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.205121951219512)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:50.491142,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 16.072916666666668)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.205121951219512)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:51.888295,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2076190476190476)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:53.279896,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2076190476190476)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:54.713737,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2076190476190476)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:56.070636,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2081702127659577)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:57.494288,"(3.8, 4.4, 4.326377952755905)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2081702127659577)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:35:58.891351,"(3.8, 4.4, 4.342283950617284)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2081702127659577)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:36:00.201025,"(3.8, 4.4, 4.342283950617284)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2081702127659577)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:36:01.481194,"(3.8, 4.4, 4.342283950617284)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2081702127659577)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:36:02.810890,"(3.8, 4.4, 4.342283950617284)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2039306358381503)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:36:04.279410,"(3.8, 4.4, 4.342283950617284)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2007612456747405)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:36:05.638732,"(3.8, 4.4, 4.34910394265233)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.2018978102189783)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:36:07.083638,"(3.8, 4.4, 4.337421383647799)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.285714285714286)"
07-01-2023 15:36:08.445590,"(3.8, 4.4, 4.337421383647799)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.268041237113403)"
07-01-2023 15:36:09.759145,"(3.8, 4.4, 4.337421383647799)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.268041237113403)"
07-01-2023 15:36:11.166538,"(3.8, 4.4, 4.337421383647799)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 36.4)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.25)"
07-01-2023 15:36:12.601555,"(3.8, 4.4, 4.345628415300546)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 75.71428571428571)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.0)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.25)"
07-01-2023 15:36:14.062488,"(3.8, 4.4, 4.345628415300546)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 74.54545454545455)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.0)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.25)"
07-01-2023 15:36:15.493652,"(3.8, 4.4, 4.345628415300546)","(13.0, 16.5, 15.805084745762711)","(21.0, 32.0, 30.47222222222222)","(26.0, 46.0, 44.57142857142857)","(12.0, 18.5, 18.25862068965517)","(51.0, 80.0, 74.54545454545455)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.0)","(51.0, 140.0, 132.5)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.265625)"
07-01-2023 15:36:17.016872,"(3.8, 4.4, 4.345628415300546)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.203355704697987)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:18.498380,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.203355704697987)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:19.938118,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.2018978102189783)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:21.375603,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.2017647058823533)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:22.810596,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.2017647058823533)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:24.187491,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.2017647058823533)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:25.637596,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:27.093634,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:28.445563,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:29.791924,"(3.8, 4.4, 4.346791443850267)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:31.148118,"(3.8, 4.4, 4.348076923076923)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.20162962962963)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:32.520621,"(3.8, 4.4, 4.348076923076923)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 44.75)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 75.0)","(2.05, 2.22, 2.2019867549668874)","(21.0, 38.0, 37.05882352941177)","(51.0, 140.0, 134.0)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:33.863759,"(3.8, 4.4, 4.412783171521036)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 46.0, 47.69230769230769)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.24, 2.1932901134521883)","(21.0, 38.0, 37.7037037037037)","(51.0, 140.0, 146.25)","(101.0, 630.0, 420.0)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:35.243043,"(3.8, 4.5, 4.412783171521036)","(13.0, 16.5, 15.838709677419354)","(21.0, 32.0, 30.493150684931507)","(26.0, 48.0, 47.69230769230769)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.22, 2.195953307392996)","(21.0, 38.0, 37.7037037037037)","(51.0, 150.0, 146.25)","(101.0, 630.0, 346.66666666666663)","(8.5, 10.5, 10.275)"
07-01-2023 15:36:36.626557,"(3.8, 4.5, 4.412783171521036)","(13.0, 16.5, 16.307692307692307)","(21.0, 32.0, 30.493150684931507)","(26.0, 48.0, 47.69230769230769)","(12.0, 18.5, 18.274193548387096)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.2, 2.195953307392996)","(21.0, 38.0, 37.7037037037037)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.258064516129032)"
07-01-2023 15:36:38.116528,"(3.8, 4.5, 4.412783171521036)","(13.0, 16.5, 16.291666666666668)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.2, 2.195953307392996)","(21.0, 38.0, 37.7037037037037)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.235294117647058)"
07-01-2023 15:36:39.617454,"(3.8, 4.5, 4.412783171521036)","(13.0, 16.5, 16.18421052631579)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.2, 2.195953307392996)","(21.0, 38.0, 38.875)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.235294117647058)"
07-01-2023 15:36:41.119365,"(3.8, 4.5, 4.425346260387812)","(13.0, 16.5, 16.18421052631579)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.2, 2.195953307392996)","(21.0, 40.0, 38.875)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.235294117647058)"
07-01-2023 15:36:42.548855,"(3.8, 4.5, 4.404092526690392)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.2, 2.195953307392996)","(21.0, 40.0, 38.875)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.235294117647058)"
07-01-2023 15:36:44.024033,"(3.8, 4.5, 4.404092526690392)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 80.0, 79.16666666666667)","(2.05, 2.2, 2.195953307392996)","(21.0, 40.0, 38.875)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 10.235294117647058)"
07-01-2023 15:36:45.440214,"(3.8, 4.5, 4.404092526690392)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 80.0, 78.4375)","(2.05, 2.2, 2.1932901134521883)","(21.0, 40.0, 38.875)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.5, 9.923809523809524)"
07-01-2023 15:36:46.939549,"(3.8, 4.5, 4.416304347826087)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 85.0, 78.4375)","(2.05, 2.22, 2.1932901134521883)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.923809523809524)"
07-01-2023 15:36:48.364158,"(3.8, 4.5, 4.416304347826087)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 85.0, 78.4375)","(2.05, 2.22, 2.1932901134521883)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.914285714285715)"
07-01-2023 15:36:49.808625,"(3.8, 4.5, 4.416304347826087)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 85.0, 78.4375)","(2.05, 2.22, 2.1932901134521883)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.914285714285715)"
07-01-2023 15:36:51.294600,"(3.8, 4.5, 4.416304347826087)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.84615384615385)","(12.0, 18.5, 18.23076923076923)","(51.0, 85.0, 78.4375)","(2.05, 2.22, 2.1932901134521883)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.914285714285715)"
07-01-2023 15:36:52.741723,"(3.8, 4.5, 4.41611374407583)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.86666666666667)","(12.0, 18.5, 18.274193548387096)","(51.0, 85.0, 78.4375)","(2.05, 2.22, 2.1932901134521883)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.914285714285715)"
07-01-2023 15:36:54.232872,"(3.8, 4.5, 4.41611374407583)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.86666666666667)","(12.0, 18.5, 18.274193548387096)","(51.0, 85.0, 78.4375)","(2.05, 2.22, 2.1932901134521883)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.914285714285715)"
07-01-2023 15:36:55.652903,"(3.8, 4.5, 4.41611374407583)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.86666666666667)","(12.0, 18.5, 18.274193548387096)","(51.0, 85.0, 78.4375)","(2.05, 2.22, 2.1964658634538154)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.968421052631578)"
07-01-2023 15:36:57.118603,"(3.8, 4.5, 4.41611374407583)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.86666666666667)","(12.0, 18.5, 18.274193548387096)","(51.0, 85.0, 78.4375)","(2.05, 2.2, 2.1932686084142397)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.968421052631578)"
07-01-2023 15:36:58.497931,"(3.8, 4.5, 4.41591263650546)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.86666666666667)","(12.0, 18.5, 18.274193548387096)","(51.0, 85.0, 78.4375)","(2.05, 2.2, 2.1932686084142397)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.968421052631578)"
07-01-2023 15:36:59.826325,"(3.8, 4.5, 4.408798646362098)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.38235294117647)","(26.0, 48.0, 47.86666666666667)","(12.0, 18.5, 18.274193548387096)","(51.0, 85.0, 78.4375)","(2.05, 2.2, 2.1932686084142397)","(21.0, 40.0, 39.027027027027025)","(51.0, 150.0, 147.0)","(101.0, 620.0, 346.66666666666663)","(8.5, 10.0, 9.968421052631578)"
07-01-2023 15:37:01.185593,"(3.8, 4.5, 4.408798646362098)","(13.0, 16.5, 16.071428571428573)","(21.0, 32.0, 30.59375)","(26.0, 48.0, 48.61538461538461)","(12.0, 18.5, 19.295454545454547)","(51.0, 85.0, 79.82758620689656)","(2.05, 2.2, 2.1146951219512196)","(21.0, 40.0, 41.75)","(51.0, 150.0, 159.1304347826087)","(101.0, 620.0, 415.0)","(8.5, 10.0, 10.403846153846153)"
07-01-2023 15:37:02.517707,"(3.8, 4.5, 4.42998678996037)","(13.0, 16.5, 16.772727272727273)","(21.0, 32.0, 30.59375)","(26.0, 50.0, 48.61538461538461)","(12.0, 19.5, 19.625)","(51.0, 85.0, 79.82758620689656)","(2.05, 2.12, 2.1240399002493766)","(21.0, 42.0, 45.25)","(51.0, 180.0, 158.1818181818182)","(101.0, 620.0, 415.0)","(8.5, 10.5, 10.17004048582996)"
07-01-2023 15:37:03.913363,"(3.8, 4.5, 4.42998678996037)","(13.0, 17.0, 16.25)","(21.0, 32.0, 30.59375)","(26.0, 50.0, 48.61538461538461)","(12.0, 20.0, 19.625)","(51.0, 85.0, 79.82758620689656)","(2.05, 2.14, 2.1346913580246913)","(21.0, 46.0, 45.25)","(51.0, 180.0, 158.1818181818182)","(101.0, 620.0, 415.0)","(8.5, 11.0, 10.142259414225942)"
07-01-2023 15:37:05.363621,"(3.8, 4.5, 4.424530663329162)","(13.0, 16.5, 16.25)","(21.0, 32.0, 30.59375)","(26.0, 50.0, 48.56)","(12.0, 20.0, 19.74)","(51.0, 85.0, 79.82758620689656)","(2.05, 2.14, 2.1357615894039736)","(21.0, 46.0, 45.25)","(51.0, 180.0, 158.1818181818182)","(101.0, 620.0, 415.0)","(8.5, 11.0, 10.142259414225942)"
07-01-2023 15:37:07.183597,"(3.8, 4.5, 4.424530663329162)","(13.0, 16.5, 16.25)","(21.0, 32.0, 30.59375)","(26.0, 50.0, 48.56)","(12.0, 21.0, 19.714285714285715)","(51.0, 85.0, 79.82758620689656)","(2.05, 2.14, 2.1357615894039736)","(21.0, 46.0, 45.25)","(51.0, 180.0, 158.1818181818182)","(101.0, 620.0, 415.0)","(8.5, 11.0, 10.142259414225942)"
07-01-2023 15:37:08.760618,"(3.8, 4.5, 4.424530663329162)","(13.0, 16.5, 16.25)","(21.0, 32.0, 30.59375)","(26.0, 50.0, 48.56)","(12.0, 21.0, 19.714285714285715)","(51.0, 85.0, 79.82758620689656)","(2.05, 2.14, 2.1453488372093026)","(21.0, 46.0, 45.25)","(51.0, 180.0, 158.1818181818182)","(101.0, 620.0, 415.0)","(8.5, 11.0, 10.23076923076923)"
