,Eagles Forever,Getouttheway,Max Fire,Im Kenny,Diamonds Are,Festival Of Light,Bunjil,Shema,Spy Colonel
07-01-2023 14:04:12.733893,"(7.0, 9.2, 8.727272727272727)","(5.0, 5.5, 5.42)","(3.2, 3.4, 3.3946428571428573)","(21.0, 27.0, 25.516129032258064)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.44444444444444)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.5)"
07-01-2023 14:04:13.935329,"(7.0, 9.2, 8.727272727272727)","(5.0, 5.5, 5.42)","(3.2, 3.4, 3.3946428571428573)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.44444444444444)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.5)"
07-01-2023 14:04:15.163813,"(7.0, 9.2, 8.741176470588234)","(5.0, 5.5, 5.348101265822785)","(3.2, 3.4, 3.4354700854700857)","(21.0, 27.0, 25.516129032258064)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.44444444444444)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:16.341666,"(7.0, 9.2, 8.741176470588234)","(5.0, 5.4, 5.348101265822785)","(3.2, 3.45, 3.4354700854700857)","(21.0, 27.0, 25.516129032258064)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.44444444444444)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:17.545665,"(7.0, 9.2, 8.741176470588234)","(5.0, 5.4, 5.357446808510638)","(3.2, 3.45, 3.4377192982456144)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 56.15384615384615)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:18.739629,"(7.0, 9.2, 8.784615384615384)","(5.0, 5.4, 5.357446808510638)","(3.2, 3.45, 3.4377192982456144)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 56.15384615384615)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:19.946322,"(7.0, 9.2, 8.784615384615384)","(5.0, 5.4, 5.3500000000000005)","(3.2, 3.45, 3.4377192982456144)","(21.0, 27.0, 25.516129032258064)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.22222222222222)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 40.666666666666664)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:21.141659,"(7.0, 9.2, 8.784615384615384)","(5.0, 5.4, 5.3500000000000005)","(3.2, 3.45, 3.425)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.916666666666664)","(4.2, 5.9, 5.8933333333333335)","(31.0, 42.0, 36.2)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:22.360326,"(7.0, 9.2, 8.942857142857143)","(5.0, 5.4, 5.333333333333334)","(3.2, 3.45, 3.425)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.916666666666664)","(4.2, 5.9, 5.8933333333333335)","(31.0, 38.0, 36.2)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:23.438029,"(7.0, 9.2, 8.942857142857143)","(5.0, 5.4, 5.333333333333334)","(3.2, 3.45, 3.425)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.916666666666664)","(4.2, 5.9, 5.8933333333333335)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:24.633709,"(7.0, 9.0, 8.7)","(5.0, 5.4, 5.361111111111112)","(3.2, 3.45, 3.425)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.916666666666664)","(4.2, 5.9, 5.8933333333333335)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:25.873744,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.45, 3.425)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.916666666666664)","(4.2, 5.9, 5.8933333333333335)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:27.062981,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.5, 3.425925925925926)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.916666666666664)","(4.2, 5.9, 5.8933333333333335)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:28.073539,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.5, 3.425925925925926)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 57.916666666666664)","(4.2, 5.9, 5.8933333333333335)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:29.242913,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.5, 3.487908496732026)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 58.529411764705884)","(4.2, 5.9, 5.97)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:30.480657,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.5, 3.4889261744966444)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 58.529411764705884)","(4.2, 6.0, 5.97)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:31.767191,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.5, 3.4889261744966444)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 58.38709677419355)","(4.2, 6.0, 5.97)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:33.008237,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.5, 3.4941901408450704)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 60.0, 54.81481481481482)","(4.2, 6.0, 5.97)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:34.210359,"(7.0, 9.0, 8.584615384615384)","(5.0, 5.5, 5.473239436619719)","(3.2, 3.5, 3.4941901408450704)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.97)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:35.441556,"(7.0, 9.0, 8.633333333333333)","(5.0, 5.5, 5.447222222222222)","(3.2, 3.5, 3.491477272727273)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.97)","(31.0, 38.0, 35.42857142857143)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:36.627618,"(7.0, 8.8, 8.633333333333333)","(5.0, 5.5, 5.447222222222222)","(3.2, 3.5, 3.491477272727273)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.966666666666667)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:37.850957,"(7.0, 8.8, 8.554545454545455)","(5.0, 5.5, 5.430864197530864)","(3.2, 3.5, 3.491477272727273)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.966666666666667)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:39.036136,"(7.0, 8.8, 8.554545454545455)","(5.0, 5.5, 5.430864197530864)","(3.2, 3.5, 3.491477272727273)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.966666666666667)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:40.267564,"(7.0, 8.8, 8.554545454545455)","(5.0, 5.5, 5.424705882352941)","(3.2, 3.5, 3.475)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.966666666666667)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:41.494425,"(7.0, 8.8, 8.554545454545455)","(5.0, 5.5, 5.424705882352941)","(3.2, 3.5, 3.45)","(21.0, 27.0, 25.516129032258064)","(12.0, 14.5, 14.025252525252526)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.973913043478261)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:42.609345,"(7.0, 8.8, 8.577777777777778)","(5.0, 5.5, 5.42)","(3.2, 3.45, 3.434251968503937)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.948148148148148)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:43.677927,"(7.0, 8.8, 8.523076923076923)","(5.0, 5.5, 5.42)","(3.2, 3.45, 3.434251968503937)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.948148148148148)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.565217391304348)"
07-01-2023 14:04:44.860499,"(7.0, 8.8, 8.523076923076923)","(5.0, 5.5, 5.42)","(3.2, 3.45, 3.434251968503937)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.948148148148148)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:46.046978,"(7.0, 8.8, 8.523076923076923)","(5.0, 5.5, 5.42)","(3.2, 3.45, 3.434251968503937)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.942857142857143)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:47.245131,"(7.0, 8.8, 8.35)","(5.0, 5.5, 5.42)","(3.2, 3.45, 3.434251968503937)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.2, 6.0, 5.96)","(31.0, 38.0, 36.36363636363636)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:48.450512,"(7.0, 8.8, 8.35)","(4.8, 5.5, 5.42)","(3.2, 3.45, 3.424825174825175)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.0, 5.96)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:49.679976,"(7.0, 8.8, 8.35)","(4.8, 5.5, 5.42)","(3.2, 3.45, 3.4310526315789476)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.0, 5.962962962962963)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:50.917744,"(7.0, 8.8, 8.35)","(4.8, 5.5, 5.42)","(3.2, 3.45, 3.432692307692308)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.0, 5.962962962962963)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:52.108059,"(7.0, 8.8, 8.35)","(4.8, 5.5, 5.42)","(3.2, 3.45, 3.432692307692308)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.0, 5.958333333333334)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:53.291646,"(7.0, 8.6, 8.272727272727273)","(4.8, 5.5, 5.42)","(3.2, 3.45, 3.432692307692308)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.004854368932039)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.0, 5.958333333333334)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:54.429917,"(7.0, 8.6, 8.528260869565218)","(4.8, 5.5, 5.42)","(3.2, 3.45, 3.432692307692308)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.0, 6.043243243243244)","(31.0, 38.0, 37.2)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:55.633319,"(7.0, 8.6, 8.554347826086957)","(4.8, 5.5, 5.434117647058823)","(3.2, 3.45, 3.432692307692308)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.051612903225807)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:56.890256,"(7.0, 8.6, 8.285714285714285)","(4.8, 5.5, 5.428089887640449)","(3.2, 3.45, 3.422)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.014285714285714)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:58.041310,"(7.0, 8.6, 8.285714285714285)","(4.8, 5.5, 5.428089887640449)","(3.2, 3.5, 3.448)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.014285714285714)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:04:59.092493,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.428089887640449)","(3.2, 3.5, 3.4901234567901236)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.014285714285714)","(31.0, 38.0, 37.142857142857146)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:05:00.257272,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.4, 5.380434782608696)","(3.2, 3.5, 3.4901234567901236)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.014285714285714)","(31.0, 38.0, 36.5)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:05:01.487460,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.4, 5.375510204081633)","(3.2, 3.5, 3.4901234567901236)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.007407407407407)","(31.0, 38.0, 37.0)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:05:02.734392,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.4, 5.379310344827586)","(3.2, 3.5, 3.4901234567901236)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.007407407407407)","(31.0, 38.0, 37.0)","(10.0, 13.0, 12.655172413793103)"
07-01-2023 14:05:03.943982,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.4, 5.379310344827586)","(3.2, 3.5, 3.4901234567901236)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.81481481481482)","(4.4, 6.2, 6.007407407407407)","(31.0, 38.0, 37.0)","(10.0, 13.0, 12.805555555555555)"
07-01-2023 14:05:05.123663,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.426470588235294)","(3.2, 3.4, 3.398170731707317)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.827586206896555)","(4.4, 6.2, 6.12)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.0, 12.805555555555555)"
07-01-2023 14:05:06.269788,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.426470588235294)","(3.2, 3.4, 3.398170731707317)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.827586206896555)","(4.4, 6.2, 6.113043478260869)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.0, 12.805555555555555)"
07-01-2023 14:05:07.473568,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.446236559139785)","(3.2, 3.45, 3.4106617647058823)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.827586206896555)","(4.4, 6.2, 6.113043478260869)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.0, 12.805555555555555)"
07-01-2023 14:05:08.747563,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.420175438596491)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.827586206896555)","(4.4, 6.2, 6.10625)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.0, 12.805555555555555)"
07-01-2023 14:05:09.891619,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.4257692307692307)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.827586206896555)","(4.4, 6.2, 6.10625)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.0, 12.805555555555555)"
07-01-2023 14:05:11.062005,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.4257692307692307)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 54.827586206896555)","(4.4, 6.2, 6.10625)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.0, 13.222222222222221)"
07-01-2023 14:05:12.246694,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.4322033898305087)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.014285714285714)","(41.0, 55.0, 59.6551724137931)","(4.4, 6.2, 6.10625)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.119047619047619)"
07-01-2023 14:05:13.461641,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.4322033898305087)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:14.601501,"(7.0, 8.6, 8.270588235294117)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.4322033898305087)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.126027397260274)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:15.770441,"(7.0, 8.2, 7.976)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.4322033898305087)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.126027397260274)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.282608695652174)"
07-01-2023 14:05:16.916677,"(7.0, 8.2, 7.976)","(4.8, 5.5, 5.4402061855670105)","(3.2, 3.45, 3.43)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.126027397260274)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.282608695652174)"
07-01-2023 14:05:18.096949,"(7.0, 8.0, 7.975510204081632)","(4.8, 5.5, 5.481333333333334)","(3.2, 3.5, 3.4807106598984774)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:19.312954,"(7.0, 8.2, 8.101754385964911)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4821808510638297)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:20.537327,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4916666666666667)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:21.739353,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4916666666666667)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:22.864617,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4905092592592593)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:24.085889,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4905092592592593)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:25.295123,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4905092592592593)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:26.513408,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4913793103448274)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 37.793103448275865)","(10.0, 13.5, 13.192307692307692)"
07-01-2023 14:05:27.780089,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.4907766990291265)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.114285714285715)","(31.0, 38.0, 39.86666666666667)","(10.0, 13.5, 12.85)"
07-01-2023 14:05:28.943011,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.490731707317073)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.107692307692308)","(31.0, 42.0, 39.86666666666667)","(10.0, 13.0, 12.8)"
07-01-2023 14:05:29.951718,"(7.0, 8.2, 8.184444444444443)","(4.8, 5.5, 5.461111111111111)","(3.2, 3.5, 3.490731707317073)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.5, 14.034653465346535)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.107692307692308)","(31.0, 42.0, 39.86666666666667)","(10.0, 13.0, 12.8)"
07-01-2023 14:05:31.114643,"(7.0, 8.2, 8.171134020618556)","(4.8, 5.5, 5.434375)","(3.2, 3.55, 3.514705882352941)","(21.0, 27.0, 25.266666666666666)","(12.0, 14.0, 13.96551724137931)","(41.0, 60.0, 59.33333333333333)","(4.4, 6.2, 6.0756097560975615)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.736842105263158)"
07-01-2023 14:05:32.340992,"(7.0, 8.2, 8.171134020618556)","(4.8, 5.5, 5.4366666666666665)","(3.2, 3.55, 3.5377990430622006)","(21.0, 27.0, 25.266666666666666)","(12.0, 14.0, 13.880597014925373)","(41.0, 60.0, 59.33333333333333)","(4.4, 6.2, 6.032786885245901)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.8)"
07-01-2023 14:05:33.529110,"(7.0, 8.2, 8.188636363636363)","(4.8, 5.4, 5.389041095890411)","(3.2, 3.55, 3.540116279069767)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.0, 13.880597014925373)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.8)"
07-01-2023 14:05:34.667071,"(7.0, 8.2, 8.188636363636363)","(4.8, 5.4, 5.3822784810126585)","(3.2, 3.55, 3.540116279069767)","(21.0, 27.0, 25.296296296296298)","(12.0, 14.0, 13.885714285714286)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.8)"
07-01-2023 14:05:35.812640,"(7.0, 8.2, 8.188636363636363)","(4.8, 5.4, 5.3822784810126585)","(3.2, 3.55, 3.540116279069767)","(21.0, 26.0, 25.333333333333332)","(12.0, 14.0, 13.885714285714286)","(41.0, 60.0, 59.6551724137931)","(4.4, 6.2, 6.03921568627451)","(31.0, 42.0, 39.12)","(10.0, 13.0, 12.8)"
