,Magic Avenue,Toofan Raja,Zipping Wesley,Go Forward Herby,Tricky Avenue,Pinned
04-01-2023 14:21:47.698528,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 6.5)"
04-01-2023 14:21:48.714167,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 31.333333333333336)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:49.786497,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:50.804157,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:51.702609,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:52.589640,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:53.495919,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:54.417426,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:55.337442,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:56.292204,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:57.172538,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:58.075942,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 50.0, 42.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.279999999999999)"
04-01-2023 14:21:58.979437,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.2444444444444445)"
04-01-2023 14:21:59.876917,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.2444444444444445)"
04-01-2023 14:22:00.790933,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.4916666666666667)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.2444444444444445)"
04-01-2023 14:22:01.745304,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.5, 2.495035460992908)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.2444444444444445)"
04-01-2023 14:22:02.677167,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.52, 2.507027027027027)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.2444444444444445)"
04-01-2023 14:22:03.623463,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.52, 2.502222222222222)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.2444444444444445)"
04-01-2023 14:22:04.488759,"(5.5, 13.0, 10.381818181818183)","(2.5, 3.8, 3.408)","(2.35, 2.52, 2.502222222222222)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.8, 7.0)"
04-01-2023 14:22:05.413171,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.625454545454545)","(2.35, 2.52, 2.44)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.6, 6.977777777777778)"
04-01-2023 14:22:06.354368,"(5.5, 12.5, 11.15)","(2.5, 3.8, 3.625454545454545)","(2.35, 2.52, 2.44)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.4, 6.977777777777778)"
04-01-2023 14:22:07.266801,"(5.5, 12.5, 11.15)","(2.5, 3.8, 3.629090909090909)","(2.35, 2.52, 2.44)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.4, 6.977777777777778)"
04-01-2023 14:22:08.161378,"(5.5, 12.5, 11.15)","(2.5, 3.8, 3.493333333333333)","(2.35, 2.52, 2.44)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.4, 5.9)"
04-01-2023 14:22:09.051733,"(5.5, 12.5, 11.15)","(2.5, 3.8, 3.6363636363636362)","(2.35, 2.52, 2.44)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.4, 5.9)"
04-01-2023 14:22:10.018998,"(5.5, 12.5, 11.6)","(2.5, 3.8, 3.62)","(2.35, 2.52, 2.4436363636363634)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.4, 6.111111111111112)"
04-01-2023 14:22:10.935886,"(5.5, 12.5, 11.6)","(2.5, 3.8, 3.4866666666666664)","(2.35, 2.52, 2.4436363636363634)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 7.0, 5.909090909090909)"
04-01-2023 14:22:11.853980,"(5.5, 13.0, 10.511111111111111)","(2.5, 3.8, 3.4866666666666664)","(2.35, 2.52, 2.421176470588235)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.8, 5.573333333333333)"
04-01-2023 14:22:12.763654,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6773333333333333)","(2.35, 2.52, 2.4352941176470586)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.6, 5.573333333333333)"
04-01-2023 14:22:13.696282,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6773333333333333)","(2.35, 2.52, 2.4352941176470586)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.6, 5.573333333333333)"
04-01-2023 14:22:14.738104,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6773333333333333)","(2.35, 2.52, 2.4352941176470586)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.6, 5.573333333333333)"
04-01-2023 14:22:15.688078,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6773333333333333)","(2.35, 2.52, 2.4352941176470586)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.6, 5.573333333333333)"
04-01-2023 14:22:16.660289,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6773333333333333)","(2.35, 2.52, 2.4352941176470586)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.6, 5.573333333333333)"
04-01-2023 14:22:17.564412,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6773333333333333)","(2.35, 2.52, 2.4352941176470586)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.6, 5.573333333333333)"
04-01-2023 14:22:18.466444,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.6773333333333333)","(2.35, 2.52, 2.4352941176470586)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.6, 5.6000000000000005)"
04-01-2023 14:22:19.395120,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.718181818181818)","(2.35, 2.52, 2.4514285714285715)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.4, 5.771428571428571)"
04-01-2023 14:22:20.299659,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.585)","(2.35, 2.52, 2.4514285714285715)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.771428571428571)"
04-01-2023 14:22:21.195682,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.585)","(2.35, 2.52, 2.4514285714285715)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.771428571428571)"
04-01-2023 14:22:22.149472,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.585)","(2.35, 2.52, 2.4514285714285715)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.771428571428571)"
04-01-2023 14:22:23.072769,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.585)","(2.35, 2.52, 2.4514285714285715)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.771428571428571)"
04-01-2023 14:22:23.996766,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.585)","(2.35, 2.52, 2.4514285714285715)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.771428571428571)"
04-01-2023 14:22:24.891418,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.585)","(2.35, 2.52, 2.4514285714285715)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.771428571428571)"
04-01-2023 14:22:25.798888,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.585)","(2.35, 2.52, 2.4299999999999997)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.490909090909091)"
04-01-2023 14:22:26.751337,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6666666666666665)","(2.35, 2.52, 2.4628571428571426)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.490909090909091)"
04-01-2023 14:22:27.694430,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.6666666666666665)","(2.35, 2.52, 2.4628571428571426)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.490909090909091)"
04-01-2023 14:22:28.623543,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.6666666666666665)","(2.35, 2.52, 2.4628571428571426)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.490909090909091)"
04-01-2023 14:22:29.580991,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.6666666666666665)","(2.35, 2.52, 2.46)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.490909090909091)"
04-01-2023 14:22:30.535585,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.6666666666666665)","(2.35, 2.52, 2.4771428571428573)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.490909090909091)"
04-01-2023 14:22:31.468946,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.6666666666666665)","(2.35, 2.52, 2.4635294117647057)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.490909090909091)"
04-01-2023 14:22:32.433056,"(5.5, 12.5, 10.700000000000001)","(2.5, 3.8, 3.6666666666666665)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.536363636363636)"
04-01-2023 14:22:33.383801,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.8, 3.6545454545454543)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.469230769230769)"
04-01-2023 14:22:34.269837,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.85, 3.1049382716049383)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.347058823529411)"
04-01-2023 14:22:35.168065,"(5.5, 12.5, 10.571428571428571)","(2.5, 3.85, 3.1399999999999997)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 5.8, 5.347058823529411)"
04-01-2023 14:22:36.095471,"(5.5, 12.5, 10.16)","(2.5, 3.85, 3.1399999999999997)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 39.14285714285714)","(101.0, 650.0, 385.0)","(4.8, 5.8, 5.347058823529411)"
04-01-2023 14:22:37.038826,"(5.5, 12.5, 10.16)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.4694736842105263)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 5.8, 5.347058823529411)"
04-01-2023 14:22:37.954824,"(5.5, 12.5, 10.16)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 5.8, 5.347058823529411)"
04-01-2023 14:22:38.834234,"(5.5, 12.5, 10.16)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 5.8, 5.469230769230769)"
04-01-2023 14:22:39.733384,"(5.5, 12.5, 10.16)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.571428571428571)"
04-01-2023 14:22:40.636384,"(5.5, 12.0, 10.428571428571429)","(2.5, 3.8, 3.53)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.2, 5.7)"
04-01-2023 14:22:41.607034,"(5.5, 12.0, 10.428571428571429)","(2.5, 3.8, 3.32)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.590909090909091)"
04-01-2023 14:22:42.521268,"(5.5, 12.0, 11.2)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.590909090909091)"
04-01-2023 14:22:43.509105,"(5.5, 12.0, 11.2)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.590909090909091)"
04-01-2023 14:22:44.475073,"(5.5, 12.0, 11.2)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.590909090909091)"
04-01-2023 14:22:45.426996,"(5.5, 12.0, 11.2)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.4685714285714284)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.590909090909091)"
04-01-2023 14:22:46.351297,"(5.5, 12.0, 11.2)","(2.5, 3.8, 3.4210526315789473)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.590909090909091)"
04-01-2023 14:22:47.468835,"(5.5, 13.0, 10.166666666666666)","(2.5, 3.8, 3.3899999999999997)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.536363636363636)"
04-01-2023 14:22:48.444107,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.4)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:49.325057,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.4)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:50.296349,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.4)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 32.0)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:51.301837,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.4)","(2.35, 2.52, 2.482105263157895)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:52.222880,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.4)","(2.35, 2.52, 2.4685714285714284)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:53.199649,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.4)","(2.35, 2.52, 2.491764705882353)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.590909090909091)"
04-01-2023 14:22:54.140792,"(5.5, 13.0, 10.166666666666666)","(2.5, 3.8, 3.4)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 6.0, 5.536363636363636)"
04-01-2023 14:22:55.005220,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.5428571428571427)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:55.986690,"(5.5, 12.5, 10.416666666666666)","(2.5, 3.8, 3.5428571428571427)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:56.943114,"(5.5, 12.5, 10.357142857142858)","(2.5, 3.8, 3.5428571428571427)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:57.871445,"(5.5, 12.5, 10.357142857142858)","(2.5, 3.8, 3.5428571428571427)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 29.647058823529413)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:58.801889,"(5.5, 12.5, 10.357142857142858)","(2.5, 3.8, 3.5428571428571427)","(2.35, 2.52, 2.4771428571428573)","(19.0, 48.0, 38.25)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:22:59.688212,"(5.5, 12.5, 10.357142857142858)","(2.5, 3.8, 3.5428571428571427)","(2.35, 2.52, 2.474285714285714)","(19.0, 48.0, 38.25)","(101.0, 650.0, 385.0)","(4.8, 5.9, 5.536363636363636)"
04-01-2023 14:23:00.700956,"(5.5, 12.5, 10.357142857142858)","(2.5, 3.8, 3.425)","(2.35, 2.52, 2.474285714285714)","(19.0, 48.0, 35.0)","(101.0, 650.0, 571.4285714285714)","(4.8, 5.7, 5.427272727272727)"
04-01-2023 14:23:01.649725,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.45)","(2.35, 2.52, 2.474285714285714)","(19.0, 48.0, 35.0)","(101.0, 650.0, 571.4285714285714)","(4.8, 5.7, 5.427272727272727)"
04-01-2023 14:23:02.698349,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.45)","(2.35, 2.52, 2.474285714285714)","(19.0, 48.0, 35.0)","(101.0, 650.0, 571.4285714285714)","(4.8, 5.7, 5.427272727272727)"
04-01-2023 14:23:03.718126,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.45)","(2.35, 2.52, 2.474285714285714)","(19.0, 48.0, 35.0)","(101.0, 650.0, 571.4285714285714)","(4.8, 5.7, 5.427272727272727)"
04-01-2023 14:23:04.667141,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.45)","(2.35, 2.52, 2.474285714285714)","(19.0, 48.0, 34.0)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:05.579337,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.45)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 39.099999999999994)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:06.471904,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.45)","(2.35, 2.52, 2.46)","(19.0, 46.0, 39.099999999999994)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:07.447624,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.45)","(2.35, 2.52, 2.4776470588235293)","(19.0, 46.0, 39.099999999999994)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:08.361788,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.5749999999999997)","(2.35, 2.52, 2.4699999999999998)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:09.300393,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.5749999999999997)","(2.35, 2.52, 2.4699999999999998)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:10.298312,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.5749999999999997)","(2.35, 2.52, 2.4699999999999998)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:11.187749,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.5749999999999997)","(2.35, 2.52, 2.4699999999999998)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:12.046921,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.683333333333333)","(2.35, 2.52, 2.4699999999999998)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:12.973801,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.683333333333333)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 592.2222222222222)","(4.8, 5.7, 5.4)"
04-01-2023 14:23:13.899995,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.683333333333333)","(2.35, 2.52, 2.474285714285714)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:15.027375,"(5.5, 12.5, 11.25)","(2.5, 3.8, 3.382142857142857)","(2.35, 2.58, 2.505333333333333)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:15.929006,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.4749999999999996)","(2.35, 2.58, 2.505333333333333)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:16.835575,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.4749999999999996)","(2.35, 2.58, 2.505333333333333)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:17.759226,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.4749999999999996)","(2.35, 2.58, 2.486666666666667)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:18.692232,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.4749999999999996)","(2.35, 2.58, 2.486666666666667)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:19.651108,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.4749999999999996)","(2.35, 2.58, 2.486666666666667)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:20.518648,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.4749999999999996)","(2.35, 2.58, 2.52)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:21.374423,"(5.5, 12.0, 10.4)","(2.5, 3.8, 3.35)","(2.35, 2.58, 2.5382608695652173)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.2)"
04-01-2023 14:23:22.261159,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.5)","(2.35, 2.58, 2.5382608695652173)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.7, 5.11)"
04-01-2023 14:23:23.170066,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.5)","(2.35, 2.6, 2.59125)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.6, 5.133333333333333)"
04-01-2023 14:23:24.159480,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.5)","(2.35, 2.6, 2.59125)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.6, 5.133333333333333)"
04-01-2023 14:23:25.059991,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.425)","(2.35, 2.6, 2.59125)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.6, 5.133333333333333)"
04-01-2023 14:23:25.914652,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.425)","(2.35, 2.6, 2.5766666666666667)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.6, 4.793103448275862)"
04-01-2023 14:23:26.779924,"(5.5, 12.0, 10.333333333333334)","(2.5, 3.8, 3.425)","(2.35, 2.6, 2.58)","(19.0, 46.0, 35.77777777777778)","(101.0, 650.0, 548.0)","(4.8, 5.6, 4.793103448275862)"
