,Shanias Dream,Stylish Ken,Vortex,Irongate,Holiday In Paris,Hazelnut,Stings To Burn,Jonas
15-12-2022 13:39:21.100241,"(3.0, 5.2, 4.304)","(2.45, 3.75, 2.7675)","(31.0, 260.0, 119.85714285714286)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.5, 7.9875)","(10.0, 22.0, 19.2)","(5.0, 10.0, 7.133333333333333)"
15-12-2022 13:39:22.339320,"(3.0, 5.2, 4.304)","(2.45, 3.75, 2.7675)","(31.0, 260.0, 119.85714285714286)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.5, 7.9875)","(10.0, 22.0, 19.2)","(5.0, 10.0, 7.133333333333333)"
15-12-2022 13:39:23.424676,"(3.0, 5.2, 4.304)","(2.45, 3.75, 2.535)","(31.0, 260.0, 119.85714285714286)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.23)","(10.0, 22.0, 19.2)","(5.0, 10.0, 7.133333333333333)"
15-12-2022 13:39:24.756637,"(3.0, 5.2, 4.304)","(2.45, 3.75, 2.535)","(31.0, 260.0, 119.85714285714286)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.5)","(10.0, 22.0, 18.85)","(5.0, 9.8, 7.572727272727273)"
15-12-2022 13:39:26.165783,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.4899999999999998)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.5)","(10.0, 22.0, 18.85)","(5.0, 9.8, 6.8625)"
15-12-2022 13:39:27.334948,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.671176470588235)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.5)","(10.0, 22.0, 18.85)","(5.0, 9.8, 6.8625)"
15-12-2022 13:39:28.502898,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.671176470588235)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.5)","(10.0, 22.0, 18.85)","(5.0, 9.8, 6.8625)"
15-12-2022 13:39:29.733505,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.671176470588235)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.5)","(10.0, 22.0, 18.9)","(5.0, 9.8, 6.8625)"
15-12-2022 13:39:30.987773,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.4899999999999998)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.5)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.8, 7.5)"
15-12-2022 13:39:32.261893,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.671176470588235)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.5)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.8, 6.987500000000001)"
15-12-2022 13:39:33.299075,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.671176470588235)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.5)","(10.0, 22.0, 16.4)","(5.0, 9.8, 6.987500000000001)"
15-12-2022 13:39:34.451841,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.671176470588235)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.1)","(10.0, 23.0, 14.2)","(5.0, 9.8, 6.987500000000001)"
15-12-2022 13:39:35.780267,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.784736842105263)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.1)","(10.0, 23.0, 14.2)","(5.0, 9.8, 7.4)"
15-12-2022 13:39:36.849293,"(3.0, 5.2, 4.08)","(2.45, 3.75, 2.77)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.1)","(10.0, 23.0, 14.2)","(5.0, 9.8, 6.7875)"
15-12-2022 13:39:38.078799,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9125)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.1)","(10.0, 23.0, 14.2)","(5.0, 9.6, 6.7875)"
15-12-2022 13:39:39.326913,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.6166666666666667)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.2)","(10.0, 23.0, 14.2)","(5.0, 9.6, 6.7875)"
15-12-2022 13:39:40.389859,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.6166666666666667)","(31.0, 260.0, 151.0)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.625)","(10.0, 23.0, 14.2)","(5.0, 9.6, 7.463636363636363)"
15-12-2022 13:39:41.457284,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.6166666666666667)","(31.0, 260.0, 60.2)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.625)","(10.0, 23.0, 14.2)","(5.0, 9.6, 6.7875)"
15-12-2022 13:39:42.639936,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9125)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.625)","(10.0, 23.0, 14.2)","(5.0, 9.6, 6.7875)"
15-12-2022 13:39:43.784177,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9125)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.625)","(10.0, 23.0, 14.2)","(5.0, 9.6, 6.7875)"
15-12-2022 13:39:44.844839,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9125)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 9.625)","(10.0, 23.0, 14.2)","(5.0, 9.6, 6.7875)"
15-12-2022 13:39:45.912660,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9125)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.846153846153847)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.6, 7.4)"
15-12-2022 13:39:46.893229,"(3.0, 5.2, 4.08)","(2.45, 3.7, 3.08)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.846153846153847)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.9125)"
15-12-2022 13:39:47.932746,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9375)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.846153846153847)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.9125)"
15-12-2022 13:39:48.988030,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9375)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 10.846153846153847)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.9125)"
15-12-2022 13:39:50.035050,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.9375)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.0, 11.466666666666667)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.9125)"
15-12-2022 13:39:51.066881,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.5083333333333333)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.5, 11.466666666666667)","(10.0, 22.0, 13.866666666666667)","(5.0, 9.6, 9.233333333333334)"
15-12-2022 13:39:52.165449,"(3.0, 5.2, 4.08)","(2.45, 3.7, 3.001818181818182)","(31.0, 260.0, 78.36363636363637)","(19.0, 60.0, 32.333333333333336)","(18.0, 60.0, 29.454545454545453)","(7.0, 13.5, 11.466666666666667)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 9.233333333333334)"
15-12-2022 13:39:53.147138,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 11.466666666666667)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 8.875)"
15-12-2022 13:39:54.286126,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 11.466666666666667)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 8.875)"
15-12-2022 13:39:55.342401,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.9)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 8.875)"
15-12-2022 13:39:56.430274,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.6083333333333334)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.9)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 9.266666666666666)"
15-12-2022 13:39:57.532400,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.9)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 8.925)"
15-12-2022 13:39:58.676383,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.9)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 8.925)"
15-12-2022 13:39:59.978840,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 8.925)"
15-12-2022 13:40:01.134314,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 9.166666666666668)"
15-12-2022 13:40:02.110156,"(3.0, 5.2, 4.08)","(2.45, 3.65, 3.035)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 9.166666666666668)"
15-12-2022 13:40:03.337154,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 8.775)"
15-12-2022 13:40:04.474312,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 6.733333333333333)"
15-12-2022 13:40:05.617668,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.89375)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 13.866666666666667)","(5.0, 10.0, 7.45)"
15-12-2022 13:40:06.668766,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 19.288888888888888)","(5.0, 10.0, 7.6)"
15-12-2022 13:40:07.682222,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 19.288888888888888)","(5.0, 10.0, 6.866666666666667)"
15-12-2022 13:40:08.727664,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 19.288888888888888)","(5.0, 10.0, 6.866666666666667)"
15-12-2022 13:40:09.821064,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 19.288888888888888)","(5.0, 10.0, 6.866666666666667)"
15-12-2022 13:40:10.905070,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 78.36363636363637)","(20.0, 60.0, 32.333333333333336)","(19.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(10.0, 22.0, 19.288888888888888)","(5.0, 10.0, 6.866666666666667)"
15-12-2022 13:40:12.013973,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 107.6923076923077)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 10.0, 7.0)"
15-12-2022 13:40:13.100323,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 107.6923076923077)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 10.0, 7.0)"
15-12-2022 13:40:14.182580,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 107.6923076923077)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 10.0, 7.0)"
15-12-2022 13:40:15.186231,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 107.6923076923077)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 10.0, 7.0)"
15-12-2022 13:40:16.214979,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 107.6923076923077)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 10.0, 7.2727272727272725)"
15-12-2022 13:40:17.251700,"(3.0, 5.2, 4.08)","(2.45, 3.7, 3.001818181818182)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 10.0, 6.8625)"
15-12-2022 13:40:18.380248,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.8, 6.8625)"
15-12-2022 13:40:19.557399,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 9.8, 8.121428571428572)"
15-12-2022 13:40:20.747046,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 9.8, 8.121428571428572)"
15-12-2022 13:40:22.018813,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 9.8, 8.121428571428572)"
15-12-2022 13:40:23.210531,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 9.8, 8.121428571428572)"
15-12-2022 13:40:24.317992,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.8, 7.5)"
15-12-2022 13:40:25.382913,"(3.0, 5.2, 4.08)","(2.45, 3.7, 3.001818181818182)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.8, 6.987500000000001)"
15-12-2022 13:40:26.561322,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.8, 6.987500000000001)"
15-12-2022 13:40:27.621781,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.8, 6.987500000000001)"
15-12-2022 13:40:28.709447,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.8, 7.3)"
15-12-2022 13:40:29.731873,"(3.0, 5.2, 4.08)","(2.45, 3.7, 3.001818181818182)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 7.3)"
15-12-2022 13:40:30.751469,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.7875)"
15-12-2022 13:40:31.765261,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.7875)"
15-12-2022 13:40:32.936124,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 9.6, 6.327272727272727)"
15-12-2022 13:40:34.086992,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 9.6, 6.914285714285715)"
15-12-2022 13:40:35.280278,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 19.288888888888888)","(5.0, 9.6, 6.914285714285715)"
15-12-2022 13:40:36.549288,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.914285714285715)"
15-12-2022 13:40:37.684578,"(3.0, 5.2, 4.08)","(2.45, 3.7, 3.001818181818182)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.769230769230769)"
15-12-2022 13:40:38.708347,"(3.0, 5.2, 4.08)","(2.45, 3.7, 3.001818181818182)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.67142857142857)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.327272727272727)"
15-12-2022 13:40:39.709799,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 6.327272727272727)"
15-12-2022 13:40:40.747819,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 7.482352941176471)"
15-12-2022 13:40:41.837555,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 8.475)"
15-12-2022 13:40:42.947114,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.585714285714286)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 22.0, 13.866666666666667)","(5.0, 9.6, 7.949999999999999)"
15-12-2022 13:40:44.102322,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 149.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 22.0, 14.2)","(5.0, 9.6, 8.825)"
15-12-2022 13:40:45.150781,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 62.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 18.666666666666664)","(5.0, 10.0, 7.0625)"
15-12-2022 13:40:46.180117,"(3.0, 5.2, 4.08)","(2.45, 3.7, 2.86)","(41.0, 260.0, 62.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 18.666666666666664)","(5.0, 10.0, 7.0625)"
15-12-2022 13:40:47.309516,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.4892857142857143)","(41.0, 260.0, 62.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 18.666666666666664)","(5.0, 10.0, 7.65)"
15-12-2022 13:40:48.455395,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.7616666666666667)","(41.0, 260.0, 109.07692307692308)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 18.666666666666664)","(5.0, 10.0, 7.125)"
15-12-2022 13:40:49.605931,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.666875)","(41.0, 260.0, 150.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 14.666666666666668)","(5.0, 10.0, 7.125)"
15-12-2022 13:40:50.666169,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.666875)","(41.0, 260.0, 150.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 14.666666666666668)","(5.0, 10.0, 7.125)"
15-12-2022 13:40:51.728819,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.4892857142857143)","(41.0, 260.0, 150.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 14.666666666666668)","(5.0, 10.0, 7.125)"
15-12-2022 13:40:52.725509,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.4892857142857143)","(41.0, 260.0, 150.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 14.666666666666668)","(5.0, 9.8, 7.4)"
15-12-2022 13:40:53.785413,"(3.0, 5.2, 4.08)","(2.45, 3.65, 2.7616666666666667)","(41.0, 260.0, 150.0)","(20.0, 60.0, 32.333333333333336)","(20.0, 60.0, 29.454545454545453)","(7.0, 13.5, 9.166666666666666)","(11.0, 23.0, 20.5)","(5.0, 9.8, 6.8625)"
