,Rich List,Dawn Ofa New Brew,Roll The Aces,Barkway Dulcie,Famous Three,Shireen,Burrabadine Dancer,Dragon Tattoo Nz,Hes The Judge
06-01-2023 12:17:58.327887,"(10.0, 21.0, 16.36)","(101.0, 220.0, 170.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.05, 99999, 99990)","(11.0, 23.0, 18.630769230769232)"
06-01-2023 12:17:59.793392,"(10.0, 21.0, 16.36)","(101.0, 220.0, 170.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.05, 99999, 99990)","(11.0, 23.0, 18.630769230769232)"
06-01-2023 12:18:01.134692,"(11.0, 21.0, 16.36)","(101.0, 220.0, 170.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 18.630769230769232)"
06-01-2023 12:18:02.420163,"(11.0, 21.0, 15.2)","(101.0, 220.0, 170.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 18.630769230769232)"
06-01-2023 12:18:03.736802,"(11.0, 21.0, 15.2)","(101.0, 220.0, 170.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 20.97142857142857)"
06-01-2023 12:18:05.295886,"(11.0, 21.0, 15.2)","(101.0, 220.0, 185.71428571428572)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 17.4)"
06-01-2023 12:18:07.268812,"(11.0, 21.0, 15.2)","(101.0, 220.0, 185.71428571428572)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 17.4)"
06-01-2023 12:18:09.024921,"(11.0, 21.0, 15.2)","(101.0, 220.0, 185.71428571428572)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 191.42857142857144)","(101.0, 220.0, 191.42857142857144)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 17.4)"
06-01-2023 12:18:13.812246,"(11.0, 21.0, 17.2)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:15.426093,"(11.0, 21.0, 17.2)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:17.117659,"(11.0, 21.0, 17.2)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:18.617136,"(11.0, 21.0, 16.52)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:20.085838,"(11.0, 21.0, 16.52)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:21.495951,"(11.0, 21.0, 16.52)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:22.943312,"(11.0, 21.0, 19.914285714285715)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:24.351872,"(11.0, 21.0, 19.914285714285715)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:25.734388,"(11.0, 21.0, 19.914285714285715)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:27.252676,"(11.0, 21.0, 19.914285714285715)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 19.705882352941174)"
06-01-2023 12:18:28.859130,"(11.0, 21.0, 19.914285714285715)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:30.507339,"(11.0, 21.0, 17.266666666666666)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:32.183277,"(11.0, 21.0, 17.266666666666666)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:33.691778,"(11.0, 21.0, 17.266666666666666)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 204.0)","(101.0, 220.0, 204.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:35.158796,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:36.610747,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:38.147784,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:39.753199,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:41.285068,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 12.0, 8.133333333333333)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:42.782483,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 12.0, 7.5600000000000005)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:45.101419,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 13.0, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.692)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:47.137348,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.692)","(13.0, 30.0, 27.57142857142857)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:49.159173,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.692)","(13.0, 30.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:51.106101,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:52.722624,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:54.191268,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 11.959999999999999)"
06-01-2023 12:18:55.713342,"(11.0, 21.0, 16.44)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:57.140398,"(11.0, 21.0, 18.72)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:18:58.600931,"(11.0, 21.0, 17.2)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 13.8)"
06-01-2023 12:19:00.011752,"(11.0, 21.0, 17.266666666666666)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 23.0, 17.733333333333334)"
06-01-2023 12:19:01.491125,"(11.0, 21.0, 17.266666666666666)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 22.0, 15.1)"
06-01-2023 12:19:02.938311,"(11.0, 21.0, 16.52)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:04.342550,"(11.0, 21.0, 16.6)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 26.714285714285715)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:05.670803,"(11.0, 21.0, 16.6)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 29.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:07.005257,"(11.0, 21.0, 16.6)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:08.387366,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:09.780767,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:11.258311,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:12.615531,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:14.006522,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:15.586969,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 15.1)"
06-01-2023 12:19:16.930727,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 12.571428571428571)"
06-01-2023 12:19:18.361330,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 21.0, 16.4)"
06-01-2023 12:19:19.718179,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 20.0, 16.4)"
06-01-2023 12:19:20.926828,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 20.0, 14.35)"
06-01-2023 12:19:22.248659,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 200.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:23.457165,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:24.555533,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:25.658614,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:26.849270,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:28.255760,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:29.542631,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:30.812683,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:32.053630,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:33.274074,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:34.588832,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:35.849098,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:37.147827,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:38.368108,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:39.571890,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:40.691358,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:41.797928,"(11.0, 21.0, 18.555555555555557)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 14.35)"
06-01-2023 12:19:42.980203,"(11.0, 21.0, 20.119999999999997)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.5, 15.733333333333334)"
06-01-2023 12:19:44.225934,"(11.0, 21.0, 14.0)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 19.0, 13.85)"
06-01-2023 12:19:45.450491,"(11.0, 21.0, 14.0)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 18.5, 13.85)"
06-01-2023 12:19:46.713253,"(11.0, 21.0, 18.375)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 18.5, 13.85)"
06-01-2023 12:19:48.249528,"(11.0, 21.0, 17.0)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 18.5, 13.85)"
06-01-2023 12:19:49.573985,"(11.0, 21.0, 17.0)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 18.5, 13.85)"
06-01-2023 12:19:50.845219,"(11.0, 21.0, 17.0)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 18.5, 13.85)"
06-01-2023 12:19:52.109329,"(11.0, 21.0, 17.0)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 18.5, 13.85)"
06-01-2023 12:19:53.373444,"(11.0, 21.0, 17.5)","(101.0, 220.0, 204.0)","(6.5, 10.5, 7.633333333333334)","(101.0, 220.0, 200.0)","(101.0, 220.0, 200.0)","(2.6, 5.2, 4.468571428571429)","(13.0, 27.0, 23.5)","(2.1, 99999, 99990)","(11.0, 18.5, 13.85)"
