,Oristano,Jeanella,World Ruler,Finest Clobber,Go Go Gracie,Hell Raider,Global Conflict,Moments Of Magic
07-01-2023 15:49:25.199294,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.872)","(6.5, 10.0, 8.5)","(10.0, 13.0, 12.0)","(6.0, 9.4, 8.2)","(8.5, 14.5, 13.0)","(21.0, 44.0, 30.666666666666668)","(101.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:26.218514,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.872)","(6.5, 10.0, 8.5)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(8.5, 14.5, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(101.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:27.246824,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(8.5, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(101.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:28.311264,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(8.5, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(101.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:29.349249,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(8.5, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(101.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:30.420366,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:31.429921,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:32.480549,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.7866666666666666)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:33.470967,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:34.480202,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:35.475567,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:36.443788,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:37.387895,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:38.371955,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:39.447947,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:40.526386,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:41.556135,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:42.587876,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.74)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:43.849722,"(4.0, 5.8, 5.0)","(2.15, 2.98, 2.74)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:44.822758,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.74)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:45.801884,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:47.070952,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:48.188181,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:49.520376,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:50.656260,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:51.721516,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:52.722176,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:53.751819,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:54.814845,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:55.905521,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:56.886761,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:57.835926,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:58.867872,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:49:59.890959,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:00.934493,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:02.030890,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:03.080313,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:04.128539,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.888)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:05.279195,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.7866666666666666)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:06.388911,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.7866666666666666)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:07.654089,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.7866666666666666)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:08.801145,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.8866666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:10.017720,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.8866666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:11.479814,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.8866666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:12.707887,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.8866666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:13.958164,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.8866666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:15.215796,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.8866666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:16.298338,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.8866666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:17.397729,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.7866666666666666)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:18.501149,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:19.556168,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:20.676117,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:21.965841,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:23.169418,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:24.480006,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:25.658975,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.872)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:26.799512,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:27.961521,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:28.969449,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:30.091172,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:31.316683,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:32.524800,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:33.793166,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:34.910553,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.876)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:35.954792,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.7866666666666666)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:37.149813,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:38.216046,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:39.321172,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:40.595717,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:41.665945,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:42.736562,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:43.899125,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:45.011831,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.88)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:46.118069,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.884)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:47.234865,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.884)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:48.241173,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.884)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:49.322983,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.943076923076923)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:50.549052,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.943076923076923)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:51.709535,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.943076923076923)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:52.994372,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.943076923076923)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:54.112047,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.943076923076923)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:55.161989,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9266666666666667)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:56.326458,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9568421052631577)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:57.380243,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9568421052631577)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
07-01-2023 15:50:58.474970,"(4.0, 5.7, 5.15)","(2.15, 2.98, 2.9568421052631577)","(6.5, 10.0, 9.0)","(10.0, 13.0, 11.571428571428571)","(6.0, 9.4, 8.2)","(9.0, 15.0, 12.545454545454545)","(21.0, 44.0, 30.666666666666668)","(91.0, 220.0, 178.33333333333331)"
