,Did You Decide,Chosen Eagle,Dominators Girl,Fanciful Flying,Zewinna,Rockem Baby,Heavens Miracle,Magic Typhoon,Shamzou
07-12-2022 19:27:33.701343,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.7)","(4.6, 5.1, 4.9038095238095245)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.211111111111111)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.345454545454546)","(8.0, 9.6, 9.366037735849057)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:34.967889,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.7)","(4.6, 5.1, 4.907692307692308)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.165217391304348)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.345454545454546)","(8.0, 9.6, 9.391304347826088)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:36.420887,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.7)","(4.6, 5.0, 4.9)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.168888888888889)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.345454545454546)","(8.0, 9.4, 9.391304347826088)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:37.732148,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.7)","(4.6, 4.9, 4.8238095238095235)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.168888888888889)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.345454545454546)","(8.0, 9.4, 9.391304347826088)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:39.110017,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.9, 4.675675675675675)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.185365853658537)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.345454545454546)","(8.0, 9.4, 9.391304347826088)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:40.379376,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.8, 4.656)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.185365853658537)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.345454545454546)","(8.0, 9.4, 9.391304347826088)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:41.690758,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.8, 4.635)","(14.0, 21.0, 20.210526315789473)","(4.0, 5.4, 5.212765957446809)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:43.112951,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.659677419354838)","(14.0, 21.0, 20.210526315789473)","(4.0, 5.4, 5.212765957446809)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:44.356656,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.659677419354838)","(14.0, 21.0, 20.210526315789473)","(4.0, 5.4, 5.212765957446809)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:45.597328,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.659677419354838)","(14.0, 21.0, 20.210526315789473)","(4.0, 5.4, 5.270588235294118)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:46.754632,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.659677419354838)","(14.0, 21.0, 20.210526315789473)","(4.0, 5.4, 5.28)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:47.963903,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.63030303030303)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:49.175655,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.63030303030303)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:50.373631,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.655769230769231)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 26.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:51.597089,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.642307692307692)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 25.333333333333332)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 161.42857142857142)"
07-12-2022 19:27:52.790904,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.6647058823529415)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 152.5)"
07-12-2022 19:27:53.956806,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.6, 4.7, 4.6647058823529415)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 182.5)"
07-12-2022 19:27:55.082495,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.4, 4.7, 4.6647058823529415)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 182.5)"
07-12-2022 19:27:56.442584,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.4, 4.7, 4.6647058823529415)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 182.5)"
07-12-2022 19:27:57.745739,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.688888888888888)","(4.4, 4.7, 4.666666666666666)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 182.5)"
07-12-2022 19:27:58.965477,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.688888888888888)","(4.4, 4.8, 4.666666666666666)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.28)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.28)","(71.0, 190.0, 182.5)"
07-12-2022 19:28:00.393223,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.4, 4.8, 4.758620689655173)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.271428571428571)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.549999999999999)","(8.0, 9.4, 9.28)","(71.0, 190.0, 165.0)"
07-12-2022 19:28:01.686580,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.4, 4.8, 4.735135135135136)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.271428571428571)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.549999999999999)","(8.0, 9.4, 9.28)","(71.0, 190.0, 165.0)"
07-12-2022 19:28:02.941383,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.4, 4.8, 4.735135135135136)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.271428571428571)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.549999999999999)","(8.0, 9.4, 9.28)","(71.0, 190.0, 165.0)"
07-12-2022 19:28:04.383384,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.4, 4.8, 4.767058823529411)","(14.0, 21.0, 20.0)","(4.0, 5.4, 5.271428571428571)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.549999999999999)","(8.0, 9.4, 9.28)","(71.0, 190.0, 165.0)"
07-12-2022 19:28:05.588429,"(3.9, 5.4, 5.305882352941176)","(8.0, 10.0, 9.76)","(4.4, 4.8, 4.767058823529411)","(14.0, 21.0, 19.0625)","(4.0, 5.4, 5.271428571428571)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.905263157894737)","(8.0, 9.4, 9.28)","(71.0, 190.0, 165.0)"
07-12-2022 19:28:06.713678,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.8, 9.623529411764705)","(4.4, 4.8, 4.779166666666667)","(14.0, 20.0, 19.0625)","(4.0, 5.4, 5.271428571428571)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.875862068965517)","(8.0, 9.4, 9.28)","(71.0, 190.0, 146.66666666666666)"
07-12-2022 19:28:07.871645,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.8, 9.65)","(4.4, 4.8, 4.7365079365079366)","(14.0, 20.0, 19.4)","(4.0, 5.4, 5.11578947368421)","(21.0, 27.0, 25.5)","(7.0, 10.0, 9.875862068965517)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:09.165047,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.8, 9.65)","(4.4, 4.8, 4.771428571428571)","(14.0, 20.0, 19.4)","(4.0, 5.4, 5.11578947368421)","(21.0, 27.0, 26.1)","(7.0, 10.0, 9.875862068965517)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:10.474612,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.8, 9.523076923076923)","(4.4, 4.8, 4.771428571428571)","(14.0, 20.0, 19.4)","(4.0, 5.4, 5.11578947368421)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.875862068965517)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:11.699737,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.6, 9.523076923076923)","(4.4, 4.8, 4.75)","(14.0, 20.0, 19.4)","(4.0, 5.4, 5.11578947368421)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.875862068965517)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:12.877875,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.6, 9.523076923076923)","(4.4, 4.8, 4.75)","(14.0, 20.0, 19.4)","(4.0, 5.4, 5.11578947368421)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.875862068965517)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:14.087707,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.6, 9.523076923076923)","(4.4, 4.8, 4.75)","(14.0, 20.0, 18.714285714285715)","(4.0, 5.4, 5.11578947368421)","(21.0, 27.0, 25.714285714285715)","(7.0, 10.0, 9.875862068965517)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:15.249595,"(3.9, 5.4, 5.305882352941176)","(8.0, 9.6, 9.523076923076923)","(4.4, 4.8, 4.75)","(14.0, 20.0, 17.75)","(4.0, 5.4, 5.113043478260869)","(21.0, 27.0, 25.714285714285715)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:16.389052,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.523076923076923)","(4.4, 4.8, 4.75)","(14.0, 20.0, 17.75)","(4.0, 5.4, 5.113043478260869)","(21.0, 27.0, 25.714285714285715)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:17.582902,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.523076923076923)","(4.4, 4.8, 4.75)","(14.0, 20.0, 18.125)","(4.0, 5.4, 5.075)","(21.0, 27.0, 25.714285714285715)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:18.752210,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.75)","(14.0, 20.0, 19.732142857142858)","(4.0, 5.4, 5.048648648648649)","(21.0, 27.0, 25.714285714285715)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:20.163446,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.75)","(14.0, 20.0, 19.732142857142858)","(4.0, 5.4, 4.980645161290323)","(21.0, 27.0, 25.714285714285715)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:21.422254,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.75)","(14.0, 20.0, 19.67391304347826)","(4.0, 5.4, 5.048648648648649)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:22.653723,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.751515151515152)","(14.0, 20.0, 19.67391304347826)","(4.0, 5.4, 5.048648648648649)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:24.091635,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.751515151515152)","(14.0, 20.0, 19.67391304347826)","(4.0, 5.4, 5.048648648648649)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.781818181818181)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:25.406862,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.751515151515152)","(14.0, 20.0, 19.23913043478261)","(4.0, 5.4, 5.048648648648649)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.314285714285715)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:26.683485,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.730434782608696)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.048648648648649)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.314285714285715)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:28.070639,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.730434782608696)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.048648648648649)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.314285714285715)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:29.336320,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.730434782608696)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.314285714285715)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:30.568571,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.845454545454546)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:31.768873,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.758823529411765)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:33.021823,"(3.9, 5.4, 5.327272727272727)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.758823529411765)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:34.322441,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.758823529411765)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:35.798228,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.86578947368421)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:37.237702,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.86578947368421)","(14.0, 19.5, 19.23913043478261)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:38.719009,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.8125)","(14.0, 19.5, 18.9375)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.285714285714285)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:40.152948,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.8125)","(14.0, 19.5, 18.9375)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:41.733309,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.76)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.014814814814815)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.733333333333333)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:43.126774,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.766666666666667)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:44.690857,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.863076923076924)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:46.155639,"(3.9, 5.4, 5.308571428571429)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.847826086956522)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:47.552863,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.776)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:48.986825,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.776)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:50.290504,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.80625)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:51.560465,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.779999999999999)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.2)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:52.985723,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.785714285714286)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.76)","(8.0, 9.4, 9.28)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:54.207096,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.75)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:55.477877,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:56.747293,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:57.958137,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.549999999999999)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:28:59.450045,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.63076923076923)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:00.811778,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:02.148674,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:03.459422,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.8, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 25.363636363636363)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.4, 9.365)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:04.748743,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.775)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 27.0, 24.833333333333332)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.4, 9.154347826086957)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:06.294499,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.74)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 26.0, 24.476190476190474)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.2, 9.154347826086957)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:07.619774,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.74)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 26.0, 24.416666666666668)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.2, 9.184415584415584)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:09.253059,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.74)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 26.0, 24.416666666666668)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.2, 9.184415584415584)","(71.0, 180.0, 146.66666666666666)"
07-12-2022 19:29:10.509537,"(3.9, 5.4, 5.32)","(8.0, 9.6, 9.56551724137931)","(4.4, 4.9, 4.74)","(14.0, 19.5, 18.75)","(4.0, 5.4, 5.0285714285714285)","(21.0, 26.0, 24.1)","(7.0, 10.0, 9.485714285714286)","(8.0, 9.2, 9.184415584415584)","(71.0, 180.0, 146.66666666666666)"
