,Hurricane Gypsy,Sweet Life,Adonis Sands,Gai Water Star,Tangerine Sands,Not Guilty,Uforo Bale,Whippy Flash
170,"[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 30, 359858), 3.4, 3.8]"
171,"[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 31, 530754), 3.4, 3.8]"
172,"[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 32, 704188), 3.4, 3.8]"
173,"[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 33, 876141), 3.4, 3.8]"
174,"[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 35, 65984), 3.4, 3.8]"
175,"[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 36, 201279), 3.4, 3.8]"
176,"[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 37, 397628), 3.4, 3.8]"
177,"[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 38, 548985), 3.4, 3.8]"
178,"[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 39, 718651), 3.4, 3.8]"
179,"[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 40, 859755), 3.4, 3.8]"
180,"[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 41, 995023), 3.4, 3.8]"
181,"[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 5.0, 7.2]","[datetime.datetime(2022, 11, 28, 16, 50, 43, 138872), 3.4, 3.8]"
182,"[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 44, 275417), 3.4, 3.8]"
183,"[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 45, 413891), 3.4, 3.8]"
184,"[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 46, 549629), 3.4, 3.8]"
185,"[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 47, 683070), 3.4, 3.8]"
186,"[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 48, 847025), 3.4, 3.8]"
187,"[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 50, 4863), 3.4, 3.8]"
188,"[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 51, 160888), 3.4, 3.8]"
189,"[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 52, 293685), 3.4, 3.8]"
190,"[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 53, 435817), 3.4, 3.8]"
191,"[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 54, 565886), 3.4, 3.8]"
192,"[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 55, 706602), 3.4, 3.8]"
193,"[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 56, 857122), 3.4, 3.8]"
194,"[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 57, 984276), 3.4, 3.8]"
195,"[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 50, 59, 141458), 3.4, 3.8]"
196,"[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 0, 274788), 3.4, 3.8]"
197,"[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 1, 447621), 3.4, 3.8]"
198,"[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 2, 596837), 3.4, 3.8]"
199,"[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 3, 767406), 3.4, 3.8]"
200,"[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 4, 929789), 3.4, 3.8]"
201,"[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 6, 96165), 3.4, 3.8]"
202,"[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 7, 261833), 3.4, 3.8]"
203,"[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 8, 410964), 3.4, 3.8]"
204,"[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 9, 556263), 3.4, 3.8]"
205,"[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 10, 679573), 3.4, 3.8]"
206,"[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 11, 814605), 3.4, 3.8]"
207,"[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 10.0, 20.0]","[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 12, 942543), 3.4, 3.8]"
208,"[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 14, 92197), 3.4, 3.8]"
209,"[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 5.5, 9.8]","[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 4.8, 10.5]","[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 5.5, 12.0]","[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 12.0, 38.0]","[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 16, 51, 15, 263100), 3.4, 3.8]"
