,Daysan,Vintage Diesel,Kypreos,Jack Duggan,Youthfull,Chappelli,See The Master
14-12-2022 12:37:31.698171,"(10.0, 17.5, 17.166666666666668)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.371875)","(2.3, 2.88, 2.7843478260869565)","(4.4, 4.9, 4.772340425531915)","(7.0, 9.8, 9.663414634146342)","(101.0, 330.0, 315.55555555555554)"
14-12-2022 12:37:33.193871,"(10.0, 17.5, 17.166666666666668)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.3875)","(2.3, 2.88, 2.7843478260869565)","(4.4, 4.9, 4.772340425531915)","(7.0, 9.8, 9.663414634146342)","(101.0, 320.0, 315.55555555555554)"
14-12-2022 12:37:34.609778,"(10.0, 17.5, 17.166666666666668)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.3875)","(2.3, 2.88, 2.7843478260869565)","(4.4, 4.9, 4.772340425531915)","(7.0, 9.8, 9.663414634146342)","(101.0, 320.0, 315.55555555555554)"
14-12-2022 12:37:35.824260,"(10.0, 17.5, 17.166666666666668)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.380000000000001)","(2.3, 2.88, 2.7843478260869565)","(4.4, 4.9, 4.769863013698631)","(7.0, 9.8, 9.584615384615384)","(101.0, 320.0, 288.57142857142856)"
14-12-2022 12:37:37.011375,"(10.0, 17.5, 17.214285714285715)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.380000000000001)","(2.3, 2.88, 2.7843478260869565)","(4.4, 4.9, 4.769863013698631)","(7.0, 9.8, 9.584615384615384)","(101.0, 320.0, 288.57142857142856)"
14-12-2022 12:37:38.123518,"(10.0, 18.0, 17.0)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.380000000000001)","(2.3, 2.88, 2.7937931034482757)","(4.4, 4.9, 4.769863013698631)","(7.0, 9.8, 9.584615384615384)","(101.0, 320.0, 288.57142857142856)"
14-12-2022 12:37:39.153850,"(10.0, 18.0, 17.0)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.380000000000001)","(2.3, 2.86, 2.7937931034482757)","(4.4, 4.9, 4.769863013698631)","(7.0, 9.8, 9.584615384615384)","(101.0, 320.0, 288.57142857142856)"
14-12-2022 12:37:40.232148,"(10.0, 18.0, 17.0)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.382352941176471)","(2.3, 2.86, 2.794285714285714)","(4.4, 4.9, 4.769863013698631)","(7.0, 9.8, 9.413793103448276)","(101.0, 320.0, 288.57142857142856)"
14-12-2022 12:37:41.340233,"(10.0, 18.0, 17.5)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.359090909090909)","(2.3, 2.84, 2.7907142857142855)","(4.4, 4.9, 4.753846153846154)","(7.0, 9.8, 9.413793103448276)","(101.0, 320.0, 288.57142857142856)"
14-12-2022 12:37:42.418966,"(10.0, 18.0, 17.5)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.388461538461539)","(2.3, 2.84, 2.7907142857142855)","(4.4, 4.9, 4.753846153846154)","(7.0, 9.8, 9.16)","(101.0, 320.0, 278.75)"
14-12-2022 12:37:43.472930,"(10.0, 18.0, 17.5)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.388461538461539)","(2.3, 2.84, 2.7907142857142855)","(4.4, 4.9, 4.753846153846154)","(7.0, 9.8, 9.16)","(101.0, 320.0, 278.75)"
14-12-2022 12:37:44.623011,"(10.0, 18.0, 17.5)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.2924528301886795)","(2.3, 2.84, 2.788333333333333)","(4.4, 4.9, 4.792105263157895)","(7.0, 9.8, 9.622222222222222)","(101.0, 310.0, 281.42857142857144)"
14-12-2022 12:37:45.782423,"(10.0, 18.0, 17.25)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.3, 4.2924528301886795)","(2.3, 2.8, 2.803076923076923)","(4.4, 4.8, 4.750359712230216)","(7.0, 9.8, 9.16)","(101.0, 310.0, 276.6666666666667)"
14-12-2022 12:37:46.845306,"(10.0, 18.0, 17.5)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.372727272727273)","(2.3, 2.84, 2.803076923076923)","(4.4, 4.9, 4.750359712230216)","(7.0, 9.8, 9.16)","(101.0, 290.0, 276.6666666666667)"
14-12-2022 12:37:47.892771,"(10.0, 18.0, 17.5)","(31.0, 60.0, 57.33333333333333)","(3.9, 4.4, 4.372727272727273)","(2.3, 2.84, 2.803076923076923)","(4.4, 4.9, 4.750359712230216)","(7.0, 9.8, 9.16)","(101.0, 290.0, 276.6666666666667)"
14-12-2022 12:37:49.079095,"(10.0, 18.0, 17.5)","(31.0, 60.0, 56.0)","(3.8, 4.4, 4.372727272727273)","(2.3, 2.84, 2.803076923076923)","(4.4, 4.9, 4.9)","(7.0, 9.8, 9.16)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:50.314807,"(10.0, 18.0, 16.8)","(31.0, 60.0, 54.666666666666664)","(3.8, 4.5, 4.286764705882353)","(2.3, 2.84, 2.7978260869565217)","(4.4, 5.0, 4.939473684210527)","(7.0, 9.8, 8.96)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:51.291140,"(10.0, 17.5, 16.833333333333332)","(31.0, 60.0, 55.333333333333336)","(3.8, 4.3, 4.286764705882353)","(2.3, 2.8, 2.7978260869565217)","(4.4, 5.0, 4.96271186440678)","(7.0, 9.0, 8.96)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:37:52.260714,"(10.0, 17.5, 17.375)","(31.0, 60.0, 56.5)","(3.8, 4.3, 4.2880597014925375)","(2.3, 2.8, 2.7978260869565217)","(4.4, 5.0, 4.96271186440678)","(7.0, 9.0, 8.853333333333333)","(101.0, 330.0, 317.35849056603774)"
14-12-2022 12:37:53.212049,"(10.0, 17.5, 17.39189189189189)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.3, 4.2694117647058825)","(2.3, 2.8, 2.795185185185185)","(4.4, 5.0, 4.96271186440678)","(7.0, 9.0, 8.853333333333333)","(101.0, 320.0, 317.35849056603774)"
14-12-2022 12:37:54.244706,"(10.0, 17.5, 17.39189189189189)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.3, 4.2694117647058825)","(2.3, 2.8, 2.7950943396226413)","(4.4, 5.0, 4.96271186440678)","(7.0, 9.0, 8.853333333333333)","(101.0, 320.0, 317.35849056603774)"
14-12-2022 12:37:55.398749,"(10.0, 17.5, 17.39189189189189)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.3, 4.2694117647058825)","(2.3, 2.8, 2.7950943396226413)","(4.4, 5.0, 4.96271186440678)","(7.0, 9.0, 8.853333333333333)","(101.0, 320.0, 317.35849056603774)"
14-12-2022 12:37:56.491744,"(10.0, 17.5, 17.39189189189189)","(31.0, 60.0, 50.666666666666664)","(3.8, 4.3, 4.246938775510204)","(2.3, 2.8, 2.7950943396226413)","(4.4, 5.0, 4.963157894736843)","(7.0, 9.0, 8.861538461538462)","(101.0, 320.0, 338.2692307692308)"
14-12-2022 12:37:57.669653,"(10.0, 17.5, 17.442857142857143)","(31.0, 60.0, 51.6)","(3.8, 4.3, 4.276666666666666)","(2.3, 2.8, 2.7655813953488373)","(4.4, 5.0, 4.95625)","(7.0, 9.0, 8.833333333333334)","(101.0, 340.0, 338.2692307692308)"
14-12-2022 12:37:58.815904,"(10.0, 18.0, 17.772727272727273)","(31.0, 60.0, 56.8)","(3.8, 4.4, 4.358823529411765)","(2.3, 2.84, 2.7655813953488373)","(4.4, 5.0, 4.95625)","(7.0, 9.0, 8.833333333333334)","(101.0, 340.0, 338.2692307692308)"
14-12-2022 12:37:59.895883,"(10.0, 18.0, 17.772727272727273)","(31.0, 60.0, 57.09090909090909)","(3.8, 4.4, 4.358823529411765)","(2.3, 2.84, 2.7655813953488373)","(4.4, 5.0, 4.95625)","(7.0, 9.0, 8.973333333333333)","(101.0, 340.0, 346.22641509433964)"
14-12-2022 12:38:01.070466,"(10.0, 18.0, 17.732142857142858)","(31.0, 60.0, 57.09090909090909)","(3.8, 4.4, 4.209090909090909)","(2.3, 2.84, 2.736043956043956)","(4.4, 5.0, 4.95625)","(7.0, 9.4, 9.118181818181817)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:02.097737,"(10.0, 18.0, 17.732142857142858)","(31.0, 60.0, 57.09090909090909)","(3.8, 4.5, 4.224731182795699)","(2.3, 2.78, 2.736043956043956)","(4.4, 5.0, 4.95625)","(7.0, 9.2, 9.105263157894736)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:03.171968,"(10.0, 18.0, 17.732142857142858)","(31.0, 60.0, 57.09090909090909)","(3.8, 4.5, 4.224731182795699)","(2.3, 2.78, 2.72979079497908)","(4.4, 5.0, 4.95625)","(7.0, 9.2, 9.105263157894736)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:04.113995,"(10.0, 18.0, 17.732142857142858)","(31.0, 60.0, 57.09090909090909)","(3.8, 4.5, 4.224731182795699)","(2.3, 2.78, 2.72979079497908)","(4.4, 5.0, 4.95625)","(7.0, 9.2, 9.105263157894736)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:05.102138,"(10.0, 17.5, 17.011111111111113)","(31.0, 50.0, 45.76470588235294)","(3.8, 4.5, 4.2318181818181815)","(2.3, 2.78, 2.72979079497908)","(4.4, 4.9, 4.818421052631579)","(7.0, 9.2, 9.187096774193547)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:06.085168,"(10.0, 17.5, 17.21875)","(31.0, 50.0, 47.75)","(3.8, 4.5, 4.18)","(2.3, 2.78, 2.72979079497908)","(4.4, 4.9, 4.810791366906475)","(7.0, 9.2, 9.172093023255814)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:07.108338,"(10.0, 17.5, 17.25)","(31.0, 50.0, 47.75)","(3.8, 4.5, 4.229230769230769)","(2.3, 2.78, 2.72979079497908)","(4.4, 4.9, 4.7904347826086955)","(7.0, 9.2, 9.172093023255814)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:08.224779,"(10.0, 19.0, 18.96875)","(31.0, 50.0, 47.75)","(3.8, 4.5, 4.19438202247191)","(2.3, 2.78, 2.72979079497908)","(4.4, 4.9, 4.758426966292135)","(7.0, 9.2, 9.1)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:09.328759,"(10.0, 19.0, 18.975)","(31.0, 50.0, 47.75)","(3.8, 4.5, 4.193333333333333)","(2.3, 2.78, 2.72979079497908)","(4.4, 4.9, 4.758426966292135)","(7.0, 9.2, 9.17142857142857)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:10.498537,"(10.0, 19.0, 18.975)","(31.0, 50.0, 47.75)","(3.8, 4.5, 4.193333333333333)","(2.3, 2.78, 2.72979079497908)","(4.4, 4.9, 4.734883720930233)","(7.0, 9.2, 9.142857142857142)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:11.809030,"(10.0, 22.0, 21.3)","(31.0, 50.0, 49.45454545454545)","(3.8, 4.3, 4.281588447653429)","(2.3, 2.84, 2.836029411764706)","(4.4, 4.9, 4.7389610389610395)","(7.0, 9.2, 9.1864406779661)","(101.0, 350.0, 336.60377358490564)"
14-12-2022 12:38:12.886146,"(10.0, 22.0, 21.666666666666668)","(31.0, 50.0, 49.45454545454545)","(3.8, 4.3, 4.281588447653429)","(2.3, 2.84, 2.836029411764706)","(4.4, 4.9, 4.7389610389610395)","(7.0, 9.2, 9.1864406779661)","(101.0, 340.0, 326.9811320754717)"
14-12-2022 12:38:13.937402,"(10.0, 21.0, 20.2)","(31.0, 50.0, 49.6)","(3.8, 4.3, 4.282167832167832)","(2.3, 2.84, 2.822923976608187)","(4.4, 4.9, 4.734883720930233)","(7.0, 9.2, 9.1864406779661)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:38:15.219024,"(10.0, 21.0, 20.2)","(31.0, 50.0, 49.666666666666664)","(3.8, 4.3, 4.282167832167832)","(2.3, 2.84, 2.822923976608187)","(4.4, 4.9, 4.735294117647059)","(7.0, 9.2, 9.08235294117647)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:38:16.307218,"(10.0, 21.0, 20.2)","(31.0, 50.0, 49.666666666666664)","(3.8, 4.3, 4.282167832167832)","(2.3, 2.84, 2.822923976608187)","(4.4, 4.9, 4.735294117647059)","(7.0, 9.2, 9.08235294117647)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:38:17.297322,"(10.0, 21.0, 20.2)","(31.0, 50.0, 49.666666666666664)","(3.8, 4.3, 4.282167832167832)","(2.3, 2.84, 2.822923976608187)","(4.4, 4.9, 4.733333333333333)","(7.0, 9.2, 8.975)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:38:18.377166,"(10.0, 21.0, 20.2)","(31.0, 50.0, 49.666666666666664)","(3.8, 4.3, 4.282167832167832)","(2.3, 2.84, 2.822923976608187)","(4.4, 4.9, 4.733333333333333)","(7.0, 9.2, 8.948837209302326)","(101.0, 330.0, 336.60377358490564)"
14-12-2022 12:38:19.438372,"(10.0, 22.0, 20.6875)","(31.0, 50.0, 49.6)","(3.8, 4.3, 4.282167832167832)","(2.3, 2.84, 2.822923976608187)","(4.4, 4.9, 4.733333333333333)","(7.0, 9.2, 8.948837209302326)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:20.465056,"(10.0, 22.0, 20.6875)","(31.0, 50.0, 49.6)","(3.8, 4.3, 4.282167832167832)","(2.3, 2.84, 2.822923976608187)","(4.4, 4.9, 4.733333333333333)","(7.0, 9.2, 8.948837209302326)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:21.552706,"(10.0, 22.0, 20.6875)","(31.0, 50.0, 49.6)","(3.8, 4.3, 4.1964157706093195)","(2.3, 2.84, 2.8039506172839506)","(4.4, 4.9, 4.733333333333333)","(7.0, 9.2, 8.827586206896552)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:22.559199,"(10.0, 21.0, 19.125)","(31.0, 70.0, 62.666666666666664)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8039506172839506)","(4.4, 4.9, 4.723529411764706)","(7.0, 9.2, 8.827586206896552)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:23.554271,"(10.0, 21.0, 20.375)","(31.0, 70.0, 62.666666666666664)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8039506172839506)","(4.4, 4.9, 4.723529411764706)","(7.0, 9.2, 8.827586206896552)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:24.584171,"(10.0, 21.0, 20.375)","(31.0, 70.0, 62.666666666666664)","(3.8, 4.3, 4.288421052631579)","(2.3, 2.84, 2.8039506172839506)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.827586206896552)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:25.682779,"(10.0, 21.0, 20.375)","(31.0, 70.0, 62.666666666666664)","(3.8, 4.3, 4.288421052631579)","(2.3, 2.84, 2.8039506172839506)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.827586206896552)","(101.0, 340.0, 326.9811320754717)"
14-12-2022 12:38:26.695369,"(10.0, 21.0, 20.692307692307693)","(31.0, 70.0, 62.666666666666664)","(3.8, 4.3, 4.288421052631579)","(2.3, 2.84, 2.8039506172839506)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.827586206896552)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:38:27.752123,"(10.0, 21.0, 20.692307692307693)","(31.0, 70.0, 62.666666666666664)","(3.8, 4.3, 4.288421052631579)","(2.3, 2.84, 2.8039506172839506)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.827586206896552)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:38:28.773914,"(10.0, 21.0, 20.692307692307693)","(31.0, 65.0, 59.333333333333336)","(3.8, 4.3, 4.288421052631579)","(2.3, 2.84, 2.8086486486486484)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.827586206896552)","(101.0, 330.0, 326.9811320754717)"
14-12-2022 12:38:29.774316,"(10.0, 21.0, 20.647058823529413)","(31.0, 65.0, 61.6)","(3.8, 4.3, 4.288421052631579)","(2.3, 2.84, 2.8086486486486484)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.827586206896552)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:30.742655,"(10.0, 21.0, 20.6)","(31.0, 65.0, 61.6)","(3.8, 4.3, 4.288421052631579)","(2.3, 2.84, 2.8086486486486484)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.709090909090909)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:31.737246,"(10.0, 21.0, 20.44)","(31.0, 65.0, 61.6)","(3.8, 4.3, 4.28943661971831)","(2.3, 2.84, 2.8086486486486484)","(4.4, 4.9, 4.726315789473684)","(7.0, 9.2, 8.84)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:32.729015,"(10.0, 21.0, 20.44)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.188965517241379)","(2.3, 2.84, 2.8256790123456788)","(4.4, 4.9, 4.766666666666667)","(7.0, 9.2, 8.84)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:33.759350,"(10.0, 21.0, 20.44)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.188965517241379)","(2.3, 2.84, 2.824736842105263)","(4.4, 4.9, 4.766666666666667)","(7.0, 9.2, 9.24)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:34.778256,"(10.0, 21.0, 20.44)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.196350364963504)","(2.3, 2.84, 2.8113580246913576)","(4.4, 4.9, 4.766666666666667)","(7.0, 9.4, 9.24)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:35.780779,"(10.0, 21.0, 20.44)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.196350364963504)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.766666666666667)","(7.0, 9.4, 9.273684210526316)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:36.823614,"(10.0, 22.0, 21.842105263157894)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.4, 9.273684210526316)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:37.888011,"(10.0, 22.0, 21.842105263157894)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.4, 9.273684210526316)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:38.945081,"(10.0, 22.0, 21.842105263157894)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.4, 9.273684210526316)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:40.041858,"(10.0, 22.0, 21.842105263157894)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.4, 9.273684210526316)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:41.114865,"(10.0, 22.0, 21.842105263157894)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.4, 8.904761904761905)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:42.170513,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.0, 8.904761904761905)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:43.229610,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.1964157706093195)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.0, 8.882352941176471)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:44.307652,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.147890818858561)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.7318181818181815)","(7.0, 9.0, 8.846153846153847)","(101.0, 350.0, 346.22641509433964)"
14-12-2022 12:38:45.538467,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.129577464788732)","(2.3, 2.84, 2.8097297297297295)","(4.4, 4.9, 4.7318181818181815)","(7.0, 9.0, 8.723076923076922)","(101.0, 350.0, 336.60377358490564)"
14-12-2022 12:38:46.618871,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.129577464788732)","(2.3, 2.84, 2.8088888888888888)","(4.4, 4.9, 4.733846153846153)","(7.0, 9.0, 8.723076923076922)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:47.713296,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.129577464788732)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.0, 8.723076923076922)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:48.761066,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.129577464788732)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.0, 8.723076923076922)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:49.877475,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.2, 4.135897435897435)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.9, 4.758181818181818)","(7.0, 9.0, 8.723076923076922)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:51.139968,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.1, 4.094353369763206)","(2.3, 2.84, 2.80327868852459)","(4.4, 4.9, 4.7)","(7.0, 9.0, 8.832558139534884)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:52.280283,"(10.0, 22.0, 21.785714285714285)","(31.0, 65.0, 61.6)","(3.8, 4.1, 4.094290976058931)","(2.3, 2.84, 2.80327868852459)","(4.4, 4.9, 4.707407407407407)","(7.0, 9.0, 8.832558139534884)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:53.614121,"(10.0, 22.0, 21.666666666666668)","(31.0, 65.0, 61.6)","(3.8, 4.1, 4.267088607594936)","(2.3, 2.84, 2.827870036101083)","(4.4, 4.9, 4.707407407407407)","(7.0, 9.0, 8.815384615384616)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:54.887855,"(10.0, 22.0, 21.666666666666668)","(31.0, 65.0, 61.6)","(3.8, 4.4, 4.267088607594936)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.9, 4.745)","(7.0, 9.0, 8.815384615384616)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:56.132777,"(10.0, 22.0, 21.666666666666668)","(31.0, 65.0, 61.6)","(3.8, 4.4, 4.267088607594936)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.8, 4.745)","(7.0, 9.0, 8.815384615384616)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:57.278064,"(10.0, 22.0, 21.666666666666668)","(31.0, 65.0, 61.6)","(3.8, 4.4, 4.267088607594936)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.8, 4.745)","(7.0, 9.0, 8.815384615384616)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:58.461435,"(10.0, 22.0, 21.666666666666668)","(31.0, 65.0, 61.6)","(3.8, 4.4, 4.302777777777778)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.8, 4.745)","(7.0, 9.0, 8.815384615384616)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:38:59.658301,"(10.0, 22.0, 21.666666666666668)","(31.0, 65.0, 61.6)","(3.8, 4.4, 4.302777777777778)","(2.3, 2.84, 2.827126436781609)","(4.4, 4.8, 4.745)","(7.0, 9.0, 8.815384615384616)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:00.922290,"(11.0, 22.0, 21.666666666666668)","(31.0, 65.0, 61.6)","(3.7, 4.4, 4.284033613445378)","(2.3, 2.84, 2.826875)","(4.4, 4.8, 4.7694117647058825)","(7.0, 9.0, 8.815384615384616)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:02.180546,"(11.0, 22.0, 21.708333333333332)","(31.0, 65.0, 61.6)","(3.7, 4.4, 4.272)","(2.3, 2.84, 2.826875)","(4.4, 4.8, 4.7694117647058825)","(7.0, 9.0, 8.917241379310346)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:03.297512,"(11.0, 22.0, 21.708333333333332)","(31.0, 65.0, 61.6)","(3.7, 4.4, 4.272)","(2.3, 2.84, 2.826875)","(4.4, 4.8, 4.665882352941177)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:04.348161,"(11.0, 22.0, 21.708333333333332)","(31.0, 55.0, 49.10526315789474)","(3.7, 4.4, 4.279411764705882)","(2.3, 2.84, 2.826875)","(4.4, 4.7, 4.665882352941177)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:05.404952,"(11.0, 22.0, 21.708333333333332)","(31.0, 55.0, 49.10526315789474)","(3.7, 4.4, 4.279411764705882)","(2.3, 2.84, 2.826875)","(4.4, 4.7, 4.661842105263158)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:06.641118,"(11.0, 22.0, 21.708333333333332)","(31.0, 55.0, 50.333333333333336)","(3.7, 4.4, 4.341666666666667)","(2.3, 2.84, 2.826875)","(4.4, 4.7, 4.661842105263158)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:07.883945,"(11.0, 22.0, 21.708333333333332)","(31.0, 55.0, 52.0)","(3.7, 4.4, 4.341666666666667)","(2.3, 2.84, 2.826875)","(4.4, 4.7, 4.661842105263158)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:08.982299,"(11.0, 22.0, 21.708333333333332)","(31.0, 55.0, 52.0)","(3.7, 4.4, 4.341666666666667)","(2.3, 2.84, 2.826875)","(4.4, 4.7, 4.661842105263158)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
14-12-2022 12:39:10.110227,"(11.0, 22.0, 21.708333333333332)","(31.0, 55.0, 52.529411764705884)","(3.7, 4.4, 4.341666666666667)","(2.3, 2.84, 2.8270588235294114)","(4.4, 4.7, 4.6626666666666665)","(7.0, 9.0, 8.977570093457944)","(101.0, 340.0, 336.60377358490564)"
