,The Whizzer,Remarkable Rock,Twelve Oclock Rock,Bettor Arcade,Ideal Muscle
11-01-2023 16:01:02.895363,"(7.0, 11.0, 9.0)","(8.5, 15.0, 11.8)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:03.979841,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:05.121224,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:06.340238,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:07.480066,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:08.516412,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:09.602421,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:10.699953,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:11.936384,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:13.285983,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:14.444226,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:15.687636,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:16.900026,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 36.714285714285715)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:17.988241,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:19.143974,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:20.397401,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:21.589139,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:22.827192,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:24.006296,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:25.319920,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:26.913228,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:28.303122,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:29.509659,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:30.796935,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:32.046067,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:33.356091,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:34.481485,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:35.626401,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:36.974129,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:38.390791,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:39.850364,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.448)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:41.117968,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:42.340365,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:43.653711,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:44.734928,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:45.932673,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:47.198812,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:48.464666,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:49.970860,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:51.137190,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:52.361847,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:53.501119,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:54.644804,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:56.036108,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:57.277262,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:58.510245,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:01:59.675747,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:00.890941,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:02.254038,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:03.684587,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:04.856573,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:06.478307,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:07.638558,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 39.0)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:08.724184,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:09.874512,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:11.018855,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.265)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:12.390061,"(7.0, 11.0, 9.0)","(8.5, 15.0, 10.733333333333333)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.16)","(2.3, 3.35, 3.0)"
11-01-2023 16:02:13.613553,"(7.0, 11.0, 7.888888888888889)","(8.5, 15.0, 10.96)","(26.0, 55.0, 27.875)","(1.95, 2.58, 2.265)","(2.3, 3.35, 2.835)"
11-01-2023 16:02:14.683383,"(7.0, 10.5, 7.777777777777778)","(8.5, 14.5, 10.96)","(26.0, 55.0, 27.875)","(1.95, 2.58, 2.225714285714286)","(2.3, 3.35, 3.02)"
11-01-2023 16:02:15.897519,"(7.0, 9.8, 8.120000000000001)","(8.5, 14.0, 11.3)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.4057142857142857)","(2.3, 3.35, 3.033333333333333)"
11-01-2023 16:02:17.253423,"(7.0, 9.6, 8.3)","(8.5, 13.5, 11.05)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.4057142857142857)","(2.3, 3.35, 3.04)"
11-01-2023 16:02:18.619500,"(7.0, 9.6, 8.733333333333333)","(8.5, 13.0, 10.55)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.41)","(2.3, 3.35, 2.8899999999999997)"
11-01-2023 16:02:19.734963,"(7.0, 9.4, 7.685714285714286)","(8.5, 12.5, 10.3)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.415)","(2.3, 3.3, 2.9)"
11-01-2023 16:02:20.990213,"(7.0, 9.4, 7.685714285714286)","(8.5, 12.0, 10.3)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.415)","(2.3, 3.3, 2.9)"
11-01-2023 16:02:22.160053,"(7.0, 9.4, 7.685714285714286)","(8.5, 12.0, 10.3)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.415)","(2.3, 3.3, 2.9)"
11-01-2023 16:02:23.270107,"(7.0, 9.4, 8.309090909090909)","(8.5, 12.5, 11.2)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.42)","(2.3, 3.3, 2.92)"
11-01-2023 16:02:24.439576,"(7.0, 9.0, 8.428571428571429)","(8.5, 12.5, 10.55)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.42)","(2.3, 3.3, 2.92)"
11-01-2023 16:02:25.510279,"(7.0, 9.2, 8.833333333333332)","(8.5, 12.0, 10.3)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.425)","(2.3, 3.3, 2.94)"
11-01-2023 16:02:26.549328,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.0, 9.4)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.425)","(2.3, 3.3, 2.94)"
11-01-2023 16:02:27.786077,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.0, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.54, 2.3920000000000003)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:28.848865,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.3920000000000003)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:30.137290,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5054545454545454)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:31.249437,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5054545454545454)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:32.353764,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5054545454545454)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:33.564015,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.2920000000000003)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:02:34.980821,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.33)","(2.3, 3.3, 3.0533333333333332)"
11-01-2023 16:02:36.144258,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 10.05)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.35)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:37.421325,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.35)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:38.784415,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:40.020219,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:41.186128,"(7.0, 9.2, 8.833333333333332)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:02:42.489297,"(7.0, 8.8, 8.5)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:43.666663,"(7.0, 9.4, 8.714285714285715)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:44.918732,"(7.0, 9.4, 8.714285714285715)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:46.078300,"(7.0, 9.4, 8.714285714285715)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:47.159071,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:48.379742,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:49.477245,"(7.0, 9.2, 8.1)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:50.554102,"(7.0, 9.2, 8.1)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:51.635701,"(7.0, 9.2, 8.1)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:52.821868,"(7.0, 9.2, 8.1)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:54.056380,"(7.0, 9.2, 8.1)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.5)","(2.3, 3.3, 3.033333333333333)"
11-01-2023 16:02:55.405716,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.6, 2.3953846153846152)","(2.3, 3.3, 3.04)"
11-01-2023 16:02:56.686295,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.4133333333333336)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:02:57.865678,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:02:59.202341,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:00.422358,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:01.606387,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:02.799300,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:03.845232,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:05.045278,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:06.188330,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:07.406271,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:08.548826,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:09.627309,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:10.840930,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:11.990959,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:13.062353,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:14.160707,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:15.281353,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:16.387853,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2800000000000002)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:17.384293,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.210909090909091)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:18.464822,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.210909090909091)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:19.540926,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.014285714285714)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.210909090909091)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:20.643126,"(7.0, 9.4, 8.2)","(8.5, 11.5, 9.76)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.210909090909091)","(2.3, 3.3, 3.0466666666666664)"
11-01-2023 16:03:22.078153,"(7.0, 9.4, 8.2)","(8.5, 11.0, 9.866666666666667)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2254545454545456)","(2.3, 3.3, 3.12)"
11-01-2023 16:03:23.290393,"(7.0, 9.4, 8.2)","(8.5, 10.5, 9.866666666666667)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.2254545454545456)","(2.3, 3.3, 3.12)"
11-01-2023 16:03:24.637677,"(7.0, 9.4, 8.2)","(8.5, 10.5, 10.533333333333333)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:25.822524,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.533333333333333)","(26.0, 55.0, 34.333333333333336)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:27.155720,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:28.405028,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:30.912440,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:32.206573,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:33.388545,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:34.524594,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:35.540349,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:36.678923,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:37.732479,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:38.845583,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:39.950793,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.192)","(2.3, 3.3, 2.94)"
11-01-2023 16:03:40.908913,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.56, 2.42)","(2.3, 3.3, 3.2074999999999996)"
11-01-2023 16:03:42.004407,"(7.0, 9.4, 8.2)","(8.5, 11.5, 10.15)","(26.0, 55.0, 30.2)","(1.95, 2.58, 2.237142857142857)","(2.3, 3.3, 3.2074999999999996)"
