,So Daring,The Snuggler,Bringme,Gepard,Hoff His Face,Von Crumb,Maralah,Shapin Power,Valiant Joan,Princess Pollyanna,Pheebles Spirit,Slinkys Star
05-01-2023 13:48:16.434599,"(21.0, 42.0, 40.6)","(4.0, 5.1, 5.058415841584158)","(61.0, 100.0, 93.75)","(81.0, 180.0, 175.71428571428572)","(61.0, 110.0, 116.66666666666667)","(7.5, 9.8, 9.776923076923078)","(15.0, 21.0, 21.671232876712327)","(2.6, 3.1, 3.016794871794872)","(5.5, 6.4, 6.292173913043478)","(101.0, 520.0, 495.0)","(9.0, 9.4, 9.243478260869566)","(31.0, 70.0, 69.44444444444444)"
05-01-2023 13:48:18.023785,"(21.0, 44.0, 41.88235294117647)","(4.0, 5.2, 5.171428571428572)","(61.0, 95.0, 93.75)","(81.0, 180.0, 172.5)","(61.0, 120.0, 115.29411764705883)","(7.5, 9.8, 9.781102362204726)","(15.0, 22.0, 21.671232876712327)","(2.6, 3.05, 3.0223387096774195)","(5.5, 6.4, 6.292173913043478)","(101.0, 520.0, 495.0)","(9.0, 9.4, 9.114285714285714)","(31.0, 70.0, 66.36363636363636)"
05-01-2023 13:48:19.563905,"(21.0, 44.0, 42.054054054054056)","(4.0, 5.2, 5.266666666666667)","(61.0, 95.0, 93.75)","(81.0, 180.0, 175.71428571428572)","(61.0, 120.0, 115.0)","(7.5, 9.8, 9.76842105263158)","(15.0, 22.0, 21.68)","(2.6, 3.05, 2.980745341614907)","(5.5, 6.4, 6.299186991869919)","(101.0, 520.0, 514.2857142857143)","(9.0, 9.4, 9.15609756097561)","(31.0, 70.0, 66.92307692307692)"
05-01-2023 13:48:21.186857,"(26.0, 44.0, 42.054054054054056)","(4.0, 5.3, 5.266666666666667)","(61.0, 95.0, 93.75)","(81.0, 180.0, 175.71428571428572)","(61.0, 120.0, 120.66666666666667)","(7.5, 9.8, 9.7731843575419)","(15.0, 22.0, 21.967741935483872)","(2.6, 3.0, 2.966137566137566)","(5.5, 6.4, 6.292173913043478)","(101.0, 520.0, 510.0)","(8.5, 9.4, 9.092307692307692)","(31.0, 70.0, 66.92307692307692)"
05-01-2023 13:48:22.735655,"(26.0, 44.0, 42.054054054054056)","(4.0, 5.4, 5.279761904761905)","(61.0, 95.0, 93.75)","(81.0, 180.0, 170.0)","(61.0, 130.0, 118.42105263157895)","(7.5, 9.8, 9.77377049180328)","(15.0, 22.0, 20.983050847457626)","(2.6, 3.0, 2.970877192982456)","(5.5, 6.4, 6.370802919708029)","(101.0, 520.0, 516.6666666666666)","(8.5, 9.4, 9.2)","(31.0, 70.0, 66.36363636363636)"
05-01-2023 13:48:24.407752,"(26.0, 44.0, 41.67741935483871)","(4.0, 5.4, 5.330188679245283)","(61.0, 95.0, 94.28571428571429)","(81.0, 180.0, 157.5)","(61.0, 130.0, 120.9090909090909)","(7.5, 9.8, 9.764444444444445)","(15.0, 21.0, 20.893617021276597)","(2.6, 2.98, 2.9549333333333334)","(5.5, 6.4, 6.434177215189874)","(101.0, 520.0, 577.5)","(8.5, 9.4, 9.008888888888889)","(31.0, 70.0, 66.11111111111111)"
05-01-2023 13:48:25.936481,"(26.0, 44.0, 43.03448275862069)","(4.0, 5.4, 5.330188679245283)","(61.0, 100.0, 92.5)","(81.0, 160.0, 157.5)","(61.0, 130.0, 120.9090909090909)","(7.5, 9.8, 9.873684210526315)","(15.0, 21.0, 20.97674418604651)","(2.6, 2.98, 2.9567647058823527)","(5.5, 6.6, 6.469)","(101.0, 720.0, 582.5)","(8.5, 9.2, 9.045751633986928)","(31.0, 70.0, 66.81818181818181)"
05-01-2023 13:48:27.488367,"(26.0, 44.0, 43.096774193548384)","(4.0, 5.4, 5.3459854014598545)","(61.0, 100.0, 93.86363636363636)","(81.0, 160.0, 159.0)","(61.0, 130.0, 121.66666666666667)","(7.5, 10.0, 9.887500000000001)","(15.0, 21.0, 21.615384615384617)","(2.6, 2.96, 2.9483333333333333)","(5.5, 6.6, 6.47029702970297)","(101.0, 710.0, 600.0)","(8.5, 9.2, 9.0125)","(31.0, 70.0, 67.08333333333333)"
05-01-2023 13:48:29.025264,"(26.0, 46.0, 44.054054054054056)","(4.0, 5.4, 5.532432432432432)","(61.0, 100.0, 93.86363636363636)","(81.0, 180.0, 159.0)","(61.0, 130.0, 122.5)","(7.5, 10.0, 9.7125)","(15.0, 22.0, 21.253731343283583)","(2.6, 2.96, 2.973488372093023)","(5.5, 6.6, 6.367111111111111)","(101.0, 700.0, 583.3333333333334)","(8.5, 9.2, 9.078787878787878)","(31.0, 70.0, 63.8)"
05-01-2023 13:48:30.703739,"(26.0, 46.0, 44.10526315789474)","(4.0, 5.6, 5.526086956521739)","(61.0, 100.0, 92.5)","(81.0, 180.0, 159.0)","(61.0, 130.0, 125.71428571428571)","(7.5, 9.8, 9.701935483870969)","(15.0, 22.0, 21.253731343283583)","(2.6, 2.98, 2.9493793103448276)","(5.5, 6.6, 6.392982456140351)","(101.0, 700.0, 600.0)","(8.5, 9.2, 8.986666666666666)","(31.0, 65.0, 63.8)"
05-01-2023 13:48:32.307044,"(26.0, 46.0, 45.471698113207545)","(4.0, 5.6, 5.550724637681159)","(61.0, 100.0, 94.28571428571429)","(81.0, 180.0, 159.0)","(61.0, 130.0, 127.93103448275862)","(7.5, 9.8, 9.674846625766872)","(15.0, 22.0, 21.151515151515152)","(2.6, 2.98, 2.9405555555555556)","(5.5, 6.4, 6.382572614107883)","(101.0, 700.0, 613.3333333333334)","(8.5, 9.0, 8.986666666666666)","(31.0, 65.0, 63.65384615384615)"
05-01-2023 13:48:33.836525,"(26.0, 46.0, 45.69565217391305)","(4.0, 5.6, 5.543137254901961)","(61.0, 95.0, 94.0)","(81.0, 180.0, 159.0)","(61.0, 130.0, 127.93103448275862)","(7.5, 9.8, 9.758798283261804)","(15.0, 22.0, 21.151515151515152)","(2.6, 2.98, 2.9454794520547947)","(5.5, 6.6, 6.447692307692308)","(101.0, 700.0, 665.7142857142857)","(8.5, 9.0, 8.986666666666666)","(31.0, 65.0, 63.65384615384615)"
05-01-2023 13:48:35.358633,"(26.0, 46.0, 45.69565217391305)","(4.0, 5.6, 5.543137254901961)","(61.0, 95.0, 94.0)","(81.0, 180.0, 159.0)","(61.0, 130.0, 127.93103448275862)","(7.5, 9.8, 9.758798283261804)","(15.0, 22.0, 21.211267605633804)","(2.6, 2.96, 2.891914893617021)","(5.5, 6.6, 6.492121212121212)","(101.0, 700.0, 626.6666666666666)","(8.5, 9.0, 9.182300884955751)","(31.0, 65.0, 63.75)"
05-01-2023 13:48:36.911886,"(26.0, 46.0, 45.674418604651166)","(4.0, 5.6, 5.581159420289855)","(61.0, 95.0, 94.16666666666667)","(81.0, 180.0, 160.9090909090909)","(61.0, 130.0, 114.70588235294117)","(7.5, 9.8, 9.63361344537815)","(15.0, 22.0, 21.211267605633804)","(2.6, 2.9, 2.891914893617021)","(5.5, 6.6, 6.492121212121212)","(101.0, 700.0, 626.6666666666666)","(8.5, 9.2, 9.182300884955751)","(31.0, 65.0, 63.75)"
05-01-2023 13:48:38.476632,"(26.0, 55.0, 48.18421052631579)","(4.0, 5.7, 5.625454545454545)","(61.0, 90.0, 86.78571428571428)","(81.0, 180.0, 162.0)","(81.0, 130.0, 115.55555555555556)","(7.5, 9.8, 9.644094488188976)","(15.0, 22.0, 21.308641975308642)","(2.6, 2.9, 2.889090909090909)","(5.5, 6.6, 6.436697247706422)","(101.0, 700.0, 665.7142857142857)","(8.5, 9.4, 9.04)","(31.0, 65.0, 63.62068965517241)"
05-01-2023 13:48:40.015167,"(26.0, 55.0, 48.17948717948718)","(4.0, 5.7, 5.601098901098902)","(61.0, 90.0, 84.70588235294117)","(81.0, 180.0, 162.0)","(71.0, 130.0, 115.55555555555556)","(7.5, 9.8, 9.646511627906976)","(15.0, 22.0, 21.308641975308642)","(2.6, 2.92, 2.889090909090909)","(5.5, 6.6, 6.436697247706422)","(101.0, 700.0, 665.7142857142857)","(8.5, 9.4, 9.04)","(31.0, 65.0, 63.62068965517241)"
05-01-2023 13:48:41.481208,"(26.0, 50.0, 48.526315789473685)","(4.0, 5.7, 5.667441860465116)","(61.0, 95.0, 93.75)","(81.0, 180.0, 159.375)","(71.0, 130.0, 116.0)","(7.5, 9.8, 9.673684210526316)","(15.0, 22.0, 21.842105263157894)","(2.6, 2.9, 2.9107726269315672)","(5.5, 6.2, 6.077372262773722)","(101.0, 700.0, 670.0)","(8.5, 9.4, 9.311111111111112)","(31.0, 65.0, 63.793103448275865)"
05-01-2023 13:48:43.057433,"(26.0, 50.0, 48.526315789473685)","(4.0, 5.7, 5.667441860465116)","(61.0, 95.0, 93.75)","(81.0, 180.0, 152.5)","(71.0, 130.0, 116.0)","(7.5, 9.8, 9.735353535353536)","(15.0, 22.0, 21.324324324324323)","(2.6, 2.92, 2.91036866359447)","(5.5, 6.2, 6.058513189448441)","(101.0, 700.0, 670.0)","(8.5, 9.4, 9.254545454545454)","(31.0, 65.0, 63.793103448275865)"
05-01-2023 13:48:44.644444,"(26.0, 50.0, 49.5)","(4.0, 5.8, 5.719047619047619)","(61.0, 95.0, 96.66666666666667)","(81.0, 180.0, 152.5)","(71.0, 130.0, 116.0)","(7.5, 9.8, 9.657142857142857)","(15.0, 22.0, 21.324324324324323)","(2.6, 2.92, 2.919561403508772)","(5.5, 6.2, 6.058513189448441)","(101.0, 700.0, 670.0)","(8.5, 9.4, 9.370642201834862)","(31.0, 65.0, 63.65384615384615)"
05-01-2023 13:48:46.231289,"(26.0, 50.0, 49.5)","(4.0, 5.8, 5.719047619047619)","(61.0, 110.0, 96.25)","(81.0, 180.0, 152.5)","(71.0, 130.0, 116.0)","(7.5, 9.8, 9.63653846153846)","(15.0, 22.0, 21.324324324324323)","(2.6, 2.92, 2.919163179916318)","(5.5, 6.2, 6.055392156862745)","(101.0, 700.0, 670.0)","(8.5, 9.4, 9.370642201834862)","(31.0, 65.0, 63.793103448275865)"
05-01-2023 13:48:47.837587,"(26.0, 50.0, 49.529411764705884)","(4.0, 5.8, 5.631746031746031)","(61.0, 100.0, 100.76923076923077)","(81.0, 180.0, 152.5)","(71.0, 130.0, 118.42105263157895)","(7.5, 9.8, 9.668217054263566)","(15.0, 22.0, 21.456521739130434)","(2.6, 2.92, 2.928)","(5.5, 6.2, 6.113011152416357)","(101.0, 700.0, 670.0)","(8.5, 9.4, 9.38125)","(31.0, 65.0, 63.90625)"
05-01-2023 13:48:49.405678,"(26.0, 50.0, 49.333333333333336)","(4.0, 5.7, 5.63768115942029)","(61.0, 110.0, 97.0)","(81.0, 180.0, 150.66666666666666)","(71.0, 130.0, 123.33333333333333)","(7.5, 9.8, 9.769942196531792)","(15.0, 22.0, 21.489795918367346)","(2.6, 2.94, 2.9387421383647796)","(5.5, 6.2, 6.125901639344263)","(101.0, 700.0, 670.0)","(8.5, 9.4, 8.604633204633204)","(31.0, 65.0, 64.16666666666667)"
05-01-2023 13:48:50.966818,"(26.0, 50.0, 49.333333333333336)","(4.0, 5.7, 5.645911949685535)","(61.0, 100.0, 93.5)","(81.0, 180.0, 152.5)","(71.0, 130.0, 133.33333333333334)","(7.5, 9.8, 9.789808917197453)","(15.0, 22.0, 21.62121212121212)","(2.6, 2.94, 2.939367088607595)","(5.5, 6.2, 6.163934426229508)","(101.0, 700.0, 670.0)","(8.5, 8.8, 8.613970588235293)","(31.0, 65.0, 66.42857142857143)"
05-01-2023 13:48:52.505303,"(26.0, 55.0, 50.96774193548387)","(4.0, 5.7, 5.661643835616438)","(61.0, 95.0, 93.33333333333333)","(81.0, 180.0, 154.11764705882354)","(71.0, 140.0, 135.88235294117646)","(7.5, 9.8, 9.791549295774649)","(15.0, 22.0, 21.719298245614034)","(2.6, 2.94, 2.939741935483871)","(5.5, 6.2, 6.164081632653061)","(101.0, 700.0, 626.6666666666666)","(8.5, 8.8, 8.613148788927335)","(31.0, 70.0, 66.47058823529412)"
05-01-2023 13:48:53.991346,"(26.0, 55.0, 50.96774193548387)","(4.0, 5.7, 5.6465116279069765)","(61.0, 95.0, 89.375)","(81.0, 180.0, 154.11764705882354)","(71.0, 150.0, 131.66666666666666)","(7.5, 9.8, 9.682758620689656)","(15.0, 22.0, 21.719298245614034)","(2.6, 2.94, 2.9418666666666664)","(5.5, 6.2, 6.1954954954954955)","(101.0, 700.0, 626.6666666666666)","(8.5, 8.8, 8.609859154929577)","(31.0, 70.0, 66.57142857142857)"
05-01-2023 13:48:55.610711,"(26.0, 55.0, 50.370370370370374)","(4.0, 5.7, 5.665573770491803)","(61.0, 90.0, 89.375)","(81.0, 180.0, 154.11764705882354)","(71.0, 140.0, 131.11111111111111)","(7.5, 9.8, 9.671698113207547)","(15.0, 22.0, 21.753846153846155)","(2.6, 2.96, 2.9418666666666664)","(5.5, 6.2, 6.1954954954954955)","(101.0, 700.0, 626.6666666666666)","(8.5, 8.8, 8.604347826086956)","(31.0, 70.0, 66.57142857142857)"
05-01-2023 13:48:57.172694,"(31.0, 55.0, 51.208333333333336)","(4.4, 5.7, 5.75607476635514)","(71.0, 90.0, 91.92307692307692)","(81.0, 180.0, 160.0)","(81.0, 140.0, 132.0)","(8.0, 9.8, 9.701666666666666)","(16.0, 22.0, 21.805555555555557)","(2.6, 2.96, 2.884)","(5.5, 6.2, 6.20398773006135)","(101.0, 700.0, 645.0)","(8.0, 8.8, 8.53953488372093)","(41.0, 70.0, 67.83783783783784)"
05-01-2023 13:48:58.708369,"(31.0, 55.0, 52.8125)","(4.4, 5.8, 5.752747252747253)","(71.0, 95.0, 91.0)","(81.0, 180.0, 152.72727272727272)","(81.0, 140.0, 131.66666666666666)","(8.0, 9.8, 9.7056)","(16.0, 22.0, 21.805555555555557)","(2.6, 2.9, 2.881425389755011)","(5.5, 6.4, 6.20398773006135)","(101.0, 700.0, 626.6666666666666)","(8.0, 8.6, 8.432727272727274)","(41.0, 70.0, 67.6470588235294)"
05-01-2023 13:49:00.195066,"(31.0, 55.0, 52.8125)","(4.4, 5.8, 5.844827586206897)","(71.0, 95.0, 91.0)","(81.0, 180.0, 152.72727272727272)","(81.0, 140.0, 131.66666666666666)","(8.0, 9.8, 9.678350515463917)","(16.0, 22.0, 21.6056338028169)","(2.6, 2.9, 2.8682776349614394)","(5.5, 6.4, 6.206611570247934)","(101.0, 700.0, 626.6666666666666)","(8.0, 8.6, 8.254922279792746)","(41.0, 70.0, 68.4)"
05-01-2023 13:49:01.736401,"(31.0, 55.0, 53.25)","(4.4, 5.9, 5.888888888888889)","(71.0, 95.0, 91.92307692307692)","(81.0, 180.0, 152.72727272727272)","(81.0, 140.0, 148.57142857142858)","(8.0, 9.8, 9.722535211267607)","(16.0, 22.0, 21.62857142857143)","(2.6, 2.88, 2.877176470588235)","(5.5, 6.4, 6.221947449768161)","(101.0, 700.0, 665.0)","(8.0, 8.4, 8.220454545454546)","(41.0, 70.0, 68.4)"
05-01-2023 13:49:03.323203,"(31.0, 55.0, 52.63157894736842)","(4.4, 5.9, 5.885057471264368)","(71.0, 95.0, 88.0)","(81.0, 180.0, 143.63636363636363)","(81.0, 150.0, 148.6206896551724)","(8.0, 9.8, 9.72741935483871)","(16.0, 22.0, 21.643835616438356)","(2.6, 2.88, 2.8775714285714287)","(5.5, 6.4, 6.222595419847329)","(101.0, 890.0, 665.0)","(8.0, 8.4, 8.227932960893854)","(41.0, 70.0, 69.8076923076923)"
05-01-2023 13:49:05.004228,"(31.0, 55.0, 52.592592592592595)","(4.4, 5.9, 5.923762376237624)","(71.0, 95.0, 88.4375)","(91.0, 180.0, 143.33333333333334)","(81.0, 150.0, 146.96969696969697)","(8.0, 9.8, 9.676712328767124)","(16.0, 22.0, 21.682926829268293)","(2.6, 2.88, 2.8550248756218903)","(5.5, 6.4, 6.207615894039735)","(101.0, 890.0, 735.0)","(8.0, 8.4, 8.06)","(41.0, 75.0, 73.63636363636364)"
05-01-2023 13:49:06.530851,"(31.0, 55.0, 52.592592592592595)","(4.4, 6.2, 5.923762376237624)","(71.0, 95.0, 87.10526315789474)","(91.0, 180.0, 143.33333333333334)","(81.0, 150.0, 149.31034482758622)","(8.0, 9.8, 9.94)","(16.0, 22.0, 21.736842105263158)","(2.6, 2.86, 2.8489411764705883)","(5.5, 6.4, 6.188505747126437)","(101.0, 880.0, 735.0)","(8.0, 8.4, 8.025)","(41.0, 75.0, 73.63636363636364)"
05-01-2023 13:49:08.092044,"(31.0, 55.0, 52.69230769230769)","(4.4, 6.2, 6.018348623853211)","(71.0, 95.0, 87.10526315789474)","(91.0, 180.0, 143.33333333333334)","(81.0, 150.0, 138.70967741935485)","(8.0, 10.0, 9.847154471544716)","(16.0, 22.0, 21.933333333333334)","(2.6, 2.86, 2.8479166666666664)","(5.5, 6.2, 6.193406593406594)","(101.0, 880.0, 665.0)","(8.0, 8.4, 8.045714285714286)","(41.0, 75.0, 75.55555555555556)"
05-01-2023 13:49:09.619169,"(31.0, 55.0, 52.69230769230769)","(4.6, 6.2, 6.0125)","(71.0, 95.0, 83.75)","(81.0, 180.0, 143.33333333333334)","(81.0, 140.0, 139.33333333333334)","(8.0, 10.0, 9.865714285714287)","(16.0, 22.0, 22.21276595744681)","(2.6, 2.86, 2.853643835616438)","(5.5, 6.2, 6.208387096774194)","(101.0, 890.0, 735.0)","(8.0, 8.2, 8.1)","(41.0, 80.0, 76.0)"
05-01-2023 13:49:11.153465,"(31.0, 55.0, 54.0625)","(4.6, 6.2, 6.078378378378378)","(71.0, 85.0, 86.66666666666667)","(81.0, 180.0, 170.9090909090909)","(81.0, 140.0, 149.41176470588235)","(8.0, 10.0, 9.89529411764706)","(16.0, 23.0, 22.350877192982455)","(2.6, 2.86, 2.854430379746835)","(5.5, 6.4, 6.224519940915806)","(101.0, 880.0, 665.0)","(8.0, 8.2, 8.11578947368421)","(41.0, 80.0, 77.0)"
05-01-2023 13:49:12.619376,"(31.0, 55.0, 54.5945945945946)","(4.4, 6.2, 6.157731958762887)","(61.0, 90.0, 80.71428571428571)","(91.0, 180.0, 164.66666666666666)","(81.0, 150.0, 149.3548387096774)","(8.0, 10.0, 9.902816901408451)","(16.0, 23.0, 22.569767441860463)","(2.6, 2.86, 2.85827868852459)","(5.5, 6.4, 6.234710743801653)","(101.0, 890.0, 785.0)","(8.0, 8.2, 7.887209302325581)","(41.0, 80.0, 78.26923076923077)"
05-01-2023 13:49:14.212299,"(31.0, 55.0, 54.5945945945946)","(4.4, 6.2, 6.157731958762887)","(61.0, 90.0, 78.75)","(91.0, 170.0, 141.42857142857142)","(81.0, 150.0, 146.7741935483871)","(8.0, 10.0, 9.746753246753247)","(16.0, 23.0, 22.45)","(2.6, 2.86, 2.8313333333333333)","(5.5, 6.4, 6.102463054187192)","(101.0, 980.0, 915.0)","(8.0, 8.0, 7.731210191082803)","(41.0, 80.0, 77.6)"
05-01-2023 13:49:15.906704,"(31.0, 50.0, 51.39393939393939)","(4.6, 7.0, 6.795121951219512)","(61.0, 85.0, 75.38461538461539)","(91.0, 170.0, 133.75)","(81.0, 150.0, 149.25925925925927)","(8.5, 9.8, 9.74485049833887)","(16.0, 23.0, 22.45)","(2.6, 2.84, 2.84)","(5.5, 6.2, 6.094545454545455)","(101.0, 980.0, 790.0)","(8.0, 7.8, 7.616666666666666)","(41.0, 80.0, 77.08333333333333)"
05-01-2023 13:49:17.469149,"(31.0, 55.0, 51.027027027027025)","(4.6, 6.8, 6.769230769230769)","(61.0, 80.0, 76.36363636363636)","(91.0, 160.0, 140.0)","(81.0, 150.0, 137.35294117647058)","(8.5, 9.8, 9.74485049833887)","(16.0, 23.0, 22.383561643835616)","(2.6, 2.86, 2.8367391304347827)","(5.5, 6.2, 6.0484375)","(101.0, 980.0, 723.3333333333334)","(8.0, 7.8, 7.692156862745097)","(41.0, 80.0, 77.08333333333333)"
05-01-2023 13:49:18.958567,"(31.0, 55.0, 51.23076923076923)","(4.6, 6.8, 6.768421052631579)","(61.0, 80.0, 75.38461538461539)","(91.0, 150.0, 140.0)","(81.0, 140.0, 137.42857142857142)","(8.5, 9.8, 9.746451612903225)","(16.0, 23.0, 22.457142857142856)","(2.6, 2.84, 2.837391304347826)","(5.5, 6.2, 6.041237113402062)","(101.0, 970.0, 723.3333333333334)","(8.0, 7.8, 7.732126696832579)","(41.0, 80.0, 74.0909090909091)"
05-01-2023 13:49:20.590513,"(31.0, 55.0, 51.58139534883721)","(4.6, 6.8, 6.7679245283018865)","(61.0, 80.0, 78.18181818181819)","(91.0, 150.0, 140.0)","(81.0, 140.0, 137.56756756756758)","(8.5, 9.8, 9.758757062146893)","(16.0, 23.0, 21.892307692307693)","(2.6, 2.84, 2.8307389162561574)","(5.5, 6.2, 6.045524296675191)","(101.0, 970.0, 780.0)","(8.0, 8.0, 7.774117647058823)","(41.0, 80.0, 73.23529411764706)"
05-01-2023 13:49:22.037431,"(31.0, 55.0, 50.8)","(4.6, 6.8, 7.335779816513762)","(61.0, 80.0, 77.0)","(91.0, 150.0, 142.5)","(81.0, 140.0, 137.89473684210526)","(8.5, 9.8, 9.580898876404493)","(16.0, 22.0, 22.17948717948718)","(2.6, 2.84, 2.803369565217391)","(5.5, 6.2, 6.063963963963964)","(101.0, 960.0, 690.0)","(8.0, 7.8, 7.802870813397129)","(41.0, 80.0, 75.4)"
05-01-2023 13:49:23.549412,"(31.0, 55.0, 51.25)","(4.6, 7.4, 7.091428571428572)","(61.0, 80.0, 77.85714285714286)","(91.0, 150.0, 138.0)","(81.0, 140.0, 138.1081081081081)","(8.5, 9.6, 9.587428571428571)","(16.0, 23.0, 21.906666666666666)","(2.6, 2.82, 2.8017391304347825)","(5.5, 6.2, 6.0792)","(101.0, 960.0, 720.0)","(8.0, 8.0, 7.889142857142857)","(41.0, 80.0, 74.0)"
05-01-2023 13:49:25.070601,"(31.0, 55.0, 51.25)","(4.6, 7.2, 7.091428571428572)","(61.0, 80.0, 77.85714285714286)","(91.0, 150.0, 132.85714285714286)","(81.0, 140.0, 138.1081081081081)","(8.5, 9.6, 9.591812865497076)","(16.0, 22.0, 21.9)","(2.6, 2.84, 2.7807272727272725)","(5.5, 6.2, 6.0784158415841585)","(101.0, 960.0, 864.2857142857142)","(8.0, 8.0, 7.93943661971831)","(41.0, 75.0, 74.0)"
05-01-2023 13:49:26.863877,"(31.0, 55.0, 51.25)","(4.6, 7.2, 7.069230769230769)","(61.0, 80.0, 79.0)","(91.0, 150.0, 126.0)","(81.0, 140.0, 126.0)","(8.5, 9.6, 9.51044776119403)","(16.0, 22.0, 22.15909090909091)","(2.6, 2.82, 2.7727164179104475)","(5.5, 6.2, 6.069690721649485)","(101.0, 970.0, 864.2857142857142)","(8.0, 8.0, 7.952941176470588)","(41.0, 75.0, 71.53846153846153)"
05-01-2023 13:49:28.399739,"(31.0, 55.0, 51.206896551724135)","(4.6, 7.2, 7.069230769230769)","(61.0, 80.0, 79.0)","(91.0, 140.0, 126.0)","(81.0, 140.0, 126.0)","(8.5, 9.6, 9.51044776119403)","(16.0, 23.0, 22.15909090909091)","(2.6, 2.82, 2.7727164179104475)","(5.5, 6.2, 6.069690721649485)","(101.0, 970.0, 864.2857142857142)","(8.0, 8.0, 7.952941176470588)","(41.0, 75.0, 71.53846153846153)"
05-01-2023 13:49:29.993865,"(31.0, 55.0, 51.206896551724135)","(4.6, 7.2, 7.069230769230769)","(61.0, 80.0, 79.0)","(91.0, 140.0, 126.0)","(81.0, 140.0, 126.0)","(8.5, 9.6, 9.51044776119403)","(16.0, 23.0, 22.15909090909091)","(2.6, 2.82, 2.7980799999999997)","(5.5, 6.2, 6.07534516765286)","(101.0, 970.0, 864.2857142857142)","(8.0, 8.0, 8.097590361445782)","(41.0, 75.0, 71.36363636363636)"
05-01-2023 13:49:31.972064,"(31.0, 55.0, 51.80555555555556)","(4.6, 7.2, 7.081818181818182)","(61.0, 80.0, 79.28571428571429)","(91.0, 130.0, 120.0)","(81.0, 140.0, 127.77777777777777)","(8.5, 9.6, 9.42686567164179)","(16.0, 23.0, 22.105263157894736)","(2.6, 2.82, 2.782276707530648)","(5.5, 6.2, 6.075151515151515)","(101.0, 970.0, 864.2857142857142)","(8.0, 8.2, 8.142857142857142)","(41.0, 75.0, 74.06976744186046)"
05-01-2023 13:49:33.675421,"(31.0, 55.0, 51.80555555555556)","(4.6, 7.2, 7.081818181818182)","(61.0, 80.0, 82.27272727272727)","(91.0, 130.0, 160.0)","(81.0, 140.0, 130.0)","(8.5, 9.6, 9.494117647058824)","(16.0, 23.0, 22.55263157894737)","(2.6, 2.8, 2.749902912621359)","(5.5, 6.2, 6.09618320610687)","(101.0, 970.0, 877.5)","(8.0, 8.2, 8.059259259259258)","(41.0, 75.0, 74.88888888888889)"
05-01-2023 13:49:35.290149,"(31.0, 55.0, 53.24324324324324)","(4.6, 7.2, 7.038636363636364)","(61.0, 85.0, 91.25)","(91.0, 170.0, 136.0)","(81.0, 140.0, 130.58823529411765)","(8.5, 9.6, 9.508411214953272)","(16.0, 23.0, 22.593023255813954)","(2.6, 2.76, 2.7052206572769957)","(5.5, 6.2, 6.1096183206106875)","(101.0, 970.0, 864.2857142857142)","(8.0, 8.2, 8.136842105263158)","(41.0, 80.0, 75.37037037037037)"
05-01-2023 13:49:36.964923,"(31.0, 55.0, 53.68421052631579)","(4.6, 7.2, 7.0718446601941745)","(61.0, 95.0, 89.5)","(91.0, 160.0, 138.75)","(81.0, 140.0, 130.83333333333334)","(8.5, 9.6, 9.446875)","(16.0, 23.0, 22.366197183098592)","(2.6, 2.72, 2.7087609329446067)","(5.5, 6.2, 6.211111111111111)","(101.0, 970.0, 910.0)","(8.0, 8.2, 8.166666666666666)","(41.0, 80.0, 72.5)"
05-01-2023 13:49:38.468101,"(31.0, 55.0, 53.68421052631579)","(4.6, 7.2, 7.0718446601941745)","(61.0, 95.0, 89.5)","(91.0, 150.0, 135.0)","(81.0, 140.0, 134.5)","(8.5, 9.6, 9.132075471698112)","(16.0, 23.0, 22.366197183098592)","(2.6, 2.72, 2.7358029978586726)","(5.5, 6.4, 6.1858889934148635)","(101.0, 970.0, 795.0)","(8.0, 8.2, 8.183132530120481)","(41.0, 75.0, 72.5)"
05-01-2023 13:49:40.241975,"(31.0, 55.0, 53.854166666666664)","(4.6, 7.2, 7.061224489795919)","(61.0, 95.0, 90.38461538461539)","(91.0, 150.0, 132.72727272727272)","(81.0, 140.0, 128.46153846153845)","(8.5, 9.2, 9.16)","(16.0, 23.0, 22.516129032258064)","(2.6, 2.74, 2.736336448598131)","(5.5, 6.4, 6.186277873070326)","(101.0, 970.0, 795.0)","(8.0, 8.4, 8.2188679245283)","(41.0, 75.0, 72.36842105263158)"
05-01-2023 13:49:41.813092,"(31.0, 55.0, 54.03508771929825)","(4.6, 7.2, 7.055855855855856)","(61.0, 95.0, 91.42857142857143)","(91.0, 140.0, 131.57894736842104)","(81.0, 130.0, 128.75)","(8.5, 9.2, 9.173333333333332)","(16.0, 23.0, 22.576271186440678)","(2.6, 2.74, 2.7573684210526315)","(5.5, 6.2, 6.18780487804878)","(101.0, 970.0, 795.0)","(8.0, 8.4, 8.30566037735849)","(41.0, 75.0, 71.81818181818181)"
05-01-2023 13:49:43.515550,"(31.0, 55.0, 54.24528301886792)","(4.6, 7.2, 7.055021834061136)","(61.0, 95.0, 92.5)","(91.0, 140.0, 134.66666666666666)","(81.0, 130.0, 128.23529411764707)","(8.5, 9.2, 9.173333333333332)","(16.0, 23.0, 23.128865979381445)","(2.6, 2.76, 2.7583561643835615)","(5.5, 6.2, 6.214006514657981)","(101.0, 970.0, 795.0)","(8.0, 8.4, 8.325301204819278)","(41.0, 75.0, 73.46153846153847)"
