,Maddys Girl,Andos A Thief,Miss Mel,Cashmere Kaos,Book Of Love,Deep Sapphire,Shes A Sully
04-01-2023 14:38:24.956364,"(31.0, 75.0, 74.64285714285714)","(1.75, 2.04, 2.037857142857143)","(71.0, 350.0, 314.44444444444446)","(8.0, 11.0, 10.109756097560975)","(2.9, 4.1, 3.9235294117647057)","(91.0, 480.0, 385.0)","(6.0, 7.6, 7.3)"
04-01-2023 14:38:25.876307,"(31.0, 75.0, 74.64285714285714)","(1.75, 2.04, 2.037857142857143)","(71.0, 350.0, 270.0)","(8.0, 11.0, 10.109756097560975)","(2.9, 4.1, 3.9235294117647057)","(91.0, 480.0, 385.0)","(6.0, 7.6, 7.461538461538462)"
04-01-2023 14:38:26.792881,"(31.0, 75.0, 74.64285714285714)","(1.75, 2.04, 2.037857142857143)","(71.0, 350.0, 262.72727272727275)","(8.0, 10.5, 10.029850746268657)","(2.9, 4.1, 3.957142857142857)","(91.0, 480.0, 385.0)","(6.0, 7.6, 7.461538461538462)"
04-01-2023 14:38:27.761014,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.04, 2.037857142857143)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.060240963855422)","(3.0, 4.1, 3.95)","(101.0, 960.0, 625.0)","(6.0, 7.6, 7.461538461538462)"
04-01-2023 14:38:28.739975,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.0, 1.9972972972972973)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.060240963855422)","(3.0, 4.2, 3.9214285714285713)","(101.0, 960.0, 625.0)","(6.0, 7.6, 7.3)"
04-01-2023 14:38:29.718186,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.0, 1.998125)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.060240963855422)","(3.0, 4.2, 3.9214285714285713)","(101.0, 960.0, 625.0)","(6.0, 7.6, 7.375)"
04-01-2023 14:38:30.789988,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.0, 1.9986363636363635)","(71.0, 350.0, 262.5)","(8.5, 10.5, 10.060240963855422)","(3.0, 4.2, 3.993181818181818)","(101.0, 960.0, 385.0)","(6.0, 7.6, 7.385714285714285)"
04-01-2023 14:38:31.723685,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.04, 2.0375)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.060240963855422)","(3.0, 4.2, 3.993181818181818)","(101.0, 480.0, 385.0)","(6.0, 7.6, 6.933333333333334)"
04-01-2023 14:38:32.706486,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.04, 2.0375)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.060240963855422)","(3.0, 4.2, 3.94)","(101.0, 480.0, 355.0)","(6.0, 7.6, 7.15)"
04-01-2023 14:38:33.655578,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.0, 1.9978260869565216)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.060240963855422)","(3.0, 4.2, 3.95625)","(101.0, 480.0, 436.6666666666667)","(6.0, 7.6, 7.3)"
04-01-2023 14:38:34.612173,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.0, 1.995)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.060240963855422)","(3.2, 4.2, 3.95625)","(101.0, 480.0, 436.6666666666667)","(6.0, 7.6, 7.375)"
04-01-2023 14:38:35.590572,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.0, 1.99)","(71.0, 350.0, 262.5)","(8.5, 10.5, 10.060240963855422)","(3.2, 4.2, 3.95625)","(101.0, 480.0, 436.6666666666667)","(6.0, 7.6, 7.3)"
04-01-2023 14:38:36.561773,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.0, 1.9921875)","(71.0, 350.0, 262.5)","(8.5, 10.5, 10.060240963855422)","(3.2, 4.2, 3.95625)","(101.0, 480.0, 436.6666666666667)","(6.0, 7.6, 7.3)"
04-01-2023 14:38:37.534554,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.06, 2.0403571428571428)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.103260869565217)","(3.2, 4.2, 4.010416666666667)","(101.0, 480.0, 436.6666666666667)","(6.0, 7.6, 6.88)"
04-01-2023 14:38:38.531366,"(41.0, 75.0, 74.64285714285714)","(1.75, 2.02, 2.0143396226415096)","(71.0, 350.0, 315.0)","(8.5, 10.5, 10.103260869565217)","(3.2, 4.2, 3.92)","(101.0, 480.0, 355.0)","(6.0, 7.6, 6.88)"
04-01-2023 14:38:39.507380,"(41.0, 75.0, 74.75)","(1.75, 2.04, 2.033846153846154)","(71.0, 350.0, 192.5)","(8.5, 13.0, 12.125)","(3.2, 4.2, 3.92)","(101.0, 480.0, 355.0)","(6.0, 7.6, 6.88)"
04-01-2023 14:38:40.521604,"(41.0, 75.0, 74.75)","(1.75, 2.06, 2.0511764705882354)","(71.0, 350.0, 315.0)","(8.5, 12.5, 11.875)","(3.2, 4.3, 4.0525)","(101.0, 480.0, 355.0)","(6.0, 7.4, 7.0)"
04-01-2023 14:38:41.555338,"(41.0, 75.0, 74.75)","(1.75, 2.12, 2.0847058823529414)","(71.0, 350.0, 183.75)","(8.5, 12.0, 11.655172413793103)","(3.2, 4.3, 4.1875)","(101.0, 480.0, 436.6666666666667)","(6.0, 7.4, 6.818181818181818)"
04-01-2023 14:38:42.684158,"(41.0, 75.0, 74.70588235294117)","(1.75, 2.1, 2.0717391304347825)","(71.0, 340.0, 265.0)","(8.5, 12.0, 11.0)","(3.2, 4.2, 3.966666666666667)","(101.0, 470.0, 310.0)","(6.0, 7.4, 6.818181818181818)"
04-01-2023 14:38:43.624387,"(41.0, 75.0, 74.70588235294117)","(1.75, 2.08, 2.04875)","(71.0, 330.0, 190.0)","(8.5, 12.0, 11.0)","(3.2, 4.2, 3.864)","(101.0, 470.0, 310.0)","(6.0, 7.4, 6.818181818181818)"
04-01-2023 14:38:44.543913,"(41.0, 75.0, 74.70588235294117)","(1.75, 2.04, 2.02)","(71.0, 330.0, 312.85714285714283)","(8.5, 11.5, 11.392857142857142)","(3.2, 4.2, 3.8937500000000003)","(101.0, 470.0, 310.0)","(6.0, 7.4, 6.8)"
04-01-2023 14:38:45.503561,"(41.0, 110.0, 107.64705882352942)","(1.75, 2.02, 2.0121739130434784)","(71.0, 330.0, 312.85714285714283)","(8.5, 11.5, 11.380952380952381)","(3.2, 4.1, 3.952941176470588)","(101.0, 470.0, 310.0)","(6.0, 7.4, 7.231578947368421)"
04-01-2023 14:38:46.465636,"(41.0, 120.0, 92.85714285714286)","(1.75, 2.02, 1.99)","(81.0, 330.0, 312.85714285714283)","(8.5, 11.5, 11.307692307692308)","(3.2, 4.1, 3.957142857142857)","(101.0, 470.0, 355.0)","(6.0, 7.4, 7.231578947368421)"
04-01-2023 14:38:47.441822,"(41.0, 110.0, 85.5)","(1.75, 1.99, 1.9866666666666666)","(81.0, 330.0, 312.85714285714283)","(8.5, 11.5, 11.307692307692308)","(3.2, 4.1, 3.8789473684210525)","(101.0, 480.0, 355.0)","(6.0, 7.4, 7.275)"
04-01-2023 14:38:48.462502,"(41.0, 110.0, 89.48275862068965)","(1.75, 2.0, 1.99)","(81.0, 330.0, 312.85714285714283)","(8.5, 11.5, 11.307692307692308)","(3.2, 4.1, 3.8789473684210525)","(101.0, 480.0, 590.0)","(6.0, 7.4, 7.557142857142857)"
04-01-2023 14:38:49.462400,"(41.0, 110.0, 90.16666666666667)","(1.75, 1.99, 1.9833333333333334)","(81.0, 330.0, 312.85714285714283)","(8.5, 11.5, 11.307692307692308)","(3.2, 4.1, 4.025)","(101.0, 950.0, 410.0)","(6.0, 7.6, 7.557142857142857)"
04-01-2023 14:38:50.477071,"(41.0, 110.0, 89.48275862068965)","(1.75, 1.98, 1.9728571428571429)","(81.0, 330.0, 312.85714285714283)","(8.5, 11.5, 10.923076923076923)","(3.2, 4.2, 4.033333333333333)","(101.0, 950.0, 355.0)","(6.0, 7.6, 7.294736842105263)"
04-01-2023 14:38:51.462867,"(41.0, 110.0, 93.91891891891892)","(1.75, 2.02, 2.0142857142857142)","(81.0, 330.0, 192.85714285714286)","(8.5, 11.5, 10.923076923076923)","(3.2, 4.2, 3.8840909090909093)","(101.0, 480.0, 355.0)","(6.0, 7.4, 7.283333333333333)"
04-01-2023 14:38:52.464508,"(41.0, 110.0, 92.5)","(1.75, 2.04, 2.0025)","(81.0, 330.0, 312.85714285714283)","(8.5, 11.5, 10.923076923076923)","(3.2, 4.1, 3.9250000000000003)","(101.0, 480.0, 355.0)","(6.0, 7.4, 7.392307692307692)"
04-01-2023 14:38:53.458546,"(41.0, 110.0, 96.0)","(1.75, 2.04, 2.013)","(81.0, 330.0, 312.85714285714283)","(8.5, 11.5, 10.923076923076923)","(3.2, 3.95, 3.88125)","(101.0, 480.0, 355.0)","(6.0, 7.6, 7.392307692307692)"
04-01-2023 14:38:54.518143,"(41.0, 110.0, 96.27450980392157)","(1.75, 2.04, 2.020909090909091)","(81.0, 330.0, 276.6666666666667)","(8.5, 11.5, 11.314814814814815)","(3.2, 3.9, 3.85)","(101.0, 480.0, 355.0)","(6.0, 7.6, 7.6378378378378375)"
04-01-2023 14:38:55.716341,"(41.0, 95.0, 88.19148936170212)","(1.75, 1.98, 1.9787878787878788)","(81.0, 330.0, 215.71428571428572)","(8.5, 11.5, 11.314814814814815)","(3.2, 3.9, 3.83)","(101.0, 480.0, 355.0)","(6.0, 8.2, 7.6)"
04-01-2023 14:38:56.787458,"(41.0, 95.0, 87.5)","(1.75, 1.98, 1.9787878787878788)","(81.0, 330.0, 234.0)","(8.5, 11.5, 11.314814814814815)","(3.2, 3.85, 3.7642857142857142)","(101.0, 480.0, 436.6666666666667)","(6.0, 8.2, 7.661538461538461)"
04-01-2023 14:38:57.832345,"(41.0, 95.0, 88.66666666666667)","(1.75, 1.98, 1.9787878787878788)","(81.0, 330.0, 242.72727272727272)","(8.5, 11.5, 11.291666666666666)","(3.2, 3.8, 3.796969696969697)","(101.0, 480.0, 355.0)","(6.0, 8.2, 7.72)"
04-01-2023 14:38:59.066547,"(41.0, 95.0, 89.28571428571429)","(1.75, 1.98, 1.9621739130434783)","(81.0, 330.0, 242.72727272727272)","(8.5, 11.5, 11.291666666666666)","(3.2, 3.8, 3.74375)","(101.0, 480.0, 355.0)","(6.0, 8.2, 7.635294117647058)"
04-01-2023 14:39:00.204874,"(41.0, 95.0, 89.28571428571429)","(1.75, 1.98, 1.9531147540983607)","(81.0, 330.0, 242.72727272727272)","(8.5, 12.5, 12.125)","(3.2, 3.75, 3.74375)","(101.0, 480.0, 282.5)","(6.0, 8.2, 7.627272727272727)"
04-01-2023 14:39:01.303551,"(41.0, 95.0, 89.28571428571429)","(1.75, 1.98, 1.9579487179487178)","(81.0, 330.0, 248.1818181818182)","(8.5, 12.5, 11.777777777777779)","(3.2, 3.8, 3.7874999999999996)","(101.0, 470.0, 282.5)","(6.0, 8.2, 7.627272727272727)"
04-01-2023 14:39:02.466970,"(41.0, 95.0, 89.54545454545455)","(1.75, 1.97, 1.9644444444444444)","(91.0, 330.0, 214.6153846153846)","(8.5, 12.5, 12.3)","(3.1, 3.85, 3.84375)","(101.0, 460.0, 332.22222222222223)","(6.0, 8.2, 8.032911392405063)"
04-01-2023 14:39:03.579636,"(41.0, 95.0, 89.66666666666667)","(1.75, 1.97, 1.9575471698113207)","(91.0, 330.0, 225.0)","(8.5, 12.5, 12.36111111111111)","(3.1, 3.85, 3.8466666666666667)","(101.0, 460.0, 268.3333333333333)","(6.0, 8.2, 8.033962264150944)"
04-01-2023 14:39:04.657530,"(41.0, 95.0, 89.66666666666667)","(1.75, 1.97, 1.9481249999999999)","(91.0, 330.0, 260.0)","(8.5, 12.5, 12.364864864864865)","(3.1, 3.9, 3.8911764705882352)","(101.0, 460.0, 345.0)","(6.0, 8.2, 7.81025641025641)"
04-01-2023 14:39:05.645021,"(41.0, 95.0, 89.54545454545455)","(1.75, 1.96, 1.9429032258064516)","(81.0, 330.0, 236.66666666666666)","(8.5, 12.5, 12.364864864864865)","(3.1, 3.9, 3.873076923076923)","(101.0, 460.0, 352.22222222222223)","(6.0, 8.2, 7.825806451612903)"
04-01-2023 14:39:06.701799,"(41.0, 95.0, 89.28571428571429)","(1.75, 1.96, 1.937605633802817)","(81.0, 330.0, 236.66666666666666)","(8.5, 12.5, 12.242857142857144)","(3.1, 3.9, 3.8567567567567567)","(101.0, 450.0, 326.25)","(6.0, 8.2, 7.825806451612903)"
04-01-2023 14:39:07.770841,"(41.0, 95.0, 89.4186046511628)","(1.75, 1.95, 1.9433333333333334)","(81.0, 330.0, 236.66666666666666)","(8.5, 12.5, 12.242857142857144)","(3.1, 3.95, 3.8658536585365852)","(101.0, 450.0, 350.0)","(6.0, 8.2, 7.808695652173913)"
04-01-2023 14:39:08.817768,"(41.0, 95.0, 89.4186046511628)","(1.75, 1.96, 1.929230769230769)","(81.0, 330.0, 236.66666666666666)","(8.5, 12.5, 12.242857142857144)","(3.1, 3.95, 3.8642857142857143)","(101.0, 450.0, 358.3333333333333)","(6.0, 8.0, 7.808333333333334)"
04-01-2023 14:39:09.859746,"(41.0, 95.0, 89.54545454545455)","(1.75, 1.92, 1.916)","(81.0, 330.0, 260.9090909090909)","(8.5, 12.5, 12.38888888888889)","(3.1, 3.95, 3.9853658536585366)","(101.0, 450.0, 358.3333333333333)","(6.0, 8.0, 7.8068965517241375)"
04-01-2023 14:39:10.983839,"(41.0, 95.0, 89.54545454545455)","(1.75, 1.92, 1.9124999999999999)","(81.0, 320.0, 247.77777777777777)","(8.5, 12.5, 12.402439024390244)","(3.1, 4.0, 3.9727272727272727)","(101.0, 450.0, 285.0)","(6.0, 8.0, 7.8068965517241375)"
04-01-2023 14:39:12.006808,"(41.0, 95.0, 89.66666666666667)","(1.75, 1.92, 1.9073076923076921)","(81.0, 310.0, 224.28571428571428)","(8.5, 12.5, 12.402439024390244)","(3.1, 4.1, 3.9727272727272727)","(101.0, 450.0, 312.5)","(6.0, 8.0, 7.808333333333334)"
04-01-2023 14:39:13.088753,"(41.0, 95.0, 89.4186046511628)","(1.75, 1.92, 1.9054838709677417)","(81.0, 310.0, 224.28571428571428)","(8.5, 12.5, 12.366666666666667)","(3.1, 4.1, 4.042105263157895)","(101.0, 450.0, 292.85714285714283)","(6.0, 8.0, 7.504918032786885)"
04-01-2023 14:39:14.140031,"(41.0, 95.0, 89.4186046511628)","(1.75, 1.92, 1.9116666666666666)","(81.0, 310.0, 224.28571428571428)","(8.5, 12.5, 12.385714285714286)","(3.1, 4.1, 4.025)","(101.0, 450.0, 292.85714285714283)","(6.0, 7.6, 7.4228571428571435)"
04-01-2023 14:39:15.187948,"(41.0, 95.0, 93.08510638297872)","(1.75, 1.92, 1.9153846153846152)","(81.0, 310.0, 224.28571428571428)","(8.5, 12.5, 12.31578947368421)","(3.1, 4.2, 4.114285714285715)","(91.0, 450.0, 312.5)","(6.0, 7.6, 7.389473684210526)"
04-01-2023 14:39:16.319912,"(41.0, 95.0, 94.02173913043478)","(1.75, 1.92, 1.9118367346938774)","(81.0, 310.0, 224.28571428571428)","(8.5, 12.5, 12.344444444444445)","(3.1, 4.2, 4.126829268292683)","(91.0, 450.0, 296.0)","(6.0, 7.6, 7.4)"
04-01-2023 14:39:17.580083,"(41.0, 95.0, 94.04255319148936)","(1.75, 1.92, 1.8847999999999998)","(81.0, 310.0, 224.28571428571428)","(8.5, 12.5, 12.294117647058824)","(3.1, 4.2, 4.1625000000000005)","(91.0, 450.0, 296.0)","(6.0, 7.6, 7.333333333333333)"
04-01-2023 14:39:18.668044,"(41.0, 95.0, 94.04255319148936)","(1.75, 1.92, 1.8847999999999998)","(81.0, 310.0, 224.28571428571428)","(8.5, 12.5, 12.470588235294118)","(3.1, 4.2, 4.18)","(101.0, 450.0, 268.1818181818182)","(6.0, 7.6, 7.476190476190476)"
04-01-2023 14:39:19.813495,"(41.0, 95.0, 93.97727272727272)","(1.75, 1.89, 1.8889795918367347)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 12.285714285714286)","(3.1, 4.2, 4.259183673469388)","(101.0, 440.0, 268.1818181818182)","(6.0, 7.6, 7.490909090909091)"
04-01-2023 14:39:20.893651,"(41.0, 95.0, 93.97727272727272)","(1.75, 1.88, 1.8616470588235294)","(81.0, 310.0, 233.63636363636363)","(8.5, 13.0, 12.25)","(3.1, 4.3, 4.25)","(91.0, 440.0, 300.0)","(6.0, 7.6, 7.557894736842105)"
04-01-2023 14:39:21.956036,"(41.0, 95.0, 94.0)","(1.7, 1.88, 1.8619444444444446)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 11.797297297297296)","(3.2, 4.3, 4.26)","(91.0, 440.0, 320.0)","(6.0, 7.6, 7.488888888888889)"
04-01-2023 14:39:23.118156,"(41.0, 95.0, 94.04255319148936)","(1.7, 1.87, 1.8663636363636364)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 11.797297297297296)","(3.2, 4.3, 4.335714285714286)","(91.0, 440.0, 320.0)","(6.0, 7.6, 7.85)"
04-01-2023 14:39:24.263982,"(41.0, 95.0, 94.04255319148936)","(1.7, 1.87, 1.860909090909091)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 11.735294117647058)","(3.2, 4.4, 4.3047619047619055)","(91.0, 440.0, 320.0)","(6.0, 8.0, 7.85)"
04-01-2023 14:39:25.410544,"(41.0, 95.0, 94.04255319148936)","(1.7, 1.87, 1.8666666666666667)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 11.6875)","(3.2, 4.4, 4.264)","(91.0, 440.0, 300.0)","(6.0, 8.0, 7.923809523809524)"
04-01-2023 14:39:26.614590,"(41.0, 95.0, 93.90243902439025)","(1.7, 1.86, 1.8567567567567569)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 11.921052631578947)","(3.2, 4.3, 4.241025641025641)","(91.0, 440.0, 300.0)","(6.0, 8.0, 7.855555555555555)"
04-01-2023 14:39:27.732683,"(41.0, 120.0, 110.57692307692308)","(1.7, 1.87, 1.8629411764705883)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 11.96808510638298)","(3.2, 4.3, 4.228947368421053)","(91.0, 440.0, 320.0)","(6.0, 8.2, 7.9)"
04-01-2023 14:39:28.826265,"(41.0, 120.0, 118.6)","(1.7, 1.86, 1.8563636363636364)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 12.009803921568627)","(3.2, 4.3, 4.2372093023255815)","(91.0, 440.0, 425.0)","(6.0, 8.0, 7.9)"
04-01-2023 14:39:29.926819,"(41.0, 120.0, 115.17241379310344)","(1.7, 1.85, 1.8480281690140845)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 12.028301886792454)","(3.2, 4.3, 4.251020408163265)","(91.0, 490.0, 425.0)","(6.0, 8.0, 7.753846153846154)"
04-01-2023 14:39:31.031973,"(41.0, 120.0, 116.3157894736842)","(1.7, 1.85, 1.8488372093023258)","(81.0, 310.0, 233.63636363636363)","(8.5, 12.5, 12.277777777777779)","(3.2, 4.4, 4.288888888888889)","(91.0, 490.0, 330.0)","(6.0, 8.0, 7.754545454545454)"
04-01-2023 14:39:32.057675,"(41.0, 120.0, 116.78571428571428)","(1.7, 1.86, 1.858804347826087)","(81.0, 310.0, 240.0)","(8.5, 12.5, 12.277777777777779)","(3.2, 4.3, 4.288888888888889)","(91.0, 490.0, 330.0)","(6.0, 7.8, 7.895652173913043)"
04-01-2023 14:39:33.154754,"(41.0, 120.0, 116.89655172413794)","(1.7, 1.88, 1.8637837837837838)","(81.0, 310.0, 228.1818181818182)","(8.5, 12.5, 11.951612903225806)","(3.2, 4.4, 4.250909090909091)","(91.0, 490.0, 242.5)","(6.0, 8.0, 7.85)"
04-01-2023 14:39:34.288091,"(41.0, 120.0, 116.89655172413794)","(1.7, 1.87, 1.8625)","(81.0, 310.0, 191.8181818181818)","(8.5, 12.5, 12.130434782608695)","(3.2, 4.3, 4.251785714285714)","(91.0, 490.0, 207.14285714285714)","(6.0, 8.0, 7.85)"
04-01-2023 14:39:35.431590,"(41.0, 120.0, 117.09677419354838)","(1.7, 1.88, 1.867777777777778)","(81.0, 310.0, 235.0)","(8.5, 12.5, 12.130434782608695)","(3.2, 4.3, 4.259701492537314)","(91.0, 490.0, 207.14285714285714)","(6.0, 8.0, 7.85)"
04-01-2023 14:39:36.787166,"(41.0, 120.0, 101.25)","(1.7, 1.87, 1.8671428571428572)","(81.0, 310.0, 235.0)","(8.5, 12.5, 11.942307692307692)","(3.2, 4.3, 4.250909090909091)","(91.0, 490.0, 207.14285714285714)","(6.0, 8.0, 7.85)"
04-01-2023 14:39:38.187407,"(41.0, 120.0, 118.4375)","(1.7, 1.87, 1.8588990825688074)","(81.0, 310.0, 235.0)","(8.5, 12.0, 11.916666666666666)","(3.2, 4.3, 4.255737704918033)","(91.0, 490.0, 207.14285714285714)","(6.0, 8.0, 7.85)"
04-01-2023 14:39:39.426722,"(41.0, 120.0, 118.4375)","(1.7, 1.86, 1.8243209876543212)","(81.0, 310.0, 210.0)","(8.5, 12.0, 12.823809523809524)","(3.2, 4.3, 4.389333333333334)","(91.0, 490.0, 207.14285714285714)","(6.0, 8.0, 7.8068965517241375)"
04-01-2023 14:39:40.705700,"(41.0, 120.0, 118.40425531914894)","(1.7, 1.83, 1.8164516129032258)","(81.0, 310.0, 191.8181818181818)","(8.5, 13.0, 12.865)","(3.2, 4.4, 4.39349593495935)","(101.0, 490.0, 301.1111111111111)","(6.0, 8.0, 7.8125)"
04-01-2023 14:39:42.040222,"(41.0, 120.0, 118.4375)","(1.7, 1.83, 1.8238931297709924)","(81.0, 310.0, 228.1818181818182)","(8.5, 13.0, 11.8125)","(3.2, 4.4, 4.34)","(101.0, 490.0, 382.63157894736844)","(6.0, 8.0, 7.862857142857143)"
04-01-2023 14:39:43.272533,"(41.0, 120.0, 105.0)","(1.7, 1.83, 1.8238931297709924)","(81.0, 310.0, 232.85714285714286)","(8.5, 12.0, 12.289473684210526)","(3.2, 4.4, 4.337037037037037)","(101.0, 490.0, 431.71428571428567)","(6.0, 8.0, 7.92)"
04-01-2023 14:39:44.357715,"(41.0, 120.0, 106.66666666666667)","(1.7, 1.83, 1.8384507042253522)","(81.0, 310.0, 239.0909090909091)","(8.5, 12.5, 12.159574468085106)","(3.2, 4.4, 4.331578947368421)","(101.0, 490.0, 431.71428571428567)","(6.0, 8.0, 7.929411764705883)"
04-01-2023 14:39:45.615100,"(41.0, 120.0, 105.0)","(1.7, 1.84, 1.8478571428571429)","(81.0, 310.0, 234.16666666666669)","(8.5, 12.5, 12.077777777777778)","(3.2, 4.4, 4.2846153846153845)","(101.0, 490.0, 348.7096774193549)","(6.0, 8.0, 7.929411764705883)"
04-01-2023 14:39:46.979116,"(41.0, 110.0, 105.0)","(1.7, 1.85, 1.845625)","(91.0, 310.0, 234.16666666666669)","(9.0, 12.5, 12.12)","(3.4, 4.4, 4.296428571428572)","(91.0, 370.0, 331.1764705882353)","(6.0, 8.0, 7.9375)"
04-01-2023 14:39:48.227899,"(41.0, 110.0, 109.0909090909091)","(1.7, 1.85, 1.8496491228070175)","(91.0, 310.0, 249.33333333333331)","(9.0, 12.5, 12.183333333333334)","(3.4, 4.4, 4.285714285714286)","(91.0, 370.0, 332.2857142857143)","(6.0, 8.0, 7.946666666666666)"
04-01-2023 14:39:49.505368,"(41.0, 110.0, 109.0909090909091)","(1.65, 1.85, 1.8577419354838711)","(91.0, 310.0, 224.28571428571428)","(9.0, 12.5, 11.558823529411764)","(3.4, 4.4, 4.269230769230769)","(91.0, 370.0, 331.1764705882353)","(6.0, 8.0, 7.918918918918918)"
04-01-2023 14:39:50.783030,"(41.0, 110.0, 109.13043478260869)","(1.65, 1.86, 1.8487155963302753)","(91.0, 310.0, 264.11764705882354)","(9.0, 12.0, 11.7)","(3.4, 4.4, 4.2729729729729735)","(91.0, 370.0, 327.2222222222222)","(6.0, 8.2, 7.971428571428571)"
04-01-2023 14:39:52.088145,"(41.0, 110.0, 107.6923076923077)","(1.65, 1.85, 1.8471681415929204)","(91.0, 310.0, 276.25)","(9.0, 12.0, 11.510204081632653)","(3.4, 4.4, 4.286746987951807)","(91.0, 370.0, 315.0)","(6.0, 8.2, 7.971428571428571)"
04-01-2023 14:39:53.257203,"(41.0, 110.0, 107.6)","(1.65, 1.85, 1.8471681415929204)","(91.0, 320.0, 262.72727272727275)","(9.0, 12.0, 11.444444444444445)","(3.4, 4.4, 4.309615384615385)","(91.0, 370.0, 317.6190476190476)","(6.0, 8.2, 8.06)"
04-01-2023 14:39:54.443880,"(41.0, 110.0, 108.57142857142857)","(1.65, 1.83, 1.8270588235294118)","(91.0, 320.0, 271.0)","(9.0, 12.0, 11.483870967741936)","(3.4, 4.4, 4.264814814814815)","(91.0, 370.0, 316.3414634146342)","(6.0, 8.2, 8.232)"
04-01-2023 14:39:55.620386,"(41.0, 110.0, 108.94736842105263)","(1.65, 1.85, 1.8425)","(91.0, 320.0, 271.0)","(9.0, 12.0, 11.522388059701493)","(3.4, 4.4, 4.276923076923077)","(91.0, 370.0, 316.3414634146342)","(6.0, 8.4, 8.218181818181819)"
04-01-2023 14:39:56.892006,"(41.0, 110.0, 108.94736842105263)","(1.65, 1.86, 1.8397916666666667)","(91.0, 320.0, 271.0)","(9.0, 12.0, 11.520547945205479)","(3.4, 4.4, 4.34296875)","(91.0, 370.0, 335.2631578947369)","(6.0, 8.4, 8.173913043478262)"
04-01-2023 14:39:58.129664,"(41.0, 110.0, 109.44444444444444)","(1.65, 1.84, 1.8375000000000001)","(91.0, 320.0, 258.75)","(9.0, 12.0, 11.647058823529411)","(3.4, 4.4, 4.341860465116279)","(91.0, 370.0, 334.3243243243243)","(6.0, 8.4, 8.173913043478262)"
04-01-2023 14:39:59.263024,"(41.0, 110.0, 109.41176470588235)","(1.65, 1.84, 1.8375000000000001)","(91.0, 320.0, 271.0)","(9.0, 12.0, 11.492647058823529)","(3.4, 4.4, 4.354)","(91.0, 370.0, 330.0)","(6.0, 8.4, 8.154666666666667)"
04-01-2023 14:40:00.715459,"(41.0, 110.0, 109.375)","(1.65, 1.85, 1.835925925925926)","(91.0, 320.0, 271.0)","(9.0, 11.5, 11.492424242424242)","(3.4, 4.4, 4.304285714285714)","(91.0, 370.0, 331.1764705882353)","(6.0, 8.4, 8.103225806451613)"
04-01-2023 14:40:01.899056,"(41.0, 110.0, 109.44444444444444)","(1.65, 1.85, 1.835925925925926)","(91.0, 320.0, 271.0)","(9.0, 11.5, 11.492424242424242)","(3.4, 4.4, 4.304285714285714)","(91.0, 370.0, 331.1764705882353)","(6.0, 8.4, 8.376470588235295)"
04-01-2023 14:40:03.178551,"(41.0, 110.0, 109.44444444444444)","(1.65, 1.85, 1.8471428571428572)","(91.0, 320.0, 243.0)","(9.0, 11.5, 11.492063492063492)","(3.4, 4.4, 4.3157303370786515)","(91.0, 370.0, 352.5)","(6.0, 8.2, 8.195121951219512)"
04-01-2023 14:40:04.369565,"(41.0, 110.0, 109.44444444444444)","(1.65, 1.86, 1.8477464788732396)","(91.0, 320.0, 255.83333333333331)","(9.0, 11.5, 11.4453125)","(3.4, 4.4, 4.347916666666666)","(91.0, 360.0, 260.0)","(6.0, 8.4, 8.162962962962963)"
04-01-2023 14:40:05.654772,"(41.0, 110.0, 109.375)","(1.65, 1.85, 1.8460563380281692)","(91.0, 320.0, 255.83333333333331)","(9.0, 11.5, 11.424242424242424)","(3.4, 4.4, 4.365151515151515)","(91.0, 360.0, 352.7586206896552)","(6.0, 8.4, 8.162962962962963)"
