,Maddys Girl,Andos A Thief,Miss Mel,Cashmere Kaos,Book Of Love,Deep Sapphire,Shes A Sully
04-01-2023 14:31:10.011942,"(14.0, 34.0, 32.9)","(1.85, 2.32, 2.07)","(51.0, 350.0, 270.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.5769230769230766)","(71.0, 580.0, 495.83333333333337)","(5.5, 9.4, 8.314285714285713)"
04-01-2023 14:31:11.009434,"(14.0, 34.0, 32.9)","(1.85, 2.32, 2.07)","(51.0, 350.0, 238.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.678571428571429)","(71.0, 580.0, 412.5)","(5.5, 9.4, 7.505882352941176)"
04-01-2023 14:31:11.947062,"(14.0, 34.0, 31.75)","(1.85, 2.32, 2.07)","(51.0, 350.0, 170.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.678571428571429)","(71.0, 480.0, 412.5)","(5.5, 9.2, 7.505882352941176)"
04-01-2023 14:31:12.891364,"(14.0, 40.0, 37.0)","(1.85, 2.32, 2.07)","(51.0, 350.0, 170.0)","(7.5, 15.5, 11.173076923076923)","(2.9, 4.5, 3.6538461538461537)","(71.0, 480.0, 412.5)","(5.5, 9.2, 6.930434782608695)"
04-01-2023 14:31:13.792034,"(14.0, 40.0, 33.0)","(1.85, 2.32, 2.07)","(51.0, 350.0, 260.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.8000000000000003)","(71.0, 480.0, 412.5)","(5.5, 9.0, 6.930434782608695)"
04-01-2023 14:31:14.850186,"(14.0, 40.0, 33.0)","(1.85, 2.32, 2.07)","(51.0, 350.0, 260.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.8000000000000003)","(71.0, 480.0, 412.5)","(5.5, 9.0, 6.930434782608695)"
04-01-2023 14:31:15.824230,"(14.0, 40.0, 33.0)","(1.85, 2.32, 2.07)","(51.0, 350.0, 260.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.8000000000000003)","(71.0, 480.0, 412.5)","(5.5, 9.0, 6.265217391304348)"
04-01-2023 14:31:16.853898,"(14.0, 40.0, 37.2)","(1.85, 2.32, 2.07)","(51.0, 350.0, 244.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.8000000000000003)","(71.0, 480.0, 412.5)","(5.5, 9.0, 5.931707317073171)"
04-01-2023 14:31:17.903527,"(14.0, 40.0, 37.2)","(1.85, 2.32, 2.07)","(51.0, 350.0, 244.0)","(7.5, 15.5, 12.166666666666666)","(2.9, 4.5, 3.8000000000000003)","(71.0, 480.0, 412.5)","(5.5, 9.0, 5.931707317073171)"
04-01-2023 14:31:18.902258,"(14.0, 40.0, 37.2)","(1.85, 2.32, 2.07)","(51.0, 350.0, 244.0)","(7.5, 15.5, 14.0)","(2.9, 4.5, 3.8000000000000003)","(71.0, 480.0, 412.5)","(5.5, 9.0, 6.438095238095238)"
04-01-2023 14:31:19.901366,"(14.0, 40.0, 37.2)","(1.85, 2.34, 1.89320987654321)","(51.0, 350.0, 244.0)","(7.5, 15.0, 12.333333333333334)","(2.9, 4.5, 3.8000000000000003)","(71.0, 480.0, 412.5)","(5.5, 8.8, 6.8)"
04-01-2023 14:31:20.906687,"(14.0, 40.0, 37.2)","(1.85, 2.32, 2.07)","(51.0, 350.0, 244.0)","(7.5, 15.0, 14.0)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 412.5)","(5.5, 8.8, 6.8)"
04-01-2023 14:31:21.855304,"(14.0, 40.0, 37.2)","(1.85, 2.32, 2.07)","(51.0, 350.0, 244.0)","(7.5, 15.0, 14.0)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 412.5)","(5.5, 8.8, 6.2444444444444445)"
04-01-2023 14:31:22.831486,"(14.0, 40.0, 37.2)","(1.85, 2.32, 1.9985714285714287)","(51.0, 350.0, 244.0)","(7.5, 15.0, 12.333333333333334)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 412.5)","(5.5, 8.8, 6.2444444444444445)"
04-01-2023 14:31:23.801983,"(14.0, 40.0, 37.2)","(1.85, 2.32, 1.9985714285714287)","(51.0, 350.0, 244.0)","(7.5, 15.0, 12.333333333333334)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 412.5)","(5.5, 8.8, 6.2444444444444445)"
04-01-2023 14:31:24.868972,"(14.0, 40.0, 37.2)","(1.85, 2.32, 1.9985714285714287)","(51.0, 350.0, 244.0)","(7.5, 15.0, 12.333333333333334)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 412.5)","(5.5, 8.8, 6.2444444444444445)"
04-01-2023 14:31:26.082157,"(14.0, 40.0, 37.83333333333333)","(1.85, 2.32, 2.07)","(51.0, 350.0, 176.66666666666669)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 412.5)","(5.5, 8.8, 5.733333333333333)"
04-01-2023 14:31:27.281566,"(14.0, 40.0, 37.83333333333333)","(1.85, 2.32, 2.07)","(51.0, 350.0, 176.66666666666669)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 495.83333333333337)","(5.5, 8.8, 7.05)"
04-01-2023 14:31:28.339293,"(14.0, 40.0, 38.55555555555556)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 176.66666666666669)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.6, 7.05)"
04-01-2023 14:31:29.454151,"(14.0, 50.0, 47.44444444444444)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 176.66666666666669)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.6, 7.05)"
04-01-2023 14:31:30.600633,"(14.0, 50.0, 47.44444444444444)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.6, 6.051111111111111)"
04-01-2023 14:31:31.593012,"(14.0, 50.0, 47.44444444444444)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.6, 6.051111111111111)"
04-01-2023 14:31:32.513351,"(14.0, 50.0, 47.44444444444444)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.6, 6.051111111111111)"
04-01-2023 14:31:33.441929,"(14.0, 50.0, 47.44444444444444)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.6, 6.051111111111111)"
04-01-2023 14:31:34.490551,"(14.0, 50.0, 47.44444444444444)","(1.85, 2.32, 2.07)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.6, 7.08235294117647)"
04-01-2023 14:31:35.496595,"(14.0, 50.0, 47.44444444444444)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.4, 6.16)"
04-01-2023 14:31:36.564420,"(14.0, 50.0, 42.666666666666664)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.4, 6.16)"
04-01-2023 14:31:37.499711,"(14.0, 50.0, 42.666666666666664)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 495.83333333333337)","(5.5, 8.4, 6.16)"
04-01-2023 14:31:38.461986,"(14.0, 46.0, 37.5)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 580.0, 453.75)","(5.5, 8.4, 6.16)"
04-01-2023 14:31:39.423419,"(14.0, 46.0, 43.16666666666667)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 282.5)","(5.5, 8.4, 6.16)"
04-01-2023 14:31:40.451187,"(14.0, 46.0, 43.875)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 282.5)","(5.5, 8.4, 5.88)"
04-01-2023 14:31:41.492100,"(14.0, 46.0, 43.875)","(1.85, 2.3, 2.061111111111111)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 11.173913043478262)","(2.9, 4.5, 3.4866666666666664)","(71.0, 480.0, 282.5)","(5.5, 8.4, 6.2727272727272725)"
04-01-2023 14:31:42.555869,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.0522222222222224)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4466666666666663)","(71.0, 480.0, 401.0)","(5.5, 8.4, 6.2727272727272725)"
04-01-2023 14:31:43.621823,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.0522222222222224)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4466666666666663)","(71.0, 480.0, 401.0)","(5.5, 8.4, 6.2727272727272725)"
04-01-2023 14:31:44.684819,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.2409090909090907)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4466666666666663)","(71.0, 480.0, 401.0)","(5.5, 8.4, 6.2727272727272725)"
04-01-2023 14:31:45.680646,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.2409090909090907)","(51.0, 350.0, 263.33333333333337)","(7.5, 15.0, 12.148148148148149)","(2.9, 4.5, 3.4466666666666663)","(71.0, 480.0, 401.0)","(5.5, 8.4, 6.2727272727272725)"
04-01-2023 14:31:46.692811,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 263.33333333333337)","(7.5, 14.5, 12.863636363636363)","(2.9, 4.5, 3.3857142857142857)","(71.0, 480.0, 287.5)","(5.5, 8.4, 6.306976744186047)"
04-01-2023 14:31:47.675046,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 263.33333333333337)","(7.5, 14.5, 12.863636363636363)","(2.9, 4.5, 3.3857142857142857)","(71.0, 480.0, 287.5)","(5.5, 8.4, 6.306976744186047)"
04-01-2023 14:31:48.778268,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 183.33333333333331)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.3857142857142857)","(71.0, 480.0, 403.0)","(5.5, 8.4, 6.558139534883721)"
04-01-2023 14:31:49.809860,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 183.33333333333331)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.473333333333333)","(71.0, 480.0, 403.0)","(5.5, 8.4, 6.558139534883721)"
04-01-2023 14:31:50.878286,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 183.33333333333331)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.473333333333333)","(71.0, 480.0, 287.5)","(5.5, 8.4, 6.558139534883721)"
04-01-2023 14:31:51.927510,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 183.33333333333331)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.414285714285714)","(71.0, 480.0, 353.33333333333337)","(5.5, 8.4, 6.558139534883721)"
04-01-2023 14:31:52.983365,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 266.66666666666663)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.414285714285714)","(71.0, 480.0, 295.0)","(5.5, 8.4, 6.558139534883721)"
04-01-2023 14:31:54.009573,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 266.66666666666663)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.414285714285714)","(71.0, 480.0, 387.5)","(5.5, 8.4, 6.558139534883721)"
04-01-2023 14:31:55.016800,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 230.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.414285714285714)","(71.0, 480.0, 462.5)","(5.5, 8.4, 6.558139534883721)"
04-01-2023 14:31:56.031844,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 196.66666666666669)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.414285714285714)","(71.0, 580.0, 462.5)","(5.5, 8.4, 6.643902439024391)"
04-01-2023 14:31:57.072338,"(14.0, 46.0, 43.875)","(1.85, 2.3, 2.0555555555555554)","(51.0, 350.0, 196.66666666666669)","(7.5, 14.5, 11.18421052631579)","(2.9, 4.5, 3.414285714285714)","(71.0, 580.0, 462.5)","(5.5, 8.4, 6.643902439024391)"
04-01-2023 14:31:58.090929,"(14.0, 46.0, 43.875)","(1.85, 2.28, 2.046666666666667)","(51.0, 350.0, 258.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.5)","(71.0, 580.0, 355.0)","(5.5, 8.4, 6.643902439024391)"
04-01-2023 14:31:59.165816,"(14.0, 46.0, 43.875)","(1.85, 2.28, 1.98)","(51.0, 350.0, 258.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.5)","(71.0, 580.0, 355.0)","(5.5, 8.4, 6.643902439024391)"
04-01-2023 14:32:00.232628,"(14.0, 46.0, 43.875)","(1.85, 2.28, 1.98)","(51.0, 350.0, 258.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.5)","(71.0, 580.0, 467.5)","(5.5, 8.4, 6.643902439024391)"
04-01-2023 14:32:01.310660,"(14.0, 46.0, 43.875)","(1.85, 2.28, 1.98)","(51.0, 350.0, 210.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.5)","(71.0, 580.0, 467.5)","(5.5, 8.4, 6.643902439024391)"
04-01-2023 14:32:02.395504,"(14.0, 46.0, 43.875)","(1.85, 2.28, 1.9246153846153846)","(51.0, 350.0, 210.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.5)","(71.0, 580.0, 315.0)","(5.5, 8.4, 6.643902439024391)"
04-01-2023 14:32:03.441607,"(14.0, 46.0, 43.875)","(1.85, 2.28, 1.9246153846153846)","(51.0, 350.0, 210.0)","(7.5, 14.5, 11.18421052631579)","(2.9, 4.5, 3.0454545454545454)","(71.0, 480.0, 315.0)","(5.5, 8.4, 6.2926829268292686)"
04-01-2023 14:32:04.451726,"(14.0, 46.0, 43.875)","(1.85, 2.28, 1.94)","(51.0, 350.0, 266.0)","(7.5, 14.5, 11.76086956521739)","(2.9, 4.5, 3.4466666666666663)","(71.0, 480.0, 315.0)","(5.5, 8.4, 6.2926829268292686)"
04-01-2023 14:32:05.390579,"(14.0, 46.0, 43.875)","(1.85, 2.26, 2.037777777777778)","(51.0, 350.0, 266.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.4466666666666663)","(71.0, 480.0, 315.0)","(5.5, 8.4, 6.2926829268292686)"
04-01-2023 14:32:06.323538,"(14.0, 46.0, 43.2)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 266.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.4466666666666663)","(71.0, 480.0, 315.0)","(5.5, 8.4, 6.2926829268292686)"
04-01-2023 14:32:07.261358,"(14.0, 46.0, 43.2)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 266.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.3857142857142857)","(71.0, 480.0, 370.0)","(5.5, 8.4, 6.2926829268292686)"
04-01-2023 14:32:08.294815,"(14.0, 46.0, 43.2)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 223.33333333333334)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.3857142857142857)","(71.0, 480.0, 397.5)","(5.5, 8.4, 6.2926829268292686)"
04-01-2023 14:32:09.321537,"(14.0, 46.0, 43.2)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 223.33333333333334)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.3857142857142857)","(71.0, 480.0, 397.5)","(5.5, 8.4, 6.2926829268292686)"
04-01-2023 14:32:10.385311,"(14.0, 46.0, 43.2)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 223.33333333333334)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.3857142857142857)","(71.0, 480.0, 315.0)","(5.5, 8.4, 6.195918367346939)"
04-01-2023 14:32:11.440938,"(14.0, 46.0, 43.2)","(1.85, 2.28, 2.2409090909090907)","(51.0, 350.0, 223.33333333333334)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.473333333333333)","(71.0, 480.0, 320.0)","(5.5, 8.4, 6.4)"
04-01-2023 14:32:12.507959,"(14.0, 50.0, 42.0)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 274.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.473333333333333)","(71.0, 480.0, 325.0)","(5.5, 8.4, 6.4)"
04-01-2023 14:32:13.603737,"(14.0, 50.0, 44.666666666666664)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 274.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.473333333333333)","(71.0, 480.0, 376.66666666666663)","(5.5, 8.4, 6.4)"
04-01-2023 14:32:14.644584,"(14.0, 50.0, 44.666666666666664)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 230.0)","(7.5, 14.5, 12.152173913043478)","(2.9, 4.5, 3.473333333333333)","(71.0, 480.0, 402.5)","(5.5, 8.4, 6.4)"
04-01-2023 14:32:15.687537,"(14.0, 50.0, 44.666666666666664)","(1.85, 2.26, 2.1916666666666664)","(51.0, 350.0, 236.66666666666666)","(7.5, 14.5, 12.392857142857142)","(2.9, 4.5, 3.6444444444444444)","(71.0, 480.0, 402.5)","(5.5, 8.4, 7.0)"
04-01-2023 14:32:16.659647,"(14.0, 55.0, 48.0)","(1.85, 2.26, 2.1916666666666664)","(51.0, 350.0, 236.66666666666666)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.3)","(71.0, 480.0, 330.0)","(5.5, 8.2, 7.199999999999999)"
04-01-2023 14:32:17.637422,"(14.0, 55.0, 48.0)","(1.85, 2.26, 2.1916666666666664)","(51.0, 350.0, 265.0)","(7.5, 14.0, 11.142857142857142)","(2.9, 4.5, 3.36)","(71.0, 480.0, 335.0)","(5.5, 8.2, 6.949999999999999)"
04-01-2023 14:32:18.604817,"(14.0, 55.0, 48.666666666666664)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 282.0)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.375)","(71.0, 480.0, 335.0)","(5.5, 8.2, 6.949999999999999)"
04-01-2023 14:32:19.610591,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 282.0)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.375)","(71.0, 480.0, 383.33333333333337)","(5.5, 8.2, 6.08235294117647)"
04-01-2023 14:32:20.625566,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 243.33333333333334)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.375)","(71.0, 480.0, 383.33333333333337)","(5.5, 8.2, 6.335135135135135)"
04-01-2023 14:32:21.675828,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 243.33333333333334)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.375)","(71.0, 480.0, 383.33333333333337)","(5.5, 8.2, 6.335135135135135)"
04-01-2023 14:32:22.663327,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 243.33333333333334)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.375)","(71.0, 480.0, 340.0)","(5.5, 8.2, 6.335135135135135)"
04-01-2023 14:32:23.662030,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 243.33333333333334)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.3552631578947367)","(71.0, 480.0, 340.0)","(5.5, 8.2, 6.335135135135135)"
04-01-2023 14:32:24.601567,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 243.33333333333334)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.3552631578947367)","(71.0, 480.0, 340.0)","(5.5, 8.2, 5.885714285714285)"
04-01-2023 14:32:25.640477,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 243.33333333333334)","(7.5, 14.0, 11.142857142857142)","(2.9, 4.5, 3.45)","(71.0, 480.0, 340.0)","(5.5, 8.2, 6.226315789473684)"
04-01-2023 14:32:26.624520,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 243.33333333333334)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.45)","(71.0, 480.0, 340.0)","(5.5, 8.2, 6.226315789473684)"
04-01-2023 14:32:27.634552,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 250.0)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.45)","(71.0, 480.0, 340.0)","(5.5, 8.2, 6.226315789473684)"
04-01-2023 14:32:28.721966,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 275.0)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.45)","(71.0, 480.0, 340.0)","(5.5, 8.2, 6.85)"
04-01-2023 14:32:29.765897,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 275.0)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.4342105263157894)","(71.0, 480.0, 340.0)","(5.5, 8.0, 6.85)"
04-01-2023 14:32:30.748037,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 275.0)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.4342105263157894)","(71.0, 480.0, 340.0)","(5.5, 8.0, 6.16)"
04-01-2023 14:32:31.681936,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.4342105263157894)","(71.0, 480.0, 340.0)","(5.5, 8.0, 6.16)"
04-01-2023 14:32:32.606042,"(14.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(2.9, 4.5, 3.4342105263157894)","(71.0, 480.0, 340.0)","(5.5, 8.0, 6.097297297297297)"
04-01-2023 14:32:33.584589,"(15.0, 55.0, 46.5)","(1.85, 2.26, 2.2227272727272727)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 11.6)","(3.0, 4.5, 3.5250000000000004)","(71.0, 480.0, 340.0)","(6.0, 8.0, 6.097297297297297)"
04-01-2023 14:32:34.613391,"(15.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.5250000000000004)","(71.0, 480.0, 340.0)","(6.0, 8.0, 6.8)"
04-01-2023 14:32:35.700294,"(15.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.5250000000000004)","(71.0, 480.0, 340.0)","(6.0, 7.8, 6.8)"
04-01-2023 14:32:36.773981,"(15.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.5250000000000004)","(71.0, 480.0, 340.0)","(6.0, 7.8, 6.1125)"
04-01-2023 14:32:37.846663,"(15.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.5250000000000004)","(71.0, 480.0, 340.0)","(6.0, 7.8, 6.1125)"
04-01-2023 14:32:38.905116,"(15.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.5250000000000004)","(71.0, 480.0, 340.0)","(6.0, 7.8, 5.859375)"
04-01-2023 14:32:39.897306,"(15.0, 55.0, 46.5)","(1.85, 2.24, 2.2045454545454546)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 11.619047619047619)","(3.0, 4.5, 3.075)","(71.0, 480.0, 340.0)","(6.0, 7.8, 6.65)"
04-01-2023 14:32:40.856865,"(15.0, 55.0, 46.5)","(1.85, 2.32, 2.2772727272727273)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 11.142857142857142)","(3.0, 4.5, 3.75)","(71.0, 480.0, 340.0)","(6.0, 7.6, 6.65)"
04-01-2023 14:32:41.843557,"(15.0, 55.0, 42.25)","(1.85, 2.3, 2.259090909090909)","(51.0, 350.0, 256.6666666666667)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.2823529411764705)"
04-01-2023 14:32:42.811100,"(15.0, 55.0, 42.25)","(1.85, 2.3, 2.259090909090909)","(51.0, 350.0, 224.0)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.2823529411764705)"
04-01-2023 14:32:43.825861,"(15.0, 55.0, 42.25)","(1.85, 2.3, 2.259090909090909)","(51.0, 350.0, 224.0)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.2823529411764705)"
04-01-2023 14:32:44.826308,"(15.0, 55.0, 42.25)","(1.85, 2.3, 2.259090909090909)","(51.0, 350.0, 224.0)","(7.5, 14.0, 12.0)","(3.0, 4.5, 3.75)","(71.0, 480.0, 231.11111111111111)","(6.0, 7.6, 6.2823529411764705)"
