,Eight Gifts,Quick Shadow,Nigels Chance,Roma Bella,Redeeming Eight,Midnight Vandal,Pretty Witch
11-01-2023 20:49:07.282261,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.911111111111111)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.616666666666667)","(91.0, 510.0, 463.3333333333333)","(14.0, 24.0, 18.166666666666668)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:08.435353,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.911111111111111)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.616666666666667)","(91.0, 510.0, 463.3333333333333)","(14.0, 24.0, 18.166666666666668)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:09.512021,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.911111111111111)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.616666666666667)","(91.0, 510.0, 463.3333333333333)","(14.0, 24.0, 18.166666666666668)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:10.529260,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.911111111111111)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.616666666666667)","(91.0, 510.0, 463.3333333333333)","(14.0, 24.0, 18.166666666666668)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:11.542366,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.911111111111111)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.616666666666667)","(91.0, 510.0, 463.3333333333333)","(14.0, 24.0, 18.166666666666668)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:12.561301,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.9333333333333333)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.616666666666667)","(91.0, 510.0, 302.5)","(14.0, 24.0, 18.166666666666668)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:13.533096,"(41.0, 110.0, 85.0)","(1.7, 1.88, 1.8425)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.616666666666667)","(91.0, 510.0, 302.5)","(14.0, 24.0, 18.166666666666668)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:14.482615,"(41.0, 110.0, 85.0)","(1.7, 1.88, 1.82)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 6.9)","(91.0, 510.0, 302.5)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:15.420212,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.8666666666666667)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.8)","(91.0, 510.0, 302.5)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:16.517541,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.8666666666666667)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 302.5)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:17.615069,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.8666666666666667)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 451.42857142857144)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:18.684502,"(41.0, 110.0, 85.0)","(1.7, 2.0, 1.85)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 451.42857142857144)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:19.728713,"(41.0, 110.0, 85.0)","(1.7, 1.96, 1.8266666666666667)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 451.42857142857144)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:20.777918,"(41.0, 110.0, 85.0)","(1.7, 1.96, 1.8177777777777777)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:21.780156,"(41.0, 110.0, 85.0)","(1.7, 1.96, 1.8177777777777777)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:22.740954,"(41.0, 110.0, 85.0)","(1.7, 1.96, 1.8177777777777777)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:23.771168,"(41.0, 110.0, 85.0)","(1.7, 1.96, 1.8177777777777777)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:24.771776,"(41.0, 110.0, 85.0)","(1.7, 1.95, 1.8115384615384615)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:25.745749,"(41.0, 110.0, 85.0)","(1.7, 1.95, 1.8115384615384615)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:26.686633,"(41.0, 110.0, 85.0)","(1.7, 1.94, 1.814)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:27.633243,"(41.0, 110.0, 85.0)","(1.7, 1.94, 1.814)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:28.643451,"(41.0, 110.0, 85.0)","(1.7, 1.94, 1.814)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:29.748782,"(41.0, 110.0, 85.0)","(1.7, 1.94, 1.84)","(17.0, 85.0, 69.0909090909091)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:30.802222,"(41.0, 110.0, 85.0)","(1.7, 2.08, 1.9239344262295082)","(17.0, 85.0, 66.66666666666666)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:31.791495,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9250819672131148)","(17.0, 75.0, 66.66666666666666)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:32.859863,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9250819672131148)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:33.882218,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.8758333333333335)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:35.022741,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9307692307692308)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:36.050258,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9307692307692308)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:37.028445,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9331818181818181)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:38.001981,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9331818181818181)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:38.992377,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9331818181818181)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:40.029737,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9331818181818181)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:41.100530,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.8909090909090909)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:42.203701,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9297872340425533)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:43.277781,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9076923076923078)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:44.354755,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9178947368421053)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:45.364390,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9178947368421053)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:46.338831,"(41.0, 110.0, 78.0)","(1.7, 1.94, 1.9072727272727272)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:47.499797,"(41.0, 110.0, 78.0)","(1.7, 2.0, 1.9266666666666665)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:48.815456,"(41.0, 110.0, 78.0)","(1.7, 1.96, 1.9016666666666666)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:49.906696,"(41.0, 110.0, 78.0)","(1.7, 1.96, 1.9016666666666666)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:51.033123,"(41.0, 110.0, 78.0)","(1.7, 1.96, 1.9016666666666666)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:52.169475,"(41.0, 110.0, 78.0)","(1.7, 1.96, 1.9016666666666666)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:53.125836,"(41.0, 110.0, 78.0)","(1.7, 1.96, 1.9425)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:54.108682,"(41.0, 110.0, 78.0)","(1.7, 2.0, 1.9816666666666667)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:55.142114,"(41.0, 110.0, 78.0)","(1.7, 1.97, 1.935)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(14.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:56.327969,"(41.0, 110.0, 78.0)","(1.7, 1.97, 1.935)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(15.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:57.431077,"(41.0, 110.0, 78.0)","(1.7, 1.97, 1.935)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(15.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:58.498461,"(41.0, 110.0, 78.0)","(1.7, 1.97, 1.95)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(15.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:49:59.503397,"(41.0, 110.0, 78.0)","(1.7, 1.97, 1.95)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(15.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:50:00.497471,"(41.0, 110.0, 78.57142857142857)","(1.7, 1.97, 1.95)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(15.0, 24.0, 17.875)","(3.1, 4.7, 3.9125)"
11-01-2023 20:50:01.548838,"(41.0, 110.0, 78.57142857142857)","(1.7, 2.0, 1.9625)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 464.44444444444446)","(15.0, 24.0, 17.875)","(3.1, 4.7, 3.861111111111111)"
11-01-2023 20:50:02.624320,"(41.0, 110.0, 80.66666666666667)","(1.7, 1.96, 1.93)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 510.0, 455.55555555555554)","(15.0, 24.0, 17.875)","(3.1, 4.6, 4.33)"
11-01-2023 20:50:03.639956,"(41.0, 110.0, 80.0)","(1.7, 1.96, 1.93)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 500.0, 437.77777777777777)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:04.653065,"(41.0, 110.0, 80.0)","(1.7, 1.96, 1.933076923076923)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 480.0, 437.77777777777777)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:05.679316,"(41.0, 110.0, 80.0)","(1.7, 1.96, 1.933076923076923)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 480.0, 437.77777777777777)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:06.693703,"(41.0, 110.0, 80.0)","(1.7, 1.96, 1.933076923076923)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 480.0, 437.77777777777777)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:07.769154,"(41.0, 110.0, 80.0)","(1.7, 1.96, 1.923076923076923)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 480.0, 396.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:08.902930,"(41.0, 110.0, 80.0)","(1.7, 1.93, 1.915)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 470.0, 246.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:10.014715,"(41.0, 110.0, 82.0)","(1.7, 1.93, 1.9124999999999999)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 450.0, 234.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:11.147539,"(41.0, 110.0, 82.5)","(1.7, 1.93, 1.9113333333333333)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 420.0, 260.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:12.307778,"(41.0, 110.0, 82.5)","(1.7, 1.93, 1.9146153846153846)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 410.0, 170.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:13.510738,"(41.0, 110.0, 82.5)","(1.7, 1.93, 1.9146153846153846)","(17.0, 75.0, 62.5)","(5.0, 8.0, 7.0)","(91.0, 410.0, 170.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:14.700313,"(41.0, 110.0, 82.5)","(1.7, 1.93, 1.9146153846153846)","(17.0, 75.0, 63.63636363636364)","(5.0, 8.0, 7.0)","(91.0, 410.0, 170.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.33)"
11-01-2023 20:50:15.820491,"(41.0, 110.0, 82.5)","(1.7, 1.94, 1.92)","(17.0, 75.0, 60.0)","(5.0, 8.0, 7.0)","(91.0, 410.0, 296.66666666666663)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.9899999999999998)"
11-01-2023 20:50:16.952559,"(41.0, 110.0, 82.5)","(1.7, 1.94, 1.9249999999999998)","(17.0, 65.0, 60.0)","(5.0, 8.0, 7.0)","(91.0, 390.0, 283.33333333333337)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.8766666666666665)"
11-01-2023 20:50:18.045816,"(41.0, 110.0, 82.5)","(1.7, 1.94, 1.9233333333333333)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 7.0)","(91.0, 370.0, 283.33333333333337)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.8766666666666665)"
11-01-2023 20:50:19.120701,"(41.0, 110.0, 82.5)","(1.7, 1.94, 1.9233333333333333)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 7.0)","(91.0, 370.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.8766666666666665)"
11-01-2023 20:50:20.198321,"(41.0, 110.0, 82.5)","(1.7, 1.94, 1.9233333333333333)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 7.0)","(91.0, 370.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.8766666666666665)"
11-01-2023 20:50:21.351291,"(41.0, 110.0, 83.07692307692308)","(1.7, 1.94, 1.93)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 7.0)","(91.0, 370.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.8766666666666665)"
11-01-2023 20:50:22.503210,"(41.0, 110.0, 82.5)","(1.7, 1.96, 1.9244444444444444)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 7.0)","(91.0, 370.0, 276.66666666666663)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.8766666666666665)"
11-01-2023 20:50:23.573384,"(41.0, 110.0, 82.5)","(1.7, 1.96, 1.9244444444444444)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 7.0)","(91.0, 360.0, 276.66666666666663)","(15.0, 24.0, 17.875)","(3.1, 4.5, 3.8766666666666665)"
11-01-2023 20:50:24.651187,"(41.0, 110.0, 82.5)","(1.7, 1.96, 1.9244444444444444)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 7.0)","(91.0, 360.0, 276.66666666666663)","(15.0, 24.0, 17.875)","(3.1, 4.5, 4.17)"
11-01-2023 20:50:25.664004,"(41.0, 110.0, 82.5)","(1.7, 1.96, 1.9223076923076923)","(17.0, 70.0, 59.09090909090909)","(5.0, 8.0, 6.5)","(91.0, 360.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 4.17)"
11-01-2023 20:50:26.768560,"(41.0, 110.0, 82.5)","(1.7, 1.96, 1.91)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 4.17)"
11-01-2023 20:50:27.900634,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.96, 1.9327272727272726)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.9099999999999997)"
11-01-2023 20:50:29.030388,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.96, 1.9436363636363636)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:30.153515,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.98, 1.9436363636363636)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:31.292073,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.98, 1.9436363636363636)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:32.444396,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.98, 1.9049999999999998)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 280.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:33.543659,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.98, 1.9049999999999998)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 280.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:34.581517,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.98, 1.9049999999999998)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 280.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:35.594053,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.98, 1.9049999999999998)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 280.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:36.607763,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.94, 1.9066666666666665)","(17.0, 75.0, 62.5)","(5.0, 8.2, 7.539999999999999)","(91.0, 360.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:37.677457,"(41.0, 110.0, 86.42857142857143)","(1.7, 1.94, 1.9218181818181816)","(17.0, 75.0, 63.57142857142857)","(5.0, 8.2, 7.539999999999999)","(91.0, 350.0, 240.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:38.783087,"(41.0, 110.0, 85.0)","(1.7, 1.94, 1.9218181818181816)","(17.0, 75.0, 66.25)","(5.0, 8.2, 7.539999999999999)","(91.0, 350.0, 154.44444444444446)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:39.894589,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.94, 1.9218181818181816)","(17.0, 85.0, 62.77777777777778)","(5.0, 8.2, 6.9624999999999995)","(91.0, 350.0, 230.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:40.932602,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.94, 1.9066666666666665)","(17.0, 85.0, 62.77777777777778)","(5.0, 8.2, 6.9624999999999995)","(91.0, 330.0, 230.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:41.966288,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.94, 1.9066666666666665)","(17.0, 85.0, 62.77777777777778)","(5.0, 8.2, 6.9624999999999995)","(91.0, 330.0, 230.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:43.058844,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.98, 1.9072727272727272)","(17.0, 85.0, 62.77777777777778)","(5.0, 8.2, 6.9624999999999995)","(91.0, 330.0, 220.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:44.179431,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.94, 1.9066666666666665)","(17.0, 85.0, 62.77777777777778)","(5.0, 8.2, 6.9624999999999995)","(91.0, 310.0, 166.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:45.321336,"(41.0, 110.0, 84.61538461538461)","(1.7, 1.94, 1.9218181818181816)","(17.0, 85.0, 62.77777777777778)","(5.0, 8.2, 6.9624999999999995)","(91.0, 310.0, 215.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:46.493583,"(41.0, 110.0, 70.71428571428572)","(1.7, 1.94, 1.9218181818181816)","(17.0, 85.0, 62.77777777777778)","(5.0, 8.2, 6.270175438596491)","(91.0, 300.0, 215.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:47.566084,"(41.0, 110.0, 88.84615384615384)","(1.7, 1.94, 1.9218181818181816)","(17.0, 85.0, 62.083333333333336)","(5.0, 8.2, 6.270175438596491)","(91.0, 300.0, 215.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:48.611545,"(41.0, 110.0, 88.125)","(1.7, 1.94, 1.9218181818181816)","(17.0, 85.0, 62.083333333333336)","(5.0, 8.2, 6.270175438596491)","(91.0, 300.0, 215.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
11-01-2023 20:50:49.610701,"(41.0, 110.0, 88.125)","(1.7, 1.94, 1.9066666666666665)","(17.0, 85.0, 62.083333333333336)","(5.0, 8.2, 6.270175438596491)","(91.0, 300.0, 152.85714285714286)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.786842105263158)"
11-01-2023 20:50:50.708694,"(41.0, 110.0, 88.125)","(1.7, 1.98, 1.9049999999999998)","(17.0, 85.0, 62.083333333333336)","(5.0, 8.2, 6.270175438596491)","(91.0, 290.0, 155.0)","(15.0, 24.0, 17.875)","(3.1, 4.3, 3.8125)"
