,Debs Gunfighter,Northern Spy,Bourbon Currency,Tra Lad,Grand Wiser,Cees Get Degrees,Condition One,Romantic Gamble
12-01-2023 11:06:37.805148,"(7.0, 38.0, 35.5)","(26.0, 170.0, 116.4)","(17.0, 220.0, 169.25)","(11.0, 36.0, 26.57142857142857)","(13.0, 160.0, 95.9090909090909)","(1.5, 1.33, 1.3166265060240965)","(19.0, 220.0, 120.5)","(7.5, 29.0, 26.0)"
12-01-2023 11:06:39.339917,"(7.0, 38.0, 35.5)","(26.0, 170.0, 116.4)","(17.0, 220.0, 169.5)","(11.0, 36.0, 26.57142857142857)","(13.0, 160.0, 95.9090909090909)","(1.5, 1.33, 1.3166265060240965)","(19.0, 220.0, 156.0)","(7.5, 29.0, 26.0)"
12-01-2023 11:06:40.717145,"(7.0, 38.0, 35.5)","(26.0, 170.0, 139.77777777777777)","(17.0, 220.0, 191.07142857142856)","(11.0, 36.0, 23.727272727272727)","(13.0, 160.0, 70.9375)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 167.77777777777777)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:42.191549,"(7.0, 38.0, 34.0)","(26.0, 170.0, 115.6)","(17.0, 220.0, 183.27272727272728)","(11.0, 36.0, 26.57142857142857)","(13.0, 160.0, 95.45454545454545)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.0)","(7.5, 29.0, 23.6)"
12-01-2023 11:06:43.751947,"(7.0, 38.0, 35.33333333333333)","(26.0, 170.0, 116.4)","(17.0, 220.0, 169.625)","(11.0, 36.0, 26.57142857142857)","(13.0, 160.0, 95.45454545454545)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:45.141760,"(7.0, 38.0, 35.33333333333333)","(26.0, 170.0, 116.4)","(17.0, 220.0, 169.625)","(11.0, 36.0, 26.57142857142857)","(13.0, 160.0, 95.45454545454545)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:46.515055,"(7.0, 38.0, 33.0)","(26.0, 170.0, 116.4)","(17.0, 220.0, 192.86666666666667)","(11.0, 36.0, 23.727272727272727)","(13.0, 160.0, 70.9375)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:47.883357,"(7.0, 38.0, 33.0)","(26.0, 170.0, 145.27272727272725)","(17.0, 220.0, 139.2)","(11.0, 36.0, 23.727272727272727)","(13.0, 160.0, 70.9375)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:49.205079,"(7.0, 38.0, 33.0)","(26.0, 170.0, 103.0)","(17.0, 220.0, 139.2)","(11.0, 36.0, 22.8)","(13.0, 160.0, 70.3125)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:50.522217,"(7.0, 38.0, 33.0)","(26.0, 170.0, 139.77777777777777)","(17.0, 220.0, 139.2)","(11.0, 36.0, 22.8)","(13.0, 160.0, 70.3125)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:51.890949,"(7.0, 38.0, 30.5)","(26.0, 170.0, 139.77777777777777)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 22.8)","(13.0, 160.0, 80.83333333333334)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:53.249492,"(7.0, 44.0, 34.8)","(26.0, 170.0, 139.77777777777777)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 22.8)","(13.0, 160.0, 80.83333333333334)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:54.579832,"(7.0, 44.0, 34.8)","(26.0, 170.0, 139.77777777777777)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 22.8)","(13.0, 160.0, 80.83333333333334)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:55.905180,"(7.0, 42.0, 36.75)","(26.0, 170.0, 139.77777777777777)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 19.5)","(13.0, 160.0, 80.83333333333334)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:57.179472,"(7.0, 42.0, 36.75)","(26.0, 170.0, 139.77777777777777)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 26.785714285714285)","(13.0, 160.0, 112.16666666666666)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.85714285714286)","(7.5, 29.0, 26.0)"
12-01-2023 11:06:58.443339,"(7.0, 42.0, 38.66666666666667)","(26.0, 170.0, 145.27272727272725)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 27.9375)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.85714285714286)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:06:59.787316,"(7.0, 42.0, 35.666666666666664)","(26.0, 170.0, 116.4)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 28.125)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:01.291502,"(7.0, 42.0, 35.666666666666664)","(26.0, 170.0, 145.27272727272725)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 20.25)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:02.635002,"(7.0, 42.0, 35.666666666666664)","(26.0, 170.0, 103.0)","(17.0, 220.0, 190.71428571428572)","(11.0, 36.0, 20.25)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:03.923631,"(7.0, 42.0, 35.666666666666664)","(26.0, 170.0, 103.0)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 20.25)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 163.25)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:05.525902,"(7.0, 42.0, 37.8)","(26.0, 170.0, 103.0)","(17.0, 220.0, 84.33333333333333)","(11.0, 36.0, 22.3)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 163.25)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:06.911603,"(7.0, 42.0, 37.8)","(26.0, 170.0, 103.0)","(17.0, 220.0, 84.33333333333333)","(11.0, 34.0, 22.3)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 163.25)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:08.376838,"(7.0, 42.0, 34.6)","(26.0, 170.0, 103.0)","(17.0, 220.0, 84.33333333333333)","(11.0, 34.0, 22.3)","(13.0, 160.0, 58.214285714285715)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 163.25)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:09.738491,"(7.0, 38.0, 34.6)","(26.0, 170.0, 103.0)","(17.0, 220.0, 162.14285714285714)","(11.0, 34.0, 22.3)","(13.0, 160.0, 120.55555555555556)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 116.5)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:11.106091,"(7.0, 38.0, 32.666666666666664)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 139.2)","(11.0, 34.0, 19.875)","(13.0, 160.0, 71.5625)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:12.449179,"(7.0, 38.0, 35.33333333333333)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 139.2)","(11.0, 36.0, 19.875)","(13.0, 160.0, 71.5625)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:13.786664,"(7.0, 38.0, 35.33333333333333)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 139.2)","(11.0, 36.0, 19.875)","(13.0, 160.0, 71.5625)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:15.159239,"(7.0, 38.0, 37.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 179.7)","(11.0, 36.0, 22.5)","(13.0, 160.0, 71.5625)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:16.487453,"(7.0, 38.0, 35.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 119.5)","(11.0, 36.0, 24.0)","(13.0, 160.0, 59.285714285714285)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:17.832608,"(7.0, 38.0, 35.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 119.5)","(11.0, 34.0, 24.0)","(13.0, 160.0, 59.285714285714285)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:19.106538,"(7.0, 38.0, 35.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 119.5)","(11.0, 34.0, 24.0)","(13.0, 160.0, 59.285714285714285)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:20.425617,"(7.0, 38.0, 35.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 119.5)","(11.0, 34.0, 24.0)","(13.0, 160.0, 59.285714285714285)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:21.744200,"(7.0, 38.0, 35.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 119.5)","(11.0, 34.0, 24.0)","(13.0, 160.0, 59.285714285714285)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:22.986279,"(7.0, 38.0, 35.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 59.285714285714285)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:24.313591,"(7.0, 38.0, 35.0)","(26.0, 170.0, 140.22222222222223)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 101.25)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:25.609735,"(7.0, 38.0, 35.0)","(26.0, 170.0, 82.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:26.760620,"(7.0, 46.0, 36.14285714285714)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 156.57142857142858)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:27.995508,"(7.0, 46.0, 36.14285714285714)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 135.60000000000002)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:29.250202,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 135.60000000000002)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:30.753374,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 135.60000000000002)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:32.186956,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:33.486692,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:34.849139,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:36.223954,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:37.612744,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:38.959390,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:40.522757,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:41.949870,"(7.0, 42.0, 38.2)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:43.314699,"(7.0, 40.0, 34.333333333333336)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 71.875)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:44.892708,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:46.479072,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:47.823262,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:49.175639,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:50.553565,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:51.846803,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:53.096238,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 139.8)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:54.323560,"(7.0, 38.0, 35.0)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.71428571428572)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:55.601203,"(7.0, 38.0, 36.333333333333336)","(26.0, 170.0, 104.0)","(17.0, 220.0, 162.85714285714286)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:56.829757,"(7.0, 38.0, 36.5)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 162.85714285714286)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:58.102354,"(7.0, 38.0, 36.5)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 162.85714285714286)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:07:59.362225,"(7.0, 38.0, 36.5)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 162.85714285714286)","(11.0, 34.0, 24.0)","(13.0, 160.0, 81.94444444444444)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:00.606340,"(7.0, 46.0, 40.25)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 162.85714285714286)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:01.884873,"(7.0, 46.0, 40.25)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 162.85714285714286)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:03.239153,"(7.0, 46.0, 40.25)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 170.0)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:04.616083,"(7.0, 46.0, 40.25)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 170.0)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:05.863415,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 170.0)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:07.175932,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 170.0)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:08.472343,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 170.0)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:09.760520,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:11.008995,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3166265060240965)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:12.302807,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.33, 1.3490041493775935)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:13.626854,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.35, 1.34992)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:14.924721,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 160.0, 82.22222222222223)","(1.5, 1.35, 1.34992)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:16.244376,"(7.0, 42.0, 40.099999999999994)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 160.0, 105.96153846153847)","(1.5, 1.35, 1.34992)","(19.0, 210.0, 86.0)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:17.484360,"(7.0, 40.0, 36.90909090909091)","(26.0, 170.0, 117.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 160.0, 123.9)","(1.5, 1.35, 1.34992)","(19.0, 210.0, 82.66666666666666)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:18.644346,"(7.0, 38.0, 33.333333333333336)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 150.0, 123.9)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 49.14285714285714)","(7.5, 29.0, 19.666666666666668)"
12-01-2023 11:08:19.804205,"(7.0, 38.0, 33.333333333333336)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 153.33333333333334)","(11.0, 34.0, 24.0)","(13.0, 150.0, 106.66666666666667)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 94.4)","(7.5, 29.0, 20.0)"
12-01-2023 11:08:21.002492,"(7.0, 38.0, 36.44444444444444)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 180.2)","(11.0, 34.0, 24.0)","(13.0, 150.0, 117.75)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 94.4)","(7.5, 29.0, 20.0)"
12-01-2023 11:08:22.207237,"(7.0, 40.0, 36.8)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 180.2)","(11.0, 34.0, 24.0)","(13.0, 150.0, 121.33333333333334)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 104.0)","(7.5, 29.0, 20.0)"
12-01-2023 11:08:23.371821,"(7.0, 40.0, 36.44444444444444)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 180.2)","(11.0, 34.0, 27.333333333333336)","(13.0, 150.0, 121.33333333333334)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 104.0)","(7.5, 29.0, 20.0)"
12-01-2023 11:08:24.544345,"(7.0, 40.0, 34.666666666666664)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 180.2)","(11.0, 34.0, 27.333333333333336)","(13.0, 150.0, 121.33333333333334)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 104.0)","(7.5, 29.0, 20.0)"
12-01-2023 11:08:25.677705,"(7.0, 40.0, 34.666666666666664)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 180.2)","(11.0, 34.0, 27.333333333333336)","(13.0, 150.0, 121.33333333333334)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 104.0)","(7.5, 29.0, 20.0)"
12-01-2023 11:08:26.940696,"(7.0, 40.0, 34.666666666666664)","(26.0, 160.0, 111.19999999999999)","(17.0, 220.0, 180.2)","(11.0, 34.0, 27.333333333333336)","(13.0, 150.0, 121.33333333333334)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 104.0)","(7.5, 29.0, 20.0)"
12-01-2023 11:08:28.186922,"(7.0, 40.0, 34.666666666666664)","(26.0, 160.0, 105.19999999999999)","(17.0, 220.0, 180.2)","(11.0, 34.0, 27.333333333333336)","(13.0, 150.0, 90.41666666666666)","(1.5, 1.35, 1.34992)","(19.0, 200.0, 104.0)","(7.5, 29.0, 20.0)"
