,Savage Nation,Grandgran,Dmoney Honey,Potential Grizzly,Two Last Words,Out For Justice,Gold Shark,Valiant Thor
903,"[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 11, 60364), 10.0, 16.5]"
904,"[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 12, 191923), 10.0, 16.5]"
905,"[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 13, 330048), 10.0, 16.5]"
906,"[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 14, 469852), 10.0, 16.5]"
907,"[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 15, 640384), 10.0, 16.5]"
908,"[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 7.0, 16.0]","[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 5.0, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 16, 783648), 10.0, 16.5]"
909,"[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 7.0, 15.5]","[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 17, 942370), 10.0, 16.5]"
910,"[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 7.0, 15.5]","[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 19, 73597), 10.0, 16.5]"
911,"[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 5.0, 9.6]","[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 20, 221621), 10.0, 16.5]"
912,"[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 21, 344064), 10.0, 16.5]"
913,"[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 22, 497911), 10.0, 16.5]"
914,"[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 23, 640099), 10.0, 16.5]"
915,"[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 5.0, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 24, 777952), 10.0, 16.5]"
916,"[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 25, 925763), 10.0, 16.5]"
917,"[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 27, 78651), 10.0, 16.5]"
918,"[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 28, 220949), 10.0, 16.5]"
919,"[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 29, 368644), 10.0, 16.5]"
920,"[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 30, 512953), 10.0, 16.5]"
921,"[datetime.datetime(2022, 11, 28, 12, 1, 31, 674752), 7.0, 16.0]","[datetime.datetime(2022, 11, 28, 12, 1, 31, 675753), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 31, 675753), 5.0, 9.6]","[datetime.datetime(2022, 11, 28, 12, 1, 31, 675753), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 31, 675753), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 31, 675753), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 31, 675753), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 31, 675753), 10.0, 16.5]"
922,"[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 7.0, 16.0]","[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 32, 858373), 10.0, 16.5]"
923,"[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 7.0, 15.5]","[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 34, 51824), 10.0, 16.5]"
924,"[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 35, 214103), 10.0, 16.5]"
925,"[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 36, 404413), 10.0, 16.5]"
926,"[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 37, 546818), 10.0, 16.5]"
927,"[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 38, 693626), 10.0, 16.5]"
928,"[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 39, 825321), 10.0, 16.5]"
929,"[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 5.0, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 40, 965502), 10.0, 16.5]"
930,"[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 42, 94843), 10.0, 16.5]"
931,"[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 43, 233833), 10.0, 16.5]"
932,"[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 44, 366648), 10.0, 16.5]"
933,"[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 5.0, 9.6]","[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 45, 497032), 10.0, 16.5]"
934,"[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 46, 639751), 10.0, 16.5]"
935,"[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 47, 789273), 10.0, 16.5]"
936,"[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 48, 945985), 10.0, 16.5]"
937,"[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 5.0, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 50, 91223), 10.0, 16.5]"
938,"[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 51, 247833), 10.0, 16.5]"
939,"[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 7.0, 17.5]","[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 5.0, 9.8]","[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 52, 388211), 10.0, 16.5]"
940,"[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 7.0, 17.0]","[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 5.0, 9.6]","[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 53, 531137), 10.0, 16.5]"
941,"[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 5.0, 9.4]","[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 54, 668406), 10.0, 16.5]"
942,"[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 7.0, 16.5]","[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 4.4, 10.0]","[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 17.0, 34.0]","[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 21.0, 110.0]","[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 3.5, 4.5]","[datetime.datetime(2022, 11, 28, 12, 1, 55, 811406), 10.0, 16.5]"
