,Golden Coast,Echo Chamber,Flywheel Cracker,Letter To You,Sunrise To Dusk,Hurricane Karin,Shes Roses
174,"[datetime.datetime(2022, 11, 28, 14, 11, 55, 349355), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 11, 55, 349355), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 11, 55, 349355), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 11, 55, 349355), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 11, 55, 349355), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 11, 55, 349355), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 11, 55, 349355), 5.5, 10.5]"
175,"[datetime.datetime(2022, 11, 28, 14, 11, 56, 555803), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 11, 56, 555803), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 11, 56, 555803), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 11, 56, 555803), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 11, 56, 555803), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 11, 56, 555803), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 11, 56, 555803), 5.5, 10.5]"
176,"[datetime.datetime(2022, 11, 28, 14, 11, 57, 697432), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 11, 57, 697432), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 11, 57, 697432), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 11, 57, 697432), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 11, 57, 697432), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 11, 57, 697432), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 11, 57, 697432), 5.5, 10.5]"
177,"[datetime.datetime(2022, 11, 28, 14, 11, 58, 815198), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 11, 58, 815198), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 11, 58, 815198), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 11, 58, 815198), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 11, 58, 815198), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 11, 58, 815198), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 11, 58, 815198), 5.5, 10.5]"
178,"[datetime.datetime(2022, 11, 28, 14, 11, 59, 934010), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 11, 59, 934010), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 11, 59, 934010), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 11, 59, 934010), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 11, 59, 934010), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 11, 59, 934010), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 11, 59, 934010), 5.5, 10.5]"
179,"[datetime.datetime(2022, 11, 28, 14, 12, 1, 44721), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 1, 44721), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 1, 44721), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 1, 44721), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 1, 44721), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 1, 44721), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 1, 44721), 5.5, 10.5]"
180,"[datetime.datetime(2022, 11, 28, 14, 12, 2, 160815), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 2, 160815), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 2, 160815), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 2, 160815), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 2, 160815), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 2, 160815), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 2, 160815), 5.5, 10.5]"
181,"[datetime.datetime(2022, 11, 28, 14, 12, 3, 274436), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 3, 274436), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 3, 274436), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 3, 274436), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 3, 274436), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 3, 274436), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 3, 274436), 5.5, 10.5]"
182,"[datetime.datetime(2022, 11, 28, 14, 12, 4, 393948), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 4, 393948), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 4, 393948), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 4, 393948), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 4, 393948), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 4, 393948), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 4, 393948), 5.5, 10.5]"
183,"[datetime.datetime(2022, 11, 28, 14, 12, 5, 526357), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 5, 526357), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 5, 526357), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 5, 526357), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 5, 526357), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 5, 526357), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 5, 526357), 5.5, 10.5]"
184,"[datetime.datetime(2022, 11, 28, 14, 12, 6, 663060), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 6, 663060), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 6, 663060), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 6, 663060), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 6, 663060), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 6, 663060), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 6, 663060), 5.5, 10.5]"
185,"[datetime.datetime(2022, 11, 28, 14, 12, 7, 778288), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 7, 778288), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 7, 778288), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 7, 778288), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 7, 778288), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 7, 778288), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 7, 778288), 5.5, 10.5]"
186,"[datetime.datetime(2022, 11, 28, 14, 12, 8, 896680), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 8, 896680), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 8, 896680), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 8, 896680), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 8, 896680), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 8, 896680), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 8, 896680), 5.5, 10.5]"
187,"[datetime.datetime(2022, 11, 28, 14, 12, 10, 9284), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 10, 9284), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 10, 9284), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 10, 9284), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 10, 9284), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 10, 9284), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 10, 9284), 5.5, 10.5]"
188,"[datetime.datetime(2022, 11, 28, 14, 12, 11, 133146), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 11, 133146), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 11, 133146), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 11, 133146), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 11, 133146), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 11, 133146), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 11, 133146), 5.5, 10.5]"
189,"[datetime.datetime(2022, 11, 28, 14, 12, 12, 256818), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 12, 256818), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 12, 256818), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 12, 256818), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 12, 256818), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 12, 256818), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 12, 256818), 5.5, 10.5]"
190,"[datetime.datetime(2022, 11, 28, 14, 12, 13, 377850), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 13, 377850), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 13, 377850), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 13, 377850), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 13, 377850), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 13, 377850), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 13, 377850), 5.5, 10.5]"
191,"[datetime.datetime(2022, 11, 28, 14, 12, 14, 497508), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 14, 497508), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 14, 497508), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 14, 497508), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 14, 497508), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 14, 497508), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 14, 497508), 5.5, 10.5]"
192,"[datetime.datetime(2022, 11, 28, 14, 12, 15, 635453), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 15, 635453), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 15, 635453), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 15, 635453), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 15, 635453), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 15, 635453), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 15, 635453), 5.5, 10.5]"
193,"[datetime.datetime(2022, 11, 28, 14, 12, 16, 750071), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 16, 750071), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 16, 750071), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 16, 750071), 6.0, 15.0]","[datetime.datetime(2022, 11, 28, 14, 12, 16, 750071), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 16, 750071), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 16, 750071), 5.5, 10.5]"
194,"[datetime.datetime(2022, 11, 28, 14, 12, 17, 870261), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 17, 870261), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 17, 870261), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 17, 870261), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 17, 870261), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 17, 870261), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 17, 870261), 5.5, 10.5]"
195,"[datetime.datetime(2022, 11, 28, 14, 12, 18, 992846), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 18, 992846), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 18, 992846), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 18, 992846), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 18, 992846), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 18, 992846), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 18, 992846), 5.5, 10.5]"
196,"[datetime.datetime(2022, 11, 28, 14, 12, 20, 122509), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 20, 122509), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 20, 122509), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 20, 122509), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 20, 122509), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 20, 122509), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 20, 122509), 5.5, 10.5]"
197,"[datetime.datetime(2022, 11, 28, 14, 12, 21, 238458), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 21, 238458), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 21, 238458), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 21, 238458), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 21, 238458), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 21, 238458), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 21, 238458), 5.5, 10.5]"
198,"[datetime.datetime(2022, 11, 28, 14, 12, 22, 353480), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 22, 353480), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 22, 353480), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 22, 353480), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 22, 353480), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 22, 353480), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 22, 353480), 5.5, 10.5]"
199,"[datetime.datetime(2022, 11, 28, 14, 12, 23, 469380), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 23, 469380), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 23, 469380), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 23, 469380), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 23, 469380), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 23, 469380), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 23, 469380), 5.5, 10.5]"
200,"[datetime.datetime(2022, 11, 28, 14, 12, 24, 588461), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 24, 588461), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 24, 588461), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 24, 588461), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 24, 588461), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 24, 588461), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 24, 588461), 5.5, 10.5]"
201,"[datetime.datetime(2022, 11, 28, 14, 12, 25, 708100), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 25, 708100), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 25, 708100), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 25, 708100), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 25, 708100), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 25, 708100), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 25, 708100), 5.5, 10.5]"
202,"[datetime.datetime(2022, 11, 28, 14, 12, 26, 823322), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 26, 823322), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 26, 823322), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 26, 823322), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 26, 823322), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 26, 823322), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 26, 823322), 5.5, 10.5]"
203,"[datetime.datetime(2022, 11, 28, 14, 12, 27, 944633), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 27, 944633), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 27, 944633), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 27, 944633), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 27, 944633), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 27, 944633), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 27, 944633), 5.5, 10.5]"
204,"[datetime.datetime(2022, 11, 28, 14, 12, 29, 56841), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 29, 56841), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 29, 56841), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 29, 56841), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 29, 56841), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 29, 56841), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 29, 56841), 5.5, 10.5]"
205,"[datetime.datetime(2022, 11, 28, 14, 12, 30, 171837), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 30, 171837), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 30, 171837), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 30, 171837), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 30, 171837), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 30, 171837), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 30, 171837), 5.5, 10.5]"
206,"[datetime.datetime(2022, 11, 28, 14, 12, 31, 295321), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 31, 295321), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 31, 295321), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 31, 295321), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 31, 295321), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 31, 295321), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 31, 295321), 5.5, 10.5]"
207,"[datetime.datetime(2022, 11, 28, 14, 12, 32, 410326), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 32, 410326), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 32, 410326), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 32, 410326), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 32, 410326), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 32, 410326), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 32, 410326), 5.5, 10.5]"
208,"[datetime.datetime(2022, 11, 28, 14, 12, 33, 520980), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 33, 520980), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 33, 520980), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 33, 520980), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 33, 520980), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 33, 520980), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 33, 520980), 5.5, 10.5]"
209,"[datetime.datetime(2022, 11, 28, 14, 12, 34, 642798), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 34, 642798), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 34, 642798), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 34, 642798), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 34, 642798), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 34, 642798), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 34, 642798), 5.5, 10.5]"
210,"[datetime.datetime(2022, 11, 28, 14, 12, 35, 756614), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 35, 756614), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 35, 756614), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 35, 756614), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 35, 756614), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 35, 756614), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 35, 756614), 5.5, 10.5]"
211,"[datetime.datetime(2022, 11, 28, 14, 12, 36, 880749), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 36, 880749), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 36, 880749), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 36, 880749), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 36, 880749), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 36, 880749), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 36, 880749), 5.5, 10.5]"
212,"[datetime.datetime(2022, 11, 28, 14, 12, 38, 10788), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 38, 10788), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 38, 10788), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 38, 10788), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 38, 10788), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 38, 10788), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 38, 10788), 5.5, 10.5]"
213,"[datetime.datetime(2022, 11, 28, 14, 12, 39, 130641), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 39, 130641), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 39, 130641), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 39, 130641), 6.0, 16.5]","[datetime.datetime(2022, 11, 28, 14, 12, 39, 130641), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 39, 130641), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 39, 130641), 5.5, 10.5]"
214,"[datetime.datetime(2022, 11, 28, 14, 12, 40, 259581), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 40, 259581), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 40, 259581), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 40, 259581), 6.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 12, 40, 259581), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 40, 259581), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 40, 259581), 5.5, 10.5]"
215,"[datetime.datetime(2022, 11, 28, 14, 12, 41, 386653), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 41, 386653), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 41, 386653), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 41, 386653), 6.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 12, 41, 386653), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 41, 386653), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 41, 386653), 5.5, 10.5]"
216,"[datetime.datetime(2022, 11, 28, 14, 12, 42, 512951), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 42, 512951), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 42, 512951), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 42, 512951), 6.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 12, 42, 512951), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 42, 512951), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 42, 512951), 5.5, 10.5]"
217,"[datetime.datetime(2022, 11, 28, 14, 12, 43, 638764), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 43, 638764), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 43, 638764), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 43, 638764), 6.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 12, 43, 638764), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 43, 638764), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 43, 638764), 5.5, 10.5]"
218,"[datetime.datetime(2022, 11, 28, 14, 12, 44, 755273), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 44, 755273), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 44, 755273), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 44, 755273), 6.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 12, 44, 755273), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 44, 755273), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 44, 755273), 5.5, 10.5]"
219,"[datetime.datetime(2022, 11, 28, 14, 12, 45, 875355), 2.6, 7.4]","[datetime.datetime(2022, 11, 28, 14, 12, 45, 875355), 31.0, 440.0]","[datetime.datetime(2022, 11, 28, 14, 12, 45, 875355), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 12, 45, 875355), 6.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 12, 45, 875355), 3.1, 5.0]","[datetime.datetime(2022, 11, 28, 14, 12, 45, 875355), 26.0, 320.0]","[datetime.datetime(2022, 11, 28, 14, 12, 45, 875355), 5.5, 10.5]"
