,Homebush Abby,Homebush Classy,Know Stamina,Gotcha Charged,Goldstar Benji,Homebush Gracen,Lucky Luciano,My Idol
09-01-2023 09:06:16.903320,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.269736842105263)","(2.9, 3.25, 3.224025974025974)","(12.0, 18.0, 16.928571428571427)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.614285714285714)"
09-01-2023 09:06:17.952645,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.273809523809524)","(2.9, 3.25, 3.224025974025974)","(12.0, 18.0, 16.81578947368421)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.614285714285714)"
09-01-2023 09:06:19.027163,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.4, 4.348837209302326)","(2.9, 3.25, 3.225)","(12.0, 18.0, 16.636363636363637)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.616666666666666)"
09-01-2023 09:06:20.099878,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.4, 4.348837209302326)","(2.9, 3.25, 3.225)","(12.0, 18.0, 16.636363636363637)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.616666666666666)"
09-01-2023 09:06:21.209855,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.278181818181818)","(2.9, 3.25, 3.225)","(12.0, 18.0, 16.636363636363637)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.616666666666666)"
09-01-2023 09:06:22.307692,"(7.5, 13.0, 12.61111111111111)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.2671875)","(2.9, 3.25, 3.225)","(12.0, 18.0, 17.545454545454547)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.616666666666666)"
09-01-2023 09:06:23.364377,"(7.5, 13.0, 12.6)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.2671875)","(2.9, 3.25, 3.225)","(12.0, 18.5, 17.545454545454547)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.616666666666666)"
09-01-2023 09:06:24.390969,"(7.5, 13.0, 12.6)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.2632352941176475)","(2.9, 3.25, 3.225)","(12.0, 18.5, 17.763157894736842)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.616666666666666)"
09-01-2023 09:06:25.449125,"(7.5, 13.0, 12.6)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.2632352941176475)","(2.9, 3.25, 3.225)","(12.0, 18.5, 17.8)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.616666666666666)"
09-01-2023 09:06:26.439340,"(7.5, 13.0, 12.6)","(31.0, 80.0, 70.0)","(5.5, 6.4, 6.2)","(3.4, 4.3, 4.2632352941176475)","(2.9, 3.25, 3.215492957746479)","(12.0, 18.5, 17.8)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:27.464655,"(7.5, 13.0, 12.6)","(31.0, 80.0, 70.0)","(5.5, 6.2, 6.116363636363636)","(3.4, 4.3, 4.281132075471698)","(2.9, 3.3, 3.258490566037736)","(12.0, 18.5, 17.763157894736842)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:28.527094,"(7.5, 13.0, 12.6)","(31.0, 80.0, 70.0)","(5.5, 6.2, 6.09047619047619)","(3.4, 4.3, 4.268253968253968)","(2.9, 3.3, 3.29)","(12.0, 18.5, 17.8)","(81.0, 390.0, 348.62068965517244)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:29.586403,"(7.5, 13.0, 12.6)","(31.0, 80.0, 70.0)","(5.5, 5.9, 5.675)","(3.4, 4.3, 4.274358974358974)","(2.9, 3.3, 3.2950819672131146)","(12.0, 18.5, 17.8)","(81.0, 390.0, 342.0)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:30.661568,"(7.5, 13.0, 12.833333333333334)","(31.0, 80.0, 76.92307692307692)","(5.5, 5.8, 5.713043478260869)","(3.5, 4.3, 4.260416666666667)","(2.8, 3.3, 3.313157894736842)","(12.0, 18.5, 17.8)","(81.0, 390.0, 312.8571428571429)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:31.743439,"(7.5, 13.0, 12.4)","(31.0, 80.0, 76.92307692307692)","(5.5, 5.8, 5.713043478260869)","(3.5, 4.3, 4.260416666666667)","(2.8, 3.35, 3.313157894736842)","(12.0, 18.5, 17.8)","(81.0, 390.0, 312.8571428571429)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:32.799630,"(7.5, 13.0, 12.4)","(31.0, 80.0, 76.92307692307692)","(5.5, 5.8, 5.713043478260869)","(3.5, 4.3, 4.260416666666667)","(2.8, 3.35, 3.3391304347826085)","(12.0, 18.5, 17.8)","(81.0, 390.0, 312.8571428571429)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:33.855655,"(7.5, 13.0, 12.4)","(31.0, 80.0, 76.92307692307692)","(5.5, 5.8, 5.713043478260869)","(3.5, 4.3, 4.259574468085106)","(2.8, 3.35, 3.338636363636364)","(12.0, 18.5, 17.8)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:34.851953,"(7.5, 13.0, 12.4)","(31.0, 80.0, 76.66666666666667)","(5.5, 5.8, 5.713043478260869)","(3.5, 4.3, 4.259574468085106)","(2.8, 3.35, 3.338636363636364)","(12.0, 18.5, 17.8)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.8, 7.58)"
09-01-2023 09:06:35.846004,"(7.5, 13.0, 12.4)","(31.0, 80.0, 76.66666666666667)","(5.5, 5.8, 5.752941176470588)","(3.5, 4.3, 4.259574468085106)","(2.8, 3.35, 3.322972972972973)","(12.0, 18.5, 17.763157894736842)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.8, 7.5636363636363635)"
09-01-2023 09:06:36.820862,"(7.5, 13.0, 12.578125)","(31.0, 60.0, 49.26315789473684)","(5.5, 6.2, 6.066666666666666)","(3.5, 4.3, 4.239473684210527)","(2.8, 3.4, 3.345945945945946)","(12.0, 18.5, 17.72222222222222)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.8, 7.484210526315789)"
09-01-2023 09:06:37.850923,"(7.5, 13.0, 12.307692307692308)","(31.0, 60.0, 49.26315789473684)","(5.5, 6.4, 6.193548387096774)","(3.5, 4.3, 4.239473684210527)","(2.8, 3.4, 3.3555555555555556)","(12.0, 18.5, 17.72222222222222)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.6, 7.516981132075472)"
09-01-2023 09:06:38.840688,"(7.5, 13.0, 12.307692307692308)","(31.0, 60.0, 50.08695652173913)","(5.5, 6.4, 6.193548387096774)","(3.5, 4.3, 4.239473684210527)","(2.8, 3.4, 3.3555555555555556)","(12.0, 18.5, 17.72222222222222)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.6, 7.516981132075472)"
09-01-2023 09:06:39.891233,"(7.5, 13.0, 12.307692307692308)","(31.0, 60.0, 50.08695652173913)","(5.5, 6.4, 6.193548387096774)","(3.5, 4.3, 4.239473684210527)","(2.9, 3.4, 3.387142857142857)","(12.0, 18.5, 17.423076923076923)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.6, 7.516981132075472)"
09-01-2023 09:06:40.946093,"(7.5, 13.0, 12.25)","(31.0, 60.0, 50.08695652173913)","(5.5, 6.4, 6.193548387096774)","(3.5, 4.3, 4.257499999999999)","(2.9, 3.4, 3.390740740740741)","(12.0, 18.5, 16.75)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.6, 7.504347826086956)"
09-01-2023 09:06:41.975487,"(7.5, 12.0, 11.770833333333334)","(31.0, 48.0, 42.10778443113772)","(5.5, 6.4, 6.2)","(3.5, 4.3, 4.257499999999999)","(2.9, 3.45, 3.4392857142857145)","(12.0, 18.5, 16.75)","(81.0, 390.0, 348.2608695652174)","(6.0, 7.6, 7.512)"
09-01-2023 09:06:43.048334,"(7.5, 12.0, 11.770833333333334)","(31.0, 48.0, 42.10778443113772)","(5.5, 6.4, 6.2)","(3.5, 4.3, 4.257499999999999)","(2.9, 3.45, 3.4392857142857145)","(12.0, 18.5, 16.75)","(81.0, 390.0, 347.91666666666663)","(6.0, 7.6, 7.495238095238095)"
09-01-2023 09:06:44.040659,"(7.5, 12.0, 11.842105263157894)","(31.0, 48.0, 42.11538461538461)","(5.5, 6.4, 6.2)","(3.5, 4.3, 4.257499999999999)","(2.9, 3.45, 3.3785714285714286)","(12.0, 18.5, 16.75)","(81.0, 400.0, 347.91666666666663)","(6.0, 7.6, 7.495238095238095)"
09-01-2023 09:06:45.045561,"(7.5, 12.0, 11.842105263157894)","(31.0, 48.0, 42.11538461538461)","(5.5, 6.4, 6.2)","(3.5, 4.3, 4.233333333333333)","(2.9, 3.4, 3.3785714285714286)","(12.0, 18.5, 16.75)","(81.0, 400.0, 347.91666666666663)","(6.0, 7.6, 7.952380952380952)"
09-01-2023 09:06:46.054491,"(7.5, 12.0, 11.842105263157894)","(31.0, 48.0, 42.03896103896104)","(5.5, 6.4, 6.144)","(3.5, 4.3, 4.2594936708860756)","(2.9, 3.4, 3.366)","(12.0, 18.5, 16.75)","(81.0, 400.0, 347.91666666666663)","(6.0, 8.2, 8.0)"
09-01-2023 09:06:47.069984,"(7.5, 12.0, 11.842105263157894)","(31.0, 46.0, 44.0)","(5.5, 6.4, 6.144)","(3.5, 4.3, 4.2594936708860756)","(2.9, 3.4, 3.366)","(12.0, 18.5, 16.785714285714285)","(81.0, 400.0, 340.0)","(6.0, 8.2, 8.139999999999999)"
09-01-2023 09:06:48.074010,"(7.5, 11.0, 10.714285714285714)","(31.0, 46.0, 44.0)","(5.5, 6.4, 6.206060606060606)","(3.5, 4.3, 4.2594936708860756)","(2.9, 3.45, 3.4023809523809527)","(12.0, 18.5, 16.785714285714285)","(81.0, 400.0, 322.72727272727275)","(6.0, 8.2, 8.142857142857142)"
09-01-2023 09:06:49.162163,"(7.5, 11.0, 10.714285714285714)","(31.0, 46.0, 44.0)","(5.5, 6.8, 6.425)","(3.5, 4.3, 4.256521739130434)","(2.9, 3.45, 3.441891891891892)","(12.0, 18.5, 16.785714285714285)","(81.0, 350.0, 322.72727272727275)","(6.0, 8.2, 8.280000000000001)"
09-01-2023 09:06:50.191292,"(7.5, 11.0, 10.333333333333334)","(31.0, 46.0, 44.0)","(5.5, 6.4, 6.314285714285715)","(3.5, 4.3, 4.256521739130434)","(2.9, 3.45, 3.4371794871794874)","(12.0, 18.5, 17.0)","(81.0, 350.0, 322.72727272727275)","(6.0, 8.4, 8.280000000000001)"
09-01-2023 09:06:51.245653,"(7.5, 11.0, 10.333333333333334)","(31.0, 46.0, 44.0)","(5.5, 6.6, 6.45)","(3.5, 4.3, 4.253125)","(2.9, 3.45, 3.4214285714285717)","(12.0, 18.5, 16.6875)","(81.0, 350.0, 322.72727272727275)","(6.0, 8.4, 8.22857142857143)"
09-01-2023 09:06:52.307456,"(7.5, 11.0, 10.333333333333334)","(31.0, 46.0, 41.0)","(5.5, 6.6, 6.578947368421052)","(3.5, 4.3, 4.197029702970297)","(2.9, 3.45, 3.4214285714285717)","(12.0, 18.0, 16.6875)","(81.0, 350.0, 303.46153846153845)","(6.0, 8.4, 8.333333333333334)"
09-01-2023 09:06:53.314349,"(7.5, 11.0, 10.444444444444445)","(31.0, 46.0, 41.0)","(5.5, 7.0, 6.68)","(3.5, 4.3, 4.197029702970297)","(2.9, 3.45, 3.4214285714285717)","(12.0, 18.0, 16.75)","(81.0, 360.0, 303.46153846153845)","(6.0, 8.6, 8.033333333333333)"
09-01-2023 09:06:54.360624,"(7.5, 11.0, 10.444444444444445)","(31.0, 44.0, 41.5)","(5.5, 7.0, 6.905263157894737)","(3.5, 4.3, 4.290909090909091)","(2.9, 3.45, 3.4263157894736844)","(12.0, 18.5, 17.3)","(81.0, 360.0, 303.46153846153845)","(6.0, 8.2, 8.13103448275862)"
09-01-2023 09:06:55.383565,"(7.5, 11.0, 10.52)","(31.0, 44.0, 41.5)","(5.5, 7.2, 7.006896551724138)","(3.5, 4.2, 4.197297297297298)","(2.9, 3.45, 3.486666666666667)","(12.0, 18.5, 17.47826086956522)","(81.0, 360.0, 307.5)","(6.0, 8.2, 8.054545454545455)"
09-01-2023 09:06:56.433020,"(7.5, 11.0, 10.52)","(31.0, 44.0, 42.333333333333336)","(5.5, 7.2, 7.016666666666667)","(3.5, 4.2, 4.153333333333333)","(2.9, 3.5, 3.4947368421052634)","(12.0, 18.0, 16.3125)","(81.0, 360.0, 307.5)","(6.0, 8.2, 8.015384615384615)"
09-01-2023 09:06:57.533580,"(7.5, 11.0, 10.419354838709678)","(31.0, 44.0, 42.333333333333336)","(5.5, 7.2, 7.015384615384615)","(3.5, 4.2, 4.151063829787234)","(2.9, 3.5, 3.4977272727272726)","(12.0, 16.5, 16.375)","(81.0, 360.0, 321.3157894736842)","(6.0, 8.2, 7.9399999999999995)"
09-01-2023 09:06:58.594320,"(7.5, 11.0, 10.419354838709678)","(31.0, 46.0, 42.72727272727273)","(5.5, 7.2, 7.014814814814815)","(3.5, 4.2, 4.13235294117647)","(2.9, 3.5, 3.5166666666666666)","(12.0, 16.5, 15.666666666666666)","(81.0, 360.0, 321.3157894736842)","(6.0, 8.2, 7.985714285714286)"
09-01-2023 09:06:59.581403,"(7.5, 11.0, 10.466666666666667)","(31.0, 46.0, 43.6)","(5.5, 7.4, 6.729032258064516)","(3.5, 4.2, 4.13235294117647)","(2.9, 3.55, 3.5166666666666666)","(12.0, 16.5, 17.0)","(81.0, 360.0, 321.3157894736842)","(6.0, 8.0, 7.985714285714286)"
09-01-2023 09:07:00.593376,"(7.5, 11.0, 10.466666666666667)","(31.0, 46.0, 39.64705882352941)","(5.5, 7.2, 6.757894736842105)","(3.5, 4.2, 4.148148148148148)","(2.9, 3.55, 3.51)","(12.0, 18.5, 17.545454545454547)","(81.0, 360.0, 321.3157894736842)","(6.0, 8.0, 7.930769230769231)"
09-01-2023 09:07:01.587330,"(7.5, 11.0, 10.466666666666667)","(31.0, 46.0, 39.64705882352941)","(5.5, 7.0, 6.7562500000000005)","(3.5, 4.2, 4.148148148148148)","(2.9, 3.55, 3.514102564102564)","(12.0, 19.0, 18.0)","(81.0, 360.0, 321.3157894736842)","(6.0, 8.0, 7.928)"
09-01-2023 09:07:02.593734,"(7.5, 11.0, 10.464285714285714)","(31.0, 46.0, 39.25)","(5.5, 6.8, 6.709090909090909)","(3.5, 4.2, 4.144)","(2.9, 3.55, 3.514102564102564)","(12.0, 19.0, 18.0)","(81.0, 360.0, 321.3157894736842)","(6.0, 8.0, 7.928)"
09-01-2023 09:07:03.616580,"(7.5, 11.0, 10.464285714285714)","(31.0, 46.0, 39.25)","(5.5, 6.8, 6.661538461538462)","(3.5, 4.2, 4.144)","(2.9, 3.5, 3.4633333333333334)","(12.0, 19.0, 18.0)","(81.0, 360.0, 321.3157894736842)","(6.0, 8.0, 7.98413597733711)"
09-01-2023 09:07:04.631669,"(7.5, 11.5, 10.915625)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.5)","(3.5, 4.2, 4.152542372881356)","(2.9, 3.6, 3.5352941176470587)","(12.0, 19.5, 18.25)","(81.0, 400.0, 384.8484848484849)","(6.0, 8.0, 7.98413597733711)"
09-01-2023 09:07:05.621410,"(7.5, 11.0, 10.428571428571429)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.5600000000000005)","(3.5, 4.1, 4.0702127659574465)","(2.9, 3.55, 3.546875)","(12.0, 19.5, 18.25)","(81.0, 400.0, 384.8484848484849)","(6.0, 8.0, 7.98413597733711)"
09-01-2023 09:07:06.680133,"(7.5, 11.0, 10.428571428571429)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.5600000000000005)","(3.5, 4.1, 4.062264150943396)","(2.9, 3.55, 3.5477272727272724)","(12.0, 19.5, 18.25)","(81.0, 400.0, 384.8484848484849)","(6.0, 8.0, 7.989655172413793)"
09-01-2023 09:07:07.732990,"(7.5, 11.0, 10.428571428571429)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.622222222222223)","(3.5, 4.1, 4.06984126984127)","(2.9, 3.55, 3.5477272727272724)","(12.0, 19.5, 18.25)","(81.0, 400.0, 384.8484848484849)","(6.0, 8.2, 7.9818181818181815)"
09-01-2023 09:07:08.798771,"(7.5, 11.0, 10.571428571428571)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.622222222222223)","(3.5, 4.1, 4.0406249999999995)","(2.9, 3.55, 3.5477272727272724)","(12.0, 19.5, 18.25)","(81.0, 400.0, 384.8484848484849)","(6.0, 8.2, 8.035294117647059)"
09-01-2023 09:07:09.876470,"(7.5, 11.0, 10.571428571428571)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.622222222222223)","(3.5, 4.1, 4.0406249999999995)","(2.9, 3.55, 3.5576923076923075)","(12.0, 21.0, 18.384615384615383)","(81.0, 400.0, 385.2941176470588)","(6.0, 8.2, 8.083333333333332)"
09-01-2023 09:07:10.904939,"(7.5, 11.0, 10.125)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.723809523809524)","(3.5, 4.1, 4.064864864864864)","(2.9, 3.6, 3.5875)","(12.0, 20.0, 18.09090909090909)","(81.0, 400.0, 385.2941176470588)","(6.0, 8.2, 8.013333333333334)"
09-01-2023 09:07:11.927955,"(7.5, 9.8, 9.733333333333334)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.723809523809524)","(3.5, 4.1, 4.064864864864864)","(2.9, 3.65, 3.5875)","(12.0, 20.0, 17.642857142857142)","(81.0, 400.0, 357.1428571428571)","(6.0, 8.2, 8.1)"
09-01-2023 09:07:12.960655,"(7.5, 9.8, 9.75)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.733333333333333)","(3.5, 4.1, 4.111111111111112)","(2.9, 3.4, 3.3)","(12.0, 20.0, 17.8)","(81.0, 400.0, 357.1428571428571)","(6.0, 8.4, 8.302857142857142)"
09-01-2023 09:07:13.976368,"(7.5, 11.0, 10.670588235294117)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.781818181818181)","(3.5, 4.2, 4.125)","(2.9, 3.35, 3.2727272727272725)","(12.0, 20.0, 17.8)","(81.0, 400.0, 357.1428571428571)","(6.0, 8.6, 8.257142857142856)"
09-01-2023 09:07:15.025611,"(7.5, 11.0, 10.391304347826086)","(31.0, 46.0, 39.6)","(5.5, 7.4, 7.1)","(3.5, 4.2, 4.135714285714285)","(2.9, 3.3, 3.2625)","(12.0, 20.0, 17.25)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.6, 7.91)"
09-01-2023 09:07:16.146974,"(7.5, 11.0, 10.44)","(31.0, 46.0, 39.6)","(5.5, 7.6, 6.924137931034482)","(3.5, 4.2, 4.137681159420289)","(2.9, 3.3, 3.453125)","(12.0, 20.0, 16.056603773584907)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.0, 7.795953757225433)"
09-01-2023 09:07:17.245939,"(7.5, 11.0, 10.377777777777778)","(31.0, 46.0, 39.6)","(5.5, 7.6, 7.279999999999999)","(3.5, 4.3, 4.11639344262295)","(2.9, 3.5, 3.4325)","(12.0, 17.0, 16.125)","(91.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.776973684210526)"
09-01-2023 09:07:18.339121,"(7.5, 11.0, 10.377777777777778)","(31.0, 46.0, 39.6)","(5.5, 7.4, 7.109090909090909)","(3.5, 4.3, 4.137681159420289)","(2.9, 3.5, 3.4325)","(12.0, 16.5, 16.46153846153846)","(91.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.761325966850828)"
09-01-2023 09:07:19.426692,"(7.5, 11.0, 10.200000000000001)","(31.0, 46.0, 39.6)","(5.5, 7.2, 7.057142857142857)","(3.5, 4.3, 4.171264367816091)","(2.9, 3.5, 3.4325)","(12.0, 16.5, 15.222222222222221)","(91.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.76)"
09-01-2023 09:07:20.488500,"(7.5, 11.0, 10.545454545454545)","(31.0, 46.0, 39.6)","(5.5, 7.2, 7.057142857142857)","(3.5, 4.3, 4.1765432098765425)","(2.9, 3.5, 3.4142857142857146)","(12.0, 15.5, 15.25)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.76)"
09-01-2023 09:07:21.492619,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 7.2, 7.094736842105263)","(3.5, 4.3, 4.1765432098765425)","(2.9, 3.45, 3.4142857142857146)","(12.0, 15.5, 15.497512437810945)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.7615384615384615)"
09-01-2023 09:07:22.502702,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 7.2, 7.094736842105263)","(3.5, 4.3, 4.2823529411764705)","(2.9, 3.45, 3.3940298507462687)","(12.0, 15.5, 15.366666666666667)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.7615384615384615)"
09-01-2023 09:07:23.529358,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 7.2, 7.094736842105263)","(3.5, 4.4, 4.3310344827586205)","(2.9, 3.45, 3.3940298507462687)","(12.0, 15.5, 14.52)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.772826086956521)"
09-01-2023 09:07:24.581030,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 7.2, 7.0)","(3.5, 4.4, 4.354166666666667)","(2.9, 3.45, 3.400980392156863)","(12.0, 15.0, 14.0)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.730769230769231)"
09-01-2023 09:07:25.648672,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 7.2, 6.95)","(3.5, 4.4, 4.354166666666667)","(2.9, 3.45, 3.3204268292682926)","(12.0, 14.5, 13.961538461538462)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.730769230769231)"
09-01-2023 09:07:26.722793,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 7.2, 6.95)","(3.5, 4.5, 4.356)","(2.9, 3.4, 3.3293814432989692)","(12.0, 14.5, 13.961538461538462)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.730769230769231)"
09-01-2023 09:07:27.809056,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 7.2, 6.95)","(3.5, 4.5, 4.368852459016393)","(2.9, 3.35, 3.3122641509433963)","(12.0, 14.5, 13.961538461538462)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 7.75575221238938)"
09-01-2023 09:07:28.922352,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.616279069767441)","(3.5, 4.5, 4.368852459016393)","(2.9, 3.35, 3.2928571428571427)","(12.0, 14.5, 13.961538461538462)","(81.0, 400.0, 386.48648648648646)","(6.0, 7.8, 8.07857142857143)"
09-01-2023 09:07:29.980593,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.487128712871288)","(3.5, 4.5, 4.368852459016393)","(2.9, 3.35, 3.2928571428571427)","(12.0, 14.5, 14.333333333333334)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.2, 8.104761904761904)"
09-01-2023 09:07:30.994880,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.474226804123711)","(3.5, 4.5, 4.352941176470588)","(2.9, 3.35, 3.2928571428571427)","(12.0, 14.5, 14.333333333333334)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.2, 8.285714285714285)"
09-01-2023 09:07:32.057701,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.689510489510489)","(3.5, 4.5, 4.373333333333334)","(2.9, 3.35, 3.2928571428571427)","(12.0, 14.5, 15.142857142857142)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.4, 8.38888888888889)"
09-01-2023 09:07:33.049414,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.689510489510489)","(3.5, 4.4, 4.373333333333334)","(2.9, 3.35, 3.2928571428571427)","(12.0, 16.0, 15.714285714285714)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.4, 8.38)"
09-01-2023 09:07:34.044472,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.6661016949152545)","(3.5, 4.3, 4.361538461538462)","(2.9, 3.35, 3.295378151260504)","(12.0, 16.0, 16.46511627906977)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.4, 8.363636363636363)"
09-01-2023 09:07:35.059055,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.6661016949152545)","(3.5, 4.4, 4.361538461538462)","(2.9, 3.35, 3.295378151260504)","(12.0, 16.5, 16.285714285714285)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.4, 8.363636363636363)"
09-01-2023 09:07:36.075336,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.6736)","(3.5, 4.4, 4.361538461538462)","(2.9, 3.35, 3.257894736842105)","(12.0, 18.0, 17.839285714285715)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.4, 8.363636363636363)"
09-01-2023 09:07:37.127170,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 39.6)","(5.5, 6.8, 6.6736)","(3.5, 4.4, 4.361538461538462)","(2.9, 3.3, 3.257894736842105)","(12.0, 18.0, 18.46153846153846)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.4, 7.937777777777778)"
09-01-2023 09:07:38.244600,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 38.2)","(5.5, 6.8, 6.664092664092664)","(3.5, 4.4, 4.361538461538462)","(2.9, 3.3, 3.251020408163265)","(12.0, 18.5, 18.456521739130434)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.0, 7.915151515151515)"
09-01-2023 09:07:39.300711,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 38.2)","(5.5, 6.8, 6.664092664092664)","(3.5, 4.4, 4.283529411764706)","(2.9, 3.3, 3.251020408163265)","(12.0, 18.5, 17.237068965517242)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.0, 7.89047619047619)"
09-01-2023 09:07:40.363890,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 38.2)","(5.5, 6.8, 6.664092664092664)","(3.5, 4.3, 4.267058823529411)","(2.9, 3.3, 3.251020408163265)","(12.0, 17.5, 17.41044776119403)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.0, 7.915151515151515)"
09-01-2023 09:07:41.431333,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 38.2)","(5.5, 6.8, 6.579746835443038)","(3.5, 4.3, 4.244)","(2.9, 3.3, 3.251020408163265)","(13.0, 17.5, 18.076923076923077)","(81.0, 400.0, 386.48648648648646)","(6.0, 8.0, 7.866666666666666)"
