,Tiffany Twisted,True Character,Austin Dutton,Blazing Bob,Velocity Touched,Lizard,Jimary Everest,Context
12-01-2023 13:38:51.869675,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:53.042135,"(51.0, 420.0, 124.28571428571428)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 400.0, 275.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.955)"
12-01-2023 13:38:54.245014,"(51.0, 410.0, 116.875)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 490.0, 275.0)","(21.0, 70.0, 49.23076923076923)","(3.2, 4.0, 3.761764705882353)"
12-01-2023 13:38:55.528015,"(51.0, 400.0, 113.125)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 490.0, 275.0)","(21.0, 70.0, 53.125)","(3.2, 3.95, 3.75)"
12-01-2023 13:38:56.825868,"(51.0, 380.0, 113.125)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 490.0, 275.0)","(21.0, 70.0, 54.11764705882353)","(3.2, 3.95, 3.75)"
12-01-2023 13:38:58.110076,"(51.0, 380.0, 125.83333333333334)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 490.0, 275.0)","(21.0, 70.0, 54.11764705882353)","(3.2, 3.95, 3.75)"
12-01-2023 13:38:59.396628,"(51.0, 380.0, 125.83333333333334)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 490.0, 275.0)","(21.0, 70.0, 54.11764705882353)","(3.2, 3.95, 3.75)"
12-01-2023 13:39:00.729295,"(51.0, 380.0, 125.83333333333334)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 490.0, 230.0)","(21.0, 70.0, 54.11764705882353)","(3.2, 3.95, 3.71)"
12-01-2023 13:39:01.976126,"(51.0, 380.0, 125.83333333333334)","(9.0, 21.0, 16.75)","(3.6, 5.6, 5.3652173913043475)","(2.35, 2.92, 2.618823529411765)","(10.0, 19.0, 17.333333333333332)","(51.0, 400.0, 230.0)","(21.0, 70.0, 54.11764705882353)","(3.2, 3.95, 3.71)"
12-01-2023 13:39:03.266869,"(51.0, 380.0, 125.83333333333334)","(9.0, 21.0, 19.857142857142858)","(3.6, 5.6, 5.5)","(2.35, 2.92, 2.606808510638298)","(10.0, 19.0, 16.75)","(51.0, 400.0, 353.3333333333333)","(21.0, 70.0, 54.42307692307692)","(3.2, 3.95, 3.71)"
12-01-2023 13:39:04.525816,"(51.0, 370.0, 222.5)","(9.0, 21.0, 19.92857142857143)","(3.6, 5.6, 5.424137931034482)","(2.35, 2.92, 2.615)","(10.0, 19.0, 17.3125)","(51.0, 390.0, 353.3333333333333)","(21.0, 70.0, 54.42307692307692)","(3.2, 3.95, 3.751470588235294)"
12-01-2023 13:39:05.810453,"(51.0, 370.0, 222.5)","(9.0, 21.0, 19.92857142857143)","(3.6, 5.6, 5.424137931034482)","(2.35, 2.9, 2.615)","(10.0, 19.0, 17.96153846153846)","(51.0, 390.0, 353.3333333333333)","(21.0, 70.0, 54.42307692307692)","(3.2, 3.95, 3.731081081081081)"
12-01-2023 13:39:07.164376,"(51.0, 370.0, 222.5)","(9.0, 21.0, 20.318181818181817)","(3.6, 5.6, 5.246428571428571)","(2.35, 2.9, 2.6061224489795918)","(10.0, 19.0, 17.96153846153846)","(51.0, 390.0, 353.3333333333333)","(21.0, 70.0, 54.42307692307692)","(3.2, 3.95, 3.725)"
12-01-2023 13:39:08.451008,"(51.0, 370.0, 222.5)","(9.0, 21.0, 20.363636363636363)","(3.6, 5.6, 5.4079999999999995)","(2.35, 2.9, 2.6061224489795918)","(10.0, 19.0, 18.325)","(51.0, 390.0, 353.3333333333333)","(21.0, 70.0, 54.42307692307692)","(3.2, 3.95, 3.725)"
12-01-2023 13:39:09.742362,"(51.0, 370.0, 222.5)","(9.0, 21.0, 19.2)","(3.6, 5.6, 4.475)","(2.35, 2.9, 2.6061224489795918)","(10.0, 19.0, 17.666666666666668)","(51.0, 390.0, 353.3333333333333)","(21.0, 70.0, 54.42307692307692)","(3.2, 3.95, 3.74375)"
12-01-2023 13:39:11.010764,"(51.0, 370.0, 222.5)","(9.0, 22.0, 19.2)","(3.6, 5.6, 4.475)","(2.35, 2.9, 2.6061224489795918)","(10.0, 19.0, 17.153846153846153)","(51.0, 390.0, 353.3333333333333)","(21.0, 70.0, 54.42307692307692)","(3.2, 3.95, 3.74375)"
12-01-2023 13:39:12.402774,"(51.0, 370.0, 222.5)","(9.0, 22.0, 20.833333333333336)","(3.6, 5.6, 5.1909090909090905)","(2.35, 2.9, 2.6061224489795918)","(10.0, 19.0, 17.90909090909091)","(51.0, 390.0, 281.66666666666663)","(21.0, 70.0, 55.0)","(3.2, 3.95, 3.74375)"
12-01-2023 13:39:13.911982,"(51.0, 370.0, 222.5)","(9.0, 22.0, 20.0)","(3.6, 5.6, 5.425)","(2.35, 2.9, 2.6350000000000002)","(10.0, 19.0, 17.90909090909091)","(51.0, 390.0, 335.8333333333333)","(21.0, 70.0, 30.4)","(3.2, 3.95, 3.74375)"
12-01-2023 13:39:15.050804,"(51.0, 370.0, 222.5)","(9.0, 22.0, 20.0)","(3.6, 5.6, 5.425)","(2.35, 2.88, 2.6350000000000002)","(10.0, 19.0, 17.90909090909091)","(51.0, 390.0, 335.8333333333333)","(21.0, 70.0, 40.230769230769226)","(3.2, 3.95, 3.74375)"
12-01-2023 13:39:16.255446,"(51.0, 370.0, 222.5)","(9.0, 22.0, 21.0)","(3.6, 5.6, 5.245454545454545)","(2.35, 2.88, 2.6233333333333335)","(10.0, 19.0, 17.90909090909091)","(51.0, 390.0, 344.1666666666667)","(21.0, 70.0, 48.5)","(3.2, 3.95, 3.74375)"
12-01-2023 13:39:17.441505,"(51.0, 370.0, 222.5)","(9.0, 22.0, 21.0)","(3.6, 5.6, 4.775)","(2.35, 2.88, 2.6233333333333335)","(10.0, 19.0, 17.90909090909091)","(51.0, 400.0, 344.1666666666667)","(21.0, 70.0, 48.5)","(3.2, 3.95, 3.74375)"
12-01-2023 13:39:18.726314,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.0)","(3.6, 5.6, 4.775)","(2.35, 2.88, 2.612727272727273)","(10.0, 19.0, 17.90909090909091)","(51.0, 400.0, 344.1666666666667)","(21.0, 70.0, 52.40909090909091)","(3.2, 3.95, 3.7666666666666666)"
12-01-2023 13:39:20.042630,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.0)","(3.6, 5.6, 4.775)","(2.35, 2.88, 2.615555555555556)","(10.0, 19.0, 17.736842105263158)","(51.0, 400.0, 352.1428571428571)","(21.0, 70.0, 32.2)","(3.2, 3.95, 3.7666666666666666)"
12-01-2023 13:39:21.324759,"(51.0, 370.0, 320.8333333333333)","(9.0, 22.0, 21.037037037037038)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.88, 2.606222222222222)","(10.0, 19.0, 17.736842105263158)","(51.0, 400.0, 352.1428571428571)","(21.0, 70.0, 45.4)","(3.2, 3.85, 3.7818181818181817)"
12-01-2023 13:39:22.553311,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.037037037037038)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.88, 2.6173333333333333)","(10.0, 19.0, 17.615384615384617)","(51.0, 400.0, 352.1428571428571)","(21.0, 70.0, 46.9375)","(3.2, 3.85, 3.803125)"
12-01-2023 13:39:23.770056,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.037037037037038)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.86, 2.6173333333333333)","(10.0, 19.0, 18.1)","(51.0, 400.0, 352.1428571428571)","(21.0, 70.0, 50.578947368421055)","(3.2, 3.85, 3.803125)"
12-01-2023 13:39:25.062194,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.037037037037038)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.86, 2.615)","(10.0, 19.0, 18.1)","(51.0, 400.0, 352.1428571428571)","(21.0, 70.0, 50.578947368421055)","(3.2, 3.85, 3.723684210526316)"
12-01-2023 13:39:26.339010,"(51.0, 370.0, 296.25)","(9.0, 22.0, 17.2)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.84, 2.6157142857142857)","(10.0, 19.0, 18.142857142857142)","(51.0, 400.0, 308.75)","(21.0, 70.0, 50.578947368421055)","(3.2, 3.85, 3.723684210526316)"
12-01-2023 13:39:27.606587,"(51.0, 370.0, 296.25)","(9.0, 22.0, 17.2)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.82, 2.612941176470588)","(10.0, 19.0, 18.142857142857142)","(51.0, 390.0, 326.0)","(21.0, 70.0, 34.0)","(3.2, 3.85, 3.723684210526316)"
12-01-2023 13:39:28.891959,"(51.0, 370.0, 296.25)","(9.0, 22.0, 17.2)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.82, 2.612941176470588)","(10.0, 19.0, 18.142857142857142)","(51.0, 390.0, 326.0)","(21.0, 70.0, 34.0)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:30.173052,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.82, 2.6133333333333333)","(10.0, 21.0, 19.076923076923077)","(51.0, 390.0, 318.0)","(21.0, 70.0, 44.285714285714285)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:31.362734,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.606666666666667)","(10.0, 20.0, 18.857142857142858)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:32.503708,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.603846153846154)","(10.0, 20.0, 18.857142857142858)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:33.778444,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.603846153846154)","(10.0, 20.0, 18.857142857142858)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:35.028535,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.603846153846154)","(10.0, 20.0, 18.857142857142858)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.6625)"
12-01-2023 13:39:36.260625,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.603846153846154)","(10.0, 20.0, 18.88888888888889)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.79375)"
12-01-2023 13:39:37.444614,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.606551724137931)","(10.0, 20.0, 18.88888888888889)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.79375)"
12-01-2023 13:39:38.643951,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.606551724137931)","(10.0, 20.0, 19.166666666666668)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.79375)"
12-01-2023 13:39:39.833873,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.606551724137931)","(10.0, 20.0, 19.166666666666668)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.79375)"
12-01-2023 13:39:41.075408,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.622777777777778)","(10.0, 20.0, 19.166666666666668)","(51.0, 380.0, 318.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.79375)"
12-01-2023 13:39:42.378964,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.622777777777778)","(10.0, 20.0, 18.571428571428573)","(51.0, 380.0, 180.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.805)"
12-01-2023 13:39:43.624388,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.128571428571428)","(2.35, 2.8, 2.622777777777778)","(10.0, 20.0, 20.5)","(51.0, 400.0, 311.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:44.801390,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 4.8999999999999995)","(2.35, 2.8, 2.622777777777778)","(10.0, 21.0, 19.75)","(51.0, 390.0, 327.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:46.099668,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 4.8999999999999995)","(2.35, 2.8, 2.622777777777778)","(10.0, 21.0, 19.571428571428573)","(51.0, 390.0, 311.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:47.264418,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.25)","(2.35, 2.8, 2.755)","(10.0, 21.0, 19.571428571428573)","(51.0, 390.0, 311.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:48.483421,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.25)","(2.35, 2.78, 2.65)","(10.0, 21.0, 19.571428571428573)","(51.0, 390.0, 311.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.775)"
12-01-2023 13:39:49.676064,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.38)","(2.35, 2.78, 2.621176470588235)","(10.0, 21.0, 18.8)","(51.0, 390.0, 311.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.742857142857143)"
12-01-2023 13:39:50.916341,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.34074074074074)","(2.35, 2.78, 2.621176470588235)","(10.0, 22.0, 21.625)","(51.0, 390.0, 303.75)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:39:52.212317,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.34074074074074)","(2.35, 2.78, 2.621176470588235)","(10.0, 23.0, 20.25)","(51.0, 380.0, 163.63636363636363)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:39:53.385654,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.366666666666666)","(2.35, 2.78, 2.612)","(10.0, 23.0, 19.975)","(51.0, 400.0, 296.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:39:54.560027,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 4.987500000000001)","(2.35, 2.74, 2.604375)","(10.0, 23.0, 20.8)","(51.0, 370.0, 296.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:39:55.770386,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 4.987500000000001)","(2.35, 2.74, 2.604375)","(10.0, 23.0, 20.03125)","(51.0, 370.0, 296.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:39:56.956276,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 4.987500000000001)","(2.35, 2.74, 2.604375)","(10.0, 22.0, 21.035714285714285)","(51.0, 370.0, 296.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:39:58.284414,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 4.987500000000001)","(2.35, 2.74, 2.604375)","(10.0, 22.0, 20.25)","(51.0, 370.0, 296.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:39:59.515147,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.075)","(2.35, 2.74, 2.604375)","(10.0, 22.0, 20.25)","(51.0, 370.0, 296.25)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:40:00.787534,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.0)","(2.35, 2.74, 2.604375)","(10.0, 22.0, 20.25)","(51.0, 370.0, 271.66666666666663)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:40:02.078944,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.9, 5.0)","(2.35, 2.74, 2.6133333333333333)","(10.0, 22.0, 19.857142857142858)","(51.0, 370.0, 271.66666666666663)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:40:04.041176,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.9, 4.947619047619048)","(2.35, 2.72, 2.606315789473684)","(10.0, 22.0, 19.857142857142858)","(51.0, 370.0, 271.66666666666663)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.7576923076923077)"
12-01-2023 13:40:05.496478,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.9, 4.93125)","(2.35, 2.72, 2.604347826086957)","(10.0, 22.0, 19.857142857142858)","(51.0, 370.0, 271.66666666666663)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.726923076923077)"
12-01-2023 13:40:06.936972,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.9, 4.96)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 370.0, 285.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.726923076923077)"
12-01-2023 13:40:08.341731,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.8, 4.945)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 390.0, 285.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.726923076923077)"
12-01-2023 13:40:09.699849,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.8, 4.953333333333334)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 390.0, 285.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.726923076923077)"
12-01-2023 13:40:11.087612,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.7, 5.25)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 390.0, 285.0)","(21.0, 70.0, 47.2)","(3.2, 3.85, 3.726923076923077)"
12-01-2023 13:40:12.496637,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.25)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 390.0, 285.0)","(21.0, 70.0, 48.625)","(3.2, 3.85, 3.8125)"
12-01-2023 13:40:13.775375,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.25)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 390.0, 285.0)","(21.0, 70.0, 48.625)","(3.2, 3.85, 3.8125)"
12-01-2023 13:40:14.978771,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.25)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 390.0, 140.0)","(21.0, 70.0, 48.625)","(3.2, 3.85, 3.8125)"
12-01-2023 13:40:16.253883,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 4.977777777777778)","(2.35, 2.7, 2.603846153846154)","(10.0, 22.0, 20.25)","(51.0, 400.0, 285.0)","(21.0, 70.0, 48.625)","(3.2, 3.85, 3.8125)"
12-01-2023 13:40:17.563600,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.6, 5.15)","(2.35, 2.7, 2.6053333333333333)","(10.0, 22.0, 20.25)","(51.0, 390.0, 140.0)","(21.0, 70.0, 48.625)","(3.2, 3.85, 3.875)"
12-01-2023 13:40:18.870561,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.4, 5.15)","(2.35, 2.68, 2.6028571428571428)","(10.0, 22.0, 20.25)","(51.0, 400.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.840909090909091)"
12-01-2023 13:40:20.236810,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6025)","(10.0, 22.0, 20.25)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.840909090909091)"
12-01-2023 13:40:21.597206,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 22.0, 20.25)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.8026315789473686)"
12-01-2023 13:40:23.093286,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 22.0, 19.857142857142858)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.8026315789473686)"
12-01-2023 13:40:24.503917,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 22.0, 19.857142857142858)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.8026315789473686)"
12-01-2023 13:40:26.047931,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 22.0, 20.708333333333332)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.757142857142857)"
12-01-2023 13:40:27.318906,"(51.0, 370.0, 311.0)","(9.0, 22.0, 21.07142857142857)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.708333333333332)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.7378787878787882)"
12-01-2023 13:40:28.654655,"(51.0, 370.0, 296.25)","(9.0, 22.0, 20.58823529411765)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.708333333333332)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.7378787878787882)"
12-01-2023 13:40:29.967103,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.17241379310345)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.7378787878787882)"
12-01-2023 13:40:31.123478,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.17241379310345)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.7378787878787882)"
12-01-2023 13:40:32.378831,"(51.0, 370.0, 296.25)","(9.0, 22.0, 21.17241379310345)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 360.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.763333333333333)"
12-01-2023 13:40:33.635699,"(51.0, 370.0, 296.25)","(9.0, 22.0, 20.909090909090907)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 360.0, 140.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.763333333333333)"
12-01-2023 13:40:34.913016,"(51.0, 370.0, 296.25)","(9.0, 22.0, 20.909090909090907)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 400.0, 285.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.6790322580645163)"
12-01-2023 13:40:36.167592,"(51.0, 370.0, 296.25)","(9.0, 22.0, 20.909090909090907)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 390.0, 285.0)","(21.0, 70.0, 48.625)","(3.2, 3.95, 3.7076923076923074)"
12-01-2023 13:40:37.469061,"(51.0, 370.0, 296.25)","(9.0, 22.0, 20.909090909090907)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 390.0, 285.0)","(21.0, 70.0, 48.625)","(3.2, 3.9, 3.7076923076923074)"
12-01-2023 13:40:38.746079,"(51.0, 370.0, 296.25)","(9.0, 22.0, 20.909090909090907)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 390.0, 285.0)","(21.0, 70.0, 48.625)","(3.2, 3.9, 3.672222222222222)"
12-01-2023 13:40:39.840998,"(51.0, 370.0, 271.66666666666663)","(9.0, 22.0, 20.909090909090907)","(3.6, 5.4, 5.15)","(2.35, 2.66, 2.6216666666666666)","(10.0, 21.0, 20.65)","(51.0, 390.0, 265.0)","(21.0, 70.0, 48.625)","(3.2, 3.85, 3.6673076923076926)"
