,Bucks Lodge,Astral Ride,Tricky Strong,Waynes Hope,Motivated Speaker,Brotherfromanother,Ridunculous
06-01-2023 09:40:45.696630,"(5.0, 7.2, 6.911111111111111)","(1.65, 2.0, 1.9908333333333332)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 19.5, 15.5)","(12.0, 17.5, 10.557142857142857)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:46.670790,"(5.0, 7.0, 5.95)","(1.65, 2.0, 1.9908333333333332)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 20.0, 14.375)","(12.0, 17.5, 10.557142857142857)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:47.615519,"(5.0, 6.6, 5.699999999999999)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 20.0, 14.375)","(12.0, 17.5, 10.557142857142857)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:48.575924,"(5.0, 6.6, 6.375)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 20.0, 14.375)","(12.0, 17.5, 10.557142857142857)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:49.530946,"(5.0, 6.2, 6.025)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 20.0, 14.375)","(12.0, 17.5, 10.557142857142857)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:50.478848,"(5.0, 6.2, 6.025)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 20.0, 14.375)","(12.0, 17.5, 10.557142857142857)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:51.420738,"(5.0, 6.2, 6.025)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 20.0, 16.4)","(12.0, 17.5, 10.557142857142857)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:52.353063,"(5.0, 6.0, 5.85)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 17.07142857142857)","(13.0, 27.0, 22.4)","(7.0, 20.0, 16.4)","(12.0, 17.5, 11.26923076923077)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:53.301663,"(5.0, 6.0, 5.78)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 10.75)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:54.264721,"(5.0, 6.0, 5.78)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 10.804347826086957)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:55.188745,"(5.0, 6.0, 5.78)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 11.25)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:56.142744,"(5.0, 6.0, 5.78)","(1.65, 2.0, 1.9956)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 11.25)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:57.079274,"(5.0, 6.0, 5.78)","(1.65, 2.02, 2.0014285714285713)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 11.41304347826087)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:57.985754,"(5.0, 6.0, 5.78)","(1.65, 2.0, 1.9324999999999999)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 11.41304347826087)","(31.0, 230.0, 126.0)"
06-01-2023 09:40:58.898441,"(5.0, 5.9, 5.263636363636364)","(1.65, 2.0, 1.9324999999999999)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 11.454545454545455)","(31.0, 230.0, 91.33333333333333)"
06-01-2023 09:40:59.805082,"(5.0, 5.9, 5.263636363636364)","(1.65, 2.0, 1.9324999999999999)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 11.454545454545455)","(31.0, 230.0, 91.33333333333333)"
06-01-2023 09:41:00.716719,"(5.0, 5.8, 5.3999999999999995)","(1.65, 1.99, 1.95)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.5, 15.375)","(31.0, 230.0, 91.33333333333333)"
06-01-2023 09:41:01.618840,"(5.0, 5.8, 5.3999999999999995)","(1.65, 1.99, 1.95)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 21.0, 16.0)","(12.0, 17.0, 15.375)","(31.0, 230.0, 91.33333333333333)"
06-01-2023 09:41:02.560300,"(5.0, 5.8, 5.3999999999999995)","(1.65, 1.97, 1.958)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 20.0, 15.5)","(12.0, 17.0, 15.375)","(31.0, 230.0, 91.33333333333333)"
06-01-2023 09:41:03.463327,"(5.0, 5.9, 5.466666666666667)","(1.65, 1.97, 1.958)","(8.0, 21.0, 15.823529411764707)","(13.0, 27.0, 22.4)","(7.0, 20.0, 15.5)","(12.0, 17.0, 14.1)","(31.0, 230.0, 88.0)"
06-01-2023 09:41:04.370022,"(5.0, 5.9, 5.466666666666667)","(1.65, 1.97, 1.958)","(8.0, 20.0, 18.18181818181818)","(13.0, 26.0, 21.8)","(7.0, 20.0, 15.5)","(12.0, 16.5, 14.833333333333334)","(31.0, 220.0, 163.71428571428572)"
06-01-2023 09:41:05.306510,"(5.0, 5.8, 5.7592592592592595)","(1.65, 1.97, 1.958)","(8.0, 20.0, 18.53846153846154)","(13.0, 26.0, 21.8)","(7.0, 20.0, 18.03846153846154)","(12.0, 16.5, 14.833333333333334)","(31.0, 220.0, 163.71428571428572)"
06-01-2023 09:41:06.239035,"(5.0, 5.8, 5.688888888888888)","(1.65, 1.97, 1.958)","(8.0, 20.0, 16.4)","(13.0, 26.0, 21.8)","(7.0, 20.0, 18.03846153846154)","(12.0, 16.5, 14.833333333333334)","(31.0, 220.0, 163.71428571428572)"
06-01-2023 09:41:07.180008,"(5.0, 5.8, 5.633333333333333)","(1.65, 1.97, 1.958)","(8.0, 20.0, 16.4)","(13.0, 26.0, 21.8)","(7.0, 20.0, 18.03846153846154)","(12.0, 16.5, 14.25)","(31.0, 220.0, 89.33333333333333)"
06-01-2023 09:41:08.122317,"(5.0, 5.8, 5.62)","(1.65, 1.97, 1.958)","(8.0, 20.0, 16.4)","(13.0, 26.0, 21.8)","(7.0, 20.0, 18.03846153846154)","(12.0, 16.5, 14.25)","(31.0, 220.0, 89.33333333333333)"
06-01-2023 09:41:09.075078,"(5.0, 5.8, 5.671428571428572)","(1.65, 1.97, 1.958)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 20.0, 16.0)","(12.0, 16.5, 14.25)","(31.0, 220.0, 89.33333333333333)"
06-01-2023 09:41:10.024810,"(5.0, 5.8, 5.671428571428572)","(1.65, 1.97, 1.958)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 20.0, 16.0)","(12.0, 16.5, 14.25)","(31.0, 220.0, 89.33333333333333)"
06-01-2023 09:41:10.991720,"(5.0, 5.9, 5.490909090909091)","(1.65, 1.97, 1.958)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 20.0, 16.0)","(12.0, 16.5, 14.25)","(31.0, 220.0, 89.33333333333333)"
06-01-2023 09:41:11.929337,"(5.0, 5.9, 5.490909090909091)","(1.65, 2.0, 1.9892)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 20.0, 16.0)","(12.0, 16.5, 14.25)","(31.0, 220.0, 89.33333333333333)"
06-01-2023 09:41:12.875052,"(5.0, 5.8, 5.735714285714286)","(1.65, 2.04, 1.9994736842105263)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 20.0, 16.0)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:13.789210,"(5.0, 5.8, 5.735714285714286)","(1.65, 2.04, 1.9988235294117647)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 20.0, 16.0)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:14.736637,"(5.0, 5.8, 5.735714285714286)","(1.65, 2.04, 1.9988235294117647)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 20.0, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:15.663029,"(5.0, 5.8, 5.735714285714286)","(1.65, 2.04, 1.9988235294117647)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:16.623526,"(5.0, 5.8, 5.735714285714286)","(1.65, 2.04, 2.0254166666666666)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:17.532489,"(5.0, 5.8, 5.735714285714286)","(1.65, 2.04, 2.0254166666666666)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:18.465844,"(5.0, 5.8, 5.735714285714286)","(1.65, 2.04, 2.0254166666666666)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:19.395254,"(5.0, 5.8, 5.71)","(1.65, 2.04, 2.0254166666666666)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:20.370785,"(5.0, 5.8, 5.71)","(1.65, 2.04, 2.0254166666666666)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:21.294443,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:22.249688,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:23.185069,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:24.146779,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:25.048890,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:25.981773,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 16.5, 14.25)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:26.881039,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 124.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:27.791315,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 180.0, 25.4)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:28.694194,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.6)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:29.617314,"(5.0, 5.8, 5.71)","(1.65, 2.04, 1.9827272727272727)","(8.0, 20.0, 16.6)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.6)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:30.560801,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.998)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:31.474474,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:32.413079,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:33.348482,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:34.309207,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:35.216203,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:36.184796,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:37.121834,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 25.799999999999997)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:38.057508,"(5.0, 5.8, 5.478571428571429)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 34.0, 24.6)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:38.982616,"(5.0, 5.8, 5.355555555555555)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 32.0, 20.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:39.951922,"(5.0, 5.8, 5.533333333333333)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 32.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:40.874642,"(5.0, 5.8, 5.685714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:41.798097,"(5.0, 5.8, 5.566666666666666)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:42.722756,"(5.0, 5.8, 5.566666666666666)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:43.668064,"(5.0, 5.8, 5.566666666666666)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:44.584006,"(5.0, 5.8, 5.566666666666666)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:45.539259,"(5.0, 5.8, 5.566666666666666)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:46.456473,"(5.0, 5.8, 5.685714285714285)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:47.420124,"(5.0, 5.8, 5.685714285714285)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:48.353802,"(5.0, 5.8, 5.685714285714285)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:49.312216,"(5.0, 5.8, 5.685714285714285)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:50.255585,"(5.0, 5.8, 5.533333333333333)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:51.223957,"(5.0, 5.8, 5.445454545454545)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:52.147157,"(5.0, 5.8, 5.199999999999999)","(1.65, 2.04, 2.026666666666667)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:53.097718,"(5.0, 5.7, 5.425)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:54.019312,"(5.0, 5.7, 5.425)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:54.974983,"(5.0, 5.7, 5.5625)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:55.892786,"(5.0, 5.7, 5.366666666666667)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:56.822604,"(5.0, 5.7, 5.366666666666667)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:57.727994,"(5.0, 5.7, 5.366666666666667)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:58.654659,"(5.0, 5.7, 5.366666666666667)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:41:59.569439,"(5.0, 5.7, 5.366666666666667)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:00.491347,"(5.0, 5.7, 5.542857142857143)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:01.415710,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:02.316570,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 29.0, 19.0)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:03.269179,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:04.202149,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:05.168320,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:06.079423,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:07.053542,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:07.997736,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 1.989090909090909)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:08.965758,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 2.013076923076923)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:09.888169,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 2.013076923076923)","(8.0, 20.0, 18.11111111111111)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:10.858561,"(5.0, 5.6, 5.0285714285714285)","(1.65, 2.04, 2.013076923076923)","(8.0, 20.0, 15.5)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:11.786252,"(5.0, 5.6, 4.8)","(1.65, 2.04, 2.013076923076923)","(8.0, 20.0, 15.5)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:12.714109,"(5.0, 5.6, 4.8)","(1.65, 2.04, 2.013076923076923)","(8.0, 20.0, 15.5)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:13.623534,"(5.0, 5.5, 5.32)","(1.65, 2.04, 2.013076923076923)","(8.0, 20.0, 15.5)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
06-01-2023 09:42:14.583438,"(5.0, 5.5, 5.32)","(1.65, 2.04, 2.013076923076923)","(8.0, 20.0, 15.5)","(13.0, 26.0, 21.8)","(7.0, 19.5, 16.5)","(12.0, 28.0, 18.666666666666668)","(31.0, 220.0, 154.66666666666666)"
