,Miss San Cisco,Next Stop,Shakey Country,Off Break,Japanese Chica,Canary Wharf,Pitter Patter
06-01-2023 12:34:43.158740,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 5.544444444444444)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:44.244226,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 5.655555555555555)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:45.413324,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.4, 5.655555555555555)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:46.341318,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.4, 5.655555555555555)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:47.349950,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.4, 6.236363636363635)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:48.395975,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.2, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:49.432400,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:50.560717,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:51.620760,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:52.601844,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:53.911764,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:55.171061,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:56.274470,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:57.232270,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:58.236875,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:34:59.261184,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:00.279161,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:01.281086,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:02.366658,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:03.628039,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:04.856439,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:05.959100,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:07.142213,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:08.262572,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:09.357474,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:10.553864,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:11.701463,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:12.714214,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:13.903012,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:14.986532,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:16.144240,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:17.310956,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 7.266666666666666)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:18.426066,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 7.8, 5.544444444444444)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:19.632239,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 5.655555555555555)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:20.769927,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.4, 5.655555555555555)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:21.820973,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.2, 7.433333333333334)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:23.049359,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:24.222434,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:25.257983,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:26.490750,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:27.692987,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:28.754298,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:29.925187,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:30.941209,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:31.954197,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:33.088975,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:34.198484,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:35.373775,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:36.405517,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:37.465584,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:38.584269,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:39.704094,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:40.725271,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:41.813554,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:42.945459,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:44.124413,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:45.296659,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:46.417439,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:47.607770,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:48.768428,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 6.016666666666667)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:49.970088,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 17.560000000000002)","(20.0, 150.0, 68.125)","(15.0, 34.0, 24.68181818181818)","(4.8, 8.0, 5.279999999999999)","(4.6, 7.4, 4.92)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:51.211605,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 8.0, 5.308333333333334)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:52.351167,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 8.0, 7.571428571428571)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:53.461796,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.8, 6.49090909090909)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:54.722006,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.8, 6.49090909090909)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:55.937997,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.8, 6.49090909090909)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:57.195574,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.8, 6.49090909090909)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:58.436576,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.8, 6.49090909090909)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:35:59.650812,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.8, 7.2)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:00.886320,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 7.2)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:02.176904,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 80.13333333333333)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 7.2)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:03.444853,"(2.8, 5.0, 3.532258064516129)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:04.682982,"(2.8, 5.0, 3.4214285714285713)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:05.848837,"(2.8, 5.0, 3.520689655172414)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:07.139158,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.4, 4.7696969696969695)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:08.328300,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.2875)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.4, 4.690322580645161)","(3.3, 5.5, 3.6259259259259258)"
06-01-2023 12:36:09.529013,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 17.25)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.4, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:10.677949,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 17.25)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:11.879329,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:13.096250,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:14.274401,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:15.614101,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:16.905848,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:18.067277,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:19.264857,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:20.377272,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:21.564854,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:22.758784,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:23.859601,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 45.6)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:24.985945,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 55.45454545454545)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:26.184038,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 55.45454545454545)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
06-01-2023 12:36:27.428262,"(2.8, 5.0, 3.5074074074074075)","(10.0, 19.5, 18.3125)","(20.0, 150.0, 55.45454545454545)","(15.0, 34.0, 22.285714285714285)","(4.8, 7.4, 6.42)","(4.6, 7.2, 5.24)","(3.3, 5.5, 3.598076923076923)"
