,Nyssas Girl,Who Knows Chloe,Diva Dot,Infinite Will,Myola Dawn,Tuzla Bale,Our Frankie
09-01-2023 17:26:39.359881,"(11.0, 25.0, 22.1)","(8.0, 15.5, 12.457142857142857)","(2.6, 4.1, 2.84)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.3, 3.55)"
09-01-2023 17:26:40.385163,"(11.0, 25.0, 22.1)","(8.0, 15.5, 12.457142857142857)","(2.6, 4.1, 2.84)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.3, 3.55)"
09-01-2023 17:26:41.402524,"(11.0, 25.0, 22.1)","(8.0, 15.5, 12.457142857142857)","(2.6, 4.1, 2.84)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.3, 3.55)"
09-01-2023 17:26:42.474566,"(11.0, 25.0, 22.1)","(8.0, 15.5, 12.457142857142857)","(2.6, 4.1, 2.84)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.3, 3.55)"
09-01-2023 17:26:43.482772,"(11.0, 25.0, 22.1)","(8.0, 15.5, 12.457142857142857)","(2.6, 4.1, 2.84)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.3, 3.55)"
09-01-2023 17:26:44.515227,"(11.0, 25.0, 22.1)","(8.0, 15.5, 12.457142857142857)","(2.6, 4.1, 2.84)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.3, 3.55)"
09-01-2023 17:26:45.577321,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 4.1, 2.770769230769231)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.5, 3.626923076923077)","(3.2, 5.3, 3.8666666666666667)"
09-01-2023 17:26:46.591082,"(11.0, 25.0, 16.3)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.743846153846154)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:47.643329,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:48.670200,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:49.692240,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:50.661487,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.333333333333336)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:51.644305,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 34.07692307692308)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:52.576568,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 34.07692307692308)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:53.535115,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 34.07692307692308)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:54.490356,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 31.0)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:55.460797,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 31.0)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:56.445542,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 31.0)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:57.411169,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 31.0)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:58.406442,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.14285714285714)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:26:59.372469,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.14285714285714)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:00.361904,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.14285714285714)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:01.413188,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.14285714285714)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:02.508523,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.14285714285714)","(3.1, 4.7, 3.626923076923077)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:03.686316,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.7, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:04.724334,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:05.714855,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:06.806017,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:07.813146,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:08.834808,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:09.786467,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:10.747710,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:11.678798,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:12.622881,"(11.0, 25.0, 14.642857142857142)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 31.727272727272727)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:13.579636,"(11.0, 25.0, 16.944444444444443)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 32.45454545454545)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:14.827592,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 32.45454545454545)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:15.967757,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.85714285714286)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:16.996868,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 28.333333333333332)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:18.053045,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:19.101299,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:20.144961,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:21.202940,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:22.298765,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:23.350768,"(11.0, 25.0, 22.1)","(8.0, 15.5, 11.555555555555555)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:24.370669,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.466666666666667)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:25.392967,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.466666666666667)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:26.308217,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.466666666666667)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:27.409782,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.466666666666667)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:28.369988,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.466666666666667)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:29.391571,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.777777777777779)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:30.384191,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.777777777777779)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:31.373472,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.777777777777779)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:32.329818,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.777777777777779)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:33.341640,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.777777777777779)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 29.22222222222222)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:34.333237,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.777777777777779)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.76923076923077)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:35.359557,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 11.777777777777779)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.76923076923077)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:36.373970,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.76923076923077)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:37.420982,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.9025)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.76923076923077)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:38.558345,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.8008)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.76923076923077)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:39.573362,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.8008)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.76923076923077)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:40.508334,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.8008)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 37.76923076923077)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:41.611314,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.8008)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.53846153846153)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:42.673309,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.8008)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 36.53846153846153)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:43.684268,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 2.8008)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 33.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:44.803407,"(11.0, 25.0, 14.642857142857142)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 3.153409090909091)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 33.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:45.986149,"(11.0, 25.0, 22.1)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 3.153409090909091)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 33.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:47.249414,"(11.0, 25.0, 22.1)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 3.153409090909091)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 33.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:48.329074,"(11.0, 25.0, 22.1)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.75, 3.153409090909091)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 33.4)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:49.566005,"(11.0, 25.0, 22.1)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.6, 3.5541666666666667)","(41.0, 280.0, 123.14285714285714)","(16.0, 55.0, 43.0)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:50.630826,"(11.0, 25.0, 22.1)","(8.0, 16.0, 9.833333333333332)","(2.6, 3.6, 3.5541666666666667)","(41.0, 280.0, 158.0)","(16.0, 55.0, 41.5)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:51.647890,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 280.0, 158.0)","(16.0, 55.0, 41.5)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:52.695965,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.533333333333333)","(2.6, 3.6, 3.5541666666666667)","(41.0, 280.0, 158.0)","(16.0, 55.0, 41.5)","(3.1, 4.5, 3.5357142857142856)","(3.2, 5.0, 3.8)"
09-01-2023 17:27:53.741678,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.533333333333333)","(2.6, 3.6, 3.5541666666666667)","(41.0, 280.0, 158.0)","(16.0, 55.0, 41.5)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8)"
09-01-2023 17:27:54.736545,"(11.0, 25.0, 22.1)","(8.0, 16.0, 13.533333333333333)","(2.6, 3.6, 3.5541666666666667)","(41.0, 280.0, 210.83333333333331)","(16.0, 55.0, 38.125)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.923076923076923)"
09-01-2023 17:27:55.706894,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 38.125)","(3.1, 4.5, 3.1363636363636362)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:27:56.693713,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 38.125)","(3.1, 4.5, 3.1363636363636362)","(3.2, 5.0, 3.8)"
09-01-2023 17:27:57.637945,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 38.125)","(3.1, 4.5, 3.1363636363636362)","(3.2, 5.0, 3.8)"
09-01-2023 17:27:58.653954,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 38.125)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8)"
09-01-2023 17:27:59.698527,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 38.125)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:28:00.718398,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 41.666666666666664)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8)"
09-01-2023 17:28:01.724026,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8)"
09-01-2023 17:28:02.809858,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8)"
09-01-2023 17:28:03.834645,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.464285714285714)","(3.2, 5.0, 3.933333333333333)"
09-01-2023 17:28:04.879616,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.4230769230769234)","(3.2, 5.0, 3.872727272727273)"
09-01-2023 17:28:06.076617,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.4230769230769234)","(3.2, 5.0, 3.872727272727273)"
09-01-2023 17:28:07.315438,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.5541666666666667)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.1363636363636362)","(3.2, 5.0, 3.923076923076923)"
09-01-2023 17:28:08.434403,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.542105263157895)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.1363636363636362)","(3.2, 5.0, 3.8666666666666667)"
09-01-2023 17:28:09.738374,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.542105263157895)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8)"
09-01-2023 17:28:10.835107,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.542105263157895)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.5)","(3.2, 5.0, 3.8)"
09-01-2023 17:28:11.973439,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.542105263157895)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.464285714285714)","(3.2, 5.0, 3.933333333333333)"
09-01-2023 17:28:12.969674,"(11.0, 25.0, 22.1)","(8.0, 16.0, 11.066666666666666)","(2.6, 3.6, 3.542105263157895)","(41.0, 340.0, 210.83333333333331)","(16.0, 55.0, 37.04545454545455)","(3.1, 4.5, 3.4230769230769234)","(3.2, 5.0, 3.933333333333333)"
