,Wheel And Go,Fighting Boxer,Steal Your Style,Tyler Durden,Zipping James,Trenzalore,Mcivor Roxy
11-01-2023 12:16:01.092871,"(1.3, 1.53, 1.5046768060836502)","(18.0, 100.0, 61.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:02.223738,"(1.3, 1.53, 1.5046768060836502)","(18.0, 100.0, 61.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:03.454137,"(1.3, 1.53, 1.5046768060836502)","(18.0, 100.0, 61.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:04.762713,"(1.3, 1.53, 1.5046768060836502)","(18.0, 100.0, 61.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:06.243327,"(1.3, 1.53, 1.5046768060836502)","(18.0, 100.0, 61.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:07.859928,"(1.3, 1.53, 1.5046768060836502)","(18.0, 100.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:09.504561,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:10.940726,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:12.281269,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:13.595103,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:14.821531,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:16.050960,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:17.298990,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:18.606643,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:20.043929,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:21.556055,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:22.990089,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:24.322993,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:25.605540,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:26.866636,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:28.188604,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:29.556324,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:30.927202,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:32.430076,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:33.786349,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:35.151610,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:36.302316,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:37.417886,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:38.726704,"(1.3, 1.53, 1.5046768060836502)","(18.0, 100.0, 56.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:39.971078,"(1.3, 1.53, 1.5099397590361445)","(18.0, 90.0, 56.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:41.355800,"(1.3, 1.53, 1.5099397590361445)","(18.0, 90.0, 56.5)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:42.748408,"(1.3, 1.53, 1.5046768060836502)","(18.0, 90.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:44.089660,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:45.886106,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 50.45454545454545)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:47.334423,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:48.689995,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:50.107324,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:51.348089,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:52.696692,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:53.877553,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:55.135728,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:56.409616,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:57.706793,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:16:58.995677,"(1.3, 1.53, 1.5046768060836502)","(18.0, 95.0, 37.4)","(21.0, 75.0, 44.14285714285714)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 12.0)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 522.7777777777778)"
11-01-2023 12:17:00.392706,"(1.3, 1.53, 1.5262626262626262)","(18.0, 95.0, 37.4)","(21.0, 75.0, 40.09090909090909)","(3.1, 5.4, 4.445454545454545)","(10.0, 22.0, 14.5)","(61.0, 530.0, 194.7058823529412)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:01.836532,"(1.3, 1.53, 1.5072928630024611)","(18.0, 95.0, 40.714285714285715)","(21.0, 75.0, 70.5)","(3.1, 5.4, 6.021428571428572)","(10.0, 22.0, 15.0)","(61.0, 530.0, 387.14285714285717)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:03.148076,"(1.3, 1.51, 1.5072928630024611)","(18.0, 85.0, 44.88235294117647)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.958333333333334)","(10.0, 23.0, 22.77173913043478)","(61.0, 520.0, 387.14285714285717)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:04.466688,"(1.3, 1.51, 1.5072928630024611)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.958333333333334)","(10.0, 23.0, 22.77173913043478)","(61.0, 520.0, 387.14285714285717)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:05.809405,"(1.3, 1.51, 1.5072928630024611)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.533333333333333)","(10.0, 23.0, 22.77173913043478)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:07.049471,"(1.3, 1.51, 1.5072928630024611)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.533333333333333)","(10.0, 23.0, 22.77173913043478)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:08.415711,"(1.3, 1.51, 1.5071986417657046)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.533333333333333)","(10.0, 23.0, 20.5)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:09.660725,"(1.3, 1.51, 1.4623809523809523)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.7)","(10.0, 23.0, 21.416666666666664)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:10.851019,"(1.3, 1.51, 1.4623809523809523)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.38)","(10.0, 23.0, 21.416666666666664)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:12.061476,"(1.3, 1.5, 1.4425925925925926)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.15)","(10.0, 23.0, 21.416666666666664)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:13.292330,"(1.3, 1.49, 1.435142857142857)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.15)","(10.0, 23.0, 21.416666666666664)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:14.547025,"(1.3, 1.49, 1.435142857142857)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 5.566666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 520.0, 210.0)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:15.812993,"(1.3, 1.49, 1.435142857142857)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.766666666666667)","(10.0, 23.0, 21.416666666666664)","(61.0, 520.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:17.049055,"(1.3, 1.49, 1.435142857142857)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.766666666666667)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:18.334247,"(1.3, 1.49, 1.435142857142857)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.766666666666667)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:19.606707,"(1.3, 1.49, 1.449578947368421)","(18.0, 85.0, 45.529411764705884)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.766666666666667)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:20.838199,"(1.3, 1.49, 1.449578947368421)","(18.0, 85.0, 34.230769230769226)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.766666666666667)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:22.071268,"(1.3, 1.49, 1.449578947368421)","(18.0, 85.0, 34.230769230769226)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.766666666666667)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:23.360284,"(1.3, 1.49, 1.4780745341614907)","(18.0, 85.0, 34.230769230769226)","(21.0, 85.0, 70.5)","(3.1, 6.4, 4.766666666666667)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:24.603131,"(1.3, 1.49, 1.4874558303886927)","(18.0, 85.0, 34.230769230769226)","(21.0, 85.0, 71.14285714285714)","(3.1, 6.4, 5.42)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:25.872330,"(1.3, 1.48, 1.4714743589743589)","(18.0, 85.0, 34.230769230769226)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 5.42)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:27.146293,"(1.3, 1.48, 1.4714743589743589)","(18.0, 85.0, 34.230769230769226)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 5.42)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:28.387900,"(1.3, 1.48, 1.4714743589743589)","(18.0, 85.0, 34.230769230769226)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 5.6000000000000005)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:29.678559,"(1.3, 1.48, 1.495)","(18.0, 85.0, 34.230769230769226)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 5.6000000000000005)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 96.36363636363637)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:31.136603,"(1.3, 1.52, 1.5051269035532995)","(18.0, 85.0, 34.230769230769226)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 5.6000000000000005)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:32.472360,"(1.3, 1.51, 1.5051269035532995)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 5.6000000000000005)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:33.775137,"(1.3, 1.69, 1.6426431718061674)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 5.6000000000000005)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:35.092389,"(1.3, 1.67, 1.6448305084745762)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:36.355950,"(1.3, 1.67, 1.6448305084745762)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:37.599546,"(1.3, 1.67, 1.5472727272727271)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:38.822293,"(1.3, 1.67, 1.5472727272727271)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:40.135106,"(1.3, 1.67, 1.640157894736842)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:41.433784,"(1.3, 1.67, 1.640157894736842)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 525.0)"
11-01-2023 12:17:42.886902,"(1.3, 1.67, 1.640157894736842)","(18.0, 85.0, 37.0)","(21.0, 130.0, 71.14285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:44.292238,"(1.3, 1.67, 1.5442105263157895)","(18.0, 85.0, 37.0)","(21.0, 130.0, 106.44444444444444)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:45.727663,"(1.3, 1.66, 1.6236125654450262)","(18.0, 85.0, 37.0)","(21.0, 170.0, 81.64285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:47.158289,"(1.3, 1.65, 1.6221465968586386)","(18.0, 85.0, 37.0)","(21.0, 180.0, 81.64285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:48.605593,"(1.3, 1.65, 1.6010679611650485)","(18.0, 85.0, 37.0)","(21.0, 180.0, 81.64285714285714)","(3.1, 6.4, 4.866666666666666)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:49.857227,"(1.3, 1.65, 1.6010679611650485)","(18.0, 85.0, 37.0)","(21.0, 180.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:51.208535,"(1.3, 1.65, 1.5975)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:52.759281,"(1.3, 1.63, 1.5807692307692307)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:54.262966,"(1.3, 1.63, 1.6015384615384614)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:55.656645,"(1.3, 1.66, 1.6015384615384614)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:56.940990,"(1.3, 1.66, 1.6401574803149606)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:58.431147,"(1.3, 1.66, 1.6401574803149606)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:17:59.931220,"(1.3, 1.66, 1.6395951417004047)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 137.72727272727275)","(81.0, 580.0, 335.0)"
11-01-2023 12:18:01.309147,"(1.3, 1.66, 1.6395951417004047)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 100.5)","(81.0, 580.0, 335.0)"
11-01-2023 12:18:02.660472,"(1.3, 1.66, 1.6387341772151898)","(18.0, 85.0, 37.0)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 510.0, 202.14285714285714)","(81.0, 580.0, 335.0)"
11-01-2023 12:18:04.092040,"(1.3, 1.66, 1.621097046413502)","(18.0, 85.0, 38.75)","(21.0, 170.0, 106.44444444444444)","(3.1, 6.4, 4.387499999999999)","(10.0, 23.0, 21.416666666666664)","(61.0, 570.0, 134.23076923076923)","(81.0, 580.0, 335.0)"
