,Akatino,Moenave,Breton,Dollar Dollar,Commanders Watch,Divine Purpose,Craiglea Agena
10-01-2023 14:40:59.058725,"(4.6, 7.6, 7.4799999999999995)","(10.0, 16.0, 14.6875)","(21.0, 48.0, 42.666666666666664)","(7.0, 12.5, 11.333333333333334)","(101.0, 200.0, 137.5)","(1.6, 1.68, 1.663157894736842)","(8.5, 14.5, 13.6)"
10-01-2023 14:41:00.278542,"(4.6, 7.6, 7.4799999999999995)","(10.0, 16.0, 14.6875)","(21.0, 48.0, 42.666666666666664)","(7.0, 12.5, 11.333333333333334)","(101.0, 200.0, 137.5)","(1.6, 1.68, 1.663157894736842)","(8.5, 14.5, 13.6)"
10-01-2023 14:41:01.464796,"(4.6, 7.6, 7.4799999999999995)","(10.0, 16.0, 14.6875)","(21.0, 48.0, 42.666666666666664)","(7.0, 12.5, 11.333333333333334)","(101.0, 190.0, 113.33333333333334)","(1.6, 1.68, 1.663157894736842)","(8.5, 14.5, 13.6)"
10-01-2023 14:41:02.838387,"(4.6, 7.6, 7.4799999999999995)","(10.0, 16.0, 14.6875)","(21.0, 48.0, 42.666666666666664)","(7.0, 12.5, 11.333333333333334)","(101.0, 190.0, 145.0)","(1.6, 1.68, 1.663157894736842)","(8.5, 14.5, 13.75)"
10-01-2023 14:41:04.083217,"(4.6, 7.8, 7.533333333333333)","(10.0, 16.0, 15.25)","(21.0, 55.0, 40.57142857142857)","(7.0, 12.5, 11.333333333333334)","(101.0, 180.0, 145.0)","(1.6, 1.68, 1.663157894736842)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:05.284507,"(4.6, 7.6, 7.557894736842105)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.5, 11.5)","(101.0, 180.0, 145.0)","(1.6, 1.68, 1.663157894736842)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:06.754524,"(4.6, 7.6, 7.557894736842105)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.5)","(101.0, 180.0, 145.0)","(1.6, 1.68, 1.6784615384615384)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:08.082579,"(4.6, 7.6, 7.557894736842105)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 180.0, 145.0)","(1.6, 1.7, 1.6784615384615384)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:09.589801,"(4.6, 7.6, 7.557894736842105)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 180.0, 145.0)","(1.6, 1.7, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:10.750879,"(4.6, 7.6, 7.557894736842105)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 180.0, 145.0)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:11.981677,"(4.6, 7.8, 7.608)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 180.0, 145.0)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:13.272388,"(4.6, 7.8, 7.608)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 180.0, 163.33333333333334)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:14.567159,"(4.6, 7.8, 7.608)","(10.0, 15.5, 15.25)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 190.0, 163.33333333333334)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:15.868770,"(4.6, 7.8, 7.608)","(10.0, 15.5, 14.607142857142858)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 190.0, 163.33333333333334)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:17.107660,"(4.6, 7.8, 7.6)","(10.0, 15.5, 14.636363636363637)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 190.0, 155.0)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:18.318650,"(4.6, 7.8, 7.666666666666667)","(10.0, 15.0, 14.636363636363637)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 200.0, 155.0)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:19.550724,"(4.6, 7.8, 7.666666666666667)","(10.0, 15.0, 14.636363636363637)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 200.0, 155.0)","(1.6, 1.69, 1.6673170731707316)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:20.829505,"(4.6, 7.8, 7.666666666666667)","(10.0, 15.0, 14.227272727272727)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 200.0, 150.0)","(1.6, 1.71, 1.6673170731707316)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:22.111399,"(4.6, 7.8, 7.666666666666667)","(10.0, 14.5, 14.038461538461538)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 190.0, 150.0)","(1.6, 1.71, 1.670408163265306)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:23.343172,"(4.6, 7.8, 7.666666666666667)","(10.0, 14.5, 14.227272727272727)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 190.0, 145.0)","(1.6, 1.69, 1.6665853658536585)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:24.508398,"(4.6, 7.8, 7.666666666666667)","(10.0, 14.5, 14.227272727272727)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 180.0, 145.0)","(1.6, 1.69, 1.6665853658536585)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:25.755257,"(4.6, 7.8, 7.666666666666667)","(10.0, 15.0, 14.5)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 180.0, 176.66666666666669)","(1.6, 1.69, 1.6665853658536585)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:27.074965,"(4.6, 7.8, 7.666666666666667)","(10.0, 15.0, 14.5)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 176.66666666666669)","(1.6, 1.69, 1.6665853658536585)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:28.251426,"(4.6, 7.8, 7.666666666666667)","(10.0, 15.0, 14.5)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 176.66666666666669)","(1.6, 1.69, 1.664736842105263)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:29.508376,"(4.6, 7.8, 7.666666666666667)","(10.0, 15.0, 14.35)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 176.66666666666669)","(1.6, 1.69, 1.664)","(8.5, 14.5, 13.954545454545455)"
10-01-2023 14:41:30.795727,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.35)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 176.66666666666669)","(1.6, 1.69, 1.664)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:32.051000,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.35)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 176.66666666666669)","(1.6, 1.69, 1.664)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:33.378188,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.35)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 176.66666666666669)","(1.6, 1.69, 1.6896296296296296)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:34.758587,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.1)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 176.66666666666669)","(1.6, 1.7, 1.697037037037037)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:35.902922,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.1)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.697037037037037)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:37.131867,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.1)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.697037037037037)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:38.274840,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.1)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.697037037037037)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:39.413285,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.1)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.697037037037037)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:40.476704,"(4.6, 7.8, 7.7)","(10.0, 14.5, 14.1)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:41.567010,"(4.6, 7.8, 7.7)","(10.0, 14.5, 13.38888888888889)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:42.647533,"(4.6, 7.8, 7.7)","(10.0, 14.5, 13.227272727272727)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:44.002996,"(4.6, 7.8, 7.7)","(10.0, 14.5, 13.227272727272727)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:45.324501,"(4.6, 7.8, 7.7)","(10.0, 14.5, 13.071428571428571)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:46.647341,"(4.6, 7.8, 7.7)","(10.0, 14.5, 13.071428571428571)","(21.0, 44.0, 40.57142857142857)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:47.991144,"(4.6, 7.8, 7.7)","(10.0, 14.5, 13.5)","(21.0, 44.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:49.210974,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.5)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:50.472514,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.25)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:51.694505,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.25)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:52.935276,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.5)","(21.0, 55.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.707244094488189)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:54.170473,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.5)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7073076923076922)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:55.322936,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.5)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7073076923076922)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:56.535872,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.0)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.333333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7073076923076922)","(9.0, 14.5, 13.954545454545455)"
10-01-2023 14:41:57.770620,"(4.6, 7.8, 7.7)","(10.0, 14.0, 13.0)","(21.0, 50.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7073076923076922)","(9.0, 14.5, 13.84)"
10-01-2023 14:41:59.103534,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 16.0, 13.84)"
10-01-2023 14:42:00.514574,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 55.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 16.0, 14.346153846153847)"
10-01-2023 14:42:02.756053,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 50.0, 42.666666666666664)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.5, 14.555555555555555)"
10-01-2023 14:42:04.438831,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 48.0, 42.666666666666664)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.555555555555555)"
10-01-2023 14:42:06.937794,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.5, 15.1875)"
10-01-2023 14:42:08.551367,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.555555555555555)"
10-01-2023 14:42:09.979162,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 50.0, 42.666666666666664)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:11.369700,"(4.6, 7.8, 7.64)","(10.0, 14.0, 13.0)","(21.0, 48.0, 42.666666666666664)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.166666666666666)"
10-01-2023 14:42:12.788147,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 48.0, 42.666666666666664)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.166666666666666)"
10-01-2023 14:42:14.123032,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 48.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.75)"
10-01-2023 14:42:15.449186,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:16.764497,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:18.095568,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.166666666666666)"
10-01-2023 14:42:19.397772,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.166666666666666)"
10-01-2023 14:42:20.716293,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 50.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.75)"
10-01-2023 14:42:22.069333,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:23.398350,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.166666666666666)"
10-01-2023 14:42:24.741178,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 50.0, 43.333333333333336)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.166666666666666)"
10-01-2023 14:42:26.083397,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 50.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 14.5, 14.75)"
10-01-2023 14:42:27.422085,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:28.784607,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:30.486447,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:31.839342,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:33.243883,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.0)","(21.0, 55.0, 41.15384615384615)","(7.0, 12.0, 11.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:34.690442,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.428571428571429)","(21.0, 46.0, 42.0)","(7.0, 11.5, 10.884615384615385)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:36.092171,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.428571428571429)","(21.0, 46.0, 42.0)","(7.0, 11.5, 10.5)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:37.423192,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.428571428571429)","(21.0, 46.0, 42.0)","(7.0, 11.5, 10.583333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7050877192982457)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:38.717861,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.428571428571429)","(21.0, 46.0, 42.0)","(7.0, 11.5, 10.583333333333334)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.7054838709677418)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:39.901482,"(4.6, 7.8, 7.533333333333333)","(10.0, 14.0, 13.666666666666666)","(21.0, 46.0, 42.0)","(7.0, 11.5, 10.636363636363637)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.71, 1.708125)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:41.076594,"(4.6, 7.6, 7.184615384615385)","(10.0, 14.0, 13.666666666666666)","(21.0, 46.0, 42.0)","(7.0, 11.0, 10.636363636363637)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.73, 1.708125)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:42.328766,"(4.6, 7.6, 7.184615384615385)","(10.0, 14.0, 13.666666666666666)","(21.0, 46.0, 42.0)","(7.0, 11.0, 10.636363636363637)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.73, 1.708125)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:43.593449,"(4.6, 7.6, 7.184615384615385)","(10.0, 14.0, 13.666666666666666)","(21.0, 46.0, 42.0)","(7.0, 11.0, 10.636363636363637)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.73, 1.7087999999999999)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:44.756148,"(4.6, 7.6, 7.184615384615385)","(10.0, 14.0, 13.666666666666666)","(21.0, 46.0, 42.0)","(7.0, 11.0, 9.7)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.76, 1.725)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:46.004598,"(4.6, 7.6, 7.2444444444444445)","(10.0, 14.0, 13.666666666666666)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.7)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.77, 1.7218181818181817)","(9.0, 15.0, 14.75)"
10-01-2023 14:42:47.212153,"(4.6, 7.6, 7.094736842105263)","(10.0, 14.0, 13.857142857142858)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.76, 1.7159259259259259)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:48.440777,"(4.6, 7.6, 7.094736842105263)","(10.0, 14.0, 13.666666666666666)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.76, 1.7159259259259259)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:49.683950,"(4.6, 7.6, 7.094736842105263)","(10.0, 14.0, 13.125)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.76, 1.7216129032258065)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:50.994939,"(4.6, 7.6, 7.094736842105263)","(10.0, 14.0, 13.125)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.76, 1.7457142857142858)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:52.282472,"(4.6, 7.4, 7.047058823529412)","(10.0, 14.0, 13.125)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.75, 1.7457142857142858)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:53.463769,"(4.6, 7.4, 7.047058823529412)","(10.0, 14.0, 13.125)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.75, 1.7457142857142858)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:54.660946,"(4.6, 7.4, 7.047058823529412)","(10.0, 14.0, 13.125)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.75, 1.7457142857142858)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:55.878915,"(4.6, 7.4, 7.047058823529412)","(10.0, 14.0, 13.125)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.75, 1.7475)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:57.009172,"(4.6, 7.4, 7.047058823529412)","(10.0, 14.0, 13.125)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.75, 1.7252941176470589)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:58.221160,"(4.6, 7.4, 7.047058823529412)","(10.0, 14.0, 12.214285714285714)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.75, 1.725)","(9.0, 15.0, 14.166666666666666)"
10-01-2023 14:42:59.507304,"(4.6, 7.4, 7.047058823529412)","(10.0, 14.0, 12.653846153846153)","(21.0, 46.0, 42.0)","(7.0, 10.0, 9.647058823529411)","(101.0, 210.0, 205.45454545454547)","(1.6, 1.75, 1.719090909090909)","(9.0, 15.0, 13.666666666666666)"
