,Perfect Skipper,Tuta Mimosa,Little Bit Tipsy,Shes So Gnarley,Seldom Quits,Ranger Rod,Septimo
09-01-2023 13:38:46.457540,"(4.0, 6.2, 4.672727272727273)","(31.0, 200.0, 173.0)","(4.8, 8.4, 7.95)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 34.0)","(11.0, 48.0, 42.0)"
09-01-2023 13:38:47.589033,"(4.0, 6.2, 4.672727272727273)","(31.0, 200.0, 173.0)","(4.8, 8.4, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 34.0)","(11.0, 48.0, 42.0)"
09-01-2023 13:38:48.730799,"(4.0, 6.2, 4.672727272727273)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 34.0)","(11.0, 48.0, 42.0)"
09-01-2023 13:38:49.883606,"(4.0, 6.2, 4.672727272727273)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 34.0)","(11.0, 48.0, 42.0)"
09-01-2023 13:38:50.993195,"(4.0, 6.0, 4.914285714285714)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 34.0)","(11.0, 48.0, 42.0)"
09-01-2023 13:38:51.987859,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 5.2)","(18.0, 50.0, 34.0)","(11.0, 48.0, 40.25)"
09-01-2023 13:38:53.072174,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 40.25)"
09-01-2023 13:38:54.136840,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 40.25)"
09-01-2023 13:38:55.217171,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 40.25)"
09-01-2023 13:38:56.223714,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 40.25)"
09-01-2023 13:38:57.220896,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 44.125)"
09-01-2023 13:38:58.143467,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 44.125)"
09-01-2023 13:38:59.284465,"(4.0, 6.0, 4.733333333333333)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 38.0)"
09-01-2023 13:39:00.347290,"(4.0, 5.9, 4.64)","(31.0, 200.0, 173.0)","(4.8, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(11.0, 48.0, 38.0)"
09-01-2023 13:39:01.458738,"(4.0, 5.8, 5.658333333333333)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(12.0, 48.0, 43.714285714285715)"
09-01-2023 13:39:02.501592,"(4.0, 6.2, 6.025)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(12.0, 48.0, 43.714285714285715)"
09-01-2023 13:39:03.535526,"(4.0, 6.2, 6.025)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(12.0, 48.0, 43.714285714285715)"
09-01-2023 13:39:04.569941,"(4.0, 6.2, 5.458823529411765)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(12.0, 48.0, 43.714285714285715)"
09-01-2023 13:39:05.657164,"(4.0, 6.0, 5.261111111111111)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(12.0, 48.0, 43.714285714285715)"
09-01-2023 13:39:06.756817,"(4.0, 6.0, 5.261111111111111)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(12.0, 48.0, 43.714285714285715)"
09-01-2023 13:39:07.847049,"(4.0, 5.9, 5.75)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 4.06)","(18.0, 50.0, 33.5)","(12.0, 48.0, 43.714285714285715)"
09-01-2023 13:39:08.874706,"(4.0, 5.9, 5.75)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 3.94)","(18.0, 50.0, 33.25)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:09.849314,"(4.0, 5.9, 5.264705882352941)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 3.94)","(18.0, 50.0, 33.25)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:10.922489,"(4.0, 5.9, 5.264705882352941)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 3.94)","(18.0, 50.0, 45.14285714285714)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:12.013122,"(4.0, 5.9, 5.264705882352941)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 5.023076923076923)","(18.0, 50.0, 33.25)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:13.075664,"(4.0, 5.9, 5.264705882352941)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.7, 3.7333333333333334)","(18.0, 50.0, 33.25)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:13.998379,"(4.0, 5.9, 5.264705882352941)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.6, 3.7625)","(18.0, 50.0, 46.8)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:15.087125,"(4.0, 5.9, 5.264705882352941)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.75)","(18.0, 50.0, 46.0625)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:16.181265,"(4.0, 5.9, 5.115384615384616)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.88)","(18.0, 50.0, 46.0625)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:17.360242,"(4.0, 5.9, 5.115384615384616)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.4, 3.7714285714285714)","(18.0, 50.0, 46.0625)","(12.0, 48.0, 38.0)"
09-01-2023 13:39:18.497264,"(4.0, 5.9, 5.115384615384616)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.4, 3.7)","(18.0, 50.0, 46.0625)","(12.0, 48.0, 37.125)"
09-01-2023 13:39:19.530187,"(4.0, 5.9, 5.115384615384616)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.333333333333336)"
09-01-2023 13:39:20.506842,"(4.0, 5.9, 5.115384615384616)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.333333333333336)"
09-01-2023 13:39:21.524168,"(4.0, 5.9, 5.115384615384616)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.333333333333336)"
09-01-2023 13:39:22.472996,"(4.0, 5.9, 5.115384615384616)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.333333333333336)"
09-01-2023 13:39:23.494610,"(4.0, 5.8, 4.858823529411765)","(31.0, 200.0, 173.0)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.333333333333336)"
09-01-2023 13:39:24.522476,"(4.0, 5.7, 4.9)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:25.636622,"(4.0, 5.7, 4.609090909090909)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:26.749396,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:27.912512,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:29.070186,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:30.193725,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:31.226152,"(4.0, 5.6, 4.8)","(31.0, 260.0, 196.57142857142858)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:32.231660,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:33.200583,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:34.174311,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:35.206017,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 43.85714285714286)"
09-01-2023 13:39:36.203224,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 40.875)"
09-01-2023 13:39:37.248440,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.66666666666667)"
09-01-2023 13:39:38.362191,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.66666666666667)"
09-01-2023 13:39:39.504136,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.66666666666667)"
09-01-2023 13:39:40.878620,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.66666666666667)"
09-01-2023 13:39:42.145642,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7)","(18.0, 50.0, 34.5)","(12.0, 48.0, 42.1)"
09-01-2023 13:39:43.384713,"(4.0, 5.6, 4.8)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 8.455555555555556)","(2.6, 4.1, 3.3)","(3.3, 5.5, 3.7111111111111112)","(18.0, 50.0, 34.5)","(12.0, 48.0, 42.1)"
09-01-2023 13:39:44.587778,"(4.0, 5.6, 4.447058823529412)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.8, 6.908333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.4, 3.7111111111111112)","(18.0, 50.0, 34.5)","(12.0, 48.0, 38.9)"
09-01-2023 13:39:45.620225,"(4.0, 5.6, 4.447058823529412)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.6, 6.908333333333333)","(2.6, 4.1, 3.3)","(3.3, 5.4, 4.6)","(18.0, 50.0, 34.5)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:46.682640,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.4, 7.95)","(2.6, 4.1, 3.3)","(3.3, 6.8, 4.6)","(18.0, 50.0, 34.5)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:47.784361,"(4.0, 5.4, 4.527272727272727)","(31.0, 260.0, 214.66666666666669)","(5.0, 8.4, 7.3875)","(2.6, 4.1, 3.3)","(3.3, 6.8, 4.275)","(18.0, 50.0, 34.5)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:48.793784,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.4, 7.3875)","(2.6, 4.1, 3.3)","(3.3, 6.6, 3.79)","(18.0, 50.0, 41.5)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:49.901763,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.2, 6.949999999999999)","(2.6, 4.1, 3.3)","(3.3, 6.4, 3.79)","(18.0, 50.0, 41.5)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:50.944246,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.95)","(18.0, 50.0, 34.5)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:52.052633,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.720000000000001)","(18.0, 50.0, 34.5)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:53.146664,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 5.36875)","(18.0, 50.0, 34.5)","(12.0, 44.0, 37.5)"
09-01-2023 13:39:54.284019,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.190909090909091)","(18.0, 50.0, 34.5)","(12.0, 44.0, 37.5)"
09-01-2023 13:39:55.356857,"(4.0, 5.4, 4.904761904761905)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 3.97)","(18.0, 50.0, 33.25)","(12.0, 44.0, 37.5)"
09-01-2023 13:39:56.331082,"(4.0, 5.4, 4.527272727272727)","(31.0, 250.0, 214.66666666666669)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.015)","(18.0, 50.0, 33.25)","(12.0, 44.0, 37.5)"
09-01-2023 13:39:57.410301,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.3136363636363635)","(18.0, 50.0, 33.25)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:58.547210,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.79)","(18.0, 50.0, 33.25)","(12.0, 44.0, 38.9)"
09-01-2023 13:39:59.636981,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.2, 4.79)","(18.0, 50.0, 33.25)","(12.0, 44.0, 38.9)"
09-01-2023 13:40:00.701759,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.2, 4.79)","(18.0, 50.0, 33.25)","(12.0, 44.0, 38.9)"
09-01-2023 13:40:01.774238,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.2, 4.88)","(18.0, 50.0, 33.25)","(12.0, 44.0, 38.9)"
09-01-2023 13:40:02.874768,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.2, 4.88)","(18.0, 50.0, 33.25)","(12.0, 44.0, 37.1)"
09-01-2023 13:40:04.008737,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.2, 4.88)","(18.0, 50.0, 33.25)","(12.0, 42.0, 37.1)"
09-01-2023 13:40:05.184009,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.2, 4.88)","(18.0, 50.0, 33.25)","(12.0, 42.0, 36.0)"
09-01-2023 13:40:06.325550,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.2, 5.4)","(18.0, 50.0, 33.25)","(12.0, 42.0, 36.0)"
09-01-2023 13:40:07.456383,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.8, 5.4)","(18.0, 50.0, 33.25)","(12.0, 42.0, 36.0)"
09-01-2023 13:40:08.449244,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.8, 5.4)","(18.0, 50.0, 33.25)","(12.0, 42.0, 36.0)"
09-01-2023 13:40:09.501321,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.8, 4.325)","(18.0, 50.0, 33.25)","(12.0, 42.0, 39.0)"
09-01-2023 13:40:10.540423,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.6, 4.4363636363636365)","(18.0, 50.0, 41.5)","(12.0, 42.0, 38.57142857142857)"
09-01-2023 13:40:11.589315,"(4.0, 5.4, 4.527272727272727)","(31.0, 200.0, 173.0)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 39.0)"
09-01-2023 13:40:12.580269,"(4.0, 5.4, 4.527272727272727)","(31.0, 220.0, 189.66666666666666)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 39.0)"
09-01-2023 13:40:13.641800,"(4.0, 5.4, 4.527272727272727)","(31.0, 220.0, 189.66666666666666)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 39.0)"
09-01-2023 13:40:14.695404,"(4.0, 5.4, 4.527272727272727)","(31.0, 220.0, 189.66666666666666)","(5.0, 8.0, 6.977777777777778)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 39.0)"
09-01-2023 13:40:15.840866,"(4.0, 5.4, 4.527272727272727)","(31.0, 220.0, 189.66666666666666)","(5.0, 8.0, 7.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:17.029035,"(4.0, 5.4, 4.527272727272727)","(31.0, 220.0, 189.66666666666666)","(5.0, 7.6, 7.283333333333333)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:18.155432,"(4.0, 5.4, 4.527272727272727)","(31.0, 220.0, 189.66666666666666)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:19.240000,"(4.0, 5.4, 4.76)","(31.0, 220.0, 189.66666666666666)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:20.232495,"(4.0, 5.4, 4.6000000000000005)","(31.0, 220.0, 189.66666666666666)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.3)","(3.3, 6.4, 4.4363636363636365)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:21.283809,"(4.0, 5.4, 4.6000000000000005)","(31.0, 220.0, 189.66666666666666)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.4, 5.41)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:22.319761,"(4.0, 5.4, 4.6000000000000005)","(31.0, 220.0, 189.66666666666666)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.4, 4.681818181818182)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:23.291217,"(4.0, 5.4, 4.6000000000000005)","(31.0, 230.0, 175.14285714285714)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.4, 5.306451612903226)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:24.350467,"(4.0, 5.4, 4.6000000000000005)","(31.0, 200.0, 173.0)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 7.0, 6.109999999999999)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:25.489064,"(4.0, 5.4, 4.6000000000000005)","(31.0, 200.0, 173.0)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.8, 5.0)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:26.611117,"(4.0, 5.4, 4.6000000000000005)","(31.0, 200.0, 173.0)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.8, 5.1499999999999995)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:27.746897,"(4.0, 5.4, 4.6000000000000005)","(31.0, 200.0, 173.0)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.8, 4.875)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:28.883317,"(4.0, 5.4, 4.6000000000000005)","(31.0, 200.0, 173.0)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.8, 4.875)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:29.974082,"(4.0, 5.4, 4.6000000000000005)","(31.0, 200.0, 173.0)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.8, 4.875)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
09-01-2023 13:40:30.955849,"(4.0, 5.4, 4.6000000000000005)","(31.0, 200.0, 173.0)","(5.0, 7.6, 7.266666666666666)","(2.6, 4.1, 3.26)","(3.3, 6.8, 4.875)","(18.0, 50.0, 33.25)","(12.0, 42.0, 38.714285714285715)"
