,Sort Of Sublime,Mac Frenzy,Finniss Rose,Fawn Lawn,Thanks Joan,Suhana,Somersby,Missouri Belle
06-01-2023 12:08:46.011965,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 21.0, 14.25)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.422857142857143)","(26.0, 80.0, 64.66666666666667)"
06-01-2023 12:08:47.172137,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 21.0, 16.5)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.422857142857143)","(26.0, 80.0, 64.66666666666667)"
06-01-2023 12:08:48.344975,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 21.0, 14.625)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.422857142857143)","(26.0, 80.0, 64.66666666666667)"
06-01-2023 12:08:49.742949,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 21.0, 14.625)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.422857142857143)","(26.0, 80.0, 64.66666666666667)"
06-01-2023 12:08:51.006110,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 21.0, 19.166666666666668)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.33)","(26.0, 80.0, 40.888888888888886)"
06-01-2023 12:08:52.168892,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 20.0, 18.125)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.3421052631578947)","(26.0, 80.0, 40.888888888888886)"
06-01-2023 12:08:53.463052,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 20.0, 18.09090909090909)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.3933333333333335)","(26.0, 80.0, 40.888888888888886)"
06-01-2023 12:08:54.623689,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 20.0, 17.727272727272727)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.3933333333333335)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:08:55.747793,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 19.5, 17.727272727272727)","(15.0, 20.0, 15.5)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.3933333333333335)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:08:56.878832,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 19.5, 17.727272727272727)","(15.0, 20.0, 15.5)","(6.0, 12.0, 10.666666666666666)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.3555555555555556)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:08:58.044210,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 19.5, 18.333333333333332)","(15.0, 20.0, 15.5)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.34)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:08:59.099362,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 19.0, 17.5)","(15.0, 20.0, 15.5)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.34)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:00.144545,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 19.0, 17.5)","(15.0, 20.0, 15.68)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.351578947368421)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:01.254901,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 15.846153846153847)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.4)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:02.415749,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.7125)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:03.614126,"(5.5, 6.2, 5.85)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:04.820634,"(5.5, 6.2, 5.85)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:05.981956,"(5.5, 6.2, 5.85)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:07.091630,"(5.5, 6.2, 5.85)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4)","(26.0, 80.0, 64.69565217391305)"
06-01-2023 12:09:08.227159,"(5.5, 6.2, 5.85)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:09.313559,"(5.5, 6.2, 5.85)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.38888888888889)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.2)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.3200000000000003)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:10.311602,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.166666666666668)","(15.0, 20.0, 17.0)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.5, 2.3714285714285714)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:11.382957,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.375)","(15.0, 20.0, 16.04)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.5, 2.3714285714285714)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:12.531458,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.375)","(15.0, 20.0, 16.04)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.5, 2.3714285714285714)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:13.670503,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.375)","(15.0, 20.0, 16.04)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.5, 2.3714285714285714)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:14.812970,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.375)","(15.0, 20.0, 16.04)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.5, 2.3714285714285714)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:15.834852,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 18.375)","(15.0, 20.0, 17.525)","(6.0, 12.0, 11.384615384615385)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.5, 2.3714285714285714)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:16.857584,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.354545454545455)","(10.0, 19.0, 17.333333333333332)","(15.0, 20.0, 17.525)","(6.0, 12.0, 10.044444444444444)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.2800000000000002)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:17.856131,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.4375)","(15.0, 20.0, 17.525)","(6.0, 12.0, 10.933333333333334)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4042857142857144)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:18.892288,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.4375)","(15.0, 20.0, 17.525)","(6.0, 12.0, 10.933333333333334)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4042857142857144)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:19.973232,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.4375)","(15.0, 20.0, 17.8)","(6.0, 12.0, 10.933333333333334)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4133333333333336)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:21.113146,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.4375)","(15.0, 20.0, 17.8)","(6.0, 12.0, 10.933333333333334)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4133333333333336)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:22.254694,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.4375)","(15.0, 20.0, 17.8)","(6.0, 12.0, 10.933333333333334)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.4133333333333336)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:23.380841,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.333333333333332)","(15.0, 20.0, 17.8)","(6.0, 12.0, 11.076923076923077)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.54, 2.33)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:24.495577,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.333333333333332)","(15.0, 20.0, 17.8)","(6.0, 12.0, 11.076923076923077)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.48, 2.3728571428571428)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:25.603209,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.333333333333332)","(15.0, 20.0, 17.8)","(6.0, 12.0, 11.076923076923077)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.48, 2.3728571428571428)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:26.744072,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.333333333333332)","(15.0, 20.0, 17.8)","(6.0, 12.0, 11.076923076923077)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.48, 2.3728571428571428)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:27.850027,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.333333333333332)","(15.0, 20.0, 17.8)","(6.0, 12.0, 11.076923076923077)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.48, 2.3728571428571428)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:28.994864,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.333333333333332)","(15.0, 20.0, 17.8)","(6.0, 12.0, 11.076923076923077)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.48, 2.3728571428571428)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:30.113757,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.0)","(15.0, 20.0, 17.8)","(6.0, 12.0, 9.866666666666667)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.48, 2.4)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:31.267113,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.0)","(15.0, 20.0, 17.8)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 29.666666666666668)","(1.75, 2.56, 2.4492307692307693)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:32.350971,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.0)","(15.0, 20.0, 17.8)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4492307692307693)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:33.497566,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.0)","(15.0, 20.0, 17.8)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4571428571428573)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:34.530815,"(5.5, 6.0, 5.642857142857143)","(6.5, 10.5, 9.24)","(10.0, 19.0, 18.0)","(15.0, 20.0, 17.8)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4571428571428573)","(26.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:35.523291,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4571428571428573)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:36.552749,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:37.658506,"(5.5, 6.2, 5.85)","(7.0, 10.5, 9.24)","(10.0, 19.0, 17.7)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.523076923076923)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4553846153846153)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:38.850522,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.870588235294118)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4553846153846153)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:40.074495,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.870588235294118)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4553846153846153)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:41.276013,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.870588235294118)","(21.0, 70.0, 48.0)","(1.75, 2.56, 2.4553846153846153)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:42.394142,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.870588235294118)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.4553846153846153)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:43.489653,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.870588235294118)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.4553846153846153)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:44.483478,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.523076923076923)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.4615384615384617)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:45.522778,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.468571428571429)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:46.562350,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.468571428571429)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:47.609751,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.468571428571429)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:48.669268,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.468571428571429)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:49.744818,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.646153846153847)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.468571428571429)","(31.0, 80.0, 65.33333333333333)"
06-01-2023 12:09:50.828581,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 9.381818181818183)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.417777777777778)","(31.0, 80.0, 42.666666666666664)"
06-01-2023 12:09:51.875535,"(5.5, 6.2, 5.85)","(7.0, 10.5, 9.24)","(10.0, 19.0, 17.7)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.186666666666667)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.4676923076923076)","(31.0, 80.0, 42.666666666666664)"
06-01-2023 12:09:52.967510,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.953846153846154)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.474285714285714)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:09:54.120956,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.02)","(6.0, 12.0, 10.953846153846154)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.474285714285714)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:09:55.225188,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 18.47692307692308)","(6.0, 12.0, 10.953846153846154)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.474285714285714)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:09:56.350671,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 18.0)","(16.0, 20.0, 15.285714285714286)","(6.0, 12.0, 10.953846153846154)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.4266666666666667)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:09:57.476617,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 15.307692307692308)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.953846153846154)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.4266666666666667)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:09:58.553175,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 15.307692307692308)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.494117647058824)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.428235294117647)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:09:59.625034,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 14.0)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.494117647058824)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.428235294117647)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:10:00.679552,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 14.0)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.494117647058824)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.428235294117647)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:10:01.785756,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 14.0)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 11.015384615384615)","(21.0, 70.0, 45.36)","(1.75, 2.56, 2.388333333333333)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:10:02.891583,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 14.0)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 11.015384615384615)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:10:04.049514,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 14.0)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 11.015384615384615)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:10:05.115429,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 19.0, 14.0)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.153846153846153)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 64.72727272727272)"
06-01-2023 12:10:06.277291,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 15.5)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.153846153846153)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:07.421689,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 15.5)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.153846153846153)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:08.528319,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.887096774193548)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.857142857142858)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:09.629980,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.887096774193548)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.857142857142858)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:10.698673,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.887096774193548)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.857142857142858)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.388333333333333)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:11.812045,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.3)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.5)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.3766666666666665)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:12.918438,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.3)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.5)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.3766666666666665)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:14.066414,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.887096774193548)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.276923076923076)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.4175)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:15.404928,"(5.5, 6.0, 5.642857142857143)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.887096774193548)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.879999999999999)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.4175)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:16.457815,"(5.5, 6.0, 5.611111111111111)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.887096774193548)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.879999999999999)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.4175)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:17.462017,"(5.5, 6.0, 5.611111111111111)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.887096774193548)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.879999999999999)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.4175)","(31.0, 80.0, 66.0)"
06-01-2023 12:10:18.607668,"(5.5, 6.0, 5.611111111111111)","(7.0, 10.5, 9.24)","(10.0, 18.5, 13.3)","(16.0, 20.0, 15.714285714285714)","(6.0, 12.0, 10.879999999999999)","(21.0, 70.0, 45.36)","(1.75, 2.54, 2.361818181818182)","(31.0, 80.0, 66.0)"
