,Fire Up Dallas,Only Ollie,Gambling Grace,Luna Country,Dana Tiny,Victor Prevails,Trunchbull
10-01-2023 12:16:57.937495,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:16:59.101696,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:00.246312,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:01.364814,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:02.391613,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:03.510950,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:04.687544,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:05.951352,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:07.241556,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:08.496123,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:09.864890,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:11.172863,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:12.389615,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:13.520163,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:14.675968,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:15.816066,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:16.932165,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:17.979564,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 17.88235294117647)"
10-01-2023 12:17:19.051265,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 56.5)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 24.0, 18.714285714285715)"
10-01-2023 12:17:20.163054,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 18.714285714285715)"
10-01-2023 12:17:21.203079,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 18.714285714285715)"
10-01-2023 12:17:22.178952,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 18.714285714285715)"
10-01-2023 12:17:23.184808,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 18.714285714285715)"
10-01-2023 12:17:24.223887,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:25.365876,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.5, 17.625)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:26.439553,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.5, 17.625)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:27.544916,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.5, 17.625)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:28.568054,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.5, 17.625)","(31.0, 85.0, 49.92307692307693)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:29.520152,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.0, 17.25)","(31.0, 95.0, 53.769230769230774)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:30.450914,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.0, 17.25)","(31.0, 95.0, 53.769230769230774)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:31.396232,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.0, 17.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:32.406952,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.0, 17.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:33.406304,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.0, 17.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:34.512595,"(3.9, 6.0, 5.366666666666666)","(8.0, 19.0, 17.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:35.612846,"(3.9, 6.0, 5.366666666666666)","(8.0, 34.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:36.672320,"(3.9, 6.0, 5.366666666666666)","(8.0, 34.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:37.767641,"(3.9, 6.0, 5.366666666666666)","(8.0, 34.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:38.888081,"(3.9, 6.0, 5.366666666666666)","(8.0, 34.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:39.928787,"(3.9, 6.0, 5.366666666666666)","(8.0, 34.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:41.007613,"(3.9, 6.0, 5.366666666666666)","(8.0, 24.0, 21.0)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:42.055432,"(3.9, 6.0, 5.366666666666666)","(8.0, 24.0, 21.0)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:43.079340,"(3.9, 6.0, 5.366666666666666)","(8.0, 24.0, 21.0)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:44.035029,"(3.9, 6.0, 5.366666666666666)","(8.0, 24.0, 21.0)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:45.061398,"(3.9, 6.0, 5.366666666666666)","(8.0, 24.0, 21.0)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:46.065989,"(3.9, 6.0, 5.366666666666666)","(8.0, 24.0, 21.0)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:47.154116,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:48.271792,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:49.312554,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 95.0, 47.705882352941174)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:50.303209,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:51.249072,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:52.217833,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:53.227231,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:54.291848,"(3.9, 6.0, 5.366666666666666)","(8.0, 23.0, 20.25)","(31.0, 90.0, 75.85714285714286)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:55.369461,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 95.0, 75.85714285714286)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:56.437076,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 95.0, 75.85714285714286)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:57.480564,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 95.0, 75.85714285714286)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:58.529771,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 95.0, 75.85714285714286)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:17:59.528587,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 95.0, 75.85714285714286)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:00.565433,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 66.75)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:01.614994,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:02.644478,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:03.712522,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:04.757272,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:05.692021,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:06.633443,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:07.684178,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:08.753832,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:09.860849,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:10.948314,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:11.954221,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:12.973683,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:13.972958,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:14.983770,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:16.017834,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:17.061973,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:18.128406,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:19.104969,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:20.119469,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:21.140733,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:22.233379,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:23.431534,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 59.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:24.574719,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 90.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:25.646621,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:26.658121,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:27.645798,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:28.644047,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:29.824607,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:30.933064,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:32.108636,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:33.202728,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:34.311446,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:35.360207,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
10-01-2023 12:18:36.480123,"(3.9, 6.0, 5.366666666666666)","(8.0, 22.0, 19.5)","(31.0, 80.0, 54.0)","(2.0, 2.96, 2.8658823529411768)","(15.0, 29.0, 25.88888888888889)","(4.2, 7.4, 5.16)","(11.0, 23.0, 17.352941176470587)"
