,Yankee Empire,He Came True,Cairo Boogie,Adys Munny,Gratitude Attitude,Factotum,Similar Taste
12-01-2023 09:53:03.980507,"(6.0, 8.0, 7.826666666666666)","(8.0, 9.8, 9.454545454545455)","(8.5, 9.4, 9.293333333333333)","(8.5, 10.5, 10.083333333333334)","(8.0, 9.4, 9.133333333333333)","(1.95, 2.66, 2.6717045454545456)","(11.0, 13.5, 13.25)"
12-01-2023 09:53:04.917756,"(6.0, 8.0, 7.826666666666666)","(8.0, 9.8, 9.404878048780487)","(8.5, 9.4, 9.293333333333333)","(8.5, 10.5, 10.083333333333334)","(8.0, 9.4, 9.133333333333333)","(1.95, 2.68, 2.6766300366300366)","(11.0, 13.5, 13.181818181818182)"
12-01-2023 09:53:05.840172,"(6.0, 8.0, 7.877419354838709)","(8.0, 9.8, 9.4)","(8.5, 9.4, 9.293333333333333)","(8.5, 10.5, 10.083333333333334)","(8.0, 9.4, 9.093333333333334)","(1.95, 2.68, 2.673700787401575)","(11.0, 13.5, 13.181818181818182)"
12-01-2023 09:53:06.933276,"(6.0, 8.0, 7.861818181818181)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.293333333333333)","(8.5, 10.5, 9.952564102564104)","(8.0, 9.4, 9.114285714285714)","(1.95, 2.68, 2.673700787401575)","(11.0, 13.5, 13.181818181818182)"
12-01-2023 09:53:08.074074,"(6.0, 8.2, 7.864)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.266666666666667)","(8.5, 10.5, 9.952564102564104)","(8.0, 9.4, 9.114285714285714)","(1.95, 2.68, 2.6778761061946903)","(11.0, 13.5, 13.181818181818182)"
12-01-2023 09:53:09.227740,"(6.0, 8.2, 7.838095238095238)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.293333333333333)","(8.5, 10.5, 9.952564102564104)","(8.0, 9.4, 9.114285714285714)","(1.95, 2.68, 2.6694736842105264)","(11.0, 13.5, 13.181818181818182)"
12-01-2023 09:53:10.323728,"(6.0, 8.2, 7.834782608695652)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.303448275862069)","(8.5, 10.5, 10.051948051948052)","(8.0, 9.4, 9.16)","(1.95, 2.68, 2.6728467153284674)","(11.0, 13.5, 13.211538461538462)"
12-01-2023 09:53:11.420162,"(6.0, 8.0, 7.84)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.303448275862069)","(8.5, 10.5, 10.051948051948052)","(8.0, 9.4, 9.210526315789474)","(1.95, 2.7, 2.6737815126050424)","(11.0, 13.5, 13.211538461538462)"
12-01-2023 09:53:12.536125,"(6.0, 8.0, 7.941666666666666)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.23157894736842)","(8.5, 10.5, 10.051948051948052)","(8.0, 9.4, 9.338461538461539)","(1.95, 2.7, 2.6747747747747748)","(11.0, 13.5, 13.211538461538462)"
12-01-2023 09:53:13.625589,"(6.0, 8.0, 7.941666666666666)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.179310344827586)","(8.5, 10.5, 10.051948051948052)","(8.0, 9.4, 9.342857142857143)","(1.95, 2.7, 2.6766666666666667)","(11.0, 13.5, 13.211538461538462)"
12-01-2023 09:53:14.695986,"(6.0, 8.0, 7.915384615384616)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.179310344827586)","(8.5, 10.5, 10.052631578947368)","(8.0, 9.4, 9.331034482758621)","(1.95, 2.7, 2.6766666666666667)","(11.0, 13.5, 13.211538461538462)"
12-01-2023 09:53:15.795800,"(6.0, 8.0, 7.948936170212766)","(8.0, 9.8, 9.415384615384616)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.4, 9.36923076923077)","(1.95, 2.7, 2.6825)","(11.0, 13.5, 12.9625)"
12-01-2023 09:53:16.742492,"(6.0, 8.0, 7.915384615384616)","(8.0, 9.8, 9.316129032258065)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.6, 9.28235294117647)","(1.95, 2.7, 2.6786956521739134)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:17.740229,"(6.0, 8.0, 7.892857142857142)","(8.0, 9.8, 9.316129032258065)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.6, 9.3)","(1.95, 2.7, 2.6786956521739134)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:18.879831,"(6.0, 8.0, 7.915384615384616)","(8.0, 9.8, 9.316129032258065)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.6, 9.334426229508196)","(1.95, 2.7, 2.6786956521739134)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:20.011062,"(6.0, 8.0, 7.915384615384616)","(8.0, 9.8, 9.333333333333332)","(8.5, 9.4, 9.169230769230769)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.6, 9.367567567567567)","(1.95, 2.7, 2.6831818181818186)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:21.087643,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.333333333333332)","(8.5, 9.2, 9.169230769230769)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.4, 9.36)","(1.95, 2.7, 2.6815)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:22.154948,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.333333333333332)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.4, 9.36)","(1.95, 2.7, 2.6815)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:23.281217,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.333333333333332)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.4, 9.36)","(1.95, 2.7, 2.6845714285714286)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:24.405252,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.333333333333332)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.4, 9.36)","(1.95, 2.7, 2.7034146341463416)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:25.569828,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.333333333333332)","(8.5, 9.4, 9.122222222222222)","(8.5, 10.5, 10.064102564102564)","(8.0, 9.4, 9.327272727272728)","(1.95, 2.72, 2.7041509433962267)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:26.727377,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.272727272727272)","(8.5, 9.2, 9.149999999999999)","(8.5, 10.5, 10.052631578947368)","(8.0, 9.4, 9.36)","(1.95, 2.72, 2.703768115942029)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:27.758725,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.272727272727272)","(8.5, 9.2, 9.12)","(8.5, 10.5, 10.052631578947368)","(8.0, 9.4, 9.36)","(1.95, 2.72, 2.706451612903226)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:28.668450,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.6, 9.272727272727272)","(8.5, 9.2, 9.12)","(8.5, 10.5, 10.052631578947368)","(8.0, 9.4, 9.36)","(1.95, 2.72, 2.7125490196078434)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:29.645011,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.8, 9.411764705882353)","(8.5, 9.2, 8.991304347826087)","(8.5, 10.5, 10.051282051282051)","(8.0, 9.4, 9.258064516129032)","(1.95, 2.72, 2.717754010695187)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:30.747889,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.8, 9.384615384615385)","(8.5, 9.2, 8.94)","(8.5, 10.5, 10.051282051282051)","(8.0, 9.4, 9.2)","(1.95, 2.72, 2.7422222222222223)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:31.803023,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.8, 9.384615384615385)","(8.5, 9.0, 8.927272727272728)","(8.5, 10.5, 10.052631578947368)","(8.0, 9.4, 9.222222222222223)","(1.95, 2.76, 2.7324137931034485)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:32.911883,"(6.0, 7.8, 7.795121951219512)","(8.0, 9.8, 9.468421052631578)","(8.5, 9.0, 8.75)","(8.5, 10.5, 10.052631578947368)","(8.0, 9.4, 9.222222222222223)","(1.95, 2.76, 2.772340425531915)","(11.0, 13.0, 12.9625)"
12-01-2023 09:53:34.056490,"(6.0, 7.8, 7.795)","(8.0, 9.8, 9.468421052631578)","(8.5, 8.8, 8.48421052631579)","(8.5, 10.5, 10.051282051282051)","(8.0, 9.4, 9.162962962962963)","(1.95, 2.78, 2.7788235294117647)","(11.0, 13.0, 12.957142857142857)"
12-01-2023 09:53:35.221754,"(6.0, 7.8, 7.790909090909091)","(8.0, 9.8, 9.468421052631578)","(8.5, 8.8, 8.27142857142857)","(8.5, 10.5, 10.051282051282051)","(8.0, 9.4, 9.193548387096774)","(1.95, 2.78, 2.7945098039215686)","(11.0, 13.0, 12.957142857142857)"
12-01-2023 09:53:36.375378,"(6.0, 7.8, 7.791666666666666)","(8.0, 9.8, 9.50909090909091)","(8.5, 8.6, 8.373333333333333)","(8.5, 10.5, 10.051282051282051)","(8.0, 9.4, 9.126315789473685)","(1.95, 2.8, 2.8)","(11.0, 13.0, 12.957142857142857)"
12-01-2023 09:53:37.502236,"(6.0, 7.8, 7.713636363636363)","(8.0, 9.8, 9.50909090909091)","(8.5, 8.4, 8.377777777777778)","(8.5, 10.5, 10.056962025316455)","(8.0, 9.4, 9.2)","(1.95, 2.82, 2.7706666666666666)","(11.0, 13.0, 12.965909090909092)"
12-01-2023 09:53:38.663042,"(6.0, 7.8, 7.713207547169811)","(8.0, 9.8, 9.50909090909091)","(8.5, 8.4, 8.377777777777778)","(8.5, 10.5, 10.05625)","(8.0, 9.4, 9.216666666666667)","(1.95, 2.78, 2.7706666666666666)","(11.0, 13.0, 12.965909090909092)"
12-01-2023 09:53:39.717828,"(6.0, 7.8, 7.713207547169811)","(8.0, 9.8, 9.50909090909091)","(8.5, 8.4, 8.377777777777778)","(8.5, 10.5, 10.05625)","(8.0, 9.4, 9.216666666666667)","(1.95, 2.78, 2.7706666666666666)","(11.0, 13.0, 12.965909090909092)"
12-01-2023 09:53:40.656030,"(6.0, 7.8, 7.713207547169811)","(8.0, 9.8, 9.50909090909091)","(8.5, 8.4, 8.377777777777778)","(8.5, 10.5, 10.05625)","(8.0, 9.4, 9.216666666666667)","(1.95, 2.78, 2.7706666666666666)","(11.0, 13.0, 12.965909090909092)"
12-01-2023 09:53:41.592446,"(6.0, 7.8, 7.713207547169811)","(8.0, 9.8, 9.50909090909091)","(8.5, 8.4, 8.377777777777778)","(8.5, 10.5, 10.05625)","(8.0, 9.4, 9.216666666666667)","(1.95, 2.78, 2.769142857142857)","(11.0, 13.0, 12.965909090909092)"
12-01-2023 09:53:42.664865,"(6.0, 7.8, 7.728301886792453)","(8.0, 9.8, 9.529032258064516)","(8.5, 8.8, 8.5)","(8.5, 10.0, 9.875)","(8.0, 9.4, 9.212244897959184)","(1.95, 2.8, 2.769142857142857)","(11.0, 13.0, 13.307692307692308)"
12-01-2023 09:53:43.707415,"(6.0, 7.8, 7.67906976744186)","(8.0, 9.8, 9.442105263157895)","(8.5, 8.8, 8.600000000000001)","(8.5, 10.0, 9.696969696969697)","(8.0, 9.4, 9.226086956521739)","(1.95, 2.8, 2.7711627906976743)","(11.0, 13.5, 13.266666666666667)"
12-01-2023 09:53:44.784753,"(6.0, 7.8, 7.664150943396226)","(8.0, 9.8, 9.450000000000001)","(8.5, 8.8, 8.72857142857143)","(8.5, 10.0, 9.696969696969697)","(8.0, 9.4, 9.16969696969697)","(1.95, 2.82, 2.7897435897435896)","(11.0, 13.5, 13.266666666666667)"
12-01-2023 09:53:45.920055,"(6.0, 7.8, 7.664150943396226)","(8.0, 9.8, 9.51764705882353)","(8.5, 8.8, 8.657142857142857)","(8.5, 10.0, 9.696969696969697)","(8.0, 9.4, 9.16969696969697)","(1.95, 2.8, 2.791304347826087)","(11.0, 13.5, 13.137931034482758)"
12-01-2023 09:53:47.048481,"(6.0, 7.8, 7.651515151515151)","(8.0, 9.8, 9.51764705882353)","(8.5, 8.6, 8.58)","(8.5, 10.0, 9.696969696969697)","(8.0, 9.4, 9.16969696969697)","(1.95, 2.8, 2.791304347826087)","(11.0, 13.5, 13.137931034482758)"
12-01-2023 09:53:48.205722,"(6.0, 7.8, 7.651515151515151)","(8.0, 9.8, 9.51764705882353)","(8.5, 8.6, 8.700000000000001)","(8.5, 10.0, 9.763636363636364)","(8.0, 9.4, 9.355737704918033)","(1.95, 2.8, 2.781090909090909)","(11.0, 13.5, 13.19047619047619)"
12-01-2023 09:53:49.338126,"(6.0, 7.8, 7.651515151515151)","(8.0, 9.8, 9.51764705882353)","(8.5, 8.8, 8.688)","(8.5, 9.8, 9.706666666666667)","(8.0, 9.4, 9.2)","(1.95, 2.8, 2.768148148148148)","(11.0, 13.5, 13.19047619047619)"
12-01-2023 09:53:50.426822,"(6.0, 7.8, 7.651515151515151)","(8.0, 9.8, 9.508571428571429)","(8.5, 8.8, 8.688)","(8.5, 9.8, 9.7375)","(8.0, 9.4, 9.226086956521739)","(1.95, 2.8, 2.747086614173228)","(11.0, 13.5, 13.19047619047619)"
12-01-2023 09:53:51.339113,"(6.0, 7.6, 7.595)","(8.0, 9.8, 9.51764705882353)","(8.5, 9.2, 8.979999999999999)","(8.5, 9.8, 9.7375)","(8.0, 9.4, 9.226086956521739)","(1.95, 2.76, 2.747086614173228)","(11.0, 13.5, 13.19047619047619)"
12-01-2023 09:53:52.289944,"(6.0, 7.6, 7.595555555555555)","(8.0, 9.8, 9.51764705882353)","(8.5, 9.0, 8.966666666666667)","(8.5, 9.8, 9.7375)","(8.0, 9.4, 9.273684210526316)","(1.95, 2.76, 2.745983606557377)","(11.0, 13.5, 13.105263157894736)"
12-01-2023 09:53:53.396780,"(6.0, 7.6, 7.595555555555555)","(8.0, 9.8, 9.55)","(8.5, 9.2, 8.972413793103449)","(8.5, 9.8, 10.025)","(8.0, 9.4, 9.586666666666666)","(1.95, 2.76, 2.7463636363636366)","(11.0, 13.5, 12.153846153846153)"
12-01-2023 09:53:54.463838,"(6.0, 7.8, 7.647741935483871)","(8.0, 9.8, 9.55)","(8.5, 9.0, 8.971428571428572)","(8.5, 10.5, 10.025)","(8.0, 9.6, 9.796363636363637)","(1.95, 2.76, 2.7350495049504953)","(11.0, 12.5, 12.189655172413794)"
12-01-2023 09:53:55.519020,"(6.0, 7.8, 7.654320987654321)","(8.0, 9.8, 9.556521739130435)","(8.5, 9.0, 8.971428571428572)","(8.5, 10.5, 10.025)","(8.0, 9.8, 9.973684210526315)","(1.95, 2.74, 2.7192045454545455)","(11.0, 12.5, 12.75)"
12-01-2023 09:53:56.656994,"(6.0, 7.8, 7.654320987654321)","(8.0, 9.8, 9.666666666666666)","(8.5, 9.2, 9.097674418604651)","(8.5, 10.5, 10.025)","(8.0, 10.0, 9.91904761904762)","(1.95, 2.72, 2.719651162790698)","(11.0, 13.0, 12.722222222222221)"
12-01-2023 09:53:57.770821,"(6.0, 7.6, 7.587272727272727)","(8.0, 9.8, 9.666666666666666)","(8.5, 9.2, 9.087640449438203)","(8.5, 10.5, 10.025)","(8.0, 10.0, 9.91904761904762)","(1.95, 2.72, 2.6930232558139537)","(11.0, 13.0, 12.932203389830509)"
12-01-2023 09:53:58.818438,"(6.0, 7.6, 7.587719298245614)","(8.0, 9.8, 9.666666666666666)","(8.5, 9.2, 9.087640449438203)","(8.5, 10.5, 9.851219512195122)","(8.0, 10.0, 9.757377049180329)","(1.95, 2.72, 2.702790697674419)","(11.0, 13.0, 12.979166666666666)"
12-01-2023 09:53:59.920336,"(6.0, 7.6, 7.563157894736842)","(8.0, 9.6, 9.422222222222222)","(8.5, 9.6, 9.322448979591837)","(8.5, 10.5, 9.846666666666668)","(8.0, 9.8, 9.757377049180329)","(1.95, 2.74, 2.718235294117647)","(11.0, 13.5, 12.966101694915254)"
12-01-2023 09:54:00.917724,"(6.0, 7.6, 7.5625)","(8.0, 9.6, 9.416666666666668)","(8.5, 9.6, 9.297959183673468)","(8.5, 10.5, 9.846666666666668)","(8.0, 9.8, 9.785840707964603)","(1.95, 2.74, 2.7294736842105265)","(11.0, 13.0, 12.966101694915254)"
12-01-2023 09:54:01.831759,"(6.0, 7.6, 7.585714285714285)","(8.0, 9.6, 9.296969696969697)","(8.5, 9.6, 9.222222222222221)","(8.5, 10.5, 9.84)","(8.0, 9.8, 9.775652173913045)","(1.95, 2.74, 2.737777777777778)","(11.0, 13.0, 12.964912280701755)"
12-01-2023 09:54:02.942598,"(6.0, 7.6, 7.584466019417476)","(8.0, 9.8, 9.600000000000001)","(8.5, 9.4, 9.057142857142857)","(8.5, 10.5, 10.01311475409836)","(8.0, 10.0, 9.968421052631578)","(1.95, 2.74, 2.7134177215189874)","(11.0, 13.0, 13.082417582417582)"
12-01-2023 09:54:04.012428,"(6.0, 7.6, 7.593877551020408)","(8.0, 9.8, 9.600000000000001)","(8.5, 9.4, 9.057142857142857)","(8.5, 10.5, 10.01311475409836)","(8.0, 10.0, 9.968421052631578)","(1.9, 2.72, 2.7107368421052636)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:05.160822,"(6.0, 7.6, 7.585714285714285)","(8.0, 9.8, 9.672727272727274)","(8.5, 9.4, 9.138461538461538)","(8.5, 10.5, 9.959999999999999)","(8.0, 10.0, 9.763636363636364)","(1.9, 2.72, 2.706545454545455)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:06.205351,"(6.0, 7.6, 7.583720930232558)","(8.0, 9.8, 9.68)","(8.5, 9.2, 9.058823529411764)","(8.5, 10.5, 10.041666666666666)","(8.0, 10.5, 9.738461538461538)","(1.9, 2.72, 2.72)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:07.235023,"(6.0, 7.6, 7.583720930232558)","(8.0, 9.8, 9.745454545454546)","(8.5, 9.2, 9.02)","(8.5, 10.5, 10.034883720930232)","(8.0, 10.5, 9.811764705882352)","(1.9, 2.74, 2.7103225806451614)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:08.318226,"(6.0, 7.6, 7.572916666666666)","(8.0, 9.8, 9.672727272727274)","(8.5, 9.2, 9.089795918367347)","(8.5, 10.5, 9.95)","(8.0, 10.5, 9.811764705882352)","(1.9, 2.74, 2.720425531914894)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:09.340241,"(6.0, 7.6, 7.566)","(8.0, 9.8, 9.672727272727274)","(8.5, 9.2, 9.089795918367347)","(8.5, 10.0, 9.95)","(8.0, 10.5, 9.942857142857143)","(1.9, 2.74, 2.720425531914894)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:10.326845,"(6.0, 7.6, 7.566)","(8.0, 9.8, 9.672727272727274)","(8.5, 9.2, 9.089795918367347)","(8.5, 10.0, 9.95)","(8.5, 10.5, 9.942857142857143)","(2.0, 2.74, 2.720425531914894)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:11.289663,"(6.0, 7.6, 7.566)","(8.0, 9.8, 9.672727272727274)","(8.5, 9.2, 9.089795918367347)","(8.5, 10.0, 9.82777777777778)","(8.5, 10.5, 9.811764705882352)","(2.0, 2.74, 2.7337254901960786)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:12.318325,"(6.0, 7.6, 7.566)","(8.0, 9.8, 9.584615384615384)","(8.5, 9.2, 9.089795918367347)","(8.5, 10.0, 9.82777777777778)","(8.5, 10.5, 9.811764705882352)","(2.0, 2.74, 2.7337254901960786)","(11.0, 13.5, 13.063829787234042)"
12-01-2023 09:54:13.409798,"(6.0, 7.6, 7.566)","(8.0, 9.8, 9.584615384615384)","(8.5, 9.2, 9.089795918367347)","(8.5, 10.0, 9.82777777777778)","(8.5, 10.5, 9.466666666666667)","(2.0, 2.74, 2.743728813559322)","(11.0, 13.5, 13.098039215686274)"
12-01-2023 09:54:14.411432,"(6.0, 7.6, 7.572916666666666)","(8.0, 9.8, 9.584615384615384)","(8.5, 9.2, 9.103571428571428)","(8.5, 10.0, 9.7)","(8.5, 10.0, 9.571428571428571)","(2.0, 2.76, 2.7416129032258065)","(11.0, 13.5, 13.098039215686274)"
12-01-2023 09:54:15.519312,"(6.0, 7.6, 7.572916666666666)","(8.0, 9.8, 9.600000000000001)","(8.5, 9.2, 9.083870967741936)","(8.5, 9.8, 9.7)","(8.5, 9.8, 9.685714285714287)","(2.0, 2.76, 2.738888888888889)","(11.0, 13.5, 13.098039215686274)"
12-01-2023 09:54:16.598126,"(6.0, 7.6, 7.573737373737374)","(8.0, 9.8, 9.63529411764706)","(8.5, 9.2, 9.1)","(8.5, 9.8, 9.7)","(8.5, 9.8, 9.59047619047619)","(2.15, 2.76, 2.7325925925925927)","(10.0, 13.5, 13.098039215686274)"
12-01-2023 09:54:17.736119,"(6.0, 7.6, 7.577319587628866)","(8.0, 9.8, 9.63529411764706)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.7)","(8.5, 9.6, 9.59047619047619)","(2.15, 2.76, 2.7319298245614037)","(10.0, 13.5, 13.096153846153847)"
12-01-2023 09:54:18.908124,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.7)","(8.5, 9.6, 9.59047619047619)","(2.15, 2.76, 2.7319298245614037)","(10.0, 13.5, 13.107843137254902)"
12-01-2023 09:54:19.997794,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.709090909090909)","(8.5, 9.6, 9.59047619047619)","(2.15, 2.76, 2.71)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:21.114236,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.709090909090909)","(8.5, 9.6, 9.59047619047619)","(2.15, 2.74, 2.7248648648648652)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:22.101769,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.158620689655171)","(8.5, 9.8, 9.709090909090909)","(8.5, 9.6, 9.59047619047619)","(2.15, 2.74, 2.717692307692308)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:23.137946,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.158620689655171)","(8.5, 9.8, 9.709090909090909)","(8.5, 9.6, 9.59047619047619)","(2.15, 2.74, 2.7131428571428575)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:24.147724,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.158620689655171)","(8.5, 9.8, 9.690909090909091)","(8.5, 9.6, 9.926984126984127)","(2.15, 2.74, 2.702666666666667)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:25.113089,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.158620689655171)","(8.5, 9.8, 9.690909090909091)","(8.5, 10.0, 9.926984126984127)","(2.15, 2.74, 2.702666666666667)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:26.158337,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.683333333333334)","(8.5, 10.0, 9.94909090909091)","(2.15, 2.74, 2.702666666666667)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:27.272113,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.631578947368421)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.688235294117646)","(8.5, 10.0, 9.936666666666667)","(2.15, 2.74, 2.7248648648648652)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:28.398593,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.600000000000001)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.688235294117646)","(8.5, 10.0, 9.94909090909091)","(2.15, 2.74, 2.7248648648648652)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:29.523361,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.576)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.688235294117646)","(8.5, 10.0, 9.94909090909091)","(2.15, 2.74, 2.7396491228070174)","(10.0, 13.5, 13.13265306122449)"
12-01-2023 09:54:30.579899,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.576)","(8.5, 9.2, 9.153846153846153)","(8.5, 9.8, 9.688235294117646)","(8.5, 10.0, 9.94909090909091)","(2.15, 2.76, 2.7396491228070174)","(10.0, 13.5, 13.166666666666666)"
12-01-2023 09:54:31.737008,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.576)","(8.5, 9.2, 9.092307692307692)","(8.5, 9.8, 9.688235294117646)","(8.5, 10.0, 9.939130434782609)","(2.15, 2.76, 2.748627450980392)","(10.0, 13.5, 12.91891891891892)"
12-01-2023 09:54:32.943755,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.576)","(8.5, 9.2, 9.092307692307692)","(8.5, 9.8, 9.688235294117646)","(8.5, 10.0, 9.928)","(2.15, 2.76, 2.747719298245614)","(10.0, 13.0, 12.681818181818182)"
12-01-2023 09:54:34.065712,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.576)","(8.5, 9.2, 9.092307692307692)","(8.5, 9.8, 9.780952380952382)","(8.5, 10.0, 9.939130434782609)","(2.15, 2.76, 2.7512820512820513)","(10.0, 13.0, 12.4)"
12-01-2023 09:54:35.217434,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.600000000000001)","(8.5, 9.2, 9.092307692307692)","(8.5, 9.8, 9.415178571428571)","(8.5, 10.0, 9.939130434782609)","(2.05, 2.76, 2.754035087719298)","(10.0, 13.0, 12.424242424242424)"
12-01-2023 09:54:36.327096,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.600000000000001)","(8.5, 9.2, 9.106666666666666)","(8.5, 9.6, 9.222222222222223)","(8.5, 10.0, 9.939130434782609)","(2.05, 2.76, 2.743809523809524)","(10.0, 12.5, 12.424242424242424)"
12-01-2023 09:54:37.384507,"(6.0, 7.6, 7.577551020408163)","(8.0, 9.8, 9.662500000000001)","(8.5, 9.2, 9.106666666666666)","(8.5, 9.4, 9.153846153846153)","(8.5, 10.0, 9.82857142857143)","(2.05, 2.76, 2.745531914893617)","(10.0, 12.5, 12.424242424242424)"
12-01-2023 09:54:38.445934,"(6.0, 7.6, 7.579816513761467)","(8.0, 9.8, 9.685714285714285)","(8.5, 9.2, 9.106666666666666)","(8.5, 9.2, 9.145454545454545)","(8.5, 10.0, 9.82857142857143)","(2.05, 2.76, 2.7464)","(10.0, 12.5, 12.424242424242424)"
12-01-2023 09:54:39.565812,"(6.0, 7.6, 7.579816513761467)","(8.0, 9.8, 9.72)","(8.5, 9.2, 9.106666666666666)","(8.5, 9.2, 9.22857142857143)","(8.5, 10.0, 9.83529411764706)","(2.05, 2.76, 2.7475912408759124)","(10.0, 12.5, 12.466666666666667)"
