,Burns Bay,Im Feeling Firey,Just Dessy,Regulus,Brigadiers Son Nz,Falcons,Bumper,Artful Maid,Saving Major Percy,B Mac C Nz
06-01-2023 17:02:39.965380,"(5.5, 8.6, 8.272727272727272)","(5.5, 8.0, 7.726315789473684)","(3.9, 4.3, 4.201785714285714)","(7.0, 8.6, 8.438297872340424)","(3.2, 99999, 99990)","(21.0, 32.0, 29.23076923076923)","(81.0, 230.0, 163.33333333333334)","(19.0, 30.0, 31.5)","(26.0, 36.0, 31.6)","(21.0, 99999, 99990)"
06-01-2023 17:02:41.294081,"(5.5, 8.6, 8.272727272727272)","(5.5, 8.0, 7.726315789473684)","(3.9, 4.3, 4.184210526315789)","(7.0, 8.6, 8.388888888888888)","(3.2, 99999, 99990)","(21.0, 30.0, 28.5)","(81.0, 230.0, 163.33333333333334)","(19.0, 36.0, 33.166666666666664)","(26.0, 34.0, 30.0)","(21.0, 99999, 99990)"
06-01-2023 17:02:42.657272,"(5.5, 8.6, 8.272727272727272)","(5.5, 8.0, 7.696)","(3.9, 4.2, 4.202564102564102)","(7.0, 8.6, 8.584615384615384)","(3.2, 99999, 99990)","(20.0, 30.0, 30.0)","(71.0, 230.0, 163.33333333333334)","(19.0, 34.0, 32.125)","(26.0, 32.0, 31.5)","(21.0, 99999, 99990)"
06-01-2023 17:02:43.928239,"(5.5, 8.6, 8.242857142857144)","(5.5, 8.0, 7.7379310344827585)","(3.9, 4.3, 4.202564102564102)","(7.0, 8.6, 8.584615384615384)","(3.2, 99999, 99990)","(20.0, 36.0, 30.5)","(71.0, 230.0, 163.33333333333334)","(19.0, 34.0, 32.85)","(26.0, 32.0, 31.25)","(21.0, 99999, 99990)"
06-01-2023 17:02:45.204745,"(5.5, 8.4, 8.253333333333334)","(5.5, 8.0, 7.7379310344827585)","(3.9, 4.3, 4.202564102564102)","(7.0, 8.6, 8.584615384615384)","(3.2, 99999, 99990)","(20.0, 34.0, 29.8)","(81.0, 230.0, 163.33333333333334)","(19.0, 36.0, 32.85)","(26.0, 32.0, 31.7)","(21.0, 99999, 99990)"
06-01-2023 17:02:46.568832,"(5.5, 8.4, 8.2625)","(5.5, 8.0, 7.7379310344827585)","(3.9, 4.3, 4.222448979591837)","(7.0, 8.6, 8.584615384615384)","(3.2, 99999, 99990)","(20.0, 34.0, 33.36363636363636)","(81.0, 230.0, 163.33333333333334)","(19.0, 36.0, 32.85)","(26.0, 32.0, 31.7)","(21.0, 99999, 99990)"
06-01-2023 17:02:47.840767,"(5.5, 8.4, 8.2625)","(5.5, 8.0, 7.7379310344827585)","(3.9, 4.3, 4.2)","(7.0, 8.6, 8.426666666666666)","(3.2, 99999, 99990)","(20.0, 34.0, 30.133333333333333)","(81.0, 230.0, 175.0)","(19.0, 36.0, 33.42857142857143)","(26.0, 32.0, 31.7)","(21.0, 99999, 99990)"
06-01-2023 17:02:49.186968,"(5.5, 9.0, 8.5875)","(5.5, 8.0, 7.7043478260869565)","(3.9, 4.2, 4.094827586206896)","(7.0, 8.6, 8.52)","(3.2, 99999, 99990)","(20.0, 32.0, 30.25)","(81.0, 220.0, 175.0)","(19.0, 36.0, 33.42857142857143)","(26.0, 32.0, 33.5)","(21.0, 99999, 99990)"
06-01-2023 17:02:50.503540,"(5.5, 9.0, 8.78)","(5.5, 8.0, 7.728)","(3.9, 4.1, 4.072307692307692)","(7.0, 8.6, 8.485714285714286)","(3.2, 99999, 99990)","(20.0, 32.0, 30.352941176470587)","(81.0, 220.0, 175.0)","(19.0, 36.0, 32.0)","(26.0, 34.0, 33.54545454545455)","(21.0, 99999, 99990)"
06-01-2023 17:02:51.759431,"(5.5, 9.0, 8.88421052631579)","(5.5, 8.0, 7.728)","(3.9, 4.1, 4.1234375)","(7.0, 8.6, 8.527272727272727)","(3.2, 99999, 99990)","(20.0, 32.0, 30.0)","(81.0, 220.0, 180.0)","(19.0, 38.0, 32.375)","(26.0, 34.0, 33.27777777777778)","(21.0, 99999, 99990)"
06-01-2023 17:02:53.104088,"(5.5, 9.0, 8.977777777777778)","(5.5, 8.0, 7.743396226415094)","(3.9, 4.2, 4.1234375)","(7.0, 8.6, 8.507692307692308)","(3.2, 99999, 99990)","(20.0, 32.0, 30.0)","(81.0, 220.0, 175.0)","(19.0, 38.0, 34.08695652173913)","(26.0, 36.0, 33.2)","(21.0, 99999, 99990)"
06-01-2023 17:02:54.372463,"(5.5, 9.0, 8.95)","(5.5, 8.0, 7.738181818181818)","(3.9, 4.2, 4.121739130434783)","(7.0, 8.6, 8.113043478260868)","(3.2, 99999, 99990)","(20.0, 32.0, 30.0)","(81.0, 220.0, 180.0)","(19.0, 38.0, 34.666666666666664)","(26.0, 36.0, 34.57142857142857)","(21.0, 99999, 99990)"
06-01-2023 17:02:55.631009,"(5.5, 9.2, 8.959999999999999)","(5.5, 8.0, 7.861538461538461)","(3.9, 4.3, 4.141975308641975)","(7.0, 8.2, 7.783333333333333)","(3.2, 99999, 99990)","(20.0, 32.0, 30.0)","(81.0, 220.0, 185.0)","(19.0, 38.0, 34.666666666666664)","(26.0, 36.0, 33.375)","(21.0, 99999, 99990)"
06-01-2023 17:02:56.941387,"(5.5, 9.4, 9.24)","(5.5, 8.0, 7.797183098591549)","(3.9, 4.4, 4.375757575757576)","(7.0, 7.8, 7.421052631578948)","(3.2, 99999, 99990)","(20.0, 32.0, 30.0)","(81.0, 220.0, 193.33333333333334)","(19.0, 38.0, 34.666666666666664)","(26.0, 36.0, 35.75)","(21.0, 99999, 99990)"
06-01-2023 17:02:58.236443,"(6.0, 9.4, 9.214285714285714)","(5.5, 8.0, 7.797183098591549)","(3.9, 4.4, 4.372532188841202)","(7.0, 7.8, 7.23302752293578)","(3.1, 99999, 99990)","(21.0, 32.0, 29.894736842105264)","(81.0, 220.0, 173.33333333333334)","(19.0, 38.0, 34.57142857142857)","(26.0, 38.0, 33.666666666666664)","(21.0, 99999, 99990)"
06-01-2023 17:02:59.630407,"(6.0, 9.2, 8.91764705882353)","(5.5, 8.0, 7.828571428571428)","(3.9, 4.4, 4.449137931034483)","(7.0, 7.6, 7.217857142857143)","(3.1, 99999, 99990)","(21.0, 32.0, 29.894736842105264)","(81.0, 220.0, 185.0)","(19.0, 38.0, 34.57142857142857)","(26.0, 34.0, 35.75)","(21.0, 99999, 99990)"
06-01-2023 17:03:00.965114,"(6.0, 9.2, 8.874285714285714)","(5.5, 8.0, 7.788235294117647)","(3.9, 4.5, 4.575862068965518)","(7.0, 7.4, 7.08)","(3.1, 99999, 99990)","(21.0, 32.0, 29.894736842105264)","(81.0, 220.0, 185.0)","(21.0, 38.0, 34.0)","(26.0, 38.0, 34.857142857142854)","(21.0, 99999, 99990)"
06-01-2023 17:03:02.286688,"(6.0, 8.8, 8.571428571428571)","(5.5, 8.0, 7.726530612244898)","(3.9, 4.7, 4.619230769230769)","(7.0, 7.4, 7.212307692307692)","(3.1, 99999, 99990)","(21.0, 32.0, 30.666666666666668)","(81.0, 220.0, 185.0)","(21.0, 38.0, 33.65)","(26.0, 36.0, 34.8)","(21.0, 99999, 99990)"
06-01-2023 17:03:03.584077,"(6.0, 8.6, 8.571428571428571)","(5.5, 8.0, 7.726530612244898)","(3.9, 4.7, 4.619230769230769)","(7.0, 7.4, 7.2093750000000005)","(3.1, 99999, 99990)","(21.0, 32.0, 30.8)","(81.0, 220.0, 176.66666666666666)","(21.0, 38.0, 33.65)","(26.0, 36.0, 33.714285714285715)","(21.0, 99999, 99990)"
06-01-2023 17:03:04.864001,"(6.0, 8.6, 8.52)","(5.5, 8.0, 7.726530612244898)","(3.9, 4.7, 4.742307692307692)","(7.0, 7.4, 7.056338028169014)","(3.1, 99999, 99990)","(21.0, 32.0, 30.8)","(91.0, 230.0, 185.0)","(21.0, 38.0, 32.9)","(26.0, 36.0, 31.6)","(21.0, 99999, 99990)"
06-01-2023 17:03:06.262646,"(6.0, 8.6, 8.733333333333333)","(5.5, 8.0, 6.8578947368421055)","(3.9, 4.8, 4.952173913043478)","(7.0, 7.4, 7.104347826086957)","(3.1, 99999, 99990)","(21.0, 32.0, 31.6)","(91.0, 220.0, 190.0)","(21.0, 38.0, 30.367346938775512)","(26.0, 32.0, 33.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:07.632146,"(6.0, 9.4, 9.246153846153845)","(5.5, 7.2, 7.028947368421052)","(3.9, 5.0, 5.076923076923077)","(7.0, 7.4, 7.080597014925373)","(3.1, 99999, 99990)","(21.0, 32.0, 32.8)","(91.0, 230.0, 176.66666666666666)","(21.0, 32.0, 28.19047619047619)","(26.0, 34.0, 31.5)","(21.0, 99999, 99990)"
06-01-2023 17:03:09.052110,"(6.0, 8.4, 8.251351351351351)","(5.5, 7.2, 6.8625)","(3.9, 5.1, 5.1)","(7.0, 7.6, 7.485714285714286)","(3.1, 99999, 99990)","(21.0, 34.0, 32.25)","(91.0, 230.0, 173.33333333333334)","(21.0, 32.0, 27.46511627906977)","(26.0, 32.0, 30.8)","(21.0, 99999, 99990)"
06-01-2023 17:03:10.342186,"(6.0, 8.4, 8.251351351351351)","(5.5, 7.2, 7.163636363636364)","(3.9, 5.2, 5.036842105263157)","(7.0, 7.6, 7.485714285714286)","(3.1, 99999, 99990)","(21.0, 34.0, 32.5)","(61.0, 220.0, 173.33333333333334)","(21.0, 32.0, 28.1)","(26.0, 32.0, 28.666666666666668)","(21.0, 99999, 99990)"
06-01-2023 17:03:11.634946,"(6.0, 9.2, 9.083333333333332)","(5.5, 7.2, 7.163636363636364)","(3.9, 5.1, 5.036842105263157)","(7.0, 7.6, 7.485714285714286)","(3.1, 99999, 99990)","(21.0, 34.0, 32.5)","(61.0, 220.0, 173.33333333333334)","(21.0, 32.0, 28.1)","(26.0, 32.0, 28.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:12.927503,"(6.0, 9.2, 9.017391304347825)","(5.5, 6.6, 6.503333333333333)","(3.9, 5.2, 5.172727272727273)","(7.0, 7.6, 7.485714285714286)","(3.1, 99999, 99990)","(21.0, 34.0, 32.5)","(61.0, 220.0, 173.33333333333334)","(21.0, 32.0, 28.1)","(26.0, 30.0, 28.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:14.216491,"(6.0, 9.2, 9.017391304347825)","(5.5, 6.6, 6.503333333333333)","(3.9, 5.2, 5.172727272727273)","(7.0, 7.6, 7.485714285714286)","(3.1, 99999, 99990)","(21.0, 34.0, 32.5)","(61.0, 220.0, 173.33333333333334)","(21.0, 32.0, 28.1)","(26.0, 30.0, 28.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:15.774176,"(6.0, 9.2, 9.025806451612903)","(5.5, 6.8, 6.934426229508197)","(3.9, 5.2, 5.314285714285714)","(7.0, 7.4, 7.253658536585366)","(3.1, 99999, 99990)","(21.0, 34.0, 31.5)","(61.0, 220.0, 160.0)","(21.0, 32.0, 28.1)","(26.0, 30.0, 27.666666666666668)","(21.0, 99999, 99990)"
06-01-2023 17:03:17.195696,"(6.0, 9.2, 8.49375)","(5.5, 7.0, 6.9393939393939394)","(3.9, 5.6, 5.495652173913043)","(7.0, 7.4, 7.205128205128205)","(3.1, 99999, 99990)","(21.0, 32.0, 31.0)","(71.0, 220.0, 175.0)","(21.0, 32.0, 28.1)","(21.0, 29.0, 27.666666666666668)","(21.0, 99999, 99990)"
06-01-2023 17:03:18.578481,"(6.0, 8.4, 8.31891891891892)","(5.5, 7.0, 6.923076923076923)","(3.9, 5.6, 5.3999999999999995)","(7.0, 7.4, 6.8585365853658535)","(3.1, 99999, 99990)","(21.0, 32.0, 30.666666666666668)","(71.0, 220.0, 175.0)","(21.0, 32.0, 28.09090909090909)","(21.0, 29.0, 29.142857142857142)","(21.0, 99999, 99990)"
06-01-2023 17:03:20.060297,"(6.0, 9.0, 8.823529411764707)","(5.5, 7.2, 6.8)","(3.9, 5.6, 5.3999999999999995)","(7.0, 7.4, 6.8585365853658535)","(3.1, 99999, 99990)","(21.0, 34.0, 32.57142857142857)","(81.0, 220.0, 175.0)","(21.0, 32.0, 28.09090909090909)","(21.0, 32.0, 30.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:21.463684,"(6.0, 9.0, 8.823529411764707)","(5.5, 7.2, 6.8)","(3.9, 5.6, 5.3999999999999995)","(7.0, 7.4, 6.88)","(3.1, 99999, 99990)","(21.0, 34.0, 32.90909090909091)","(81.0, 220.0, 175.0)","(21.0, 32.0, 28.08695652173913)","(21.0, 32.0, 29.6)","(21.0, 99999, 99990)"
06-01-2023 17:03:22.807285,"(6.0, 9.0, 8.823529411764707)","(5.5, 7.2, 6.8354430379746836)","(3.9, 5.6, 5.3999999999999995)","(7.0, 7.4, 6.88)","(3.1, 99999, 99990)","(21.0, 34.0, 32.90909090909091)","(81.0, 220.0, 175.0)","(21.0, 30.0, 27.46153846153846)","(21.0, 32.0, 29.6)","(21.0, 99999, 99990)"
06-01-2023 17:03:24.193223,"(6.0, 9.0, 8.614285714285714)","(5.5, 7.0, 6.860869565217391)","(3.9, 5.6, 5.359999999999999)","(7.0, 7.4, 6.88)","(3.1, 99999, 99990)","(21.0, 34.0, 36.8)","(81.0, 220.0, 175.0)","(21.0, 30.0, 27.5)","(21.0, 32.0, 32.8)","(21.0, 99999, 99990)"
06-01-2023 17:03:25.587529,"(6.0, 8.4, 8.278688524590164)","(5.5, 7.0, 6.930434782608695)","(3.9, 5.6, 5.359999999999999)","(7.0, 7.4, 6.88)","(3.1, 99999, 99990)","(21.0, 38.0, 33.714285714285715)","(81.0, 220.0, 175.0)","(21.0, 30.0, 27.5)","(21.0, 34.0, 30.4)","(21.0, 99999, 99990)"
06-01-2023 17:03:26.973721,"(6.0, 8.0, 7.875)","(5.5, 7.0, 7.042424242424242)","(3.9, 5.5, 5.166666666666667)","(7.0, 7.4, 7.053333333333334)","(3.1, 99999, 99990)","(21.0, 36.0, 31.333333333333332)","(81.0, 220.0, 166.66666666666666)","(21.0, 30.0, 27.5)","(21.0, 34.0, 29.5)","(21.0, 99999, 99990)"
06-01-2023 17:03:28.492378,"(6.0, 8.4, 8.066666666666666)","(5.5, 7.2, 7.016666666666667)","(3.9, 5.4, 5.103571428571429)","(7.0, 7.4, 6.51219512195122)","(3.1, 99999, 99990)","(21.0, 36.0, 30.4)","(81.0, 220.0, 175.0)","(21.0, 30.0, 27.5)","(21.0, 32.0, 29.5)","(21.0, 99999, 99990)"
06-01-2023 17:03:29.930368,"(6.0, 8.4, 8.066666666666666)","(5.5, 7.2, 7.518367346938776)","(3.8, 5.3, 5.06)","(6.5, 7.4, 6.464705882352941)","(3.1, 99999, 99990)","(21.0, 36.0, 32.0)","(91.0, 220.0, 184.0)","(21.0, 30.0, 27.857142857142858)","(21.0, 32.0, 30.2)","(21.0, 99999, 99990)"
06-01-2023 17:03:31.424370,"(6.0, 8.4, 8.123076923076923)","(5.5, 7.8, 7.473684210526316)","(3.8, 5.3, 5.082051282051282)","(6.5, 6.6, 6.366666666666667)","(3.1, 99999, 99990)","(21.0, 36.0, 32.0)","(91.0, 220.0, 188.57142857142856)","(21.0, 30.0, 25.0)","(21.0, 32.0, 29.272727272727273)","(21.0, 99999, 99990)"
06-01-2023 17:03:32.954847,"(6.0, 8.4, 8.2)","(5.5, 8.0, 7.822222222222222)","(3.8, 5.8, 5.73420245398773)","(6.5, 6.8, 6.2)","(3.1, 99999, 99990)","(21.0, 36.0, 36.6)","(91.0, 220.0, 416.6666666666667)","(21.0, 30.0, 24.923076923076923)","(21.0, 32.0, 30.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:34.441392,"(6.0, 9.6, 7.65)","(5.5, 8.0, 7.822222222222222)","(3.8, 5.8, 5.728440366972477)","(6.5, 7.2, 6.128571428571429)","(3.1, 99999, 99990)","(21.0, 48.0, 34.2)","(91.0, 580.0, 416.6666666666667)","(21.0, 38.0, 24.923076923076923)","(21.0, 38.0, 30.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:35.951660,"(6.0, 9.6, 7.65)","(5.5, 8.0, 7.822222222222222)","(3.8, 5.8, 5.728440366972477)","(6.5, 7.2, 6.128571428571429)","(3.2, 99999, 99990)","(21.0, 44.0, 36.375)","(91.0, 580.0, 410.0)","(21.0, 38.0, 24.923076923076923)","(21.0, 38.0, 30.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:37.362418,"(6.0, 9.6, 7.95)","(5.5, 8.0, 6.816091954022989)","(3.8, 5.8, 5.0125)","(6.5, 7.2, 6.283333333333333)","(3.2, 99999, 99990)","(21.0, 42.0, 28.0)","(91.0, 570.0, 410.0)","(21.0, 38.0, 24.363636363636363)","(21.0, 38.0, 16.5)","(21.0, 99999, 99990)"
06-01-2023 17:03:38.806359,"(6.0, 9.6, 7.95)","(5.5, 8.2, 7.2)","(3.8, 5.8, 4.68)","(6.5, 8.2, 6.175)","(3.2, 99999, 99990)","(21.0, 44.0, 28.0)","(91.0, 570.0, 330.0)","(21.0, 38.0, 24.363636363636363)","(21.0, 18.5, 28.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:40.212924,"(6.0, 9.6, 6.245454545454545)","(5.5, 8.0, 7.6000000000000005)","(3.8, 5.8, 5.5375)","(6.5, 6.8, 6.466666666666667)","(3.2, 99999, 99990)","(21.0, 44.0, 28.666666666666668)","(91.0, 560.0, 253.33333333333334)","(21.0, 38.0, 25.272727272727273)","(21.0, 38.0, 28.25)","(21.0, 99999, 99990)"
06-01-2023 17:03:41.745793,"(6.0, 7.4, 7.1)","(5.5, 8.0, 9.276923076923078)","(3.8, 5.8, 13.604878048780488)","(6.5, 6.8, 6.5)","(3.2, 99999, 99990)","(21.0, 44.0, 37.875)","(91.0, 560.0, 325.0)","(21.0, 38.0, 25.636363636363637)","(21.0, 38.0, 24.666666666666664)","(21.0, 99999, 99990)"
06-01-2023 17:03:43.150280,"(6.0, 7.2, 6.625)","(5.5, 9.4, 8.725)","(3.8, 14.0, 12.322727272727272)","(6.5, 8.0, 5.6)","(3.2, 99999, 99990)","(21.0, 44.0, 37.875)","(91.0, 550.0, 320.0)","(21.0, 38.0, 25.636363636363637)","(21.0, 42.0, 26.333333333333332)","(21.0, 99999, 99990)"
06-01-2023 17:03:44.580829,"(6.0, 7.0, 4.88)","(5.5, 9.0, 8.725)","(3.8, 12.5, 10.621052631578948)","(6.5, 6.2, 5.6)","(3.2, 99999, 99990)","(21.0, 44.0, 38.0)","(91.0, 540.0, 315.0)","(21.0, 38.0, 23.77777777777778)","(21.0, 42.0, 23.875)","(21.0, 99999, 99990)"
06-01-2023 17:03:46.025817,"(6.0, 4.7, 4.5600000000000005)","(5.5, 9.0, 7.036363636363636)","(3.8, 11.0, 13.100000000000001)","(6.5, 6.2, 5.3)","(3.2, 99999, 99990)","(21.0, 44.0, 34.4)","(91.0, 530.0, 315.0)","(21.0, 38.0, 26.0)","(21.0, 40.0, 29.25)","(21.0, 99999, 99990)"
06-01-2023 17:03:47.511418,"(6.0, 5.1, 4.4125)","(5.5, 9.4, 7.218181818181818)","(3.8, 14.0, 13.100000000000001)","(6.5, 6.2, 5.3)","(3.2, 99999, 99990)","(21.0, 44.0, 34.4)","(91.0, 530.0, 305.0)","(21.0, 38.0, 26.0)","(21.0, 40.0, 24.666666666666664)","(21.0, 99999, 99990)"
06-01-2023 17:03:49.032107,"(6.0, 5.1, 3.492857142857143)","(5.5, 9.4, 7.458823529411765)","(3.8, 14.0, 13.100000000000001)","(6.5, 6.2, 5.3)","(3.2, 99999, 99990)","(21.0, 44.0, 34.4)","(91.0, 510.0, 205.0)","(21.0, 38.0, 24.375)","(21.0, 42.0, 28.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:50.544168,"(6.0, 4.1, 3.492857142857143)","(5.5, 9.4, 7.988235294117647)","(3.8, 14.0, 12.661538461538461)","(6.5, 6.2, 5.24)","(3.2, 99999, 99990)","(21.0, 44.0, 36.0)","(91.0, 520.0, 300.0)","(21.0, 30.0, 24.375)","(21.0, 40.0, 28.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:52.063748,"(6.0, 6.2, 3.9666666666666663)","(5.5, 9.4, 7.988235294117647)","(3.8, 13.0, 12.661538461538461)","(6.5, 6.2, 5.24)","(3.2, 99999, 99990)","(21.0, 44.0, 36.0)","(91.0, 500.0, 300.0)","(21.0, 30.0, 24.285714285714285)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:53.568337,"(6.0, 4.1, 4.316000000000001)","(5.5, 9.4, 6.929411764705882)","(3.8, 13.0, 12.661538461538461)","(6.5, 6.2, 5.24)","(3.2, 99999, 99990)","(21.0, 44.0, 38.0)","(91.0, 500.0, 233.33333333333334)","(21.0, 30.0, 16.541666666666668)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:55.005121,"(6.0, 4.4, 3.705)","(5.5, 9.4, 6.929411764705882)","(3.8, 13.0, 7.857142857142857)","(6.5, 6.2, 5.24)","(3.2, 99999, 99990)","(21.0, 44.0, 38.0)","(91.0, 500.0, 290.0)","(21.0, 21.0, 16.88235294117647)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:56.564338,"(6.0, 3.75, 3.705)","(5.5, 9.4, 6.929411764705882)","(3.8, 11.0, 12.533333333333333)","(6.5, 6.2, 5.675)","(3.2, 99999, 99990)","(21.0, 44.0, 38.0)","(91.0, 480.0, 295.0)","(21.0, 21.0, 16.88235294117647)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:58.047151,"(6.0, 3.75, 3.799)","(5.5, 9.4, 6.929411764705882)","(3.8, 15.5, 12.6)","(6.5, 6.2, 5.22)","(3.2, 99999, 99990)","(21.0, 44.0, 36.0)","(91.0, 490.0, 197.5)","(21.0, 21.0, 20.357142857142858)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:03:59.405657,"(6.0, 3.85, 3.799)","(5.5, 9.4, 6.929411764705882)","(3.8, 15.5, 14.6)","(6.5, 5.5, 5.22)","(3.2, 99999, 99990)","(21.0, 44.0, 36.0)","(91.0, 490.0, 242.0)","(21.0, 30.0, 16.25)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:04:00.869829,"(6.0, 4.7, 3.2272727272727275)","(5.5, 9.4, 7.3999999999999995)","(3.8, 18.5, 14.6)","(6.5, 5.5, 5.525)","(3.2, 99999, 99990)","(21.0, 44.0, 36.0)","(91.0, 470.0, 246.66666666666666)","(21.0, 30.0, 16.375)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:04:02.271151,"(6.0, 4.0, 3.2272727272727275)","(5.5, 9.4, 7.828571428571429)","(3.8, 18.5, 17.454545454545453)","(6.5, 6.0, 5.619999999999999)","(3.2, 99999, 99990)","(21.0, 44.0, 38.0)","(91.0, 540.0, 246.66666666666666)","(21.0, 22.0, 16.375)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:04:03.652620,"(6.0, 4.0, 3.2272727272727275)","(5.5, 9.4, 7.828571428571429)","(3.8, 18.5, 12.454545454545453)","(6.5, 6.0, 6.336363636363636)","(3.2, 99999, 99990)","(21.0, 44.0, 38.0)","(91.0, 540.0, 305.0)","(21.0, 22.0, 17.4)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:04:05.004202,"(6.0, 3.9, 3.5625)","(5.5, 9.4, 7.133333333333333)","(3.8, 13.0, 12.399999999999999)","(6.5, 8.2, 5.15)","(3.2, 99999, 99990)","(21.0, 44.0, 38.0)","(91.0, 510.0, 305.0)","(21.0, 29.0, 21.25)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:04:06.324845,"(6.0, 3.9, 3.5625)","(5.5, 9.8, 7.133333333333333)","(3.8, 13.0, 11.333333333333332)","(6.5, 5.5, 5.15)","(3.2, 99999, 99990)","(21.0, 44.0, 39.5)","(91.0, 510.0, 305.0)","(21.0, 28.0, 20.75)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:04:07.652891,"(6.0, 3.9, 3.5625)","(5.5, 9.8, 7.133333333333333)","(3.8, 13.5, 11.333333333333332)","(6.5, 5.5, 7.22)","(3.2, 99999, 99990)","(21.0, 46.0, 37.33333333333333)","(91.0, 510.0, 305.0)","(21.0, 28.0, 20.75)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
06-01-2023 17:04:09.893519,"(6.0, 3.9, 3.5625)","(5.5, 9.8, 8.36)","(3.8, 17.0, 13.666666666666668)","(6.5, 8.0, 5.6)","(3.2, 99999, 99990)","(21.0, 46.0, 37.33333333333333)","(91.0, 510.0, 305.0)","(21.0, 28.0, 23.166666666666664)","(21.0, 40.0, 22.0)","(21.0, 99999, 99990)"
