,Sweet Zambora,Seductive Zara,Whisky Dutton,Flying Zinger,Blaze A Trail,Kings Court
08-01-2023 17:31:40.171699,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:41.183157,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:42.153176,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:43.042942,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:43.937480,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:44.964736,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:45.957521,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:46.962499,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:48.014115,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:48.985702,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:50.005013,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:50.914051,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:51.987706,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:52.938606,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:53.856251,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:54.847853,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:55.713042,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:56.712332,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:57.695927,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:58.751294,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:31:59.837924,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:01.089520,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:02.241250,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:03.271075,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:04.207049,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:05.151752,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:06.104279,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:07.076926,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:07.984427,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:08.933149,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:09.877225,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:10.884635,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:12.011497,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:13.219397,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:14.165401,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:15.172956,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:16.139423,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:17.092253,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:18.021972,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:18.975477,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:19.924983,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:20.866239,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:21.750115,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:22.637965,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:23.599426,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:24.569177,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:25.591584,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:26.603345,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:27.651944,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:28.628081,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:29.612454,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:30.547251,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:31.546475,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:32.437221,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:33.304348,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:34.194020,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:35.111705,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:36.095047,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:37.073460,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:38.036775,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:38.962783,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:39.941907,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:40.862975,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:41.809653,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:42.768833,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:43.751898,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:44.697942,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:45.623248,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:46.526441,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:47.437817,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:48.332025,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:49.273253,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:50.171095,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:51.069501,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:51.975920,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:52.857822,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:53.742206,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:54.664757,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:55.638684,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:56.652830,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:57.673933,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:58.655069,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:32:59.635466,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:00.562711,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:01.429538,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:02.314022,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:03.174048,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:04.110050,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:05.075928,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:05.997144,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:06.891462,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:07.783793,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:08.686739,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:09.689763,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:10.660350,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:11.644897,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:12.597124,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:13.559353,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:14.458485,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:15.329071,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:16.239163,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:17.208027,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:18.211495,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
08-01-2023 17:33:19.232625,"(51.0, 480.0, 288.8888888888889)","(11.0, 23.0, 21.909090909090907)","(2.9, 4.6, 3.5585714285714283)","(9.0, 18.0, 10.333333333333334)","(1.45, 99999, 99990)","(41.0, 210.0, 67.63636363636364)"
