,Sweet Zambora,Seductive Zara,Whisky Dutton,Flying Zinger,Blaze A Trail,Kings Court
08-01-2023 17:36:19.652415,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:20.653584,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:21.645738,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:22.654282,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:23.704818,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.172)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:24.697831,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:25.742284,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:26.799748,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:27.836200,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:28.790560,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:29.805733,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:30.778897,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:31.738544,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:32.661035,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:33.622996,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:34.515212,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:35.482039,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:36.631914,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:37.779861,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.19)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:38.880625,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:40.050900,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:41.231227,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:42.298763,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:43.376988,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:44.404151,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:45.422895,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:46.322375,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.7)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 12.88888888888889)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:47.266410,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:48.232941,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:49.156178,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:50.180705,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:51.213548,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:52.267610,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:53.251206,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:54.298004,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:55.222242,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:56.098773,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:57.035456,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:57.938750,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:58.939397,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:36:59.946457,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:00.918574,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:01.820141,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:02.748194,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:03.642852,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:04.569026,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:05.551533,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:06.571912,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:07.536816,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 60.85714285714286)"
08-01-2023 17:37:08.524885,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:09.563996,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:10.522707,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:11.504096,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:12.519742,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2800000000000002)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:13.474067,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2800000000000002)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:14.397421,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2800000000000002)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:15.365989,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:16.250931,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:17.204584,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:18.158937,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.19)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:19.091854,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:20.046542,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:21.081626,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:22.206749,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:23.206367,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:24.249422,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:25.461966,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:26.529763,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:27.729008,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:28.791439,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:29.767854,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:30.745678,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:31.689838,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:32.564363,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:33.593268,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:34.632663,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:35.649154,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:36.714858,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:37.796152,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:38.817516,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:39.812755,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.38125)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:40.838204,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.38125)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:41.805230,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.38125)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:42.674567,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:43.670930,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:44.616957,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:45.634832,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.19)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:46.677509,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:47.699830,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:48.608993,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:49.556939,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:50.430374,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:51.330694,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2800000000000002)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:52.352706,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2800000000000002)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:53.314053,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2800000000000002)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:54.281835,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:55.352465,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.665714285714286)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:56.389367,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.19)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:57.270376,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.19)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:58.244444,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.19)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:37:59.214738,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.2887096774193547)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:00.095966,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:01.025242,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:01.973161,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:02.914996,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:03.886381,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:04.907765,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:05.903062,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.3322580645161293)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:06.840172,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:07.861499,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
08-01-2023 17:38:08.830620,"(51.0, 480.0, 336.6666666666667)","(11.0, 23.0, 20.25)","(2.9, 4.9, 3.1642857142857146)","(9.0, 18.0, 13.0)","(1.45, 99999, 99990)","(41.0, 210.0, 88.58823529411765)"
