,Gentle Giant Nz,Polka Dot Dance Nz,Dont Need Bling,Shaded,Spot On Chic,Katlas Dream,Highview Sadler Nz,Rocking Lou,Explosive Bronski
10-01-2023 14:40:18.955812,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.6, 8.225)","(21.0, 29.0, 24.0)","(101.0, 180.0, 117.14285714285714)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(41.0, 85.0, 74.0)","(41.0, 38.0, 32.44444444444444)"
10-01-2023 14:40:20.347098,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.6, 8.12)","(21.0, 29.0, 24.0)","(101.0, 180.0, 160.0)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(41.0, 80.0, 52.5)","(41.0, 38.0, 32.44444444444444)"
10-01-2023 14:40:21.766220,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.6, 8.454545454545455)","(21.0, 29.0, 26.0)","(101.0, 180.0, 160.0)","(2.7, 3.85, 3.8857142857142857)","(6.0, 99999, 99990)","(41.0, 75.0, 50.0)","(41.0, 38.0, 33.5)"
10-01-2023 14:40:23.181863,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 9.0, 8.04)","(21.0, 29.0, 25.57142857142857)","(101.0, 180.0, 104.0)","(2.7, 4.1, 3.7777777777777777)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 38.0, 32.285714285714285)"
10-01-2023 14:40:24.552540,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 9.0, 8.466666666666667)","(21.0, 29.0, 25.57142857142857)","(101.0, 180.0, 104.0)","(2.7, 4.0, 3.7777777777777777)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 38.0, 32.285714285714285)"
10-01-2023 14:40:25.869886,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.2)","(21.0, 29.0, 36.875)","(101.0, 180.0, 117.14285714285714)","(2.7, 4.0, 3.7777777777777777)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 38.0, 34.0)"
10-01-2023 14:40:27.332384,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.2)","(21.0, 60.0, 37.0)","(101.0, 180.0, 117.14285714285714)","(2.7, 4.0, 3.75)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 38.0, 34.0)"
10-01-2023 14:40:28.748515,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.2)","(21.0, 50.0, 32.666666666666664)","(101.0, 180.0, 117.14285714285714)","(2.7, 4.0, 3.75)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 38.0, 34.0)"
10-01-2023 14:40:30.067211,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.454545454545455)","(21.0, 50.0, 36.0)","(101.0, 180.0, 140.0)","(2.7, 4.0, 3.75)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 38.0, 34.0)"
10-01-2023 14:40:31.418697,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 9.0, 8.466666666666667)","(21.0, 48.0, 36.0)","(101.0, 180.0, 140.0)","(2.7, 4.0, 3.75)","(6.0, 99999, 99990)","(41.0, 70.0, 56.33333333333333)","(41.0, 38.0, 34.0)"
10-01-2023 14:40:32.953804,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.2)","(21.0, 48.0, 35.0)","(101.0, 180.0, 154.28571428571428)","(2.7, 4.0, 3.75)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 38.0, 36.0)"
10-01-2023 14:40:34.349623,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.2)","(21.0, 46.0, 34.0)","(101.0, 180.0, 154.28571428571428)","(2.7, 4.0, 3.75)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 40.0, 36.0)"
10-01-2023 14:40:35.865881,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.2)","(21.0, 44.0, 29.0)","(101.0, 180.0, 154.28571428571428)","(2.7, 4.0, 3.75)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 40.0, 36.0)"
10-01-2023 14:40:37.332395,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.2)","(21.0, 44.0, 32.0)","(101.0, 180.0, 154.28571428571428)","(2.7, 4.0, 3.7375)","(6.0, 99999, 99990)","(41.0, 70.0, 50.0)","(41.0, 40.0, 36.0)"
10-01-2023 14:40:38.777544,"(3.4, 99999, 99990)","(4.2, 99999, 99990)","(8.5, 8.8, 8.32)","(21.0, 40.0, 32.333333333333336)","(101.0, 180.0, 154.28571428571428)","(2.7, 4.0, 3.8461538461538463)","(6.0, 99999, 99990)","(41.0, 120.0, 75.0)","(41.0, 40.0, 36.25)"
10-01-2023 14:40:40.209739,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 8.8, 8.32)","(21.0, 38.0, 30.0)","(101.0, 180.0, 154.28571428571428)","(2.7, 4.0, 3.7777777777777777)","(6.0, 99999, 99990)","(31.0, 120.0, 70.0)","(31.0, 40.0, 37.27272727272727)"
10-01-2023 14:40:41.697724,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 8.8, 8.32)","(21.0, 36.0, 28.8)","(101.0, 180.0, 154.28571428571428)","(2.7, 4.0, 3.7750000000000004)","(6.0, 99999, 99990)","(31.0, 110.0, 96.66666666666667)","(31.0, 40.0, 37.27272727272727)"
10-01-2023 14:40:43.296539,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 8.8, 8.285714285714286)","(21.0, 34.0, 28.8)","(101.0, 180.0, 154.28571428571428)","(2.7, 3.95, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 130.0, 75.0)","(31.0, 40.0, 37.27272727272727)"
10-01-2023 14:40:45.190663,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 9.0, 8.2)","(21.0, 34.0, 28.8)","(101.0, 180.0, 154.28571428571428)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 110.0, 83.0)","(31.0, 40.0, 37.27272727272727)"
10-01-2023 14:40:46.848447,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 9.0, 8.2)","(21.0, 34.0, 29.2)","(101.0, 180.0, 116.25)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 110.0, 75.71428571428572)","(31.0, 40.0, 37.27272727272727)"
10-01-2023 14:40:49.056058,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 9.0, 8.2)","(21.0, 34.0, 29.2)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 110.0, 75.71428571428572)","(31.0, 40.0, 37.0)"
10-01-2023 14:40:50.443458,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 9.0, 8.466666666666667)","(21.0, 34.0, 29.2)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 110.0, 67.14285714285714)","(31.0, 40.0, 37.0)"
10-01-2023 14:40:51.841664,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 9.0, 8.466666666666667)","(21.0, 34.0, 29.2)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 95.0, 66.66666666666666)","(31.0, 40.0, 37.0)"
10-01-2023 14:40:53.298766,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.5, 9.0, 8.466666666666667)","(21.0, 34.0, 29.2)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 85.0, 66.66666666666666)","(31.0, 40.0, 37.0)"
10-01-2023 14:40:54.772296,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.466666666666667)","(21.0, 34.0, 29.2)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 85.0, 63.333333333333336)","(31.0, 40.0, 37.0)"
10-01-2023 14:40:56.173034,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 34.0, 28.0)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 80.0, 63.333333333333336)","(31.0, 40.0, 37.0)"
10-01-2023 14:40:57.641323,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 32.0, 24.666666666666668)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 80.0, 52.5)","(31.0, 40.0, 37.0)"
10-01-2023 14:40:59.065723,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 30.0, 25.5)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 52.5)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:00.473877,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 29.0, 25.5)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 52.5)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:01.957502,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 29.0, 23.166666666666668)","(101.0, 180.0, 137.5)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 52.5)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:03.518487,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 29.0, 24.0)","(101.0, 190.0, 173.33333333333334)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 59.66666666666667)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:05.029882,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 29.0, 24.0)","(101.0, 190.0, 173.33333333333334)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 59.66666666666667)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:06.714002,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 29.0, 24.0)","(101.0, 190.0, 173.33333333333334)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 59.66666666666667)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:08.287750,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 29.0, 26.4)","(101.0, 190.0, 217.27272727272725)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 64.77777777777777)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:10.047925,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 30.0, 34.8)","(101.0, 230.0, 198.33333333333334)","(2.7, 3.9, 3.7714285714285714)","(6.0, 99999, 99990)","(31.0, 75.0, 64.77777777777777)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:11.578974,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 8.314285714285715)","(21.0, 44.0, 33.5)","(101.0, 220.0, 198.33333333333334)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 75.0, 62.714285714285715)","(31.0, 40.0, 35.2)"
10-01-2023 14:41:13.117744,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 7.88)","(21.0, 44.0, 33.5)","(101.0, 220.0, 198.33333333333334)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 75.0, 62.714285714285715)","(31.0, 40.0, 35.2)"
10-01-2023 14:41:14.625159,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 9.0, 7.942857142857143)","(21.0, 44.0, 33.5)","(101.0, 220.0, 198.33333333333334)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 75.0, 62.714285714285715)","(31.0, 40.0, 35.2)"
10-01-2023 14:41:16.123643,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 44.0, 32.5)","(101.0, 220.0, 198.33333333333334)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 75.0, 57.8)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:17.522375,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 42.0, 29.333333333333336)","(101.0, 220.0, 123.75)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 75.0, 43.0)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:18.967410,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 42.0, 34.25)","(101.0, 210.0, 130.0)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 70.0, 44.333333333333336)","(31.0, 40.0, 37.85714285714286)"
10-01-2023 14:41:20.445798,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 38.0, 25.5)","(101.0, 200.0, 147.5)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 65.0, 47.0)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:21.997362,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 38.0, 28.5)","(101.0, 200.0, 147.5)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 60.0, 38.333333333333336)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:23.420228,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 34.0, 26.0)","(101.0, 200.0, 150.0)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 60.0, 37.5)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:24.796210,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 32.0, 26.5)","(101.0, 200.0, 150.0)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 55.0, 36.666666666666664)","(31.0, 40.0, 37.0)"
10-01-2023 14:41:26.289975,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 30.0, 23.7)","(101.0, 200.0, 150.0)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 50.0, 36.666666666666664)","(31.0, 40.0, 172.0)"
10-01-2023 14:41:27.816062,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 30.0, 24.25)","(101.0, 200.0, 147.5)","(2.7, 3.9, 3.709090909090909)","(6.0, 99999, 99990)","(31.0, 50.0, 36.666666666666664)","(31.0, 200.0, 131.14285714285714)"
10-01-2023 14:41:29.321814,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 8.266666666666666)","(21.0, 28.0, 23.625)","(101.0, 200.0, 147.5)","(2.7, 3.9, 3.72)","(6.0, 99999, 99990)","(31.0, 50.0, 36.666666666666664)","(31.0, 170.0, 84.83333333333333)"
10-01-2023 14:41:30.839312,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.6, 7.999999999999999)","(21.0, 28.0, 23.625)","(101.0, 200.0, 122.14285714285714)","(2.7, 3.75, 3.64)","(6.0, 99999, 99990)","(31.0, 50.0, 36.666666666666664)","(31.0, 95.0, 84.83333333333333)"
10-01-2023 14:41:32.255086,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.2, 7.942857142857143)","(21.0, 28.0, 23.1)","(101.0, 190.0, 165.0)","(2.7, 3.65, 3.76)","(6.0, 99999, 99990)","(31.0, 50.0, 38.333333333333336)","(31.0, 95.0, 97.33333333333333)"
10-01-2023 14:41:33.785475,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 23.1)","(101.0, 180.0, 143.33333333333331)","(2.7, 3.8, 3.76)","(6.0, 99999, 99990)","(31.0, 50.0, 38.333333333333336)","(31.0, 110.0, 97.33333333333333)"
10-01-2023 14:41:35.243194,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 23.1)","(101.0, 170.0, 143.33333333333331)","(2.7, 3.8, 3.7)","(6.0, 99999, 99990)","(31.0, 50.0, 38.333333333333336)","(31.0, 110.0, 61.5)"
10-01-2023 14:41:36.702008,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 23.1)","(101.0, 170.0, 154.28571428571428)","(2.7, 3.9, 3.7)","(6.0, 99999, 99990)","(31.0, 50.0, 38.333333333333336)","(31.0, 100.0, 95.42857142857143)"
10-01-2023 14:41:38.063859,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 23.1)","(101.0, 180.0, 182.85714285714286)","(2.7, 3.9, 3.7)","(6.0, 99999, 99990)","(31.0, 50.0, 38.333333333333336)","(31.0, 120.0, 62.66666666666667)"
10-01-2023 14:41:39.373767,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 23.1)","(101.0, 220.0, 204.7058823529412)","(2.7, 3.9, 3.6714285714285717)","(6.0, 99999, 99990)","(31.0, 50.0, 38.333333333333336)","(31.0, 120.0, 59.33333333333333)"
10-01-2023 14:41:40.668271,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 23.1)","(101.0, 220.0, 195.88235294117646)","(2.7, 3.85, 3.76)","(6.0, 99999, 99990)","(31.0, 50.0, 41.666666666666664)","(31.0, 110.0, 54.33333333333333)"
10-01-2023 14:41:42.005423,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 210.0, 195.88235294117646)","(2.7, 3.8, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 48.0, 42.6)","(31.0, 95.0, 49.66666666666667)"
10-01-2023 14:41:43.755290,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 210.0, 187.05882352941177)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 46.0, 39.0)","(31.0, 85.0, 49.66666666666667)"
10-01-2023 14:41:45.268500,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 187.05882352941177)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 44.0, 39.4)","(31.0, 85.0, 65.42857142857143)"
10-01-2023 14:41:46.826318,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 23.333333333333332)","(101.0, 200.0, 165.0)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 42.0, 35.0)","(31.0, 80.0, 55.0)"
10-01-2023 14:41:48.338793,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 8.266666666666666)","(21.0, 28.0, 23.333333333333332)","(101.0, 200.0, 171.0)","(2.7, 3.85, 3.68)","(6.0, 99999, 99990)","(31.0, 40.0, 32.857142857142854)","(31.0, 75.0, 52.5)"
10-01-2023 14:41:49.733197,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.6, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 190.0, 137.5)","(2.7, 3.7, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 40.0, 33.888888888888886)","(31.0, 75.0, 43.333333333333336)"
10-01-2023 14:41:51.364885,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.9)","(21.0, 28.0, 24.23076923076923)","(101.0, 180.0, 137.5)","(2.7, 3.85, 3.76)","(6.0, 99999, 99990)","(31.0, 40.0, 33.888888888888886)","(31.0, 70.0, 43.333333333333336)"
10-01-2023 14:41:52.938275,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 180.0, 137.5)","(2.7, 3.8, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 40.0, 34.25)","(31.0, 55.0, 42.5)"
10-01-2023 14:41:54.366775,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 180.0, 137.5)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 33.714285714285715)","(31.0, 55.0, 42.5)"
10-01-2023 14:41:55.808401,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 180.0, 137.5)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 33.714285714285715)","(31.0, 55.0, 42.5)"
10-01-2023 14:41:57.210117,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 180.0, 137.5)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 33.714285714285715)","(31.0, 55.0, 42.5)"
10-01-2023 14:41:58.760985,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 180.0, 137.5)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 33.714285714285715)","(31.0, 55.0, 42.5)"
10-01-2023 14:42:00.232480,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 180.0, 165.0)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 33.714285714285715)","(31.0, 55.0, 42.5)"
10-01-2023 14:42:02.640530,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 171.66666666666669)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 33.714285714285715)","(31.0, 55.0, 42.5)"
10-01-2023 14:42:04.279869,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 210.0, 187.05882352941177)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 35.5)","(31.0, 55.0, 51.75)"
10-01-2023 14:42:07.278456,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 187.77777777777777)","(2.7, 3.85, 3.742857142857143)","(6.0, 99999, 99990)","(31.0, 38.0, 35.5)","(31.0, 55.0, 51.75)"
10-01-2023 14:42:08.881088,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 187.77777777777777)","(2.7, 3.85, 3.725)","(6.0, 99999, 99990)","(31.0, 38.0, 33.714285714285715)","(31.0, 55.0, 51.75)"
10-01-2023 14:42:10.500876,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 187.77777777777777)","(2.7, 3.85, 3.725)","(6.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(31.0, 55.0, 51.75)"
10-01-2023 14:42:12.131513,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 187.77777777777777)","(2.7, 3.85, 3.725)","(6.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(31.0, 55.0, 51.75)"
10-01-2023 14:42:13.665358,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 187.77777777777777)","(2.7, 3.85, 3.725)","(6.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(31.0, 55.0, 51.75)"
10-01-2023 14:42:15.313666,"(3.5, 99999, 99990)","(4.4, 99999, 99990)","(8.0, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 187.77777777777777)","(2.7, 3.85, 3.76)","(6.0, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(31.0, 55.0, 51.75)"
10-01-2023 14:42:16.875742,"(3.6, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 8.8, 8.133333333333333)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 147.5)","(2.8, 3.8, 3.68)","(5.5, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(31.0, 55.0, 43.5)"
10-01-2023 14:42:18.377182,"(3.6, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 8.4, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 147.5)","(2.8, 3.7, 3.7818181818181817)","(5.5, 99999, 99990)","(31.0, 38.0, 34.57142857142857)","(31.0, 48.0, 43.5)"
10-01-2023 14:42:19.940293,"(3.6, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 8.8, 7.942857142857143)","(21.0, 28.0, 24.23076923076923)","(101.0, 200.0, 147.5)","(2.8, 3.85, 4.066666666666666)","(5.5, 99999, 99990)","(31.0, 38.0, 67.14285714285714)","(31.0, 48.0, 39.6)"
10-01-2023 14:42:21.479084,"(3.6, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 8.8, 7.942857142857143)","(21.0, 28.0, 24.666666666666668)","(101.0, 200.0, 166.66666666666669)","(2.8, 4.3, 3.8333333333333335)","(5.5, 99999, 99990)","(31.0, 95.0, 55.2)","(31.0, 46.0, 39.6)"
10-01-2023 14:42:23.136251,"(3.6, 99999, 99990)","(4.4, 99999, 99990)","(7.5, 8.8, 8.371428571428572)","(21.0, 28.0, 25.5)","(101.0, 200.0, 166.66666666666669)","(2.8, 4.2, 3.7285714285714286)","(5.5, 99999, 99990)","(31.0, 90.0, 58.5)","(31.0, 46.0, 39.0)"
