,So You Can,Craiglea Blizzard,Action In Cairns,Charm Slinga,Yardstick,Geminga,Magicourt,Dadorable,Roll Me Away,Oamaru Poppy
04-01-2023 16:19:50.635093,"(7.0, 9.4, 8.83529411764706)","(31.0, 60.0, 58.57142857142857)","(12.0, 18.5, 16.27777777777778)","(5.5, 8.0, 7.959090909090909)","(4.0, 5.0, 4.82)","(3.8, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 16.61764705882353)","(26.0, 48.0, 41.0)","(31.0, 70.0, 60.90909090909091)"
04-01-2023 16:19:52.430156,"(7.0, 9.4, 8.83529411764706)","(31.0, 60.0, 58.57142857142857)","(12.0, 18.5, 17.93181818181818)","(5.5, 8.0, 7.9125)","(4.0, 5.0, 4.951785714285714)","(3.8, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 17.2)","(26.0, 48.0, 41.0)","(31.0, 70.0, 60.90909090909091)"
04-01-2023 16:19:53.905387,"(7.0, 9.4, 9.16470588235294)","(31.0, 60.0, 58.57142857142857)","(12.0, 18.5, 17.956521739130434)","(5.5, 8.0, 7.90204081632653)","(4.0, 5.0, 4.951785714285714)","(3.8, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 17.2)","(26.0, 48.0, 41.0)","(31.0, 70.0, 66.36363636363636)"
04-01-2023 16:19:55.320996,"(7.0, 9.4, 9.16470588235294)","(31.0, 60.0, 58.57142857142857)","(12.0, 18.5, 17.58823529411765)","(5.5, 8.0, 7.90204081632653)","(4.0, 5.0, 4.951785714285714)","(3.8, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 17.2)","(26.0, 48.0, 41.0)","(31.0, 80.0, 66.36363636363636)"
04-01-2023 16:19:56.799474,"(7.0, 9.4, 9.16470588235294)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 17.58823529411765)","(5.5, 8.0, 7.90204081632653)","(4.0, 5.0, 4.951785714285714)","(3.8, 4.7, 4.653846153846154)","(4.8, 5.9, 5.64)","(14.0, 19.0, 17.125)","(26.0, 48.0, 34.38461538461539)","(31.0, 80.0, 66.36363636363636)"
04-01-2023 16:19:58.181534,"(7.0, 9.4, 9.16470588235294)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 17.58823529411765)","(5.5, 8.0, 7.90204081632653)","(4.0, 5.0, 4.951785714285714)","(3.8, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 17.125)","(26.0, 44.0, 35.666666666666664)","(31.0, 80.0, 66.36363636363636)"
04-01-2023 16:19:59.459862,"(7.0, 9.4, 9.16470588235294)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 17.4)","(5.5, 8.0, 7.90204081632653)","(3.9, 5.0, 4.951785714285714)","(3.9, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 17.125)","(21.0, 44.0, 35.666666666666664)","(31.0, 80.0, 66.36363636363636)"
04-01-2023 16:20:00.740412,"(7.0, 9.4, 9.16470588235294)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 17.4)","(5.5, 8.0, 7.90204081632653)","(3.9, 5.0, 4.951785714285714)","(3.9, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 17.125)","(21.0, 44.0, 35.666666666666664)","(31.0, 80.0, 66.36363636363636)"
04-01-2023 16:20:02.091062,"(7.0, 9.4, 9.16470588235294)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 17.4)","(5.5, 8.0, 7.90204081632653)","(3.9, 5.0, 4.951785714285714)","(3.9, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 17.125)","(21.0, 44.0, 33.6551724137931)","(31.0, 80.0, 66.11111111111111)"
04-01-2023 16:20:03.636070,"(7.0, 9.4, 8.688888888888888)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 16.176470588235293)","(5.5, 8.0, 7.709090909090909)","(3.9, 5.0, 4.73)","(3.9, 4.7, 4.653846153846154)","(4.8, 5.9, 5.6499999999999995)","(14.0, 19.0, 16.954545454545453)","(21.0, 44.0, 33.6551724137931)","(31.0, 80.0, 66.11111111111111)"
04-01-2023 16:20:04.964864,"(7.0, 9.4, 8.688888888888888)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 16.176470588235293)","(5.5, 8.0, 7.709090909090909)","(3.9, 5.0, 4.73)","(3.9, 4.7, 4.653846153846154)","(4.8, 5.9, 5.64)","(14.0, 19.0, 16.65625)","(21.0, 44.0, 33.6551724137931)","(31.0, 80.0, 66.11111111111111)"
04-01-2023 16:20:06.365749,"(7.0, 9.4, 8.688888888888888)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 16.176470588235293)","(5.5, 8.0, 7.709090909090909)","(3.9, 5.0, 4.742857142857143)","(3.9, 4.7, 4.653846153846154)","(4.8, 5.9, 5.64)","(14.0, 19.0, 17.125)","(21.0, 44.0, 33.6551724137931)","(31.0, 80.0, 66.11111111111111)"
04-01-2023 16:20:07.863192,"(7.0, 9.4, 8.511111111111111)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 16.176470588235293)","(5.5, 8.0, 7.709090909090909)","(3.9, 5.0, 4.742857142857143)","(3.9, 4.7, 4.653846153846154)","(4.8, 5.9, 5.64)","(14.0, 19.0, 17.125)","(21.0, 44.0, 33.6551724137931)","(31.0, 80.0, 66.11111111111111)"
04-01-2023 16:20:09.107170,"(7.0, 9.4, 8.83529411764706)","(31.0, 60.0, 58.57142857142857)","(12.0, 19.0, 16.176470588235293)","(5.5, 8.0, 7.771428571428571)","(3.9, 5.0, 4.742857142857143)","(3.9, 4.7, 4.6875)","(4.8, 5.9, 5.64)","(14.0, 19.0, 17.125)","(21.0, 44.0, 33.6551724137931)","(31.0, 80.0, 66.11111111111111)"
04-01-2023 16:20:10.467892,"(7.0, 9.4, 8.83529411764706)","(31.0, 60.0, 71.42857142857143)","(12.0, 19.0, 16.15)","(5.5, 8.0, 7.771428571428571)","(3.9, 5.0, 4.96)","(3.9, 4.8, 4.7379310344827585)","(4.8, 5.9, 5.633333333333333)","(14.0, 19.0, 17.285714285714285)","(21.0, 44.0, 37.0)","(31.0, 80.0, 67.5)"
04-01-2023 16:20:12.163883,"(7.0, 9.4, 8.92)","(31.0, 75.0, 71.42857142857143)","(12.0, 19.0, 16.833333333333332)","(5.5, 8.0, 7.771428571428571)","(3.9, 5.0, 5.055555555555555)","(3.9, 4.8, 4.529577464788733)","(4.8, 5.9, 5.633333333333333)","(14.0, 19.0, 17.9375)","(21.0, 42.0, 37.714285714285715)","(31.0, 80.0, 67.5)"
04-01-2023 16:20:13.745712,"(7.0, 9.4, 8.8)","(31.0, 75.0, 69.83333333333334)","(12.0, 18.5, 16.833333333333332)","(5.5, 8.0, 7.771428571428571)","(3.9, 5.1, 4.877777777777778)","(3.9, 4.6, 4.529577464788733)","(4.8, 5.9, 5.633333333333333)","(14.0, 18.5, 17.681818181818183)","(21.0, 40.0, 37.714285714285715)","(31.0, 80.0, 65.0)"
04-01-2023 16:20:15.248293,"(7.0, 9.4, 8.8)","(31.0, 75.0, 69.83333333333334)","(12.0, 18.5, 16.3125)","(5.5, 8.0, 7.771428571428571)","(3.9, 4.9, 4.966666666666667)","(3.9, 4.6, 4.529577464788733)","(4.8, 5.9, 5.642857142857142)","(14.0, 18.5, 17.681818181818183)","(21.0, 40.0, 37.714285714285715)","(31.0, 85.0, 61.25)"
04-01-2023 16:20:17.009150,"(7.0, 9.4, 8.8)","(31.0, 75.0, 71.55555555555556)","(12.0, 18.5, 15.4375)","(5.5, 8.0, 7.771428571428571)","(3.9, 5.0, 5.055555555555555)","(3.9, 4.6, 4.7379310344827585)","(4.8, 5.9, 5.633333333333333)","(14.0, 18.5, 17.681818181818183)","(21.0, 40.0, 37.714285714285715)","(31.0, 80.0, 61.25)"
04-01-2023 16:20:18.706462,"(7.0, 9.4, 8.8)","(31.0, 75.0, 71.55555555555556)","(12.0, 18.5, 16.53125)","(5.5, 8.0, 7.8)","(3.9, 5.1, 4.99090909090909)","(3.9, 4.8, 4.7379310344827585)","(4.8, 5.9, 5.633333333333333)","(14.0, 18.5, 17.642857142857142)","(21.0, 40.0, 37.0)","(31.0, 80.0, 70.0)"
04-01-2023 16:20:20.053430,"(7.0, 9.4, 8.8)","(31.0, 75.0, 71.55555555555556)","(12.0, 18.5, 16.53125)","(5.5, 8.0, 7.8)","(3.9, 5.1, 4.99090909090909)","(3.9, 4.8, 4.7379310344827585)","(4.8, 5.9, 5.642857142857142)","(14.0, 18.5, 17.642857142857142)","(21.0, 42.0, 37.0)","(31.0, 80.0, 66.875)"
04-01-2023 16:20:21.343184,"(7.0, 9.4, 8.714285714285714)","(31.0, 75.0, 71.55555555555556)","(12.0, 18.5, 16.53125)","(5.5, 8.0, 7.8)","(3.9, 5.1, 4.99090909090909)","(3.9, 4.8, 4.7379310344827585)","(4.8, 5.9, 5.642857142857142)","(14.0, 18.5, 17.642857142857142)","(21.0, 42.0, 37.0)","(31.0, 80.0, 66.875)"
04-01-2023 16:20:22.714526,"(7.0, 9.4, 8.714285714285714)","(31.0, 75.0, 65.33333333333333)","(12.0, 18.5, 17.227272727272727)","(5.5, 8.0, 7.8)","(3.9, 5.1, 4.99090909090909)","(3.9, 4.8, 4.71)","(4.8, 5.9, 5.633333333333333)","(14.0, 18.5, 17.642857142857142)","(21.0, 42.0, 37.0)","(31.0, 80.0, 39.75)"
04-01-2023 16:20:24.111728,"(7.0, 9.4, 8.714285714285714)","(31.0, 75.0, 65.33333333333333)","(12.0, 18.5, 17.227272727272727)","(5.5, 8.0, 7.8)","(3.9, 5.1, 5.055555555555555)","(3.9, 4.8, 4.71)","(4.8, 5.9, 5.633333333333333)","(14.0, 18.5, 17.642857142857142)","(21.0, 42.0, 37.0)","(31.0, 80.0, 62.0)"
04-01-2023 16:20:25.527851,"(7.0, 9.4, 8.714285714285714)","(31.0, 75.0, 62.0)","(12.0, 18.5, 17.227272727272727)","(5.5, 8.0, 7.8)","(3.9, 5.1, 5.055555555555555)","(3.9, 4.8, 4.71)","(4.8, 5.9, 5.642857142857142)","(14.0, 18.5, 18.26923076923077)","(21.0, 42.0, 29.5)","(31.0, 75.0, 57.25)"
04-01-2023 16:20:26.960942,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 62.0)","(12.0, 18.5, 16.53125)","(5.5, 8.0, 7.8)","(3.9, 5.1, 5.055555555555555)","(3.9, 4.8, 4.71)","(4.8, 5.9, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 42.0, 32.2)","(31.0, 70.0, 51.45454545454545)"
04-01-2023 16:20:28.306365,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 62.0)","(12.0, 18.5, 16.53125)","(5.5, 8.0, 7.8)","(3.9, 5.1, 5.055555555555555)","(3.9, 4.8, 4.488888888888889)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 40.0, 32.2)","(31.0, 70.0, 51.45454545454545)"
04-01-2023 16:20:29.898920,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 70.16666666666666)","(12.0, 18.5, 15.8)","(5.5, 8.0, 7.8)","(3.9, 5.1, 5.0)","(3.9, 4.8, 4.4107142857142865)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 40.0, 31.0)","(31.0, 70.0, 51.45454545454545)"
04-01-2023 16:20:31.283821,"(7.0, 9.4, 9.25)","(31.0, 75.0, 70.16666666666666)","(12.0, 18.5, 17.32608695652174)","(5.5, 8.0, 8.5)","(3.9, 5.1, 4.974285714285714)","(3.9, 4.5, 4.4504950495049505)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 40.0, 33.714285714285715)","(31.0, 70.0, 58.0)"
04-01-2023 16:20:32.634740,"(7.0, 9.4, 9.317241379310346)","(31.0, 75.0, 72.36363636363636)","(12.0, 18.5, 17.847826086956523)","(5.5, 8.8, 8.05)","(3.9, 5.3, 5.0636363636363635)","(3.9, 4.5, 4.4504950495049505)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 70.0, 58.0)"
04-01-2023 16:20:33.921451,"(7.0, 9.4, 9.317241379310346)","(31.0, 75.0, 66.66666666666667)","(12.0, 18.5, 17.071428571428573)","(5.5, 8.8, 7.966666666666667)","(3.9, 5.2, 5.0636363636363635)","(3.9, 4.5, 4.751724137931034)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 70.0, 58.0)"
04-01-2023 16:20:35.234466,"(7.0, 9.4, 9.317241379310346)","(31.0, 75.0, 66.66666666666667)","(12.0, 18.5, 16.863636363636363)","(5.5, 8.8, 7.966666666666667)","(3.9, 5.2, 5.0636363636363635)","(3.9, 4.8, 4.729032258064516)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 70.0, 55.333333333333336)"
04-01-2023 16:20:36.527616,"(7.0, 9.4, 9.317241379310346)","(31.0, 75.0, 66.66666666666667)","(12.0, 18.5, 16.863636363636363)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.2, 4.96)","(3.9, 4.8, 4.729032258064516)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 65.0, 56.57142857142857)"
04-01-2023 16:20:37.896997,"(7.0, 9.6, 9.562962962962963)","(31.0, 75.0, 66.66666666666667)","(12.0, 18.5, 18.25)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.0, 4.966666666666667)","(3.9, 4.8, 4.729032258064516)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 60.0, 56.57142857142857)"
04-01-2023 16:20:39.234027,"(7.0, 9.4, 9.317241379310346)","(31.0, 75.0, 66.66666666666667)","(12.0, 20.0, 18.541666666666668)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.0, 4.966666666666667)","(3.9, 4.8, 4.729032258064516)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 60.0, 56.57142857142857)"
04-01-2023 16:20:40.555549,"(7.0, 9.4, 9.317241379310346)","(31.0, 75.0, 66.66666666666667)","(12.0, 20.0, 18.541666666666668)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.0, 4.966666666666667)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 60.0, 56.57142857142857)"
04-01-2023 16:20:41.854359,"(7.0, 9.4, 8.8)","(31.0, 75.0, 66.66666666666667)","(12.0, 20.0, 18.541666666666668)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.0, 4.966666666666667)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 60.0, 56.57142857142857)"
04-01-2023 16:20:43.122871,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 18.125)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.0, 4.966666666666667)","(3.9, 4.8, 4.407692307692308)","(4.8, 5.8, 5.6499999999999995)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 60.0, 56.57142857142857)"
04-01-2023 16:20:44.445741,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 17.818181818181817)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.0, 4.966666666666667)","(3.9, 4.6, 4.407692307692308)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 60.0, 49.411764705882355)"
04-01-2023 16:20:45.687833,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 17.5625)","(5.5, 8.8, 8.0)","(3.9, 5.0, 5.055555555555555)","(3.9, 4.6, 4.407692307692308)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 55.0, 44.285714285714285)"
04-01-2023 16:20:46.921077,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 17.5625)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.1, 5.046666666666666)","(3.9, 4.6, 4.407692307692308)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 55.0, 51.36363636363637)"
04-01-2023 16:20:48.156134,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 17.5625)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.1, 5.046666666666666)","(3.9, 4.6, 4.407692307692308)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 65.0, 51.36363636363637)"
04-01-2023 16:20:49.447279,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 17.5625)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.1, 5.046666666666666)","(3.9, 4.6, 4.426666666666667)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 65.0, 51.36363636363637)"
04-01-2023 16:20:50.827428,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 17.5625)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.1, 5.046666666666666)","(3.9, 4.8, 4.424242424242425)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 33.6)","(31.0, 65.0, 56.1764705882353)"
04-01-2023 16:20:52.104993,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 63.333333333333336)","(12.0, 20.0, 17.5625)","(5.5, 8.8, 7.911111111111111)","(3.9, 5.1, 5.046666666666666)","(3.9, 4.8, 4.424242424242425)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.434782608695652)","(21.0, 34.0, 32.833333333333336)","(31.0, 65.0, 56.1764705882353)"
04-01-2023 16:20:53.437207,"(7.0, 9.4, 8.714285714285714)","(31.0, 70.0, 68.75)","(12.0, 20.0, 17.75)","(5.5, 8.8, 8.0)","(3.9, 5.1, 5.133333333333334)","(3.9, 4.8, 4.424242424242425)","(4.8, 5.8, 5.666666666666667)","(14.0, 18.5, 17.928571428571427)","(21.0, 34.0, 32.833333333333336)","(31.0, 65.0, 45.285714285714285)"
04-01-2023 16:20:54.580877,"(7.0, 9.2, 8.674999999999999)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.75)","(5.5, 8.6, 8.0)","(3.9, 5.2, 5.042105263157895)","(3.9, 4.8, 4.424242424242425)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 17.928571428571427)","(21.0, 34.0, 32.833333333333336)","(31.0, 65.0, 45.285714285714285)"
04-01-2023 16:20:55.798572,"(7.0, 9.2, 8.674999999999999)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.59090909090909)","(5.5, 8.6, 8.0)","(3.9, 5.2, 5.042105263157895)","(3.9, 4.8, 4.424242424242425)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.1)","(21.0, 34.0, 32.25)","(31.0, 65.0, 45.285714285714285)"
04-01-2023 16:20:57.194138,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.166666666666668)","(5.5, 8.6, 8.0)","(3.9, 5.2, 5.042105263157895)","(3.9, 4.8, 4.424242424242425)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.1)","(21.0, 34.0, 33.14285714285714)","(31.0, 65.0, 51.0)"
04-01-2023 16:20:58.539720,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.166666666666668)","(5.5, 8.6, 8.0)","(3.9, 5.2, 5.042105263157895)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.1)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 58.0)"
04-01-2023 16:20:59.848073,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.166666666666668)","(5.5, 8.6, 8.0)","(3.9, 5.2, 4.926086956521739)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.1)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 58.0)"
04-01-2023 16:21:01.092016,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.166666666666668)","(5.5, 8.6, 8.0)","(3.9, 5.1, 4.926086956521739)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.1)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 53.6)"
04-01-2023 16:21:02.313522,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.166666666666668)","(5.5, 8.6, 8.0)","(3.9, 5.1, 4.926086956521739)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.192307692307693)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 52.25)"
04-01-2023 16:21:03.467772,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.166666666666668)","(5.5, 8.6, 8.0)","(3.9, 5.1, 4.926086956521739)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.192307692307693)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 55.72727272727273)"
04-01-2023 16:21:04.612671,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 17.166666666666668)","(5.5, 8.6, 8.0)","(3.9, 5.1, 4.926086956521739)","(3.9, 4.8, 4.461538461538462)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 18.192307692307693)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 55.72727272727273)"
04-01-2023 16:21:05.803218,"(7.0, 9.2, 8.742857142857142)","(31.0, 75.0, 68.75)","(12.0, 19.5, 16.884615384615383)","(5.5, 8.6, 8.5)","(3.9, 5.1, 4.827272727272727)","(3.9, 4.8, 4.403846153846154)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.5, 17.666666666666668)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 55.72727272727273)"
04-01-2023 16:21:07.072774,"(7.0, 9.2, 8.8)","(31.0, 75.0, 68.75)","(12.0, 19.0, 16.884615384615383)","(5.5, 8.6, 8.5)","(3.9, 5.1, 4.827272727272727)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.0, 17.666666666666668)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 55.72727272727273)"
04-01-2023 16:21:08.341191,"(7.0, 9.2, 8.8)","(31.0, 75.0, 68.75)","(12.0, 19.0, 15.791666666666666)","(5.5, 8.6, 8.5)","(3.9, 5.1, 4.827272727272727)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.0, 17.666666666666668)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 53.666666666666664)"
04-01-2023 16:21:09.643949,"(7.0, 9.2, 9.105882352941176)","(31.0, 75.0, 71.875)","(12.0, 19.0, 15.791666666666666)","(5.5, 8.6, 8.5)","(3.9, 5.1, 4.827272727272727)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.0, 17.666666666666668)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 53.666666666666664)"
04-01-2023 16:21:10.873695,"(7.0, 9.2, 8.8)","(31.0, 75.0, 71.875)","(12.0, 19.0, 17.67241379310345)","(5.5, 8.6, 8.5)","(3.9, 5.1, 4.827272727272727)","(3.9, 4.5, 4.456666666666667)","(4.8, 5.7, 5.666666666666667)","(14.0, 18.0, 17.818181818181817)","(21.0, 34.0, 33.45454545454545)","(31.0, 65.0, 57.714285714285715)"
04-01-2023 16:21:12.374796,"(7.0, 9.2, 8.64)","(31.0, 75.0, 71.875)","(12.0, 19.0, 17.67241379310345)","(5.5, 8.6, 8.5)","(3.9, 5.1, 4.962068965517242)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.7, 5.763265306122449)","(14.0, 18.0, 18.029411764705884)","(21.0, 34.0, 33.375)","(31.0, 65.0, 57.714285714285715)"
04-01-2023 16:21:13.910076,"(7.0, 9.2, 8.64)","(31.0, 75.0, 71.875)","(12.0, 19.0, 16.8)","(5.5, 8.6, 8.5)","(3.9, 5.1, 5.0473684210526315)","(3.9, 4.5, 4.456666666666667)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 17.928571428571427)","(21.0, 34.0, 33.2)","(31.0, 65.0, 57.714285714285715)"
04-01-2023 16:21:15.287145,"(7.0, 9.2, 8.64)","(31.0, 75.0, 71.875)","(12.0, 19.0, 17.09090909090909)","(5.5, 8.6, 8.5)","(3.9, 5.1, 5.0473684210526315)","(3.9, 4.5, 4.456666666666667)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 17.928571428571427)","(21.0, 34.0, 33.5)","(31.0, 65.0, 57.714285714285715)"
04-01-2023 16:21:16.615390,"(6.5, 9.2, 8.64)","(31.0, 75.0, 71.875)","(12.0, 19.0, 17.6875)","(5.5, 8.6, 8.5)","(4.0, 5.1, 5.448275862068965)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 17.928571428571427)","(21.0, 34.0, 33.5)","(41.0, 65.0, 57.714285714285715)"
04-01-2023 16:21:17.857763,"(6.5, 9.2, 8.584615384615384)","(31.0, 75.0, 68.75)","(12.0, 19.0, 16.666666666666668)","(5.5, 8.6, 8.5)","(4.0, 5.6, 5.352941176470589)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.8, 5.626666666666666)","(14.0, 18.5, 18.166666666666668)","(21.0, 34.0, 33.5)","(41.0, 65.0, 53.666666666666664)"
04-01-2023 16:21:19.126798,"(6.5, 9.2, 8.584615384615384)","(31.0, 75.0, 68.75)","(12.0, 19.0, 16.666666666666668)","(5.5, 8.6, 8.5)","(4.0, 5.4, 5.066666666666667)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.166666666666668)","(21.0, 34.0, 33.5)","(41.0, 65.0, 53.666666666666664)"
04-01-2023 16:21:20.412941,"(6.5, 9.2, 8.353846153846153)","(31.0, 75.0, 68.75)","(12.0, 19.0, 16.666666666666668)","(5.5, 8.6, 8.5)","(4.0, 5.4, 5.177777777777778)","(3.9, 4.5, 4.404878048780488)","(4.8, 5.8, 5.636363636363636)","(14.0, 18.5, 18.166666666666668)","(21.0, 34.0, 33.0)","(41.0, 65.0, 53.666666666666664)"
