,Palace House,Prized Benefit,Empire Club,Roys Road,Indiana Falls,Miss Rinehart,Naughty Possum,Playing Hookie
10-01-2023 14:11:04.606244,"(3.6, 4.1, 4.094318181818181)","(26.0, 42.0, 36.0)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 56.34782608695652)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:05.730428,"(3.6, 4.3, 4.296428571428571)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 56.34782608695652)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:06.845444,"(3.6, 4.3, 4.296428571428571)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 56.34782608695652)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:07.917977,"(3.6, 4.3, 4.296470588235294)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 56.34782608695652)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.765625)"
10-01-2023 14:11:08.905652,"(3.6, 4.3, 4.296470588235294)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 56.34782608695652)","(14.0, 24.0, 23.75)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:10.013101,"(3.6, 4.3, 4.288888888888889)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 49.714285714285715)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:11.123938,"(3.6, 4.3, 4.288888888888889)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 51.42857142857143)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:12.300676,"(3.6, 4.3, 4.288888888888889)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 53.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:13.398073,"(3.6, 4.3, 4.288888888888889)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 53.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:14.506683,"(3.6, 4.3, 4.288888888888889)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 53.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:15.589568,"(3.6, 4.3, 4.288888888888889)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 57.5)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:16.786060,"(3.6, 4.3, 4.283333333333333)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:17.863478,"(3.6, 4.3, 4.283333333333333)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.557142857142857)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:19.015114,"(3.6, 4.3, 4.2875)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.477777777777778)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:20.142867,"(3.6, 4.3, 4.2875)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.7, 5.477777777777778)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:21.246489,"(3.6, 4.3, 4.2875)","(26.0, 42.0, 35.0)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.5058823529411764)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:22.391619,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 35.0)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.3517241379310345)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:23.432524,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 34.666666666666664)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.3517241379310345)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:24.452278,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 34.666666666666664)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.3517241379310345)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:25.617000,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.3517241379310345)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:26.720427,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.3517241379310345)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:27.802893,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:28.823486,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:29.849943,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:30.903255,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:32.034449,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:33.186506,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:34.376031,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:35.552178,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:36.650104,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:37.737219,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 60.0, 58.57142857142857)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:38.824387,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 75.0, 56.25)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:39.867492,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 75.0, 56.25)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:40.962631,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 75.0, 60.0)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:42.096157,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 57.5)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:43.252500,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.283333333333333)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 57.5)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:44.379385,"(3.6, 4.3, 4.2875)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 57.5)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:45.507320,"(3.6, 4.3, 4.181081081081081)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:46.586091,"(3.6, 4.3, 4.181081081081081)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:47.617948,"(3.6, 4.3, 4.181081081081081)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:48.631732,"(3.6, 4.3, 4.181081081081081)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.221052631578948)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:49.722666,"(3.6, 4.3, 4.2627906976744185)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:50.846872,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:51.921232,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:52.955408,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:54.079082,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:55.232508,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.742857142857143)"
10-01-2023 14:11:56.433241,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.8, 3.7456521739130433)"
10-01-2023 14:11:57.572542,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.225)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:11:58.785082,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.266666666666667)","(9.0, 18.5, 17.833333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:11:59.963631,"(3.6, 4.3, 4.272093023255814)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.281818181818181)","(9.0, 18.5, 18.166666666666668)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:01.124444,"(3.6, 4.4, 4.334782608695653)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.274074074074075)","(4.0, 5.6, 5.3)","(9.0, 18.5, 18.27777777777778)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:02.229677,"(3.6, 4.4, 4.3340000000000005)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.3)","(9.0, 18.5, 18.27777777777778)","(41.0, 70.0, 58.75)","(14.0, 24.0, 23.6)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:03.342731,"(3.6, 4.4, 4.3340000000000005)","(26.0, 40.0, 31.11111111111111)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.3)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 19.666666666666668)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:04.475470,"(3.6, 4.4, 4.3340000000000005)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.3)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 20.0, 22.65)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:05.658321,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.363636363636363)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:06.782383,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.8)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:07.956972,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.8)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:09.149578,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.8)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:10.224344,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.363636363636363)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:11.281197,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.363636363636363)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:12.393572,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.363636363636363)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:13.527057,"(3.6, 4.4, 4.3388888888888895)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.333333333333333)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.363636363636363)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:14.659164,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.3)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.75)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:15.751046,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.3)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.75)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:16.864947,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.257142857142857)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.77777777777778)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:17.943609,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.266666666666667)","(9.0, 18.5, 18.357142857142858)","(41.0, 70.0, 58.75)","(14.0, 24.0, 22.75)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:19.077216,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.266666666666667)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.75)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:20.335112,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.266666666666667)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.75)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:21.541081,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.257142857142857)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.75)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:22.766934,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.257142857142857)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:23.904543,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.257142857142857)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:25.044454,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.257142857142857)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:26.188832,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 30.5)","(5.5, 6.6, 6.264516129032258)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:27.361746,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.333333333333333)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 58.75)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:28.549614,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.333333333333333)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 70.0, 61.666666666666664)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:29.718157,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.333333333333333)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:30.986847,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:32.275013,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:33.496448,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:34.706272,"(3.6, 4.4, 4.304347826086957)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
10-01-2023 14:12:35.889231,"(3.6, 4.4, 4.27741935483871)","(26.0, 32.0, 31.0)","(5.5, 6.6, 6.258823529411765)","(4.0, 5.5, 5.355172413793103)","(9.0, 18.5, 18.333333333333332)","(41.0, 75.0, 61.666666666666664)","(14.0, 24.0, 21.88235294117647)","(3.4, 3.75, 3.7456521739130433)"
