,Victa Mikey,Impress Raja,Little Purpose,Canya Razor,Neangar Boy,Sandave Diamond,Allinga Grin
16-12-2022 12:10:17.111566,"(4.6, 9.8, 6.5)","(7.0, 16.0, 14.581818181818182)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.4)","(6.5, 16.0, 8.546666666666667)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:18.126928,"(4.6, 9.8, 6.866666666666667)","(7.0, 16.0, 12.329411764705881)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.4)","(6.5, 16.0, 8.546666666666667)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:19.168666,"(4.6, 9.8, 6.275)","(7.0, 16.0, 12.879999999999999)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.4)","(6.5, 16.0, 8.546666666666667)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:20.232710,"(4.6, 9.8, 6.275)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 12.350000000000001)","(6.5, 16.0, 8.964705882352941)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:21.264955,"(4.6, 9.8, 6.275)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.964705882352941)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:22.333039,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 9.63076923076923)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:23.396196,"(4.6, 9.8, 7.7)","(7.0, 16.0, 10.933333333333334)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729078947368421)","(6.0, 13.5, 12.350000000000001)","(6.5, 16.0, 8.964705882352941)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:24.444200,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:25.430999,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:26.332130,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:27.263719,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:28.295371,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:29.328500,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:30.369560,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:31.516498,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:32.558351,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 61.42857142857143)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 12.2)","(6.5, 16.0, 8.964705882352941)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:33.616936,"(4.6, 9.8, 6.733333333333334)","(7.0, 16.0, 9.35)","(21.0, 110.0, 58.30769230769231)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 12.2)","(6.5, 16.0, 9.63076923076923)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:34.753384,"(4.6, 9.8, 7.45)","(7.0, 16.0, 9.485714285714286)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:35.757446,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:36.702115,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:37.702507,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:38.713744,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:39.777531,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:40.905506,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:42.014498,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:43.059970,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:44.089731,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:45.158415,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:46.119903,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:47.097313,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:48.060034,"(4.6, 9.8, 6.275)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.4)","(6.5, 16.0, 10.825)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:49.003550,"(4.6, 9.8, 6.733333333333334)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 10.825)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:50.030231,"(4.6, 9.8, 6.275)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:51.063539,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.35)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:52.127940,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.525)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:53.212679,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.525)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729078947368421)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:54.238909,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.525)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729078947368421)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:55.175048,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.525)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729078947368421)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:56.105783,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.525)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729078947368421)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:57.121875,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.525)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.729078947368421)","(6.0, 13.5, 10.55)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:58.114921,"(4.6, 9.8, 6.65)","(7.0, 16.0, 9.525)","(21.0, 110.0, 62.57142857142857)","(1.75, 1.73, 1.7291139240506328)","(6.0, 13.5, 12.16)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:10:59.184850,"(4.6, 9.8, 7.28)","(7.0, 16.0, 9.128571428571428)","(21.0, 110.0, 76.80000000000001)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:00.248482,"(4.6, 9.8, 7.28)","(7.0, 16.0, 10.08)","(21.0, 110.0, 76.80000000000001)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:01.335474,"(4.6, 9.8, 7.28)","(7.0, 15.5, 10.325)","(21.0, 110.0, 76.80000000000001)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:02.339571,"(4.6, 9.8, 7.28)","(7.0, 15.5, 9.13076923076923)","(21.0, 110.0, 66.80000000000001)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:03.381926,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.181818181818182)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:04.301807,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.31111111111111)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:05.333605,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.31111111111111)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:06.350473,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.31111111111111)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:07.415268,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.31111111111111)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:08.462154,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.31111111111111)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 10.65)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:09.536059,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.31111111111111)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 12.6625)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:10.609181,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:11.648070,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:12.650386,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:13.670523,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:14.611676,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:15.574453,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:16.609328,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:17.611901,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:18.675279,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:19.774559,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:20.841609,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:21.901372,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:22.919991,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:23.887912,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:24.912107,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:25.819124,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:26.767973,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 74.44444444444444)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:27.803553,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:28.829156,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:29.932563,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:31.047801,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:32.046575,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:33.051863,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:34.040013,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:35.038978,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:35.981565,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:36.928647,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:37.905372,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:38.892632,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:39.936700,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.2)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:40.904756,"(4.6, 9.8, 7.28)","(7.0, 16.5, 9.916666666666666)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:41.971332,"(4.6, 9.8, 7.28)","(7.0, 16.0, 11.066666666666666)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:43.184146,"(4.6, 9.8, 7.28)","(7.0, 15.5, 10.325)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:44.137636,"(4.6, 9.8, 7.28)","(7.0, 15.5, 10.325)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.385714285714286)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:45.150836,"(4.6, 9.8, 7.28)","(7.0, 15.5, 10.325)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.964705882352941)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:46.189749,"(4.6, 9.8, 7.28)","(7.0, 15.5, 10.325)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:47.205925,"(4.6, 9.8, 7.28)","(7.0, 15.5, 10.325)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:48.266477,"(4.6, 9.8, 7.28)","(7.0, 15.5, 9.585714285714285)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:49.237682,"(4.6, 9.8, 7.28)","(7.0, 15.0, 10.733333333333333)","(21.0, 110.0, 62.0)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:50.378212,"(4.6, 9.8, 7.28)","(7.0, 16.0, 9.525)","(21.0, 110.0, 77.15789473684211)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:51.449795,"(4.6, 9.8, 7.28)","(7.0, 16.0, 9.525)","(21.0, 110.0, 77.15789473684211)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 12.6625)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:52.418182,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.514285714285714)","(21.0, 110.0, 78.8)","(1.75, 1.73, 1.729125)","(6.0, 13.5, 11.266666666666666)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:53.356678,"(4.6, 9.8, 7.28)","(7.0, 14.5, 10.566666666666666)","(21.0, 110.0, 78.8)","(1.75, 1.73, 1.7277314814814815)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
16-12-2022 12:11:54.277370,"(4.6, 9.8, 7.28)","(7.0, 15.0, 9.666666666666666)","(21.0, 110.0, 78.8)","(1.75, 1.73, 1.7277625570776256)","(6.0, 13.5, 11.333333333333332)","(6.5, 16.0, 8.571428571428571)","(71.0, 570.0, 514.4444444444445)"
